date,MXN_WT_2022_Q4,meta
2022-10-13 12:00:00,16.739946750175704,
2022-10-13 13:30:00,6.654534720885522,
2022-10-13 15:00:00,8.535173878166006,
2022-10-13 15:30:30,8.535173878166006,
2022-10-13 23:59:59,21.46536414863158,c
2022-10-14 00:00:00,13.928612252249877,
2022-10-14 10:00:00,50.73185919297248,
2022-10-14 10:30:00,40.35515620519641,
2022-10-14 12:00:00,49.80131632991788,
2022-10-14 13:30:00,59.8438242837633,
2022-10-14 15:00:00,63.01337158280626,
2022-10-14 15:30:30,63.01337158280626,
2022-10-14 23:59:59,49.89713247894451,w
2022-10-17 00:00:00,28.39029557956451,
2022-10-17 10:00:00,66.95256750925955,
2022-10-17 10:30:00,69.81390760160843,
2022-10-17 12:00:00,45.26492022855655,
2022-10-17 13:30:00,34.11611941617093,
2022-10-17 15:00:00,20.566118397773835,
2022-10-17 15:30:30,20.566118397773835,
2022-10-17 23:59:59,24.0256971764245,c
2022-10-18 00:00:00,24.65739881571517,
2022-10-18 10:00:00,20.266228451789402,
2022-10-18 10:30:00,18.294384058368223,
2022-10-18 12:00:00,-15.39341792060759,
2022-10-18 13:30:00,3.1406600089594576,
2022-10-18 15:00:00,28.356177735177425,
2022-10-18 15:30:30,28.356177735177425,
2022-10-18 23:59:59,9.849264898094816,c
2022-10-19 00:00:00,12.100648112551198,
2022-10-19 10:00:00,44.45488500920828,
2022-10-19 10:30:00,33.439799244451706,
2022-10-19 12:00:00,50.99421969119453,
2022-10-19 13:30:00,71.4300742764758,
2022-10-19 15:00:00,77.82393353288535,
2022-10-19 15:30:30,77.82393353288535,
2022-10-19 23:59:59,44.00708964420278,c
2022-10-20 00:00:00,45.368578139451074,
2022-10-20 10:00:00,92.84220154838204,
2022-10-20 10:30:00,114.7605332352889,
2022-10-20 12:00:00,120.17392898238131,
2022-10-20 13:30:00,118.86189694386712,
2022-10-20 15:00:00,99.02264698856243,
2022-10-20 15:30:30,99.02264698856243,
2022-10-20 23:59:59,163.33951817218053,e
2022-10-21 00:00:00,172.3609472493456,
2022-10-21 10:00:00,136.6251253439293,
2022-10-21 10:30:00,156.4698776706698,
2022-10-21 12:00:00,154.5662989642135,
2022-10-21 13:30:00,174.83693835289932,
2022-10-21 15:00:00,180.95175437865214,
2022-10-21 15:30:30,180.95175437865214,
2022-10-21 23:59:59,170.27353253365004,w
2022-10-24 00:00:00,155.38362573599898,
2022-10-24 10:00:00,159.36861147099876,
2022-10-24 10:30:00,170.35970939126628,
2022-10-24 12:00:00,211.3264052990619,
2022-10-24 13:30:00,223.60982767550308,
2022-10-24 15:00:00,241.48187294504874,
2022-10-24 15:30:30,241.48187294504874,
2022-10-24 23:59:59,211.78324024600465,c
2022-10-25 00:00:00,196.6619638010941,
2022-10-25 10:00:00,198.12974409234448,
2022-10-25 10:30:00,220.5007900974524,
2022-10-25 12:00:00,210.93696574726755,
2022-10-25 13:30:00,199.87643566407155,
2022-10-25 15:00:00,191.6249371102324,
2022-10-25 15:30:30,191.6249371102324,
2022-10-25 23:59:59,194.23228723432044,c
2022-10-26 00:00:00,197.52656960837567,
2022-10-26 10:00:00,159.32490419051805,
2022-10-26 10:30:00,137.53694638565457,
2022-10-26 12:00:00,98.83399318291322,
2022-10-26 13:30:00,90.42072897889147,
2022-10-26 15:00:00,95.97236645361727,
2022-10-26 15:30:30,95.97236645361727,
2022-10-26 23:59:59,80.44587562582456,c
2022-10-27 00:00:00,81.08658464146629,
2022-10-27 10:00:00,106.77820294592561,
2022-10-27 10:30:00,101.12100422622666,
2022-10-27 12:00:00,121.40625066855478,
2022-10-27 13:30:00,147.7584283556696,
2022-10-27 15:00:00,129.5845593317565,
2022-10-27 15:30:30,129.5845593317565,
2022-10-27 23:59:59,134.56377013484007,c
2022-10-28 00:00:00,129.90336919942774,
2022-10-28 10:00:00,106.39996556478172,
2022-10-28 10:30:00,103.12362112816368,
2022-10-28 12:00:00,135.7194594495345,
2022-10-28 13:30:00,147.17429793251426,
2022-10-28 15:00:00,146.7144578900818,
2022-10-28 15:30:30,146.7144578900818,
2022-10-28 23:59:59,142.37784498356154,w
2022-10-31 00:00:00,126.4516933472587,
2022-10-31 10:00:00,103.3539374443551,
2022-10-31 10:30:00,106.72623559755243,
2022-10-31 12:00:00,129.20167987384843,
2022-10-31 13:30:00,117.06778207466346,
2022-10-31 15:00:00,101.78771972617892,
2022-10-31 15:30:30,101.78771972617892,
2022-10-31 23:59:59,106.04275143316022,c
2022-11-01 00:00:00,122.30826491189487,
2022-11-01 10:00:00,78.85375990270222,
2022-11-01 10:30:00,108.24437348277024,
2022-11-01 12:00:00,125.67013568134462,
2022-11-01 13:30:00,90.71934735421246,
2022-11-01 15:00:00,95.13342131081458,
2022-11-01 15:30:30,95.13342131081458,
2022-11-01 23:59:59,66.04000182552932,c
2022-11-02 00:00:00,66.04000182552932,
2022-11-02 10:00:00,66.04000182552932,
2022-11-02 10:30:00,66.04000182552932,
2022-11-02 12:00:00,66.04000182552932,
2022-11-02 13:30:00,66.04000182552932,
2022-11-02 15:00:00,66.04000182552932,
2022-11-02 15:30:30,66.04000182552932,
2022-11-02 23:59:59,66.04000182552932,c
2022-11-03 00:00:00,69.90817687929871,
2022-11-03 10:00:00,81.75630026099861,
2022-11-03 10:30:00,67.07547799936856,
2022-11-03 12:00:00,72.58129018581849,
2022-11-03 13:30:00,52.489501882736704,
2022-11-03 15:00:00,71.55659598311286,
2022-11-03 15:30:30,71.55659598311286,
2022-11-03 23:59:59,86.84011777104752,c
