date,MXN_WT_2022_Q4,meta
2022-09-23 00:00:00,118.0354013646936,
2022-09-23 10:00:00,147.19275792724466,
2022-09-23 10:30:00,162.96486871400157,
2022-09-23 12:00:00,160.6285923398159,
2022-09-23 13:30:00,163.70759970461472,
2022-09-23 15:00:00,169.82964947855658,
2022-09-23 15:30:30,169.82964947855658,
2022-09-23 23:59:59,178.0753850155436,w
2022-09-26 00:00:00,180.0444294104525,
2022-09-26 10:00:00,174.11332622181794,
2022-09-26 10:30:00,167.2220622714433,
2022-09-26 12:00:00,164.70046744014394,
2022-09-26 13:30:00,166.215982558449,
2022-09-26 15:00:00,169.0077143695562,
2022-09-26 15:30:30,169.0077143695562,
2022-09-26 23:59:59,172.51018511893744,c
2022-09-27 00:00:00,165.59623633443175,
2022-09-27 10:00:00,150.990787268722,
2022-09-27 10:30:00,156.17249801589264,
2022-09-27 12:00:00,133.64825148845648,
2022-09-27 13:30:00,158.7460351154532,
2022-09-27 15:00:00,147.19221186387972,
2022-09-27 15:30:30,147.19221186387972,
2022-09-27 23:59:59,153.29451896213027,c
2022-09-28 00:00:00,152.4368787473145,
2022-09-28 10:00:00,144.00627318574652,
2022-09-28 10:30:00,128.7919950303642,
2022-09-28 12:00:00,157.23365507089648,
2022-09-28 13:30:00,158.9418928712057,
2022-09-28 15:00:00,149.50987799204836,
2022-09-28 15:30:30,149.50987799204836,
2022-09-28 23:59:59,151.39690162074044,c
2022-09-29 00:00:00,140.81648167046137,
2022-09-29 10:00:00,164.11500667746213,
2022-09-29 10:30:00,150.9666507233335,
2022-09-29 12:00:00,153.19789663679694,
2022-09-29 13:30:00,141.75464321072832,
2022-09-29 15:00:00,114.00731136421496,
2022-09-29 15:30:30,114.00731136421496,
2022-09-29 23:59:59,118.56451221751172,c
2022-09-30 00:00:00,127.81330199697777,
2022-09-30 10:00:00,114.86882400826653,
2022-09-30 10:30:00,109.35477770196349,
2022-09-30 12:00:00,108.71272940874724,
2022-09-30 13:30:00,91.61919266230439,
2022-09-30 15:00:00,108.49058691170694,
2022-09-30 15:30:30,108.49058691170694,s
2022-09-30 23:59:59,135.85661580412284,w
2022-10-03 00:00:00,127.36946735988818,
2022-10-03 10:00:00,108.55010350541897,
2022-10-03 10:30:00,103.11681681490609,
2022-10-03 12:00:00,89.5255131182264,
2022-10-03 13:30:00,81.10060527075575,
2022-10-03 15:00:00,68.58608043210688,
2022-10-03 15:30:30,68.58608043210688,
2022-10-03 23:59:59,73.05537695496787,c
2022-10-04 00:00:00,82.25360301062119,
2022-10-04 10:00:00,49.390910232517854,
2022-10-04 10:30:00,53.7173123279465,
2022-10-04 12:00:00,35.90995711782921,
2022-10-04 13:30:00,35.04188648549621,
2022-10-04 15:00:00,40.45415528049921,
2022-10-04 15:30:30,40.45415528049921,
2022-10-04 23:59:59,13.310942223816028,c
2022-10-05 00:00:00,20.395255897576135,
2022-10-05 10:00:00,10.383083083342854,
2022-10-05 10:30:00,18.376033033120166,
2022-10-05 12:00:00,-18.965209325949218,
2022-10-05 13:30:00,-31.07332166962965,
2022-10-05 15:00:00,-32.24425841169182,
2022-10-05 15:30:30,-32.24425841169182,
2022-10-05 23:59:59,-34.21858585595692,c
2022-10-06 00:00:00,-34.530906449115946,
2022-10-06 10:00:00,-32.82344037585972,
2022-10-06 10:30:00,-7.00892668437541,
2022-10-06 12:00:00,18.281922351939784,
2022-10-06 13:30:00,-0.21800977772954866,
2022-10-06 15:00:00,-37.06428833064888,
2022-10-06 15:30:30,-37.06428833064888,
2022-10-06 23:59:59,-16.362701534686494,c
2022-10-07 00:00:00,0.7450672648985801,
2022-10-07 10:00:00,11.659818858399376,
2022-10-07 10:30:00,23.461822548179953,
2022-10-07 12:00:00,38.367180204525994,
2022-10-07 13:30:00,35.88741355240768,
2022-10-07 15:00:00,5.319626595439331,
2022-10-07 15:30:30,5.319626595439331,
2022-10-07 23:59:59,0.0,a
2022-10-10 00:00:00,13.621013362230997,
2022-10-10 10:00:00,23.752934514875506,
2022-10-10 10:30:00,40.700396918161914,
2022-10-10 12:00:00,58.87980327967307,
2022-10-10 13:30:00,66.54999471052543,
2022-10-10 15:00:00,68.03178007787392,
2022-10-10 15:30:30,68.03178007787392,
2022-10-10 23:59:59,88.4152748732647,c
2022-10-11 00:00:00,90.7007636422652,
2022-10-11 10:00:00,94.03181394162948,
2022-10-11 10:30:00,111.32709117387549,
2022-10-11 12:00:00,100.30757727207151,
2022-10-11 13:30:00,81.61195710629704,
2022-10-11 15:00:00,61.46437401862818,
2022-10-11 15:30:30,61.46437401862818,
2022-10-11 23:59:59,42.811343526799874,c
2022-10-12 00:00:00,50.66240837249234,
2022-10-12 10:00:00,59.77939077029009,
2022-10-12 10:30:00,53.581841171643646,
2022-10-12 12:00:00,68.42548934857314,
2022-10-12 13:30:00,59.284553059007294,
2022-10-12 15:00:00,26.708214530299074,
2022-10-12 15:30:30,26.708214530299074,
2022-10-12 23:59:59,21.458689717886045,c
2022-10-13 00:00:00,27.59618386929833,
2022-10-13 10:00:00,26.240588482565727,
2022-10-13 10:30:00,37.07811529446303,
