date,XOP_2022_Q3,meta
2022-08-12 00:00:00,-573.4891743325983,
2022-08-12 10:00:00,-523.370710703262,
2022-08-12 10:30:00,-586.6339102537388,
2022-08-12 12:00:00,-569.1116497555063,
2022-08-12 13:30:00,-543.8382781250173,
2022-08-12 15:00:00,-517.9776967874709,
2022-08-12 15:30:30,-517.9776967874709,
2022-08-12 23:59:59,-493.46102563225463,w
2022-08-15 00:00:00,-639.0456580323357,
2022-08-15 10:00:00,-669.4853278260564,
2022-08-15 10:30:00,-669.9163325334173,
2022-08-15 12:00:00,-594.8800726303343,
2022-08-15 13:30:00,-596.5837697644916,
2022-08-15 15:00:00,-580.261955369567,
2022-08-15 15:30:30,-580.261955369567,
2022-08-15 23:59:59,-560.0546919492513,c
2022-08-16 00:00:00,-541.2433294696548,
2022-08-16 10:00:00,-490.19000913049393,
2022-08-16 10:30:00,-474.5621591233127,
2022-08-16 12:00:00,-496.3921761550305,
2022-08-16 13:30:00,-499.8847314298304,
2022-08-16 15:00:00,-526.4240521425263,
2022-08-16 15:30:30,-526.4240521425263,
2022-08-16 23:59:59,-516.4894413316272,c
2022-08-17 00:00:00,-496.10977966387657,
2022-08-17 10:00:00,-459.8145517151949,
2022-08-17 10:30:00,-431.66497738949624,
2022-08-17 12:00:00,-451.0209664146739,
2022-08-17 13:30:00,-484.3147647646507,
2022-08-17 15:00:00,-474.3026161295002,
2022-08-17 15:30:30,-474.3026161295002,
2022-08-17 23:59:59,-470.0657129256899,c
2022-08-18 00:00:00,-471.2990792867616,
2022-08-18 10:00:00,-432.34384061055033,
2022-08-18 10:30:00,-392.34869544442495,
2022-08-18 12:00:00,-394.6087759693099,
2022-08-18 13:30:00,-398.3856376489424,
2022-08-18 15:00:00,-424.1951377451827,
2022-08-18 15:30:30,-424.1951377451827,
2022-08-18 23:59:59,-429.3393991403571,c
2022-08-19 00:00:00,-453.11293587267124,
2022-08-19 10:00:00,-398.41373207359277,
2022-08-19 10:30:00,-361.32992091657445,
2022-08-19 12:00:00,-301.5493432430922,
2022-08-19 13:30:00,-322.66514506097747,
2022-08-19 15:00:00,-378.6447715165886,
2022-08-19 15:30:30,-378.6447715165886,
2022-08-19 23:59:59,-365.0375339038769,w
2022-08-22 00:00:00,-381.1106127872213,
2022-08-22 10:00:00,-407.2379677208462,
2022-08-22 10:30:00,-391.1305004643302,
2022-08-22 12:00:00,-332.9574386151935,
2022-08-22 13:30:00,-317.17717798483494,
2022-08-22 15:00:00,-323.951150837804,
2022-08-22 15:30:30,-323.951150837804,
2022-08-22 23:59:59,-289.1898943650423,c
2022-08-23 00:00:00,-245.24870839562152,
2022-08-23 10:00:00,-237.4000441486238,
2022-08-23 10:30:00,-201.32392059857943,
2022-08-23 12:00:00,-200.6262741645154,
2022-08-23 13:30:00,-219.67304165789335,
2022-08-23 15:00:00,-250.44091565701876,
2022-08-23 15:30:30,-250.44091565701876,
2022-08-23 23:59:59,-232.35271703055025,c
2022-08-24 00:00:00,-226.8488057824145,
2022-08-24 10:00:00,-218.5135218465174,
2022-08-24 10:30:00,-248.8389405861368,
2022-08-24 12:00:00,-246.72768077747958,
2022-08-24 13:30:00,-231.9339954716097,
2022-08-24 15:00:00,-224.92631603644475,
2022-08-24 15:30:30,-224.92631603644475,
2022-08-24 23:59:59,-236.51758658400263,c
2022-08-25 00:00:00,-205.12518165221275,
2022-08-25 10:00:00,-182.2450937966006,
2022-08-25 10:30:00,-200.6434396217211,
2022-08-25 12:00:00,-121.023445912071,
2022-08-25 13:30:00,-77.54723075288848,
2022-08-25 15:00:00,-85.81356183288176,
2022-08-25 15:30:30,-85.81356183288176,
2022-08-25 23:59:59,-64.11557100281186,c
2022-08-26 00:00:00,-67.63917115918343,
2022-08-26 10:00:00,-28.50230204276761,
2022-08-26 10:30:00,-45.920606094985146,
