date,EU_MSCI_DM_MIG_2022_Q4,meta
2022-09-29 00:00:00,147.86127505450213,
2022-09-29 03:30:00,116.07287760488748,
2022-09-29 04:00:00,154.23153060796471,
2022-09-29 06:00:00,129.96200207863512,
2022-09-29 08:00:00,120.89603399073917,
2022-09-29 10:30:00,72.09961018599279,
2022-09-29 11:00:00,83.99329242610202,
2022-09-29 23:59:59,82.0137433009761,c
2022-09-30 00:00:00,113.16152608920333,
2022-09-30 03:30:00,129.5618664907538,
2022-09-30 04:00:00,161.39402714319226,
2022-09-30 06:00:00,228.7483589567007,
2022-09-30 08:00:00,201.65029439844693,
2022-09-30 10:30:00,211.1253704079977,
2022-09-30 11:00:00,235.16676558414997,
2022-09-30 23:59:59,249.5371624084114,w
2022-10-03 00:00:00,208.56270331266842,
2022-10-03 03:30:00,264.0148149836946,
2022-10-03 04:00:00,297.52696240082423,
2022-10-03 06:00:00,297.5279653647515,
2022-10-03 08:00:00,323.42577845088863,
2022-10-03 10:30:00,391.2192838878525,
2022-10-03 11:00:00,378.325099657058,
2022-10-03 23:59:59,386.62449430164247,c
2022-10-04 00:00:00,428.5803436741662,
2022-10-04 03:30:00,507.11330284427186,
2022-10-04 04:00:00,551.7691215613536,
2022-10-04 06:00:00,571.2749378345061,
2022-10-04 08:00:00,546.4058789148498,
2022-10-04 10:30:00,606.3321093463737,
2022-10-04 11:00:00,600.0774865401231,
2022-10-04 23:59:59,575.3796667293359,c
2022-10-05 00:00:00,576.9675746078719,
2022-10-05 03:30:00,566.7853020903312,
2022-10-05 04:00:00,561.3622656684297,
2022-10-05 06:00:00,604.8138859935893,
2022-10-05 08:00:00,595.8179435096527,
2022-10-05 10:30:00,604.183237045539,
2022-10-05 11:00:00,614.5827791697443,
2022-10-05 23:59:59,625.499663729523,c
2022-10-06 00:00:00,650.1274563314023,
2022-10-06 03:30:00,625.6966230989892,
2022-10-06 04:00:00,579.0746898195894,
2022-10-06 06:00:00,592.4675801362469,
2022-10-06 08:00:00,597.2858210194872,
2022-10-06 10:30:00,673.2229062001102,
2022-10-06 11:00:00,676.9487564938354,
2022-10-06 23:59:59,675.7523857250821,c
2022-10-07 00:00:00,656.0453969503174,
2022-10-07 03:30:00,707.9787065155178,
2022-10-07 04:00:00,750.4835125631712,
2022-10-07 06:00:00,717.9300792077283,
2022-10-07 08:00:00,713.7899795261155,
2022-10-07 10:30:00,741.780781687221,
2022-10-07 11:00:00,767.4741884473669,
2022-10-07 23:59:59,749.7250002975447,w
2022-10-10 00:00:00,741.2774862944902,
2022-10-10 03:30:00,725.8746291756124,
2022-10-10 04:00:00,701.7250782991373,
2022-10-10 06:00:00,694.6355272533438,
2022-10-10 08:00:00,686.9882976729286,
2022-10-10 10:30:00,761.1506708752022,
2022-10-10 11:00:00,756.0510644776446,
2022-10-10 23:59:59,751.5952260185823,c
2022-10-11 00:00:00,704.5603121018935,
2022-10-11 03:30:00,742.7061976634318,
2022-10-11 04:00:00,771.1070037741611,
2022-10-11 06:00:00,750.872924396604,
2022-10-11 08:00:00,756.2263222883516,
2022-10-11 10:30:00,757.296424281677,
2022-10-11 11:00:00,758.1581022288592,
2022-10-11 23:59:59,734.3807010970718,c
2022-10-12 00:00:00,728.126022669665,
2022-10-12 03:30:00,704.4370543221594,
2022-10-12 04:00:00,701.6049869765379,
2022-10-12 06:00:00,684.8903280729542,
2022-10-12 08:00:00,683.9705161156762,
2022-10-12 10:30:00,694.3597045780407,
2022-10-12 11:00:00,692.5097709754036,
2022-10-12 23:59:59,696.310500883827,c
2022-10-13 00:00:00,712.1198802810809,
2022-10-13 03:30:00,679.9341308935377,
2022-10-13 04:00:00,690.8954521973646,
2022-10-13 06:00:00,686.2993917717727,
2022-10-13 08:00:00,691.7669578786231,
2022-10-13 10:30:00,718.7820014003632,
2022-10-13 11:00:00,733.7631244739855,
2022-10-13 23:59:59,745.6437778671061,c
2022-10-14 00:00:00,699.7461366164416,
2022-10-14 03:30:00,720.8560321871305,
2022-10-14 04:00:00,745.9698762814492,
2022-10-14 06:00:00,760.5751272330558,
2022-10-14 08:00:00,675.3057025436146,
2022-10-14 10:30:00,667.8182023956779,
2022-10-14 11:00:00,686.1755345476222,
2022-10-14 23:59:59,723.3990357789366,w
2022-10-17 00:00:00,710.6852282538116,
2022-10-17 03:30:00,719.4797910842954,
2022-10-17 04:00:00,751.3052432501854,
2022-10-17 06:00:00,747.5952541071856,
2022-10-17 08:00:00,768.5197103990768,
2022-10-17 10:30:00,731.8974431682705,
2022-10-17 11:00:00,727.6207177077827,
2022-10-17 23:59:59,710.5248695129035,c
2022-10-18 00:00:00,688.3914512461347,
2022-10-18 03:30:00,638.7100136797712,
2022-10-18 04:00:00,509.383413247082,
2022-10-18 06:00:00,429.2541677803649,
2022-10-18 08:00:00,422.0198745875582,
2022-10-18 10:30:00,527.6931470373388,
2022-10-18 11:00:00,515.6803262537151,
2022-10-18 23:59:59,519.909278319541,c
2022-10-19 00:00:00,477.3006022073441,
2022-10-19 03:30:00,456.65872005503843,
2022-10-19 04:00:00,387.75676598677114,
2022-10-19 06:00:00,434.1691190226163,
2022-10-19 08:00:00,449.3754279343725,
2022-10-19 10:30:00,417.5053171300808,
2022-10-19 11:00:00,432.66597371413536,
2022-10-19 23:59:59,451.7630535942426,c
2022-10-20 00:00:00,427.02868292137305,
2022-10-20 03:30:00,442.2281150901913,
2022-10-20 04:00:00,482.9959395540386,
2022-10-20 06:00:00,447.68609696999874,
2022-10-20 08:00:00,512.9300168704417,
2022-10-20 10:30:00,491.8993185167287,
2022-10-20 11:00:00,476.3138033828386,
2022-10-20 23:59:59,449.98294697620804,c
2022-10-21 00:00:00,445.8959160901595,
2022-10-21 03:30:00,453.75680597010114,
2022-10-21 04:00:00,454.3317505627042,
2022-10-21 06:00:00,434.01806022724736,
2022-10-21 08:00:00,441.20301647405176,
2022-10-21 10:30:00,349.8691515392918,
2022-10-21 11:00:00,399.0450933216141,
2022-10-21 23:59:59,387.992782184976,w
2022-10-24 00:00:00,375.7992196662019,
2022-10-24 03:30:00,464.79621598709537,
2022-10-24 04:00:00,453.12250942095625,
2022-10-24 06:00:00,478.16677986213153,
2022-10-24 08:00:00,438.9481487444298,
2022-10-24 10:30:00,440.3030369249723,
2022-10-24 11:00:00,448.3277028350826,
2022-10-24 23:59:59,423.6368943410939,c
2022-10-25 00:00:00,440.6297405031007,
2022-10-25 03:30:00,446.73921944179665,
2022-10-25 04:00:00,499.39222684346214,
2022-10-25 06:00:00,426.8437623482873,
2022-10-25 08:00:00,422.76854329127286,
2022-10-25 10:30:00,394.4449115288994,
2022-10-25 11:00:00,382.8278936238878,
2022-10-25 23:59:59,360.1160836629192,c
2022-10-26 00:00:00,388.0925854840639,
2022-10-26 03:30:00,372.0566623733623,
2022-10-26 04:00:00,382.09200600368195,
2022-10-26 06:00:00,322.90726829391747,
2022-10-26 08:00:00,303.4500240422353,
2022-10-26 10:30:00,282.07497153540135,
2022-10-26 11:00:00,271.38598550547454,
2022-10-26 23:59:59,274.7720151050571,c
2022-10-27 00:00:00,293.1512119796589,
2022-10-27 03:30:00,278.5101241579878,
2022-10-27 04:00:00,261.76159774201847,
2022-10-27 06:00:00,209.0229298599022,
2022-10-27 08:00:00,174.376965459629,
2022-10-27 10:30:00,184.8760531474502,
2022-10-27 11:00:00,177.92599325168362,
2022-10-27 23:59:59,190.16385538831196,c
2022-10-28 00:00:00,212.90150020798023,
2022-10-28 03:30:00,157.65369353494907,
2022-10-28 04:00:00,201.1470722434642,
2022-10-28 06:00:00,207.96801047717508,
2022-10-28 08:00:00,216.34309175696558,
2022-10-28 10:30:00,227.02584484239765,
2022-10-28 11:00:00,233.7873545823229,
2022-10-28 23:59:59,240.92320032742919,w
2022-10-31 00:00:00,218.25148010084285,
2022-10-31 03:30:00,218.25148010084285,
2022-10-31 04:00:00,218.25148010084285,
2022-10-31 06:00:00,243.93378041329765,
2022-10-31 08:00:00,230.78549353235985,
2022-10-31 10:30:00,282.34995106491783,
2022-10-31 11:00:00,285.0486120941823,
2022-10-31 23:59:59,269.52483292874876,c
2022-11-01 00:00:00,284.7466609916048,
2022-11-01 03:30:00,284.7466609916048,
2022-11-01 04:00:00,284.7466609916048,
2022-11-01 06:00:00,312.00570576640075,
2022-11-01 08:00:00,256.8913674161988,
2022-11-01 10:30:00,236.71845864392685,
2022-11-01 11:00:00,263.6585781947965,
2022-11-01 23:59:59,238.51753282513164,c
2022-11-02 00:00:00,289.16010668487047,
2022-11-02 03:30:00,289.16010668487047,
2022-11-02 04:00:00,289.16010668487047,
2022-11-02 06:00:00,310.801452597404,
2022-11-02 08:00:00,339.908945879665,
2022-11-02 10:30:00,332.5107172864068,
2022-11-02 11:00:00,324.02705101101833,
2022-11-02 23:59:59,308.20504982161833,c
2022-11-03 00:00:00,365.6164833399605,
2022-11-03 03:30:00,365.6164833399605,
2022-11-03 04:00:00,365.6164833399605,
2022-11-03 06:00:00,353.8747116485067,
2022-11-03 08:00:00,422.2395577877053,
2022-11-03 10:30:00,426.27677095164086,
2022-11-03 11:00:00,444.5820537250329,
2022-11-03 23:59:59,488.3611334759753,c
2022-11-04 00:00:00,373.6192711230965,
2022-11-04 03:30:00,373.6192711230965,
2022-11-04 04:00:00,373.6192711230965,
2022-11-04 06:00:00,350.2944584506927,
2022-11-04 08:00:00,292.7560921391089,
2022-11-04 10:30:00,354.2205347361421,
2022-11-04 11:00:00,353.1234612496953,
2022-11-04 23:59:59,308.4521314058195,w
2022-11-07 00:00:00,298.71841375341614,
2022-11-07 03:30:00,392.25603128296075,
2022-11-07 04:00:00,372.10359788280243,
2022-11-07 06:00:00,327.34745194743823,
2022-11-07 08:00:00,314.512851046891,
2022-11-07 10:30:00,240.74337929870944,
2022-11-07 11:00:00,240.15402970900186,
2022-11-07 23:59:59,223.5396127553754,c
2022-11-08 00:00:00,162.4426254879122,
2022-11-08 03:30:00,180.83866272310865,
2022-11-08 04:00:00,184.93250539361384,
2022-11-08 06:00:00,187.98018916329215,
2022-11-08 08:00:00,181.90333893014576,
2022-11-08 10:30:00,155.51889836114378,
2022-11-08 11:00:00,147.15413720590323,
2022-11-08 23:59:59,156.18372832643377,c
2022-11-09 00:00:00,143.0228979887138,
2022-11-09 03:30:00,228.40125191488096,
2022-11-09 04:00:00,194.34418557958497,
2022-11-09 06:00:00,180.79735405512224,
2022-11-09 08:00:00,151.89454467411883,
2022-11-09 10:30:00,178.18583023024757,
2022-11-09 11:00:00,163.98335191983256,
2022-11-09 23:59:59,182.18531883826336,c
2022-11-10 00:00:00,148.32893953786333,
2022-11-10 03:30:00,203.8941299987432,
2022-11-10 04:00:00,257.86578641999495,
2022-11-10 06:00:00,245.61700654770834,
2022-11-10 08:00:00,231.62136299498752,
2022-11-10 10:30:00,66.87699074631246,
2022-11-10 11:00:00,34.000034293797626,
2022-11-10 23:59:59,0.0,a
2022-11-11 00:00:00,83.4333635707901,
2022-11-11 03:30:00,59.025253105995034,
2022-11-11 04:00:00,3.2271388168669546,
2022-11-11 06:00:00,-45.02451204010481,
2022-11-11 08:00:00,-128.20899042534052,
2022-11-11 10:30:00,-144.98050881023323,
2022-11-11 11:00:00,-143.2011408229721,
2022-11-11 23:59:59,-224.75930921928398,w
2022-11-14 00:00:00,-214.32150855814848,
2022-11-14 03:30:00,-272.07114733535946,
2022-11-14 04:00:00,-342.2923058299366,
2022-11-14 06:00:00,-294.5455901300709,
2022-11-14 08:00:00,-308.3388938407329,
2022-11-14 10:30:00,-337.8721598135187,
2022-11-14 11:00:00,-346.69695271992873,
2022-11-14 23:59:59,-346.4515740939896,c
2022-11-15 00:00:00,-333.80165966130085,
2022-11-15 03:30:00,-240.2170574559725,
2022-11-15 04:00:00,-249.93837174607938,
2022-11-15 06:00:00,-176.3674521445887,
2022-11-15 08:00:00,-172.594990890394,
2022-11-15 10:30:00,-131.93812680893143,
2022-11-15 11:00:00,-156.7665981064581,
2022-11-15 23:59:59,-110.18658555618867,c
0,-110.18658555618867,
0,-110.18658555618867,
0,-110.18658555618867,
0,-110.18658555618867,
0,-110.18658555618867,
0,-110.18658555618867,
0,-110.18658555618867,
0,-110.18658555618867,
0,-110.18658555618867,
0,-110.18658555618867,
0,-110.18658555618867,
0,-110.18658555618867,
0,-110.18658555618867,
0,-110.18658555618867,
0,-110.18658555618867,
0,-110.18658555618867,
2022-11-16 00:00:00,-105.41652692699495,
2022-11-16 03:30:00,-15.167004440126675,
2022-11-16 04:00:00,-1.6652532348334717,
2022-11-16 06:00:00,7.605691297171916,
2022-11-16 08:00:00,33.01947165243632,
2022-11-16 10:30:00,57.93292351228729,
2022-11-16 11:00:00,55.385286132854844,
2022-11-16 23:59:59,32.44381744633506,c
2022-11-17 00:00:00,19.268170272735688,
2022-11-17 03:30:00,17.788225079137874,
2022-11-17 04:00:00,9.076237710948362,
2022-11-17 06:00:00,-9.80938532529126,
2022-11-17 08:00:00,29.467559175269344,
2022-11-17 10:30:00,75.43950153953006,
2022-11-17 11:00:00,70.25929668242225,
2022-11-17 23:59:59,72.86450913506292,c
2022-11-18 00:00:00,83.61376563454087,
2022-11-18 03:30:00,102.09125702744382,
2022-11-18 04:00:00,105.0393955633001,
2022-11-18 06:00:00,53.760366483661755,
2022-11-18 08:00:00,77.72349595569631,
2022-11-18 10:30:00,106.51216812703706,
2022-11-18 11:00:00,95.95298864116171,
2022-11-18 23:59:59,76.32874808643032,w
2022-11-21 00:00:00,93.3817390581778,
2022-11-21 03:30:00,192.33722543664976,
2022-11-21 04:00:00,206.99598801345837,
2022-11-21 06:00:00,207.7879709002184,
2022-11-21 08:00:00,224.31536540638308,
2022-11-21 10:30:00,182.62197899238663,
2022-11-21 11:00:00,201.25968788991804,
2022-11-21 23:59:59,206.0755915787504,c
2022-11-22 00:00:00,221.7172220644352,
2022-11-22 03:30:00,188.9789149696619,
2022-11-22 04:00:00,205.4025491583975,
2022-11-22 06:00:00,233.7197374259472,
2022-11-22 08:00:00,217.78463116053422,
2022-11-22 10:30:00,210.36605216704606,
2022-11-22 11:00:00,218.66890675632249,
2022-11-22 23:59:59,193.86752297043245,c
2022-11-23 00:00:00,190.81869723182535,
2022-11-23 03:30:00,230.75827397850867,
2022-11-23 04:00:00,251.93411389586618,
2022-11-23 06:00:00,272.2227805070049,
2022-11-23 08:00:00,226.81365428628692,
2022-11-23 10:30:00,176.01291477052928,
2022-11-23 11:00:00,163.6699631842273,
2022-11-23 23:59:59,120.05788230515464,c
2022-11-24 00:00:00,118.33723032219768,
2022-11-24 03:30:00,93.8552055609257,
2022-11-24 04:00:00,13.820773301083136,
2022-11-24 06:00:00,8.24332242002788,
2022-11-24 08:00:00,-45.89083911155467,
2022-11-24 10:30:00,-5.305142167236681,
2022-11-24 11:00:00,-16.850866260357407,
2022-11-24 23:59:59,-16.245326034782693,c
2022-11-25 00:00:00,23.514957121299858,
2022-11-25 03:30:00,-33.35846960286517,
2022-11-25 04:00:00,-50.34692239149308,
2022-11-25 06:00:00,-131.60937563798484,
2022-11-25 08:00:00,-136.0382370095756,
2022-11-25 10:30:00,-118.37693776253809,
2022-11-25 11:00:00,-118.85042730919054,
2022-11-25 23:59:59,-127.88328486510045,w
2022-11-28 00:00:00,-107.62537679295588,
2022-11-28 03:30:00,-138.56640778469682,
2022-11-28 04:00:00,-136.60666292380438,
2022-11-28 06:00:00,-35.4326696065566,
2022-11-28 08:00:00,-37.97243444608466,
2022-11-28 10:30:00,-170.51142009337696,
2022-11-28 11:00:00,-157.87221873128556,
2022-11-28 23:59:59,-129.73325096131202,c
2022-11-29 00:00:00,-47.31795078318737,
2022-11-29 03:30:00,-18.11262303626404,
2022-11-29 04:00:00,-27.928150805437326,
2022-11-29 06:00:00,-52.32589830174902,
2022-11-29 08:00:00,-14.191758134576048,
2022-11-29 10:30:00,-1.862966263498265,
2022-11-29 11:00:00,17.350461586796655,
2022-11-29 23:59:59,78.31942194262024,c
2022-11-30 00:00:00,256.058828437516,
2022-11-30 03:30:00,189.1873335696596,
2022-11-30 04:00:00,169.52731744483003,
2022-11-30 06:00:00,233.17019121506883,
2022-11-30 08:00:00,216.53838465150784,
2022-11-30 10:30:00,201.0310689163839,
2022-11-30 11:00:00,229.41461135305462,
2022-11-30 23:59:59,258.0201153333901,e
2022-12-01 00:00:00,176.6734997864187,
2022-12-01 03:30:00,127.55693689747022,
2022-12-01 04:00:00,167.90257970559605,
2022-12-01 06:00:00,160.175826460292,
2022-12-01 08:00:00,106.82474741909459,
2022-12-01 10:30:00,79.63136909497484,
2022-12-01 11:00:00,86.25394780094825,
2022-12-01 23:59:59,62.96476623773742,c
2022-12-02 00:00:00,76.05377209568337,
2022-12-02 03:30:00,50.93750212811506,
2022-12-02 04:00:00,-5.0735611496240836,
2022-12-02 06:00:00,-15.655521287089186,
2022-12-02 08:00:00,-30.648372854300078,
2022-12-02 10:30:00,-25.858806722468444,
2022-12-02 11:00:00,-23.7002245487256,
2022-12-02 23:59:59,3.9947078166881056,w
2022-12-05 00:00:00,3.0856355948546934,
2022-12-05 03:30:00,72.2134601458813,
2022-12-05 04:00:00,90.38031788718513,
2022-12-05 06:00:00,64.31681423250461,
2022-12-05 08:00:00,110.57181760503249,
2022-12-05 10:30:00,108.04205571118246,
2022-12-05 11:00:00,127.56613447436007,
2022-12-05 23:59:59,173.05650860892774,c
2022-12-06 00:00:00,161.84936601690924,
2022-12-06 03:30:00,201.038874140806,
2022-12-06 04:00:00,217.50394633432734,
2022-12-06 06:00:00,250.69720304718794,
2022-12-06 08:00:00,324.3339078898789,
2022-12-06 10:30:00,350.0620882549074,
2022-12-06 11:00:00,337.7526488053204,
2022-12-06 23:59:59,370.5624175746332,c
2022-12-07 00:00:00,363.6181300461417,
2022-12-07 03:30:00,445.0952053005444,
2022-12-07 04:00:00,418.27638427359034,
2022-12-07 06:00:00,450.0743988255999,
2022-12-07 08:00:00,462.4634873709906,
2022-12-07 10:30:00,523.6028497460334,
2022-12-07 11:00:00,490.2359024644388,
2022-12-07 23:59:59,492.93634947697274,c
2022-12-08 00:00:00,484.9136469270816,
2022-12-08 03:30:00,427.9845528246692,
2022-12-08 04:00:00,464.0628400675464,
2022-12-08 06:00:00,502.77667111627034,
2022-12-08 08:00:00,523.3425083450575,
2022-12-08 10:30:00,561.7601410505645,
2022-12-08 11:00:00,560.4615512735036,
2022-12-08 23:59:59,523.2816799924612,c
2022-12-09 00:00:00,511.96399611900915,
2022-12-09 03:30:00,468.6551080099266,
2022-12-09 04:00:00,488.5204176115958,
2022-12-09 06:00:00,470.0623050760637,
2022-12-09 08:00:00,451.2308823849112,
2022-12-09 10:30:00,487.3535676058914,
2022-12-09 11:00:00,466.493568161241,
2022-12-09 23:59:59,468.08926577083594,w
2022-12-12 00:00:00,472.06416571247155,
2022-12-12 03:30:00,513.1973073772524,
2022-12-12 04:00:00,492.09614558784506,
2022-12-12 06:00:00,478.0186739971291,
2022-12-12 08:00:00,469.94016190929506,
2022-12-12 10:30:00,403.4817543442341,
2022-12-12 11:00:00,399.3303049160097,
2022-12-12 23:59:59,383.2400972635885,c
2022-12-13 00:00:00,391.155693405648,
2022-12-13 03:30:00,410.5110395037134,
2022-12-13 04:00:00,418.46039784944264,
2022-12-13 06:00:00,403.5864499516456,
2022-12-13 08:00:00,379.6166518373975,
2022-12-13 10:30:00,366.13522624941925,
2022-12-13 11:00:00,350.7698011916757,
2022-12-13 23:59:59,336.50137288954465,c
2022-12-14 00:00:00,345.49316257819396,
2022-12-14 03:30:00,411.44628896214294,
2022-12-14 04:00:00,359.47807362025446,
2022-12-14 06:00:00,405.9801658711601,
2022-12-14 08:00:00,418.7884326571543,
2022-12-14 10:30:00,375.902837237365,
2022-12-14 11:00:00,374.207095091881,
2022-12-14 23:59:59,376.4629173843057,c
2022-12-15 00:00:00,361.3478861998699,
2022-12-15 03:30:00,463.5828174364674,
2022-12-15 04:00:00,473.8819230922577,
2022-12-15 06:00:00,459.1650277669323,
2022-12-15 08:00:00,417.6517967058044,
2022-12-15 10:30:00,480.0764664623871,
2022-12-15 11:00:00,487.85923258431467,
2022-12-15 23:59:59,494.8560912686494,c
2022-12-16 00:00:00,482.8759437849112,
2022-12-16 03:30:00,589.046680414282,
2022-12-16 04:00:00,598.860481718501,
2022-12-16 06:00:00,713.9988307053336,
2022-12-16 08:00:00,738.1598527989049,
2022-12-16 10:30:00,838.1218443973503,
2022-12-16 11:00:00,851.3693288614595,
2022-12-16 23:59:59,879.0451877050568,w
2022-12-19 00:00:00,848.1251567087515,
2022-12-19 03:30:00,779.1035969712925,
2022-12-19 04:00:00,812.8380143330055,
2022-12-19 06:00:00,805.3233923802732,
2022-12-19 08:00:00,795.9501162146994,
2022-12-19 10:30:00,814.7872208528038,
2022-12-19 11:00:00,808.6056173675825,
2022-12-19 23:59:59,839.8435063729771,c
2022-12-20 00:00:00,853.0818137550291,
2022-12-20 03:30:00,878.9776511104678,
2022-12-20 04:00:00,874.0864747279225,
2022-12-20 06:00:00,985.7166965483584,
2022-12-20 08:00:00,1008.0647250266284,
2022-12-20 10:30:00,1055.4744192533626,
2022-12-20 11:00:00,1030.5196692778973,
2022-12-20 23:59:59,1007.0426947266187,c
2022-12-21 00:00:00,1030.88525051354,
2022-12-21 03:30:00,969.7377134957646,
2022-12-21 04:00:00,964.2237642795976,
2022-12-21 06:00:00,1012.9092178693477,
2022-12-21 08:00:00,1031.7785640194793,
2022-12-21 10:30:00,1074.5680758885474,
2022-12-21 11:00:00,1065.47601114171,
2022-12-21 23:59:59,1060.570738756086,c
2022-12-22 00:00:00,1098.8855366825974,
2022-12-22 03:30:00,1047.3031247177473,
2022-12-22 04:00:00,1041.8333804618578,
2022-12-22 06:00:00,1070.496455171713,
2022-12-22 08:00:00,1080.1834865142578,
2022-12-22 10:30:00,1141.6321863624967,
2022-12-22 11:00:00,1146.7254422301703,
2022-12-22 23:59:59,1176.7700702726452,c
2022-12-23 00:00:00,1159.2595211902158,
2022-12-23 03:30:00,1159.386443209813,
2022-12-23 04:00:00,1179.2709753106897,
2022-12-23 06:00:00,1128.4449246586632,
2022-12-23 08:00:00,1102.9863169136256,
2022-12-23 10:30:00,1099.7767009232289,
2022-12-23 11:00:00,1100.5196158408808,
2022-12-23 23:59:59,1111.4867994070373,w
2022-12-26 00:00:00,1111.4867994070373,
2022-12-26 03:30:00,1111.4867994070373,
2022-12-26 04:00:00,1111.4867994070373,
2022-12-26 06:00:00,1111.4867994070373,
2022-12-26 08:00:00,1111.4867994070373,
2022-12-26 10:30:00,1111.4867994070373,
2022-12-26 11:00:00,1111.4867994070373,
2022-12-26 23:59:59,1111.4867994070373,c
2022-12-27 00:00:00,1082.6188604778422,
2022-12-27 03:30:00,1075.0900572100645,
2022-12-27 04:00:00,1096.005475461298,
2022-12-27 06:00:00,1083.3927509709806,
2022-12-27 08:00:00,1103.7586027589746,
2022-12-27 10:30:00,1123.5344487683615,
2022-12-27 11:00:00,1124.46672112965,
2022-12-27 23:59:59,1114.4609279825536,c
2022-12-28 00:00:00,1168.4634881627417,
2022-12-28 03:30:00,1103.257420812985,
2022-12-28 04:00:00,1102.0675869175016,
2022-12-28 06:00:00,1091.1833532607661,
2022-12-28 08:00:00,1133.2946022291294,
2022-12-28 10:30:00,1111.292336635117,
2022-12-28 11:00:00,1137.0821599860592,
2022-12-28 23:59:59,1132.0796040346477,c
