date,R2_AD_HEDGED_2020_Q4,meta
2020-10-23 15:00:00,-317.39439285064293,
2020-10-23 15:30:30,-317.39439285064293,
2020-10-23 23:59:59,-328.9855199865504,w
2020-10-26 00:00:00,-324.36327661450025,
2020-10-26 10:00:00,-328.83487418862546,
2020-10-26 10:30:00,-302.24262752886665,
2020-10-26 12:00:00,-303.8558322975945,
2020-10-26 13:30:00,-277.5566752411031,
2020-10-26 15:00:00,-299.89601765240957,
2020-10-26 15:30:30,-299.89601765240957,
2020-10-26 23:59:59,-302.74439841724774,c
2020-10-27 00:00:00,-304.7706199091747,
2020-10-27 10:00:00,-312.7848469615544,
2020-10-27 10:30:00,-319.0423432644558,
2020-10-27 12:00:00,-281.5049262943768,
2020-10-27 13:30:00,-291.64237151059217,
2020-10-27 15:00:00,-263.48903468390273,
2020-10-27 15:30:30,-263.48903468390273,
2020-10-27 23:59:59,-260.1005243277772,c
2020-10-28 00:00:00,-236.72740672545032,
2020-10-28 10:00:00,-238.20763558414157,
2020-10-28 10:30:00,-218.80926489936851,
2020-10-28 12:00:00,-231.0027723859022,
2020-10-28 13:30:00,-207.47831026685085,
2020-10-28 15:00:00,-209.42676387860104,
2020-10-28 15:30:30,-209.42676387860104,
2020-10-28 23:59:59,-206.32348257142394,c
2020-10-29 00:00:00,-200.2523574425557,
2020-10-29 10:00:00,-215.27844777342847,
2020-10-29 10:30:00,-214.95600478567624,
2020-10-29 12:00:00,-202.1224515918742,
2020-10-29 13:30:00,-212.0052744676933,
2020-10-29 15:00:00,-234.65191908840876,
2020-10-29 15:30:30,-234.65191908840876,
2020-10-29 23:59:59,-227.6528531690091,c
2020-10-30 00:00:00,-233.61230044868444,
2020-10-30 10:00:00,-217.7324487101194,
2020-10-30 10:30:00,-195.48948025817245,
2020-10-30 12:00:00,-214.55635003226462,
2020-10-30 13:30:00,-209.25040804152928,
2020-10-30 15:00:00,-189.29294749472842,
2020-10-30 15:30:30,-189.29294749472842,
2020-10-30 23:59:59,-185.25936967077723,w
2020-11-02 00:00:00,-184.61308953816732,
2020-11-02 10:00:00,-205.9216291569006,
2020-11-02 10:30:00,-209.91395395950144,
2020-11-02 12:00:00,-207.2898819881634,
2020-11-02 13:30:00,-190.6748906015026,
2020-11-02 15:00:00,-201.0802395438546,
2020-11-02 15:30:30,-201.0802395438546,
2020-11-02 23:59:59,-212.9362482065303,c
2020-11-03 00:00:00,-225.521778114644,
2020-11-03 10:00:00,-238.9257373786187,
2020-11-03 10:30:00,-208.46188587786554,
2020-11-03 12:00:00,-203.49004368070825,
2020-11-03 13:30:00,-192.65644154872825,
2020-11-03 15:00:00,-215.70565201052855,
2020-11-03 15:30:30,-215.70565201052855,
2020-11-03 23:59:59,-202.9202243696911,c
2020-11-04 00:00:00,-213.03133751445748,
2020-11-04 10:00:00,-244.95451019274967,
2020-11-04 10:30:00,-247.2057786285764,
2020-11-04 12:00:00,-222.35118301939926,
2020-11-04 13:30:00,-202.43757170761546,
2020-11-04 15:00:00,-192.03617644171774,
2020-11-04 15:30:30,-192.03617644171774,
2020-11-04 23:59:59,-205.09428830217584,c
2020-11-05 00:00:00,-219.66009539918943,
2020-11-05 10:00:00,-173.51968337520378,
2020-11-05 10:30:00,-188.18171175258448,
2020-11-05 12:00:00,-204.00151637974798,
2020-11-05 13:30:00,-180.22602958406537,
2020-11-05 15:00:00,-167.4421612916614,
2020-11-05 15:30:30,-167.4421612916614,
2020-11-05 23:59:59,-161.07450611219602,c
2020-11-06 00:00:00,-200.14584491834617,
2020-11-06 10:00:00,-126.43859692302459,
2020-11-06 10:30:00,-89.02267560474121,
2020-11-06 12:00:00,-67.53079216800973,
2020-11-06 13:30:00,-77.09381187108147,
2020-11-06 15:00:00,-85.90283337240186,
2020-11-06 15:30:30,-85.90283337240186,
2020-11-06 23:59:59,-84.77301914081892,w
2020-11-09 00:00:00,-249.22809761352667,
2020-11-09 10:00:00,-201.48826968753912,
2020-11-09 10:30:00,-194.62166354986724,
2020-11-09 12:00:00,-171.4545289854783,
2020-11-09 13:30:00,-198.72467836196597,
2020-11-09 15:00:00,-216.3122968191131,
2020-11-09 15:30:30,-216.3122968191131,x
2020-11-09 23:59:59,-182.66393636346578,c
2020-11-10 00:00:00,-230.56694959721568,
2020-11-10 10:00:00,-241.7740584493716,
2020-11-10 10:30:00,-237.24808105973844,
2020-11-10 12:00:00,-272.77106374673036,
2020-11-10 13:30:00,-288.2574880469958,
2020-11-10 15:00:00,-309.78275361007354,
2020-11-10 15:30:30,-309.78275361007354,
2020-11-10 23:59:59,-298.74962709593865,c
2020-11-11 00:00:00,-275.5579612916725,
2020-11-11 10:00:00,-244.57025751638108,
2020-11-11 10:30:00,-223.7661119489529,
2020-11-11 12:00:00,-279.37525791241524,
2020-11-11 13:30:00,-280.9259359724849,
2020-11-11 15:00:00,-277.529291510953,
2020-11-11 15:30:30,-277.529291510953,
2020-11-11 23:59:59,-272.3282735775473,c
2020-11-12 00:00:00,-265.0124847553172,
2020-11-12 10:00:00,-274.99563018799944,
2020-11-12 10:30:00,-255.71698745031978,
2020-11-12 12:00:00,-273.48475403260204,
2020-11-12 13:30:00,-239.21005920388768,
2020-11-12 15:00:00,-247.23532081472217,
2020-11-12 15:30:30,-247.23532081472217,
2020-11-12 23:59:59,-239.51388677440417,c
2020-11-13 00:00:00,-270.7228251576142,
2020-11-13 10:00:00,-255.63670521139412,
2020-11-13 10:30:00,-229.04406349021426,
2020-11-13 12:00:00,-178.51357087093984,
2020-11-13 13:30:00,-176.98706000640036,
2020-11-13 15:00:00,-190.47635299626873,
2020-11-13 15:30:30,-190.47635299626873,s
2020-11-13 23:59:59,-184.5991113283968,w
2020-11-16 00:00:00,-192.6831965500392,
2020-11-16 10:00:00,-160.90463453746793,
2020-11-16 10:30:00,-188.20910259933183,
2020-11-16 12:00:00,-219.12264536249776,
2020-11-16 13:30:00,-217.65613757349485,
2020-11-16 15:00:00,-213.12768757263888,
2020-11-16 15:30:30,-213.12768757263888,
2020-11-16 23:59:59,-202.20257992454236,c
2020-11-17 00:00:00,-197.19798672250866,
2020-11-17 10:00:00,-144.01475954616785,
2020-11-17 10:30:00,-133.3426001053303,
2020-11-17 12:00:00,-112.14714029299734,
2020-11-17 13:30:00,-135.65918858853712,
2020-11-17 15:00:00,-119.08117654132451,
2020-11-17 15:30:30,-119.08117654132451,
2020-11-17 23:59:59,-135.1405109803237,c
2020-11-18 00:00:00,-126.78030894245933,
2020-11-18 10:00:00,-109.09832202912253,
2020-11-18 10:30:00,-103.68024682645716,
2020-11-18 12:00:00,-106.03360049457865,
2020-11-18 13:30:00,-99.24769582772575,
2020-11-18 15:00:00,-110.34563019823656,
2020-11-18 15:30:30,-110.34563019823656,
2020-11-18 23:59:59,-102.44721641239636,c
2020-11-19 00:00:00,-104.09320600057765,
2020-11-19 10:00:00,-114.82671208746376,
2020-11-19 10:30:00,-80.9931982441953,
2020-11-19 12:00:00,-94.99890484534609,
2020-11-19 13:30:00,-107.12870310052358,
2020-11-19 15:00:00,-101.9854268525545,
2020-11-19 15:30:30,-101.9854268525545,
2020-11-19 23:59:59,-126.31673587812935,c
2020-11-20 00:00:00,-124.45778940902397,
2020-11-20 10:00:00,-102.06758999573071,
2020-11-20 10:30:00,-102.25817376989886,
2020-11-20 12:00:00,-126.19065690965789,
2020-11-20 13:30:00,-121.67405773932848,
2020-11-20 15:00:00,-110.22550499092966,
2020-11-20 15:30:30,-110.22550499092966,
2020-11-20 23:59:59,-87.2545798630751,w
2020-11-23 00:00:00,-88.96794334116572,
2020-11-23 10:00:00,-79.88486731231342,
2020-11-23 10:30:00,-101.74645667105875,
2020-11-23 12:00:00,-149.17315884322136,
2020-11-23 13:30:00,-158.770415505621,
2020-11-23 15:00:00,-144.33373092640568,
2020-11-23 15:30:30,-144.33373092640568,
2020-11-23 23:59:59,-117.04058113867467,c
2020-11-24 00:00:00,-120.24959014562972,
2020-11-24 10:00:00,-117.33245792934866,
2020-11-24 10:30:00,-92.13535863734904,
2020-11-24 12:00:00,-36.26065025190593,
2020-11-24 13:30:00,-60.86923374045739,
2020-11-24 15:00:00,-64.919439734727,
2020-11-24 15:30:30,-64.919439734727,
2020-11-24 23:59:59,-63.329309256656586,c
2020-11-25 00:00:00,-79.729411430857,
2020-11-25 10:00:00,-73.58956611209027,
2020-11-25 10:30:00,-63.364579212284696,
2020-11-25 12:00:00,-8.833474710833173,
2020-11-25 13:30:00,-22.79210576474344,
2020-11-25 15:00:00,-51.36730529123827,
2020-11-25 15:30:30,-51.36730529123827,
2020-11-25 23:59:59,-37.981669357909425,c
2020-11-26 00:00:00,-37.981669357909425,
2020-11-26 10:00:00,-37.981669357909425,
2020-11-26 10:30:00,-37.981669357909425,
2020-11-26 12:00:00,-37.981669357909425,
2020-11-26 13:30:00,-37.981669357909425,
2020-11-26 15:00:00,-37.981669357909425,
2020-11-26 15:30:30,-37.981669357909425,
2020-11-26 23:59:59,-37.981669357909425,c
2020-11-27 00:00:00,2.7571142317156045,
2020-11-27 10:00:00,-12.91038334931892,
2020-11-27 10:30:00,-18.932347227449497,
2020-11-27 12:00:00,-29.604651554570637,
2020-11-27 13:30:00,-29.604651554570637,
2020-11-27 15:00:00,-29.604651554570637,
2020-11-27 15:30:30,-29.604651554570637,
2020-11-27 23:59:59,0.0,a
2020-11-30 00:00:00,17.992801853295475,
2020-11-30 10:00:00,-41.60383106267773,
2020-11-30 10:30:00,-54.347841090436305,
2020-11-30 12:00:00,11.571664171884379,
2020-11-30 13:30:00,18.913527347266154,
2020-11-30 15:00:00,28.341660351959263,
2020-11-30 15:30:30,28.341660351959263,x
2020-11-30 23:59:59,30.964266598893005,c
2020-12-01 00:00:00,-7.212859921178676,
2020-12-01 10:00:00,-15.08996777633871,
2020-12-01 10:30:00,46.282800536077445,
2020-12-01 12:00:00,103.59967231953385,
2020-12-01 13:30:00,66.13992613955264,
2020-12-01 15:00:00,9.932363889846897,
2020-12-01 15:30:30,9.932363889846897,
2020-12-01 23:59:59,-6.679113690590498,c
2020-12-02 00:00:00,-37.689273890025675,
2020-12-02 10:00:00,-40.770892298351555,
2020-12-02 10:30:00,-45.864914314281066,
2020-12-02 12:00:00,-54.64314559398275,
2020-12-02 13:30:00,-66.1328608716712,
2020-12-02 15:00:00,-88.59307929382533,
2020-12-02 15:30:30,-88.59307929382533,
2020-12-02 23:59:59,-87.30327068217923,c
2020-12-03 00:00:00,-83.2178684473273,
2020-12-03 10:00:00,-101.09937399229409,
2020-12-03 10:30:00,-101.52174279067515,
2020-12-03 12:00:00,-72.82960122159119,
2020-12-03 13:30:00,-61.38756034233512,
2020-12-03 15:00:00,-70.2226689323312,
2020-12-03 15:30:30,-70.2226689323312,
2020-12-03 23:59:59,-75.91766072510853,c
2020-12-04 00:00:00,-44.316511908357995,
2020-12-04 10:00:00,-87.73535373345214,
2020-12-04 10:30:00,-66.42739187631736,
2020-12-04 12:00:00,-64.82777611089972,
2020-12-04 13:30:00,-36.72002822900879,
2020-12-04 15:00:00,-29.784892341630325,
2020-12-04 15:30:30,-29.784892341630325,
2020-12-04 23:59:59,-35.89409530658946,w
2020-12-07 00:00:00,-14.36352757590032,
2020-12-07 10:00:00,19.16568349389769,
2020-12-07 10:30:00,15.321229757301694,
2020-12-07 12:00:00,-65.46685985223888,
2020-12-07 13:30:00,-54.289270525454924,
2020-12-07 15:00:00,-43.869274311496724,
2020-12-07 15:30:30,-43.869274311496724,
2020-12-07 23:59:59,-56.15951431437918,c
2020-12-08 00:00:00,-36.45037688625655,
2020-12-08 10:00:00,-17.433273432571298,
2020-12-08 10:30:00,-28.421202508307886,
2020-12-08 12:00:00,-39.83336506694644,
2020-12-08 13:30:00,-25.3244963730279,
2020-12-08 15:00:00,-42.56712686128691,
2020-12-08 15:30:30,-42.56712686128691,
2020-12-08 23:59:59,-51.38545281473199,c
2020-12-09 00:00:00,-31.03658845918136,
2020-12-09 10:00:00,-24.822579330620727,
2020-12-09 10:30:00,-37.89593327143223,
2020-12-09 12:00:00,-60.30091576338401,
2020-12-09 13:30:00,-25.321205586067833,
2020-12-09 15:00:00,-3.65316366647653,
2020-12-09 15:30:30,-3.65316366647653,
2020-12-09 23:59:59,-22.10662098713766,c
2020-12-10 00:00:00,-17.845760599592893,
2020-12-10 10:00:00,3.3847373829148637,
2020-12-10 10:30:00,-12.442732496610631,
2020-12-10 12:00:00,18.262434151386742,
2020-12-10 13:30:00,23.44451581233625,
2020-12-10 15:00:00,38.495084569811866,
2020-12-10 15:30:30,38.495084569811866,
2020-12-10 23:59:59,13.437732422270471,c
2020-12-11 00:00:00,24.9818927932086,
2020-12-11 10:00:00,68.77077390535317,
2020-12-11 10:30:00,95.50676386298136,
2020-12-11 12:00:00,102.11873686134959,
2020-12-11 13:30:00,82.50386622176285,
2020-12-11 15:00:00,112.82287291175408,
2020-12-11 15:30:30,112.82287291175408,
2020-12-11 23:59:59,98.1814739898702,w
2020-12-14 00:00:00,96.57112310735084,
2020-12-14 10:00:00,162.26995477930063,
2020-12-14 10:30:00,156.04173194601776,
2020-12-14 12:00:00,116.96441884545618,
2020-12-14 13:30:00,89.30045366113637,
2020-12-14 15:00:00,83.57597856533926,
2020-12-14 15:30:30,83.57597856533926,
2020-12-14 23:59:59,82.72627734625831,c
2020-12-15 00:00:00,63.53455764891169,
2020-12-15 10:00:00,17.552137250697854,
2020-12-15 10:30:00,9.379079404464619,
2020-12-15 12:00:00,-32.91007868793457,
2020-12-15 13:30:00,-24.96702111501719,
2020-12-15 15:00:00,-64.07103253528288,
2020-12-15 15:30:30,-64.07103253528288,
2020-12-15 23:59:59,-49.683525907635044,c
2020-12-16 00:00:00,-64.11174575126455,
2020-12-16 10:00:00,-2.205911996311613,
2020-12-16 10:30:00,26.381707325587058,
2020-12-16 12:00:00,23.915015773599464,
2020-12-16 13:30:00,51.77263043649759,
2020-12-16 15:00:00,47.097729975018126,
2020-12-16 15:30:30,47.097729975018126,
2020-12-16 23:59:59,25.454481302697957,c
2020-12-17 00:00:00,91.31523356905336,
2020-12-17 10:00:00,116.86493286051564,
2020-12-17 10:30:00,71.04277912560656,
2020-12-17 12:00:00,79.34069369479641,
2020-12-17 13:30:00,120.00770694301764,
2020-12-17 15:00:00,146.5132249497567,
2020-12-17 15:30:30,146.5132249497567,
2020-12-17 23:59:59,109.65010950148576,c
2020-12-18 00:00:00,98.7697274047132,
2020-12-18 10:00:00,139.57447832465743,
2020-12-18 10:30:00,150.19808870618294,
2020-12-18 12:00:00,148.62892044614023,
2020-12-18 13:30:00,227.2749459916281,
2020-12-18 15:00:00,277.29564377309805,
2020-12-18 15:30:30,277.29564377309805,
2020-12-18 23:59:59,150.92586042954997,e
2020-12-21 00:00:00,164.51953573130868,
2020-12-21 10:00:00,42.07749947690411,
2020-12-21 10:30:00,44.722661199851814,
2020-12-21 12:00:00,62.97115871702027,
2020-12-21 13:30:00,87.12462032423088,
2020-12-21 15:00:00,121.585265153063,
2020-12-21 15:30:30,121.585265153063,
2020-12-21 23:59:59,224.81088816590056,c
2020-12-22 00:00:00,193.62821583588095,
2020-12-22 10:00:00,306.12863037837815,
2020-12-22 10:30:00,342.45494705502335,
2020-12-22 12:00:00,369.75626840054724,
2020-12-22 13:30:00,387.6569357289885,
2020-12-22 15:00:00,437.6849709529449,
2020-12-22 15:30:30,437.6849709529449,
2020-12-22 23:59:59,488.366376324877,c
2020-12-23 00:00:00,476.4398727561496,
2020-12-23 10:00:00,508.5366921588171,
2020-12-23 10:30:00,544.0759073159949,
2020-12-23 12:00:00,537.8472729014441,
2020-12-23 13:30:00,537.3845038773551,
2020-12-23 15:00:00,553.2240939717992,
2020-12-23 15:30:30,553.2240939717992,
2020-12-23 23:59:59,583.7185458657289,c
2020-12-24 00:00:00,578.9593667320689,
2020-12-24 10:00:00,613.4459531318731,
2020-12-24 10:30:00,631.6259739479012,
2020-12-24 12:00:00,558.3953373964841,
2020-12-24 13:30:00,558.3953373964841,
2020-12-24 15:00:00,558.3953373964841,
2020-12-24 15:30:30,558.3953373964841,
2020-12-24 23:59:59,559.1792624033731,c
2020-12-25 00:00:00,559.1792624033731,
2020-12-25 10:00:00,559.1792624033731,
2020-12-25 10:30:00,559.1792624033731,
2020-12-25 12:00:00,559.1792624033731,
2020-12-25 13:30:00,559.1792624033731,
2020-12-25 15:00:00,559.1792624033731,
2020-12-25 15:30:30,559.1792624033731,
2020-12-25 23:59:59,559.1792624033731,w
2020-12-28 00:00:00,559.5130012446679,
2020-12-28 10:00:00,519.3011657787771,
2020-12-28 10:30:00,485.9347595217389,
2020-12-28 12:00:00,502.52178620685675,
2020-12-28 13:30:00,484.25699943983875,
2020-12-28 15:00:00,513.6004239715191,
2020-12-28 15:30:30,513.6004239715191,
2020-12-28 23:59:59,549.9812263179787,c
2020-12-29 00:00:00,545.2693360132016,
2020-12-29 10:00:00,542.5931663964271,
2020-12-29 10:30:00,473.82849261803494,
2020-12-29 12:00:00,469.2142660454567,
2020-12-29 13:30:00,463.52369814517067,
2020-12-29 15:00:00,450.8924525371292,
2020-12-29 15:30:30,450.8924525371292,
2020-12-29 23:59:59,463.4520673058439,c
2020-12-30 00:00:00,496.0842081833688,
2020-12-30 10:00:00,478.7455258130003,
2020-12-30 10:30:00,474.21068051371833,
2020-12-30 12:00:00,471.55176965947226,
2020-12-30 13:30:00,445.07931428501365,
2020-12-30 15:00:00,438.35824423409997,
2020-12-30 15:30:30,438.35824423409997,
2020-12-30 23:59:59,479.23588141104733,c
2020-12-31 00:00:00,499.3631331694113,
2020-12-31 10:00:00,482.0812314242786,
2020-12-31 10:30:00,494.78540258864507,
2020-12-31 12:00:00,458.69164580480674,
2020-12-31 13:30:00,464.40137451412113,
2020-12-31 15:00:00,444.683167869831,
2020-12-31 15:30:30,444.683167869831,
2020-12-31 23:59:59,470.64009556192616,c
2021-01-01 00:00:00,470.64009556192616,
2021-01-01 10:00:00,470.64009556192616,
2021-01-01 10:30:00,470.64009556192616,
2021-01-01 12:00:00,470.64009556192616,
2021-01-01 13:30:00,470.64009556192616,
2021-01-01 15:00:00,470.64009556192616,
2021-01-01 15:30:30,470.64009556192616,
2021-01-01 23:59:59,470.64009556192616,w
2021-01-04 00:00:00,470.20864751597344,
2021-01-04 10:00:00,374.0692347833078,
2021-01-04 10:30:00,358.70110310023233,
2021-01-04 12:00:00,325.40483393349245,
2021-01-04 13:30:00,274.409390461543,
2021-01-04 15:00:00,230.4077509892378,
2021-01-04 15:30:30,230.4077509892378,
2021-01-04 23:59:59,229.44505882420845,c
2021-01-05 00:00:00,238.79926490070852,
2021-01-05 10:00:00,205.96639716400148,
2021-01-05 10:30:00,171.9475104134816,
2021-01-05 12:00:00,140.23980785306833,
2021-01-05 13:30:00,115.65139716339684,
2021-01-05 15:00:00,111.24195551939374,
2021-01-05 15:30:30,111.24195551939374,
2021-01-05 23:59:59,133.6025714056277,c
2021-01-06 00:00:00,101.74882160084314,
2021-01-06 10:00:00,144.08796724334934,
2021-01-06 10:30:00,111.86032514649321,
2021-01-06 12:00:00,133.18555143050412,
2021-01-06 13:30:00,119.82243925584021,
2021-01-06 15:00:00,135.43822693021434,
2021-01-06 15:30:30,135.43822693021434,
2021-01-06 23:59:59,163.35121344390654,c
2021-01-07 00:00:00,177.92731188327946,
2021-01-07 10:00:00,128.09289860980846,
2021-01-07 10:30:00,111.48843767722963,
2021-01-07 12:00:00,125.79432068246479,
2021-01-07 13:30:00,143.34841311329149,
2021-01-07 15:00:00,153.19259794633376,
2021-01-07 15:30:30,153.19259794633376,
2021-01-07 23:59:59,139.63746271328625,c
2021-01-08 00:00:00,148.08957788118948,
2021-01-08 10:00:00,123.72368078169848,
2021-01-08 10:30:00,115.07306294074954,
2021-01-08 12:00:00,136.32361773685966,
2021-01-08 13:30:00,129.36601605791816,
2021-01-08 15:00:00,167.10730962776233,
2021-01-08 15:30:30,167.10730962776233,
2021-01-08 23:59:59,143.114052162608,w
