date,GDXJ_US_2021_Q1,meta
2021-02-19 00:00:00,-49.438792848230605,
2021-02-19 10:00:00,-65.2711460400169,
2021-02-19 10:30:00,-79.54697648858428,
2021-02-19 12:00:00,-71.8609541457331,
2021-02-19 13:30:00,-90.56568201227356,
2021-02-19 15:00:00,-105.54444891164803,
2021-02-19 15:30:30,-105.54444891164803,
2021-02-19 23:59:59,-52.60223764050261,w
2021-02-22 00:00:00,-29.16739882380125,
2021-02-22 10:00:00,-8.893758507379516,
2021-02-22 10:30:00,-7.912945687287447,
2021-02-22 12:00:00,61.39770263483024,
2021-02-22 13:30:00,133.760112176622,
2021-02-22 15:00:00,153.36377003437065,
2021-02-22 15:30:30,153.36377003437065,
2021-02-22 23:59:59,152.73845052323577,c
2021-02-23 00:00:00,141.67785863068457,
2021-02-23 10:00:00,-35.48754553541312,
2021-02-23 10:30:00,40.75849309942714,
2021-02-23 12:00:00,-8.299822163148292,
2021-02-23 13:30:00,18.774020640920753,
2021-02-23 15:00:00,77.36746733746077,
2021-02-23 15:30:30,77.36746733746077,
2021-02-23 23:59:59,74.3155669822354,c
2021-02-24 00:00:00,13.926301523805705,
2021-02-24 10:00:00,-15.35549658340642,
2021-02-24 10:30:00,112.32026470345136,
2021-02-24 12:00:00,194.31307020844724,
2021-02-24 13:30:00,141.92804438955318,
2021-02-24 15:00:00,203.17091306152724,
2021-02-24 15:30:30,203.17091306152724,
2021-02-24 23:59:59,206.46037893589346,c
2021-02-25 00:00:00,132.05770086206394,
2021-02-25 10:00:00,127.03361468918774,
2021-02-25 10:30:00,109.71239251105453,
2021-02-25 12:00:00,87.37960249943899,
2021-02-25 13:30:00,58.94900650383079,
2021-02-25 15:00:00,47.678546401582025,
2021-02-25 15:30:30,47.678546401582025,
2021-02-25 23:59:59,-29.203833665327693,c
2021-02-26 00:00:00,-24.029425975741106,
2021-02-26 10:00:00,-140.78300376655034,
2021-02-26 10:30:00,-257.0236882555687,
2021-02-26 12:00:00,-172.508156748087,
2021-02-26 13:30:00,-126.99469880094284,
2021-02-26 15:00:00,-125.59463904906261,
2021-02-26 15:30:30,-125.59463904906261,s
2021-02-26 23:59:59,-126.24830874796817,w
2021-03-01 00:00:00,-42.41893221773944,
2021-03-01 10:00:00,-141.65387120328614,
2021-03-01 10:30:00,-151.46710658179745,
2021-03-01 12:00:00,-181.5061935341996,
2021-03-01 13:30:00,-236.5007962181653,
2021-03-01 15:00:00,-237.59268277469346,
2021-03-01 15:30:30,-237.59268277469346,
2021-03-01 23:59:59,-244.0660846001988,c
2021-03-02 00:00:00,-213.4832385654181,
2021-03-02 10:00:00,-204.45181369938246,
2021-03-02 10:30:00,-202.00625486645595,
2021-03-02 12:00:00,-124.30373837794514,
2021-03-02 13:30:00,-143.12119563089527,
2021-03-02 15:00:00,-124.79203977671614,
2021-03-02 15:30:30,-124.79203977671614,
2021-03-02 23:59:59,-154.1802425228102,c
2021-03-03 00:00:00,-174.0008878883059,
2021-03-03 10:00:00,-275.83997724283154,
2021-03-03 10:30:00,-278.5893377635002,
2021-03-03 12:00:00,-220.5564343965184,
2021-03-03 13:30:00,-253.90413241673423,
2021-03-03 15:00:00,-275.2675664830822,
2021-03-03 15:30:30,-275.2675664830822,
2021-03-03 23:59:59,-301.8614312730665,c
2021-03-04 00:00:00,-243.2095818614007,
2021-03-04 10:00:00,-373.3084352406245,
2021-03-04 10:30:00,-356.10251511382967,
2021-03-04 12:00:00,-344.90108262226704,
2021-03-04 13:30:00,-484.7710081449036,
2021-03-04 15:00:00,-460.46714629316466,
2021-03-04 15:30:30,-460.46714629316466,
2021-03-04 23:59:59,-502.9879289975238,c
2021-03-05 00:00:00,-514.5290417594533,
2021-03-05 10:00:00,-555.6854040575067,
2021-03-05 10:30:00,-559.2364350925968,
2021-03-05 12:00:00,-670.0184880272941,
2021-03-05 13:30:00,-574.1207746947007,
2021-03-05 15:00:00,-563.5533985305146,
2021-03-05 15:30:30,-563.5533985305146,
2021-03-05 23:59:59,-540.7422604616199,w
2021-03-08 00:00:00,-550.9932119808491,
2021-03-08 10:00:00,-596.1987254387204,
2021-03-08 10:30:00,-556.9620775917606,
2021-03-08 12:00:00,-636.6459696273337,
2021-03-08 13:30:00,-620.8999535374751,
2021-03-08 15:00:00,-570.689541927949,
2021-03-08 15:30:30,-570.689541927949,
2021-03-08 23:59:59,-576.8564388335008,c
2021-03-09 00:00:00,-435.65729660597526,
2021-03-09 10:00:00,-318.8159248605375,
2021-03-09 10:30:00,-344.2465931372385,
2021-03-09 12:00:00,-349.77883616400413,
2021-03-09 13:30:00,-257.2401376099533,
2021-03-09 15:00:00,-221.18468365352146,
2021-03-09 15:30:30,-221.18468365352146,
2021-03-09 23:59:59,-234.58908156924372,c
2021-03-10 00:00:00,-246.0864813591952,
2021-03-10 10:00:00,-196.2842030712004,
2021-03-10 10:30:00,-254.38441956619954,
2021-03-10 12:00:00,-254.55044478476748,
2021-03-10 13:30:00,-208.575847126991,
2021-03-10 15:00:00,-200.64474432868155,
2021-03-10 15:30:30,-200.64474432868155,
2021-03-10 23:59:59,-202.19027652284967,c
2021-03-11 00:00:00,-181.44611306627075,
2021-03-11 10:00:00,-169.22689578335485,
2021-03-11 10:30:00,-154.98679323387023,
2021-03-11 12:00:00,-104.8175362476045,
2021-03-11 13:30:00,-76.345501854747,
2021-03-11 15:00:00,-91.02534269078296,
2021-03-11 15:30:30,-91.02534269078296,
2021-03-11 23:59:59,-45.63072258814691,c
2021-03-12 00:00:00,-101.54655852907035,
2021-03-12 10:00:00,-37.92391352167897,
2021-03-12 10:30:00,-130.69295856772396,
2021-03-12 12:00:00,-47.466839019140934,
2021-03-12 13:30:00,-30.69966771505051,
2021-03-12 15:00:00,-40.0701621060457,
2021-03-12 15:30:30,-40.0701621060457,
2021-03-12 23:59:59,0.0,a
2021-03-15 00:00:00,-3.091880940563442,
2021-03-15 10:00:00,158.76637160851533,
2021-03-15 10:30:00,203.31362514826287,
2021-03-15 12:00:00,161.8799874686065,
2021-03-15 13:30:00,110.22730820377001,
2021-03-15 15:00:00,78.02085400651049,
2021-03-15 15:30:30,78.02085400651049,
2021-03-15 23:59:59,143.15299580698775,c
2021-03-16 00:00:00,116.24758060392014,
2021-03-16 10:00:00,31.706393188565926,
2021-03-16 10:30:00,65.85103095473914,
2021-03-16 12:00:00,39.35961347885768,
2021-03-16 13:30:00,69.40746219543416,
2021-03-16 15:00:00,37.91040131561385,
2021-03-16 15:30:30,37.91040131561385,
2021-03-16 23:59:59,29.971303721074037,c
2021-03-17 00:00:00,-7.243354463362266,
2021-03-17 10:00:00,3.0835212193351254,
2021-03-17 10:30:00,48.36023149012999,
2021-03-17 12:00:00,84.02928867242008,
2021-03-17 13:30:00,66.33744614471289,
2021-03-17 15:00:00,260.1953610935698,
2021-03-17 15:30:30,260.1953610935698,
2021-03-17 23:59:59,265.5084365990897,c
2021-03-18 00:00:00,188.0624759485563,
2021-03-18 10:00:00,209.47661431790038,
2021-03-18 10:30:00,207.23621436906433,
2021-03-18 12:00:00,168.77329266400739,
2021-03-18 13:30:00,156.30418541872587,
2021-03-18 15:00:00,73.98949100182654,
2021-03-18 15:30:30,73.98949100182654,
2021-03-18 23:59:59,50.162973080196934,c
2021-03-19 00:00:00,123.18058109974663,
2021-03-19 10:00:00,31.26430008468833,
2021-03-19 10:30:00,-52.732966385879536,
2021-03-19 12:00:00,56.85854153328637,
2021-03-19 13:30:00,87.80453658174156,
2021-03-19 15:00:00,9.777626273480564,
2021-03-19 15:30:30,9.777626273480564,
2021-03-19 23:59:59,-69.00641579323747,e
2021-03-22 00:00:00,-28.073528339261884,
2021-03-22 10:00:00,-5.96562082765422,
2021-03-22 10:30:00,38.634669280853814,
2021-03-22 12:00:00,47.64760544908495,
2021-03-22 13:30:00,-12.959091267403892,
2021-03-22 15:00:00,-26.06392956126956,
2021-03-22 15:30:30,-26.06392956126956,
2021-03-22 23:59:59,-71.3670318247573,c
2021-03-23 00:00:00,-62.767585694323316,
2021-03-23 10:00:00,-135.19706164926265,
2021-03-23 10:30:00,-195.19915073231186,
2021-03-23 12:00:00,-149.93257317658572,
2021-03-23 13:30:00,-166.7271191185282,
2021-03-23 15:00:00,-214.13479160731958,
2021-03-23 15:30:30,-214.13479160731958,
2021-03-23 23:59:59,-210.39881625856515,c
2021-03-24 00:00:00,-180.6251311322044,
2021-03-24 10:00:00,-184.63904762490847,
2021-03-24 10:30:00,-194.23911599667872,
2021-03-24 12:00:00,-157.92830827735315,
2021-03-24 13:30:00,-143.37439291295823,
2021-03-24 15:00:00,-182.4818239801657,
2021-03-24 15:30:30,-182.4818239801657,
2021-03-24 23:59:59,-217.5042893343766,c
2021-03-25 00:00:00,-273.237294411068,
2021-03-25 10:00:00,-234.31896919179417,
2021-03-25 10:30:00,-224.6518158140425,
2021-03-25 12:00:00,-243.07694263769008,
2021-03-25 13:30:00,-220.44011018087076,
2021-03-25 15:00:00,-211.2522483433645,
2021-03-25 15:30:30,-211.2522483433645,
2021-03-25 23:59:59,-141.74807949245633,c
2021-03-26 00:00:00,-134.01941629935618,
2021-03-26 10:00:00,-158.03766546114093,
2021-03-26 10:30:00,-153.59243587732317,
2021-03-26 12:00:00,-167.11233479501652,
2021-03-26 13:30:00,-154.84924278542212,
2021-03-26 15:00:00,-151.9515959485134,
2021-03-26 15:30:30,-151.9515959485134,
2021-03-26 23:59:59,-122.98385333475198,w
2021-03-29 00:00:00,-136.80626342641744,
2021-03-29 10:00:00,-250.60105566874608,
2021-03-29 10:30:00,-268.4139278753455,
2021-03-29 12:00:00,-309.969190319026,
2021-03-29 13:30:00,-242.46253592735457,
2021-03-29 15:00:00,-238.43210568385166,
2021-03-29 15:30:30,-238.43210568385166,
2021-03-29 23:59:59,-218.50025947309496,c
2021-03-30 00:00:00,-302.21482899358625,
2021-03-30 10:00:00,-334.3901170098479,
2021-03-30 10:30:00,-293.885508299908,
2021-03-30 12:00:00,-274.1472144853087,
2021-03-30 13:30:00,-271.21853682454275,
2021-03-30 15:00:00,-330.81572415463097,
2021-03-30 15:30:30,-330.81572415463097,
2021-03-30 23:59:59,-295.7429925653537,c
2021-03-31 00:00:00,-292.7036509755403,
2021-03-31 10:00:00,-294.4273982845202,
2021-03-31 10:30:00,-235.83324941335377,
2021-03-31 12:00:00,-145.05520496747977,
2021-03-31 13:30:00,-120.0297953902832,
2021-03-31 15:00:00,-143.68205615771285,
2021-03-31 15:30:30,-143.68205615771285,
2021-03-31 23:59:59,-139.53416200488118,c
2021-04-01 00:00:00,-65.60352331359218,
2021-04-01 10:00:00,-102.69417370675546,
2021-04-01 10:30:00,-107.44451212342119,
2021-04-01 12:00:00,-150.4138401260093,
2021-04-01 13:30:00,-87.5914642454477,
