date,MSCI_FACT_MTUM_HEDGED_2021_Q2,meta
2021-04-12 00:00:00,-154.33151313726256,
2021-04-12 10:00:00,-164.46778524996262,
2021-04-12 10:30:00,-165.21475209999687,
2021-04-12 12:00:00,-167.4563783696592,
2021-04-12 13:30:00,-188.7806433615682,
2021-04-12 15:00:00,-186.92167688327618,
2021-04-12 15:30:30,-186.92167688327618,
2021-04-12 23:59:59,-184.80798564272953,c
2021-04-13 00:00:00,-198.6096191276165,
2021-04-13 10:00:00,-236.34090203052762,
2021-04-13 10:30:00,-233.6399609397796,
2021-04-13 12:00:00,-223.6834920673689,
2021-04-13 13:30:00,-234.77665752243882,
2021-04-13 15:00:00,-226.91904013607706,
2021-04-13 15:30:30,-226.91904013607706,
2021-04-13 23:59:59,-230.07798839362107,c
2021-04-14 00:00:00,-227.73333638977772,
2021-04-14 10:00:00,-197.81024594874265,
2021-04-14 10:30:00,-182.2789933746106,
2021-04-14 12:00:00,-167.58745417831176,
2021-04-14 13:30:00,-172.1916923077864,
2021-04-14 15:00:00,-166.94345012099689,
2021-04-14 15:30:30,-166.94345012099689,
2021-04-14 23:59:59,-170.78748473800061,c
2021-04-15 00:00:00,-185.38162335687252,
2021-04-15 10:00:00,-219.01280017187474,
2021-04-15 10:30:00,-227.6823962043153,
2021-04-15 12:00:00,-215.67979248556742,
2021-04-15 13:30:00,-235.80640313304855,
2021-04-15 15:00:00,-230.43562884255272,
2021-04-15 15:30:30,-230.43562884255272,
2021-04-15 23:59:59,-229.46158424578704,c
2021-04-16 00:00:00,-221.77460036829092,
2021-04-16 10:00:00,-208.51913392879953,
2021-04-16 10:30:00,-214.41374525188849,
2021-04-16 12:00:00,-222.41253308117143,
2021-04-16 13:30:00,-222.9360063099037,
2021-04-16 15:00:00,-220.6329259895072,
2021-04-16 15:30:30,-220.6329259895072,
2021-04-16 23:59:59,-217.5361785107076,w
2021-04-19 00:00:00,-203.96946333515194,
2021-04-19 10:00:00,-207.06267307176802,
2021-04-19 10:30:00,-202.17285061412923,
2021-04-19 12:00:00,-198.04997054117933,
2021-04-19 13:30:00,-194.83134680823645,
2021-04-19 15:00:00,-198.06463292422308,
2021-04-19 15:30:30,-198.06463292422308,
2021-04-19 23:59:59,-194.48525035757154,c
2021-04-20 00:00:00,-197.705356278823,
2021-04-20 10:00:00,-217.74441169866714,
2021-04-20 10:30:00,-211.41613520331487,
2021-04-20 12:00:00,-206.75308465028877,
2021-04-20 13:30:00,-213.86129803398444,
2021-04-20 15:00:00,-211.95118848547173,
2021-04-20 15:30:30,-211.95118848547173,
2021-04-20 23:59:59,-213.94582203533992,c
2021-04-21 00:00:00,-206.79624002339978,
2021-04-21 10:00:00,-204.98318033263592,
2021-04-21 10:30:00,-197.40560807304058,
2021-04-21 12:00:00,-197.4535491797737,
2021-04-21 13:30:00,-189.72593864592483,
2021-04-21 15:00:00,-179.94990890578958,
2021-04-21 15:30:30,-179.94990890578958,
2021-04-21 23:59:59,-181.23038758395995,c
2021-04-22 00:00:00,-181.6168035971491,
2021-04-22 10:00:00,-196.47236667582803,
2021-04-22 10:30:00,-204.01528895589712,
2021-04-22 12:00:00,-184.48696272137977,
2021-04-22 13:30:00,-177.76348052238717,
2021-04-22 15:00:00,-175.8127562566592,
2021-04-22 15:30:30,-175.8127562566592,
2021-04-22 23:59:59,-179.0290117692603,c
2021-04-23 00:00:00,-177.0900899925345,
2021-04-23 10:00:00,-172.07962022924386,
2021-04-23 10:30:00,-162.05271442108352,
2021-04-23 12:00:00,-175.6567194411826,
2021-04-23 13:30:00,-179.53469853474195,
2021-04-23 15:00:00,-176.0085809763629,
2021-04-23 15:30:30,-176.0085809763629,
2021-04-23 23:59:59,-172.80275707468957,w
2021-04-26 00:00:00,-166.30157056428578,
2021-04-26 10:00:00,-143.15465817112857,
2021-04-26 10:30:00,-142.4614510604158,
2021-04-26 12:00:00,-146.94106042281516,
2021-04-26 13:30:00,-154.53273563887313,
2021-04-26 15:00:00,-165.75566685095168,
2021-04-26 15:30:30,-165.75566685095168,
2021-04-26 23:59:59,-170.95253758663728,c
2021-04-27 00:00:00,-176.29274790817124,
2021-04-27 10:00:00,-158.84678951491816,
2021-04-27 10:30:00,-159.49598640392378,
2021-04-27 12:00:00,-155.28070829743632,
2021-04-27 13:30:00,-159.81146422790852,
2021-04-27 15:00:00,-152.01892770718246,
2021-04-27 15:30:30,-152.01892770718246,
2021-04-27 23:59:59,-143.38317633133863,c
2021-04-28 00:00:00,-132.12220711884177,
2021-04-28 10:00:00,-142.40457279508632,
2021-04-28 10:30:00,-130.02253922947358,
2021-04-28 12:00:00,-122.91401930927182,
2021-04-28 13:30:00,-129.14948615624687,
2021-04-28 15:00:00,-131.3751077684517,
2021-04-28 15:30:30,-131.3751077684517,
2021-04-28 23:59:59,-126.38630092217704,c
2021-04-29 00:00:00,-119.21113067018109,
2021-04-29 10:00:00,-112.40123151996681,
2021-04-29 10:30:00,-113.67042124625206,
2021-04-29 12:00:00,-106.70644206957857,
2021-04-29 13:30:00,-108.95062362787277,
2021-04-29 15:00:00,-105.29607041296143,
2021-04-29 15:30:30,-105.29607041296143,
2021-04-29 23:59:59,-100.55431198706322,c
2021-04-30 00:00:00,-104.42914849568203,
2021-04-30 10:00:00,-111.01336954486445,
2021-04-30 10:30:00,-126.99516887557272,
2021-04-30 12:00:00,-124.1403389555671,
2021-04-30 13:30:00,-113.09307839325581,
2021-04-30 15:00:00,-111.81052807839723,
2021-04-30 15:30:30,-111.81052807839723,s
2021-04-30 23:59:59,-106.01587821571943,w
2021-05-03 00:00:00,-105.5251813882011,
2021-05-03 10:00:00,-92.41578543204517,
2021-05-03 10:30:00,-118.6415843286523,
2021-05-03 12:00:00,-98.35368457330887,
2021-05-03 13:30:00,-89.23455055947275,
2021-05-03 15:00:00,-88.14353854393505,
2021-05-03 15:30:30,-88.14353854393505,
2021-05-03 23:59:59,-95.45974608015717,c
2021-05-04 00:00:00,-91.16713341410806,
2021-05-04 10:00:00,-98.53461436155843,
2021-05-04 10:30:00,-86.52392096630496,
2021-05-04 12:00:00,-65.49443085623108,
2021-05-04 13:30:00,-54.76520171137847,
2021-05-04 15:00:00,-57.54821490298053,
2021-05-04 15:30:30,-57.54821490298053,
2021-05-04 23:59:59,-62.55466609061935,c
2021-05-05 00:00:00,-60.09936187421633,
2021-05-05 10:00:00,-59.93882507509366,
2021-05-05 10:30:00,-56.50716136519509,
2021-05-05 12:00:00,-39.77418933434811,
2021-05-05 13:30:00,-37.62288767864152,
2021-05-05 15:00:00,-20.881708467469252,
2021-05-05 15:30:30,-20.881708467469252,
2021-05-05 23:59:59,-26.55663316370223,c
2021-05-06 00:00:00,-31.70961031052164,
2021-05-06 10:00:00,-27.269137576512748,
2021-05-06 10:30:00,-31.293994533520475,
2021-05-06 12:00:00,-32.92737997834527,
2021-05-06 13:30:00,-32.48025978359644,
2021-05-06 15:00:00,-31.94726910352952,
2021-05-06 15:30:30,-31.94726910352952,
2021-05-06 23:59:59,-33.94338768060237,c
2021-05-07 00:00:00,-56.659459951922855,
