date,AS_ASX_2021_Q4,meta
2021-10-29 00:00:00,-178.8177832043591,
2021-10-29 01:00:00,-177.6827773833735,
2021-10-29 02:30:00,-177.6827773833735,
2021-10-29 03:00:00,-177.6827773833735,
2021-10-29 18:30:00,-177.6827773833735,
2021-10-29 20:00:00,-177.6827773833735,
2021-10-29 23:00:00,-177.6827773833735,
2021-10-29 23:59:59,-176.75343248705565,w
2021-11-01 00:00:00,-84.06104769753813,
2021-11-01 01:00:00,-132.095154056313,
2021-11-01 02:30:00,-132.095154056313,
2021-11-01 03:00:00,-132.095154056313,
2021-11-01 18:30:00,-132.21773764738305,
2021-11-01 20:00:00,-77.51712814014087,
2021-11-01 23:00:00,-82.86205267746988,
2021-11-01 23:59:59,-91.22162389103721,c
2021-11-02 00:00:00,-78.26883312620782,
2021-11-02 01:00:00,-98.63030679306286,
2021-11-02 02:30:00,-98.63030679306286,
2021-11-02 03:00:00,-98.63030679306286,
2021-11-02 18:30:00,-98.56110138095778,
2021-11-02 20:00:00,-92.63451635473518,
2021-11-02 23:00:00,-42.74765147366975,
2021-11-02 23:59:59,-36.58411984449941,c
2021-11-03 00:00:00,-36.62703233408354,
2021-11-03 01:00:00,-30.681728840503354,
2021-11-03 02:30:00,-30.681728840503354,
2021-11-03 03:00:00,-30.681728840503354,
2021-11-03 18:30:00,-30.636955043466685,
2021-11-03 20:00:00,-7.804630734849525,
2021-11-03 23:00:00,55.10340965295006,
2021-11-03 23:59:59,5.338628781774503,c
2021-11-04 00:00:00,16.50296323371998,
2021-11-04 01:00:00,-7.264778263958476,
2021-11-04 02:30:00,-7.264778263958476,
2021-11-04 03:00:00,-7.264778263958476,
2021-11-04 18:30:00,-7.055100620040037,
2021-11-04 20:00:00,-45.64165499937735,
2021-11-04 23:00:00,-20.641050457267227,
2021-11-04 23:59:59,-20.75674816141344,c
2021-11-05 00:00:00,-32.96176636585972,
2021-11-05 01:00:00,-3.316318292934227,
2021-11-05 02:30:00,-3.316318292934227,
2021-11-05 03:00:00,-3.316318292934227,
2021-11-05 18:30:00,-3.316318292934227,
2021-11-05 20:00:00,-3.316318292934227,
2021-11-05 23:00:00,-3.316318292934227,
2021-11-05 23:59:59,-4.027118636339878,w
2021-11-08 00:00:00,1.0698298762803802,
2021-11-08 01:00:00,1.0698298762803802,
2021-11-08 02:30:00,1.0698298762803802,
2021-11-08 03:00:00,1.0698298762803802,
2021-11-08 18:30:00,21.04724642651891,
2021-11-08 20:00:00,29.53579639865697,
2021-11-08 23:00:00,74.96383028449546,
2021-11-08 23:59:59,55.18833691055971,c
2021-11-09 00:00:00,88.11721239871616,
2021-11-09 01:00:00,88.11721239871616,
2021-11-09 02:30:00,88.11721239871616,
2021-11-09 03:00:00,88.11721239871616,
2021-11-09 18:30:00,49.6499592261834,
2021-11-09 20:00:00,31.860081731156498,
2021-11-09 23:00:00,6.303062241864438,
2021-11-09 23:59:59,-26.475733116199535,c
2021-11-10 00:00:00,-29.871880971787846,
2021-11-10 01:00:00,-29.871880971787846,
2021-11-10 02:30:00,-29.871880971787846,
2021-11-10 03:00:00,-29.871880971787846,
2021-11-10 18:30:00,-53.2984375846616,
2021-11-10 20:00:00,13.59597998235597,
2021-11-10 23:00:00,-31.363487164093726,
2021-11-10 23:59:59,-50.92492141569534,c
2021-11-11 00:00:00,-58.18669028047577,
2021-11-11 01:00:00,-58.18669028047577,
2021-11-11 02:30:00,-58.18669028047577,
2021-11-11 03:00:00,-58.18669028047577,
2021-11-11 18:30:00,-69.96936759455218,
2021-11-11 20:00:00,-143.22327341329594,
2021-11-11 23:00:00,-110.21526178903082,
2021-11-11 23:59:59,-101.79120403425554,c
2021-11-12 00:00:00,-82.45244938496768,
2021-11-12 01:00:00,-82.45244938496768,
2021-11-12 02:30:00,-82.45244938496768,
2021-11-12 03:00:00,-82.45244938496768,
2021-11-12 18:30:00,-82.45244938496768,
2021-11-12 20:00:00,-82.45244938496768,
2021-11-12 23:00:00,-82.45244938496768,
2021-11-12 23:59:59,-81.43191637155428,w
2021-11-15 00:00:00,-47.57753020244701,
2021-11-15 01:00:00,-47.57753020244701,
2021-11-15 02:30:00,-47.57753020244701,
2021-11-15 03:00:00,-47.57753020244701,
2021-11-15 18:30:00,-85.19310247372232,
2021-11-15 20:00:00,-56.35981856868716,
2021-11-15 23:00:00,-18.23554818576571,
2021-11-15 23:59:59,-52.814827392401355,c
2021-11-16 00:00:00,-42.26174101370157,
2021-11-16 01:00:00,-42.26174101370157,
2021-11-16 02:30:00,-42.26174101370157,
2021-11-16 03:00:00,-42.26174101370157,
2021-11-16 18:30:00,-49.95806037190397,
2021-11-16 20:00:00,-35.07110885103185,
2021-11-16 23:00:00,20.785378461861228,
2021-11-16 23:59:59,8.724067086324908,c
2021-11-17 00:00:00,-3.742032759663857,
2021-11-17 01:00:00,-3.742032759663857,
2021-11-17 02:30:00,-3.742032759663857,
2021-11-17 03:00:00,-3.742032759663857,
2021-11-17 18:30:00,-29.475995006133246,
2021-11-17 20:00:00,9.99059088810219,
2021-11-17 23:00:00,49.378568220407374,
2021-11-17 23:59:59,43.492427460656046,c
2021-11-18 00:00:00,43.30330144113444,
2021-11-18 01:00:00,43.30330144113444,
2021-11-18 02:30:00,43.30330144113444,
2021-11-18 03:00:00,43.30330144113444,
2021-11-18 18:30:00,27.892072613120177,
2021-11-18 20:00:00,11.837341087205004,
2021-11-18 23:00:00,68.44152734362515,
2021-11-18 23:59:59,69.23343002364152,c
2021-11-19 00:00:00,69.27729758014752,
2021-11-19 01:00:00,69.27729758014752,
2021-11-19 02:30:00,69.27729758014752,
2021-11-19 03:00:00,69.27729758014752,
2021-11-19 18:30:00,69.27729758014752,
2021-11-19 20:00:00,69.27729758014752,
2021-11-19 23:00:00,69.27729758014752,
2021-11-19 23:59:59,69.53649762725513,w
2021-11-22 00:00:00,43.23403984202571,
2021-11-22 01:00:00,43.23403984202571,
2021-11-22 02:30:00,43.23403984202571,
2021-11-22 03:00:00,43.23403984202571,
2021-11-22 18:30:00,4.64514532443161,
2021-11-22 20:00:00,38.37122602288875,
2021-11-22 23:00:00,126.28397936464285,
2021-11-22 23:59:59,120.94436814549184,c
2021-11-23 00:00:00,119.56065066345519,
2021-11-23 01:00:00,119.56065066345519,
2021-11-23 02:30:00,119.56065066345519,
2021-11-23 03:00:00,119.56065066345519,
2021-11-23 18:30:00,84.23239618617313,
2021-11-23 20:00:00,99.4485512371017,
2021-11-23 23:00:00,101.94755995691145,
2021-11-23 23:59:59,90.83929768414154,c
2021-11-24 00:00:00,70.07347815999782,
2021-11-24 01:00:00,70.07347815999782,
2021-11-24 02:30:00,70.07347815999782,
2021-11-24 03:00:00,70.07347815999782,
2021-11-24 18:30:00,109.83417047396534,
2021-11-24 20:00:00,187.91711843832334,
2021-11-24 23:00:00,216.22582778643715,
2021-11-24 23:59:59,215.21419611384155,c
2021-11-25 00:00:00,208.97962967654706,
2021-11-25 01:00:00,208.97962967654706,
2021-11-25 02:30:00,208.97962967654706,
2021-11-25 03:00:00,208.97962967654706,
2021-11-25 18:30:00,237.78119517213142,
2021-11-25 20:00:00,240.62231677835123,
2021-11-25 23:00:00,231.9693412262479,
2021-11-25 23:59:59,203.22964861282279,c
2021-11-26 00:00:00,199.64049644017706,
2021-11-26 01:00:00,199.64049644017706,
2021-11-26 02:30:00,199.64049644017706,
2021-11-26 03:00:00,199.64049644017706,
2021-11-26 18:30:00,199.64049644017706,
2021-11-26 20:00:00,199.64049644017706,
2021-11-26 23:00:00,199.64049644017706,
2021-11-26 23:59:59,198.14666780550317,w
2021-11-29 00:00:00,255.6497102672077,
2021-11-29 01:00:00,255.6497102672077,
2021-11-29 02:30:00,255.6497102672077,
2021-11-29 03:00:00,255.6497102672077,
2021-11-29 18:30:00,224.6010789429344,
2021-11-29 20:00:00,256.08404205781716,
2021-11-29 23:00:00,353.39721756117,
