date,WMT_WW_2020_Q4,meta
2020-11-10 00:00:00,-16.55435970943719,
2020-11-10 10:00:00,9.108513802476228,
2020-11-10 10:30:00,10.751679966141284,
2020-11-10 12:00:00,-0.12735509065687656,
2020-11-10 13:30:00,-9.479585744462161,
2020-11-10 15:00:00,9.53938285890892,
2020-11-10 15:30:30,9.53938285890892,
2020-11-10 23:59:59,20.389848545872418,c
2020-11-11 00:00:00,1.4069778693556785,
2020-11-11 10:00:00,-28.533485174468158,
2020-11-11 10:30:00,-41.70252177018822,
2020-11-11 12:00:00,-25.72881490555853,
2020-11-11 13:30:00,-27.24176431766972,
2020-11-11 15:00:00,-16.70721335111633,
2020-11-11 15:30:30,-16.70721335111633,
2020-11-11 23:59:59,-18.497217584819346,c
2020-11-12 00:00:00,-43.84552737397403,
2020-11-12 10:00:00,-40.27306820418611,
2020-11-12 10:30:00,-46.768442083188894,
2020-11-12 12:00:00,-37.362895787967,
2020-11-12 13:30:00,-45.65172746646553,
2020-11-12 15:00:00,-44.25386184052005,
2020-11-12 15:30:30,-44.25386184052005,
2020-11-12 23:59:59,-40.16339558370113,c
2020-11-13 00:00:00,-34.076031885736434,
2020-11-13 10:00:00,-19.38220369864702,
2020-11-13 10:30:00,-21.784612133348734,
2020-11-13 12:00:00,-36.0909554366611,
2020-11-13 13:30:00,-51.535412325801694,
2020-11-13 15:00:00,-66.840608842168,
2020-11-13 15:30:30,-66.840608842168,
2020-11-13 23:59:59,-49.510512807340916,w
2020-11-16 00:00:00,-9.055174149016292,
2020-11-16 10:00:00,-69.00779926523715,
2020-11-16 10:30:00,-73.38643756201267,
2020-11-16 12:00:00,-88.93551070378125,
2020-11-16 13:30:00,-118.01295483316629,
2020-11-16 15:00:00,-96.10787005915046,
2020-11-16 15:30:30,-96.10787005915046,
2020-11-16 23:59:59,-67.29979735734835,c
2020-11-17 00:00:00,-40.44631410348192,
2020-11-17 10:00:00,-84.43998857562245,
2020-11-17 10:30:00,-75.98580705629364,
2020-11-17 12:00:00,-80.98917824202478,
