date,EU_IDV_2023_Q1,meta
2023-02-17 00:00:00,-63.650550715472036,
2023-02-17 03:30:00,-70.5129672656862,
2023-02-17 04:00:00,-71.0299233012808,
2023-02-17 06:00:00,-68.10392765680541,
2023-02-17 08:00:00,-64.91781621615013,
2023-02-17 10:30:00,-75.99710906588894,
2023-02-17 11:00:00,-76.80968469432662,
2023-02-17 23:59:59,-76.54715851379143,w
2023-02-20 00:00:00,-75.30390398856639,
2023-02-20 03:30:00,-82.29859016053769,
2023-02-20 04:00:00,-80.67204519446551,
2023-02-20 06:00:00,-84.05061660249658,
2023-02-20 08:00:00,-84.75533639736273,
2023-02-20 10:30:00,-87.46364365075743,
2023-02-20 11:00:00,-88.93746284638854,
2023-02-20 23:59:59,-86.21707952499997,c
2023-02-21 00:00:00,-87.67623910427977,
2023-02-21 03:30:00,-81.44751292157775,
2023-02-21 04:00:00,-83.69455219441761,
2023-02-21 06:00:00,-89.95394684597511,
2023-02-21 08:00:00,-90.15231155060047,
2023-02-21 10:30:00,-83.870514983909,
2023-02-21 11:00:00,-87.5619697347658,
2023-02-21 23:59:59,-90.14462563576791,c
2023-02-22 00:00:00,-85.97467166714182,
2023-02-22 03:30:00,-82.66728892112849,
2023-02-22 04:00:00,-79.25964117345961,
2023-02-22 06:00:00,-76.36419855422025,
2023-02-22 08:00:00,-72.24574967623363,
2023-02-22 10:30:00,-63.57994884470867,
2023-02-22 11:00:00,-63.779429894287375,
2023-02-22 23:59:59,-65.34241189290634,c
2023-02-23 00:00:00,-60.30136168725892,
2023-02-23 03:30:00,-46.72487878400011,
2023-02-23 04:00:00,-36.805707716566644,
2023-02-23 06:00:00,-44.380894217643686,
2023-02-23 08:00:00,-35.600903933223265,
2023-02-23 10:30:00,-23.003712606728243,
2023-02-23 11:00:00,-19.39610651699752,
2023-02-23 23:59:59,-24.855796920945977,c
2023-02-24 00:00:00,-25.607100731478283,
2023-02-24 03:30:00,-27.3506645101225,
2023-02-24 04:00:00,-28.102401434572187,
2023-02-24 06:00:00,-25.597014128410876,
2023-02-24 08:00:00,-29.90441612440742,
2023-02-24 10:30:00,-21.822641828862118,
2023-02-24 11:00:00,-23.548164730424787,
