date,FPX_2022_Q4,meta
2022-11-29 00:00:00,-475.1297880701733,
2022-11-29 10:00:00,-455.9891803361693,
2022-11-29 10:30:00,-459.4370223076236,
2022-11-29 12:00:00,-459.6955245968701,
2022-11-29 13:30:00,-462.2403577436454,
2022-11-29 15:00:00,-454.47705194128844,
2022-11-29 15:30:30,-454.47705194128844,
2022-11-29 23:59:59,-462.66043741048,c
2022-11-30 00:00:00,-417.96226362142284,
2022-11-30 10:00:00,-418.45382010902955,
2022-11-30 10:30:00,-414.01625255817146,
2022-11-30 12:00:00,-412.93813668481266,
2022-11-30 13:30:00,-405.5856506429661,
2022-11-30 15:00:00,-395.45950996044184,
2022-11-30 15:30:30,-395.45950996044184,m
2022-11-30 23:59:59,-404.096193107095,c
2022-12-01 00:00:00,-421.9882685351071,
2022-12-01 10:00:00,-411.8383006979543,
2022-12-01 10:30:00,-412.24342332680203,
2022-12-01 12:00:00,-373.88722257757126,
2022-12-01 13:30:00,-357.0816638543648,
2022-12-01 15:00:00,-359.1915666578442,
2022-12-01 15:30:30,-359.1915666578442,
2022-12-01 23:59:59,-349.5898606029648,c
2022-12-02 00:00:00,-344.6171220305056,
2022-12-02 10:00:00,-350.81352597350497,
2022-12-02 10:30:00,-344.4200903688185,
2022-12-02 12:00:00,-351.4021002060898,
2022-12-02 13:30:00,-348.89461478126,
2022-12-02 15:00:00,-357.4535452039222,
2022-12-02 15:30:30,-357.4535452039222,
2022-12-02 23:59:59,-369.542643240644,w
2022-12-05 00:00:00,-374.6118760966731,
2022-12-05 10:00:00,-373.5336529009179,
2022-12-05 10:30:00,-377.7760242676862,
2022-12-05 12:00:00,-381.85131911168,
2022-12-05 13:30:00,-375.6729740288712,
2022-12-05 15:00:00,-374.26679813606444,
2022-12-05 15:30:30,-374.26679813606444,
2022-12-05 23:59:59,-367.1410897876616,c
2022-12-06 00:00:00,-332.60195686122483,
2022-12-06 10:00:00,-343.02797186592966,
2022-12-06 10:30:00,-317.3462390558185,
2022-12-06 12:00:00,-330.30615668368387,
2022-12-06 13:30:00,-321.6856273000366,
2022-12-06 15:00:00,-308.0373278464099,
2022-12-06 15:30:30,-308.0373278464099,
2022-12-06 23:59:59,-306.30680119069825,c
2022-12-07 00:00:00,-269.57968978201563,
2022-12-07 10:00:00,-254.26944105551775,
2022-12-07 10:30:00,-259.3648953442952,
2022-12-07 12:00:00,-239.707261159516,
2022-12-07 13:30:00,-229.06422192010692,
2022-12-07 15:00:00,-225.53884676617395,
2022-12-07 15:30:30,-225.53884676617395,
2022-12-07 23:59:59,-240.22817408687928,c
2022-12-08 00:00:00,-250.33705138011703,
2022-12-08 10:00:00,-224.0611580687696,
2022-12-08 10:30:00,-213.99974143480776,
2022-12-08 12:00:00,-198.31049431368595,
2022-12-08 13:30:00,-180.32029168320054,
2022-12-08 15:00:00,-164.25293225101444,
2022-12-08 15:30:30,-164.25293225101444,
2022-12-08 23:59:59,-154.76000293190998,c
2022-12-09 00:00:00,-168.06492924797888,
2022-12-09 10:00:00,-112.8176577322437,
2022-12-09 10:30:00,-123.86208693371071,
2022-12-09 12:00:00,-106.47505292486362,
2022-12-09 13:30:00,-91.71087711955239,
2022-12-09 15:00:00,-91.74227088576666,
2022-12-09 15:30:30,-91.74227088576666,
2022-12-09 23:59:59,-94.83401349264524,w
2022-12-12 00:00:00,-102.36011971773573,
2022-12-12 10:00:00,-88.61300721619969,
2022-12-12 10:30:00,-94.3522497122284,
2022-12-12 12:00:00,-102.46280022076891,
2022-12-12 13:30:00,-95.2929907375432,
