date,FVD_2021_Jun,meta
2021-06-07 00:00:00,131.1981537256874,
2021-06-07 10:00:00,106.81483737581773,
2021-06-07 10:30:00,99.1225602696171,
2021-06-07 12:00:00,85.79065711415602,
2021-06-07 13:30:00,69.53070837665929,
2021-06-07 15:00:00,71.29822029588398,
2021-06-07 15:30:30,71.29822029588398,
2021-06-07 23:59:59,73.55986755759197,c
2021-06-08 00:00:00,88.40472378563847,
2021-06-08 10:00:00,75.84283520911403,
2021-06-08 10:30:00,68.51481191024043,
2021-06-08 12:00:00,85.37974691389077,
2021-06-08 13:30:00,88.2127684415144,
2021-06-08 15:00:00,89.25464096829957,
2021-06-08 15:30:30,89.25464096829957,
2021-06-08 23:59:59,87.91809618546445,c
2021-06-09 00:00:00,78.79285515445055,
2021-06-09 10:00:00,78.84808247862465,
2021-06-09 10:30:00,79.6725339028239,
2021-06-09 12:00:00,75.6843468639088,
2021-06-09 13:30:00,76.8374125824946,
2021-06-09 15:00:00,75.21620690009932,
2021-06-09 15:30:30,75.21620690009932,
2021-06-09 23:59:59,73.11149605373153,c
2021-06-10 00:00:00,40.93504156999954,
2021-06-10 10:00:00,64.88141603888779,
2021-06-10 10:30:00,60.466867475835,
2021-06-10 12:00:00,63.9003052961654,
2021-06-10 13:30:00,62.16371066600554,
2021-06-10 15:00:00,59.85508890273714,
2021-06-10 15:30:30,59.85508890273714,
2021-06-10 23:59:59,52.36143059956275,c
2021-06-11 00:00:00,54.87120453050089,
2021-06-11 10:00:00,69.12975179103556,
2021-06-11 10:30:00,70.07843281069806,
2021-06-11 12:00:00,60.91005765462192,
2021-06-11 13:30:00,56.458270555319274,
2021-06-11 15:00:00,53.273290420008536,
2021-06-11 15:30:30,53.273290420008536,
2021-06-11 23:59:59,48.304213158948556,w
2021-06-14 00:00:00,55.20814893080501,
2021-06-14 10:00:00,40.609942478685724,
2021-06-14 10:30:00,32.08036683809567,
2021-06-14 12:00:00,24.399049915172355,
2021-06-14 13:30:00,28.897211677296937,
2021-06-14 15:00:00,27.276986890476948,
2021-06-14 15:30:30,27.276986890476948,
2021-06-14 23:59:59,27.151599938001283,c
2021-06-15 00:00:00,42.99560867391479,
2021-06-15 10:00:00,21.347485677229287,
2021-06-15 10:30:00,18.81512181603786,
2021-06-15 12:00:00,13.54538863737669,
2021-06-15 13:30:00,28.30782909534379,
2021-06-15 15:00:00,26.31550279957743,
2021-06-15 15:30:30,26.31550279957743,
2021-06-15 23:59:59,26.68665215885271,c
2021-06-16 00:00:00,24.596537906568756,
2021-06-16 10:00:00,14.400574535063683,
2021-06-16 10:30:00,2.354546136044007,
2021-06-16 12:00:00,15.746313062798905,
2021-06-16 13:30:00,12.307669775516388,
2021-06-16 15:00:00,27.081723607814567,
2021-06-16 15:30:30,27.081723607814567,
2021-06-16 23:59:59,24.98132649413931,c
2021-06-17 00:00:00,33.23171053791282,
