date,FVD_2021_Jun,meta
2021-06-17 10:00:00,-0.5053914034685505,
2021-06-17 10:30:00,-11.186868093790686,
2021-06-17 12:00:00,-34.805697148447834,
2021-06-17 13:30:00,-30.29350296414519,
2021-06-17 15:00:00,-28.701532391775565,
2021-06-17 15:30:30,-28.701532391775565,
2021-06-17 23:59:59,-31.906981735289207,c
2021-06-18 00:00:00,-42.54972625026714,
2021-06-18 10:00:00,-36.7547814839633,
2021-06-18 10:30:00,-29.72920328665227,
2021-06-18 12:00:00,-22.89410187614927,
2021-06-18 13:30:00,-15.209388223612095,
2021-06-18 15:00:00,-13.611699394971986,
2021-06-18 15:30:30,-13.611699394971986,q
2021-06-18 23:59:59,-5.100177903793806,w
2021-06-21 00:00:00,2.1670057889889307,
2021-06-21 10:00:00,1.4544091625804754,
2021-06-21 10:30:00,4.658318924121247,
2021-06-21 12:00:00,7.1019131462762175,
2021-06-21 13:30:00,4.903553354495401,
2021-06-21 15:00:00,-1.3070601644778321,
2021-06-21 15:30:30,-1.3070601644778321,s
2021-06-21 23:59:59,0.0,a
2021-06-22 00:00:00,-1.536739098497037,
2021-06-22 10:00:00,31.00913538524432,
2021-06-22 10:30:00,20.633578658109926,
2021-06-22 12:00:00,47.1720677856874,
2021-06-22 13:30:00,44.877188797270165,
2021-06-22 15:00:00,48.65414090596033,
2021-06-22 15:30:30,48.65414090596033,
2021-06-22 23:59:59,43.39632509518849,c
2021-06-23 00:00:00,26.57165066054823,
2021-06-23 10:00:00,53.313625398530675,
2021-06-23 10:30:00,61.568997995064834,
2021-06-23 12:00:00,68.84684667115577,
2021-06-23 13:30:00,57.717252146863885,
2021-06-23 15:00:00,63.758749830376885,
2021-06-23 15:30:30,63.758749830376885,
2021-06-23 23:59:59,62.56709362002498,e
2021-06-24 00:00:00,56.16513370797193,
2021-06-24 10:00:00,51.08722447864065,
2021-06-24 10:30:00,47.482279400735806,
2021-06-24 12:00:00,51.15609042841017,
2021-06-24 13:30:00,50.5011029351912,
2021-06-24 15:00:00,50.67059038576632,
2021-06-24 15:30:30,50.67059038576632,
2021-06-24 23:59:59,56.86145828635067,c
2021-06-25 00:00:00,69.05600270912414,
2021-06-25 10:00:00,77.91276702779628,
2021-06-25 10:30:00,87.92018375111091,
2021-06-25 12:00:00,86.02319726006023,
2021-06-25 13:30:00,89.17903592663181,
2021-06-25 15:00:00,87.49184681307223,
2021-06-25 15:30:30,87.49184681307223,
2021-06-25 23:59:59,91.28025331319999,w
2021-06-28 00:00:00,90.83590692043332,
2021-06-28 10:00:00,73.42286851369501,
2021-06-28 10:30:00,63.112111275094904,
2021-06-28 12:00:00,60.89336420695487,
2021-06-28 13:30:00,63.59638507798796,
2021-06-28 15:00:00,64.73233081738893,
2021-06-28 15:30:30,64.73233081738893,
2021-06-28 23:59:59,64.83313154647446,c
2021-06-29 00:00:00,84.88677319203667,
2021-06-29 10:00:00,83.10463866879071,
2021-06-29 10:30:00,87.95024838367236,
2021-06-29 12:00:00,94.41042921750285,
2021-06-29 13:30:00,90.23718994860327,
2021-06-29 15:00:00,93.4627672830686,
2021-06-29 15:30:30,93.4627672830686,
2021-06-29 23:59:59,94.98443591935514,c
2021-06-30 00:00:00,101.51909826938295,
2021-06-30 10:00:00,95.64858171109314,
2021-06-30 10:30:00,96.70653483403645,
2021-06-30 12:00:00,105.600790952309,
2021-06-30 13:30:00,103.42789361878808,
2021-06-30 15:00:00,103.11963417569446,
2021-06-30 15:30:30,103.11963417569446,
2021-06-30 23:59:59,99.01684427029427,c
2021-07-01 00:00:00,103.06819507486755,
2021-07-01 10:00:00,104.51967130446407,
2021-07-01 10:30:00,108.72995842463509,
2021-07-01 12:00:00,90.08539514113365,
2021-07-01 13:30:00,87.53416917312795,
2021-07-01 15:00:00,88.4915595430884,
2021-07-01 15:30:30,88.4915595430884,
2021-07-01 23:59:59,93.3144432568413,c
2021-07-02 00:00:00,86.92070009527573,
2021-07-02 10:00:00,90.29528409100341,
2021-07-02 10:30:00,104.30957820644893,
2021-07-02 12:00:00,95.05401000578338,
2021-07-02 13:30:00,90.27623780660848,
2021-07-02 15:00:00,90.60494881240554,
2021-07-02 15:30:30,90.60494881240554,
2021-07-02 23:59:59,97.78453249056666,w
2021-07-05 00:00:00,97.78453249056666,
2021-07-05 10:00:00,97.78453249056666,
2021-07-05 10:30:00,97.78453249056666,
2021-07-05 12:00:00,97.78453249056666,
2021-07-05 13:30:00,97.78453249056666,
2021-07-05 15:00:00,97.78453249056666,
2021-07-05 15:30:30,97.78453249056666,
2021-07-05 23:59:59,97.78453249056666,c
2021-07-06 00:00:00,91.06509903061196,
2021-07-06 10:00:00,90.19371192608016,
2021-07-06 10:30:00,85.09476447405261,
2021-07-06 12:00:00,90.3435847503544,
2021-07-06 13:30:00,93.07601579470223,
2021-07-06 15:00:00,88.10503851329592,
2021-07-06 15:30:30,88.10503851329592,
2021-07-06 23:59:59,79.50453716733072,c
2021-07-07 00:00:00,75.7815576241829,
2021-07-07 10:00:00,73.52721364126383,
2021-07-07 10:30:00,74.04789229454418,
2021-07-07 12:00:00,70.25849440162507,
2021-07-07 13:30:00,63.788231059902515,
2021-07-07 15:00:00,61.528078678628376,
2021-07-07 15:30:30,61.528078678628376,
2021-07-07 23:59:59,60.995871635630536,c
