date,NOBL_HEDGED_2021_Q1,meta
2021-01-11 23:59:59,-8.854427248927095,c
2021-01-12 00:00:00,-9.552791921869925,
2021-01-12 10:00:00,-22.4495942753058,
2021-01-12 10:30:00,-41.04216094323226,
2021-01-12 12:00:00,-52.4358321515507,
2021-01-12 13:30:00,-26.705408480752,
2021-01-12 15:00:00,-46.99600693274476,
2021-01-12 15:30:30,-46.99600693274476,
2021-01-12 23:59:59,-61.4293329650111,c
2021-01-13 00:00:00,-51.3598200154031,
2021-01-13 10:00:00,-18.106891724913453,
2021-01-13 10:30:00,-24.177221788534325,
2021-01-13 12:00:00,-5.222973782711961,
2021-01-13 13:30:00,-24.824107984050897,
2021-01-13 15:00:00,-48.932168262734876,
2021-01-13 15:30:30,-48.932168262734876,
2021-01-13 23:59:59,-38.26965551870751,c
2021-01-14 00:00:00,-34.521245411547625,
2021-01-14 10:00:00,-51.26682997785963,
2021-01-14 10:30:00,-55.60942467817506,
2021-01-14 12:00:00,-45.541025547633694,
2021-01-14 13:30:00,-48.65224489664138,
2021-01-14 15:00:00,-47.4995113505787,
2021-01-14 15:30:30,-47.4995113505787,
2021-01-14 23:59:59,-48.66860826308891,c
2021-01-15 00:00:00,-15.646306002563165,
2021-01-15 10:00:00,-2.8272037720885237,
2021-01-15 10:30:00,19.071025086321015,
2021-01-15 12:00:00,14.60547923271315,
2021-01-15 13:30:00,-13.442468844771952,
2021-01-15 15:00:00,-2.849005418459001,
2021-01-15 15:30:30,-2.849005418459001,
2021-01-15 23:59:59,-14.100409253284056,w
2021-01-18 00:00:00,-14.100409253284056,
2021-01-18 10:00:00,-14.100409253284056,
2021-01-18 10:30:00,-14.100409253284056,
2021-01-18 12:00:00,-14.100409253284056,
2021-01-18 13:30:00,-14.100409253284056,
2021-01-18 15:00:00,-14.100409253284056,
2021-01-18 15:30:30,-14.100409253284056,
2021-01-18 23:59:59,-14.100409253284056,c
2021-01-19 00:00:00,-20.511340436999376,
2021-01-19 10:00:00,-0.4688791627845603,
2021-01-19 10:30:00,8.518634316398675,
2021-01-19 12:00:00,-14.85717974529473,
2021-01-19 13:30:00,-16.054399978915058,
2021-01-19 15:00:00,-9.729056150828228,
2021-01-19 15:30:30,-9.729056150828228,
2021-01-19 23:59:59,-10.784686445494572,c
2021-01-20 00:00:00,-28.952077356932705,
2021-01-20 10:00:00,12.666289741139622,
2021-01-20 10:30:00,26.80531813549669,
2021-01-20 12:00:00,36.889357113727215,
2021-01-20 13:30:00,45.165459377672505,
2021-01-20 15:00:00,60.78704402159542,
2021-01-20 15:30:30,60.78704402159542,
2021-01-20 23:59:59,49.86761834819481,c
2021-01-21 00:00:00,57.83322771518533,
2021-01-21 10:00:00,88.9605153045004,
2021-01-21 10:30:00,92.40717755099206,
2021-01-21 12:00:00,114.12778967264319,
2021-01-21 13:30:00,124.68238934300473,
2021-01-21 15:00:00,111.3876257216973,
2021-01-21 15:30:30,111.3876257216973,
2021-01-21 23:59:59,108.46541277500216,c
2021-01-22 00:00:00,41.60104786824422,
2021-01-22 10:00:00,13.717228690375919,
2021-01-22 10:30:00,28.89314960631043,
2021-01-22 12:00:00,11.023850197215324,
2021-01-22 13:30:00,16.31689744864002,
2021-01-22 15:00:00,9.523738026079513,
2021-01-22 15:30:30,9.523738026079513,
2021-01-22 23:59:59,0.0,a
2021-01-25 00:00:00,44.535675596538,
2021-01-25 10:00:00,138.39512748998277,
2021-01-25 10:30:00,102.19589670148002,
2021-01-25 12:00:00,124.26393784962056,
2021-01-25 13:30:00,111.6485899532612,
2021-01-25 15:00:00,60.94259322855078,
2021-01-25 15:30:30,60.94259322855078,
2021-01-25 23:59:59,50.45357142857142,c
2021-01-26 00:00:00,13.357007228567909,
2021-01-26 10:00:00,50.13652358539218,
2021-01-26 10:30:00,63.906147503589295,
2021-01-26 12:00:00,85.69353222775658,
2021-01-26 13:30:00,73.53691176686868,
2021-01-26 15:00:00,87.38305226449097,
2021-01-26 15:30:30,87.38305226449097,
2021-01-26 23:59:59,121.0928471975028,c
2021-01-27 00:00:00,158.56929133897017,
2021-01-27 10:00:00,188.27318778355288,
2021-01-27 10:30:00,160.5140565189913,
2021-01-27 12:00:00,171.9737993248392,
2021-01-27 13:30:00,156.190935728745,
2021-01-27 15:00:00,178.6021570360598,
2021-01-27 15:30:30,178.6021570360598,
2021-01-27 23:59:59,138.61681743140468,c
2021-01-28 00:00:00,110.82684508015086,
2021-01-28 10:00:00,108.82983596078861,
2021-01-28 10:30:00,91.32018840107605,
2021-01-28 12:00:00,75.64299180313412,
2021-01-28 13:30:00,67.7910819423729,
2021-01-28 15:00:00,84.55158011913204,
2021-01-28 15:30:30,84.55158011913204,
2021-01-28 23:59:59,80.15248906384886,c
2021-01-29 00:00:00,82.15037319228395,
2021-01-29 10:00:00,75.56044616912709,
2021-01-29 10:30:00,70.65932074260047,
2021-01-29 12:00:00,77.33773226369522,
2021-01-29 13:30:00,97.7804816575923,
2021-01-29 15:00:00,98.93043217643014,
2021-01-29 15:30:30,98.93043217643014,
2021-01-29 23:59:59,78.07013076241424,e
2021-02-01 00:00:00,60.643836698650034,
2021-02-01 10:00:00,47.26568878985131,
2021-02-01 10:30:00,59.91128494332406,
2021-02-01 12:00:00,72.81674579874198,
2021-02-01 13:30:00,68.59151794673687,
2021-02-01 15:00:00,56.35703188324169,
2021-02-01 15:30:30,56.35703188324169,
2021-02-01 23:59:59,71.71820512928673,c
2021-02-02 00:00:00,24.695202403712415,
2021-02-02 10:00:00,43.4403818131575,
2021-02-02 10:30:00,23.543149984175443,
2021-02-02 12:00:00,11.595844200991337,
2021-02-02 13:30:00,18.90688069118528,
2021-02-02 15:00:00,31.068548006016954,
2021-02-02 15:30:30,31.068548006016954,
2021-02-02 23:59:59,20.831349006294317,c
2021-02-03 00:00:00,35.02998473774983,
2021-02-03 10:00:00,13.976342098750933,
2021-02-03 10:30:00,35.66672400649452,
2021-02-03 12:00:00,5.889842591946376,
2021-02-03 13:30:00,23.408072355593504,
2021-02-03 15:00:00,24.455031177435217,
2021-02-03 15:30:30,24.455031177435217,
2021-02-03 23:59:59,20.83718907561149,c
2021-02-04 00:00:00,68.28298648549764,
2021-02-04 10:00:00,64.62515466277614,
2021-02-04 10:30:00,76.59416685665997,
2021-02-04 12:00:00,39.49921579575516,
2021-02-04 13:30:00,26.880262138029252,
2021-02-04 15:00:00,31.757528612871624,
2021-02-04 15:30:30,31.757528612871624,
2021-02-04 23:59:59,28.954015438452757,c
2021-02-05 00:00:00,31.106867833377805,
2021-02-05 10:00:00,9.772268951049,
2021-02-05 10:30:00,19.27021267410794,
2021-02-05 12:00:00,-2.597792179483463,
2021-02-05 13:30:00,-12.426251935160622,
2021-02-05 15:00:00,4.451929568228593,
2021-02-05 15:30:30,4.451929568228593,
2021-02-05 23:59:59,13.172410514022886,w
2021-02-08 00:00:00,11.399769784980208,
2021-02-08 10:00:00,14.495591470418049,
2021-02-08 10:30:00,5.427131141986479,
2021-02-08 12:00:00,1.580360870968775,
2021-02-08 13:30:00,4.333156178317722,
2021-02-08 15:00:00,6.951896180969015,
2021-02-08 15:30:30,6.951896180969015,
2021-02-08 23:59:59,8.610303233228478,c
2021-02-09 00:00:00,72.58172738340625,
2021-02-09 10:00:00,87.20892765540702,
2021-02-09 10:30:00,60.858904948536974,
2021-02-09 12:00:00,58.18818642198062,
2021-02-09 13:30:00,50.599873221544044,
2021-02-09 15:00:00,52.6623465407896,
2021-02-09 15:30:30,52.6623465407896,
2021-02-09 23:59:59,49.86545510875317,c
2021-02-10 00:00:00,40.496629855847345,
2021-02-10 10:00:00,46.49402896983986,
2021-02-10 10:30:00,64.06664249840765,
2021-02-10 12:00:00,44.976196671836874,
2021-02-10 13:30:00,51.33681272507681,
2021-02-10 15:00:00,52.438473191229264,
2021-02-10 15:30:30,52.438473191229264,
2021-02-10 23:59:59,54.41668530269999,c
2021-02-11 00:00:00,60.47761765759162,
2021-02-11 10:00:00,61.88066023229294,
2021-02-11 10:30:00,52.162989560754,
2021-02-11 12:00:00,74.98880121360048,
2021-02-11 13:30:00,64.94432196611524,
2021-02-11 15:00:00,62.11591310393317,
2021-02-11 15:30:30,62.11591310393317,
2021-02-11 23:59:59,57.96671180525345,c
2021-02-12 00:00:00,57.89851058267584,
2021-02-12 10:00:00,27.543918534924387,
2021-02-12 10:30:00,39.31346330998986,
2021-02-12 12:00:00,39.560765451846464,
2021-02-12 13:30:00,33.62708481795187,
2021-02-12 15:00:00,31.51417842103433,
2021-02-12 15:30:30,31.51417842103433,
2021-02-12 23:59:59,28.869040291313695,w
