date,URNM_2022_Q1,meta
2022-02-11 00:00:00,333.87936559693935,
2022-02-11 10:00:00,238.52221465991488,
2022-02-11 10:30:00,250.20400190116925,
2022-02-11 12:00:00,231.67298102131463,
2022-02-11 13:30:00,217.6283198811584,
2022-02-11 15:00:00,291.7851458208038,
2022-02-11 15:30:30,291.7851458208038,
2022-02-11 23:59:59,272.4986087340435,w
2022-02-14 00:00:00,277.70703903764434,
2022-02-14 10:00:00,251.72185101573496,
2022-02-14 10:30:00,300.0131002155049,
2022-02-14 12:00:00,302.1295347695318,
2022-02-14 13:30:00,349.07075003116006,
2022-02-14 15:00:00,352.25225670280133,
2022-02-14 15:30:30,352.25225670280133,
2022-02-14 23:59:59,376.8378712637991,c
2022-02-15 00:00:00,350.65765099218197,
2022-02-15 10:00:00,350.1941711642012,
2022-02-15 10:30:00,365.07443197719203,
2022-02-15 12:00:00,339.3334768773243,
2022-02-15 13:30:00,343.03100854586,
2022-02-15 15:00:00,367.31315368813057,
2022-02-15 15:30:30,367.31315368813057,
2022-02-15 23:59:59,322.81787739932906,c
2022-02-16 00:00:00,312.79534571900285,
2022-02-16 10:00:00,324.57661338228763,
2022-02-16 10:30:00,324.19845567391803,
2022-02-16 12:00:00,356.4525914402284,
2022-02-16 13:30:00,386.95674843150437,
2022-02-16 15:00:00,367.9060233621499,
2022-02-16 15:30:30,367.9060233621499,
2022-02-16 23:59:59,408.6676775627693,c
2022-02-17 00:00:00,418.22112027447656,
2022-02-17 10:00:00,423.9318392228947,
2022-02-17 10:30:00,441.8192900756494,
2022-02-17 12:00:00,424.1574430831124,
2022-02-17 13:30:00,409.683919325887,
2022-02-17 15:00:00,428.2794211311261,
2022-02-17 15:30:30,428.2794211311261,
2022-02-17 23:59:59,464.4655374273402,c
2022-02-18 00:00:00,493.9308445524848,
2022-02-18 10:00:00,451.1738387659598,
2022-02-18 10:30:00,508.3094656307235,
2022-02-18 12:00:00,568.2938328774426,
2022-02-18 13:30:00,577.18851278394,
2022-02-18 15:00:00,546.221661688262,
2022-02-18 15:30:30,546.221661688262,
2022-02-18 23:59:59,613.2116521071366,w
2022-02-21 00:00:00,613.2116521071366,
2022-02-21 10:00:00,613.2116521071366,
2022-02-21 10:30:00,613.2116521071366,
2022-02-21 12:00:00,613.2116521071366,
2022-02-21 13:30:00,613.2116521071366,
2022-02-21 15:00:00,613.2116521071366,
2022-02-21 15:30:30,613.2116521071366,
2022-02-21 23:59:59,613.2116521071366,c
2022-02-22 00:00:00,641.8481044407463,
2022-02-22 10:00:00,595.9674182915396,
2022-02-22 10:30:00,566.1339011218779,
2022-02-22 12:00:00,603.1001906679612,
2022-02-22 13:30:00,585.1284831428493,
2022-02-22 15:00:00,575.4421258213638,
2022-02-22 15:30:30,575.4421258213638,
2022-02-22 23:59:59,599.3707714149086,c
2022-02-23 00:00:00,536.158349190091,
2022-02-23 10:00:00,507.04505293921056,
2022-02-23 10:30:00,540.6280029613217,
2022-02-23 12:00:00,474.62785114552844,
2022-02-23 13:30:00,528.060255183208,
2022-02-23 15:00:00,529.3029150892121,
2022-02-23 15:30:30,529.3029150892121,
2022-02-23 23:59:59,545.0286854028495,c
2022-02-24 00:00:00,544.702877475911,
2022-02-24 10:00:00,315.8818370323347,
2022-02-24 10:30:00,293.4517956456293,
2022-02-24 12:00:00,177.77805870672682,
2022-02-24 13:30:00,219.11233576373934,
2022-02-24 15:00:00,248.41588479842085,
2022-02-24 15:30:30,248.41588479842085,
2022-02-24 23:59:59,200.68581579507008,c
2022-02-25 00:00:00,184.94076964568922,
2022-02-25 10:00:00,266.3126727300928,
2022-02-25 10:30:00,261.07434732613456,
2022-02-25 12:00:00,225.6621350560772,
2022-02-25 13:30:00,213.1737567865939,
2022-02-25 15:00:00,141.8877341424777,
2022-02-25 15:30:30,141.8877341424777,
2022-02-25 23:59:59,0.0,a
2022-02-28 00:00:00,-85.19236057177386,
2022-02-28 10:00:00,-145.13113074550802,
2022-02-28 10:30:00,-123.10132577613695,
2022-02-28 12:00:00,-204.2656852073551,
2022-02-28 13:30:00,-247.22291818250415,
2022-02-28 15:00:00,-202.77031534454727,
2022-02-28 15:30:30,-202.77031534454727,
2022-02-28 23:59:59,-206.78258824154636,e
2022-03-01 00:00:00,-288.02738743220743,
2022-03-01 10:00:00,-230.03268952964754,
2022-03-01 10:30:00,-244.46339408962012,
2022-03-01 12:00:00,-169.7714438313369,
2022-03-01 13:30:00,-118.80556155785598,
2022-03-01 15:00:00,-174.26434716038148,
2022-03-01 15:30:30,-174.26434716038148,
2022-03-01 23:59:59,-181.88960498972392,c
2022-03-02 00:00:00,-264.5352600782271,
2022-03-02 10:00:00,-356.65407642333776,
2022-03-02 10:30:00,-298.9303512701281,
2022-03-02 12:00:00,-362.1615420241669,
2022-03-02 13:30:00,-417.9277750396059,
2022-03-02 15:00:00,-362.0543633619227,
2022-03-02 15:30:30,-362.0543633619227,
2022-03-02 23:59:59,-374.63078355894504,c
2022-03-03 00:00:00,-475.36943017402155,
2022-03-03 10:00:00,-294.56374041461913,
2022-03-03 10:30:00,-332.8654175621614,
2022-03-03 12:00:00,-372.5155157504805,
2022-03-03 13:30:00,-350.55353608484074,
2022-03-03 15:00:00,-293.49601048913246,
2022-03-03 15:30:30,-293.49601048913246,
2022-03-03 23:59:59,-322.72230985509395,c
2022-03-04 00:00:00,-3.7332900571227583,
2022-03-04 10:00:00,-127.65088156514321,
2022-03-04 10:30:00,-48.428333917853706,
2022-03-04 12:00:00,68.33968456108869,
2022-03-04 13:30:00,-46.24708222469053,
2022-03-04 15:00:00,-125.16598387325757,
2022-03-04 15:30:30,-125.16598387325757,
2022-03-04 23:59:59,-149.32067428654136,w
2022-03-07 00:00:00,-367.3947380369582,
2022-03-07 10:00:00,-291.46407889991224,
2022-03-07 10:30:00,-363.0015782659211,
2022-03-07 12:00:00,-341.21233397708056,
2022-03-07 13:30:00,-174.5449106689366,
2022-03-07 15:00:00,-136.48981771130912,
2022-03-07 15:30:30,-136.48981771130912,
2022-03-07 23:59:59,-156.14224957917395,c
2022-03-08 00:00:00,-210.4866522534021,
2022-03-08 10:00:00,-153.19712727948354,
2022-03-08 10:30:00,-208.4445275312637,
2022-03-08 12:00:00,-406.91049310004473,
2022-03-08 13:30:00,-285.583411574009,
2022-03-08 15:00:00,-369.8818827516234,
2022-03-08 15:30:30,-369.8818827516234,
2022-03-08 23:59:59,-350.1675899726297,c
2022-03-09 00:00:00,-337.40804285455033,
2022-03-09 10:00:00,-373.24315043412753,
2022-03-09 10:30:00,-380.40757296560605,
2022-03-09 12:00:00,-487.68496081612466,
2022-03-09 13:30:00,-450.2373716840666,
2022-03-09 15:00:00,-443.62774915121554,
2022-03-09 15:30:30,-443.62774915121554,
