date,URNM_2022_Q1,meta
2022-03-09 23:59:59,-674.0463159502397,c
2022-03-10 00:00:00,-764.4052125697244,
2022-03-10 10:00:00,-788.8305174988391,
2022-03-10 10:30:00,-919.0127094091204,
2022-03-10 12:00:00,-776.5885673639868,
2022-03-10 13:30:00,-797.7266701750686,
2022-03-10 15:00:00,-868.9139907688468,
2022-03-10 15:30:30,-868.9139907688468,
2022-03-10 23:59:59,-934.2833818671515,c
2022-03-11 00:00:00,-914.647544222501,
2022-03-11 10:00:00,-821.0628768360684,
2022-03-11 10:30:00,-777.8937897057313,
2022-03-11 12:00:00,-875.7024339331847,
2022-03-11 13:30:00,-914.4176435371646,
2022-03-11 15:00:00,-812.4742892420891,
2022-03-11 15:30:30,-812.4742892420891,
2022-03-11 23:59:59,-783.3805207025671,w
2022-03-14 00:00:00,-665.3944485649017,
2022-03-14 10:00:00,-558.5968813056306,
2022-03-14 10:30:00,-580.116985176528,
2022-03-14 12:00:00,-372.08308096750807,
2022-03-14 13:30:00,-376.6448458957848,
2022-03-14 15:00:00,-406.28159738290833,
2022-03-14 15:30:30,-406.28159738290833,
2022-03-14 23:59:59,-454.1625654124491,c
