date,EWJSPY_2012_Q1,meta
2012-03-02 00:00:00,49.301549375291465,
2012-03-02 10:00:00,47.90418149456858,
2012-03-02 10:30:00,55.30435050756216,
2012-03-02 12:00:00,65.43153506529033,
2012-03-02 13:30:00,58.201466491732006,
2012-03-02 15:00:00,48.443734305073626,
2012-03-02 15:30:30,48.443734305073626,
2012-03-02 23:59:59,55.986915670817496,w
2012-03-05 00:00:00,43.69745210630059,
2012-03-05 10:00:00,56.804098611011504,
2012-03-05 10:30:00,62.155749477757816,
2012-03-05 12:00:00,56.134990673686865,
2012-03-05 13:30:00,52.242542597774865,
2012-03-05 15:00:00,49.38930385191559,
2012-03-05 15:30:30,49.38930385191559,
2012-03-05 23:59:59,46.21048997329533,c
2012-03-06 00:00:00,46.35674743433118,
2012-03-06 10:00:00,47.79799255336225,
2012-03-06 10:30:00,53.120391927902105,
2012-03-06 12:00:00,54.547011300833816,
2012-03-06 13:30:00,62.70802367513001,
2012-03-06 15:00:00,69.44972954954565,
2012-03-06 15:30:30,69.44972954954565,
2012-03-06 23:59:59,75.07576543769002,c
2012-03-07 00:00:00,101.2232425896442,
2012-03-07 10:00:00,92.77525333023011,
2012-03-07 10:30:00,96.27029558617829,
2012-03-07 12:00:00,80.64329834142566,
2012-03-07 13:30:00,80.9981249663943,
2012-03-07 15:00:00,82.40280572016657,
2012-03-07 15:30:30,82.40280572016657,
2012-03-07 23:59:59,73.91621821310818,c
2012-03-08 00:00:00,118.75981339266121,
2012-03-08 10:00:00,119.46946664260031,
2012-03-08 10:30:00,127.62316614384295,
2012-03-08 12:00:00,114.13244152195334,
2012-03-08 13:30:00,109.69710870983661,
2012-03-08 15:00:00,102.41230175866424,
2012-03-08 15:30:30,102.41230175866424,
2012-03-08 23:59:59,110.21472290118635,c
2012-03-09 00:00:00,115.84807166238427,
2012-03-09 10:00:00,98.34265671081602,
2012-03-09 10:30:00,97.41171291008057,
2012-03-09 12:00:00,89.25446514258682,
2012-03-09 13:30:00,99.5260469137925,
2012-03-09 15:00:00,104.86307203443825,
2012-03-09 15:30:30,104.86307203443825,
2012-03-09 23:59:59,111.22069979168117,w
2012-03-12 00:00:00,62.400883006948824,
2012-03-12 10:00:00,63.46536288185597,
2012-03-12 10:30:00,58.527041624493,
2012-03-12 12:00:00,67.39039437567651,
2012-03-12 13:30:00,66.65880250658394,
2012-03-12 15:00:00,59.56227000719666,
2012-03-12 15:30:30,59.56227000719666,
2012-03-12 23:59:59,61.33640313204288,c
2012-03-13 00:00:00,37.55570638604701,
2012-03-13 10:00:00,35.448685255385634,
2012-03-13 10:30:00,39.688214402112365,
2012-03-13 12:00:00,29.37275539259314,
2012-03-13 13:30:00,24.05035601805091,
2012-03-13 15:00:00,33.970875771088004,
2012-03-13 15:30:30,33.970875771088004,
2012-03-13 23:59:59,17.84495784584999,c
2012-03-14 00:00:00,-3.3151713428997995,
2012-03-14 10:00:00,-12.53335071905315,
2012-03-14 10:30:00,-17.095988435054423,
2012-03-14 12:00:00,-17.09490673229158,
2012-03-14 13:30:00,-19.607944599285723,
2012-03-14 15:00:00,-18.669687925499083,
2012-03-14 15:30:30,-18.669687925499083,
2012-03-14 23:59:59,-33.720567994488476,c
2012-03-15 00:00:00,5.881069414092899,
2012-03-15 10:00:00,-0.6539716556334496,
2012-03-15 10:30:00,-5.45144396577239,
2012-03-15 12:00:00,-2.6274567121195793,
2012-03-15 13:30:00,4.073920190237761,
2012-03-15 15:00:00,-9.738614957608581,
2012-03-15 15:30:30,-9.738614957608581,
2012-03-15 23:59:59,-20.361475087534785,c
2012-03-16 00:00:00,5.291145380472541,
2012-03-16 10:00:00,18.44081369541466,
2012-03-16 10:30:00,18.380229233546853,
2012-03-16 12:00:00,11.680447014943361,
2012-03-16 13:30:00,9.54951481948018,
2012-03-16 15:00:00,5.1129557867407796,
2012-03-16 15:30:30,5.1129557867407796,
2012-03-16 23:59:59,0.0,a
2012-03-19 00:00:00,-4.578387005557418,
2012-03-19 10:00:00,-11.385953188120723,
2012-03-19 10:30:00,-12.062349942121505,
2012-03-19 12:00:00,-11.815055617394448,
2012-03-19 13:30:00,-20.22632814350545,
2012-03-19 15:00:00,-15.026755798529983,
2012-03-19 15:30:30,-15.026755798529983,
2012-03-19 23:59:59,-2.2655407979118825,c
2012-03-20 00:00:00,-33.190569843081235,
2012-03-20 10:00:00,-29.80496756225586,
2012-03-20 10:30:00,-20.43364233650446,
2012-03-20 12:00:00,-27.86378654386878,
2012-03-20 13:30:00,-25.12111420479059,
2012-03-20 15:00:00,-32.85418072149456,
2012-03-20 15:30:30,-32.85418072149456,
2012-03-20 23:59:59,-37.18346414691806,c
2012-03-21 00:00:00,-84.61102067776501,
2012-03-21 10:00:00,-84.39646946312786,
2012-03-21 10:30:00,-72.17411073773205,
2012-03-21 12:00:00,-67.82810273182095,
2012-03-21 13:30:00,-72.54867073564292,
2012-03-21 15:00:00,-67.43571494890153,
2012-03-21 15:30:30,-67.43571494890153,
2012-03-21 23:59:59,-56.22795135450959,c
2012-03-22 00:00:00,-26.950315551797747,
2012-03-22 10:00:00,-29.81952986189544,
2012-03-22 10:30:00,-15.298887228494882,
2012-03-22 12:00:00,4.905641593737602,
2012-03-22 13:30:00,-9.919520789141655,
2012-03-22 15:00:00,-13.302440076581238,
2012-03-22 15:30:30,-13.302440076581238,
2012-03-22 23:59:59,-12.804232916308642,c
