date,AS_ICLN_2022_Q4,meta
2022-09-16 00:00:00,-152.9483146100614,
2022-09-16 01:00:00,-139.96827960564474,
2022-09-16 02:30:00,-93.81301140031076,
2022-09-16 03:00:00,-95.10032453966164,
2022-09-16 18:30:00,-95.10032453966164,
2022-09-16 20:00:00,-95.10032453966164,
2022-09-16 23:00:00,-95.10032453966164,
2022-09-16 23:59:59,-86.93140353843057,w
2022-09-19 00:00:00,-54.414994007770815,
2022-09-19 01:00:00,-61.035257321332665,
2022-09-19 02:30:00,-80.97432937619465,
2022-09-19 03:00:00,-85.00512191506982,
2022-09-19 18:30:00,-109.99702155606667,
2022-09-19 20:00:00,-109.03658581957029,
2022-09-19 23:00:00,-178.4469160887919,
2022-09-19 23:59:59,-137.18284396100034,c
2022-09-20 00:00:00,-137.43687983806785,
2022-09-20 01:00:00,-127.56900275170653,
2022-09-20 02:30:00,-122.20573364855613,
2022-09-20 03:00:00,-135.01156751557687,
2022-09-20 18:30:00,-142.08450187739754,
2022-09-20 20:00:00,-143.20680666726275,
2022-09-20 23:00:00,35.98084091266094,
2022-09-20 23:59:59,21.26054699725023,c
2022-09-21 00:00:00,25.999000191123628,
2022-09-21 01:00:00,-21.51995094372967,
2022-09-21 02:30:00,-23.83758171527336,
2022-09-21 03:00:00,-15.501040752249537,
2022-09-21 18:30:00,-3.7670395936426075,
2022-09-21 20:00:00,-1.3107095566280123,
2022-09-21 23:00:00,-12.997255430689734,
2022-09-21 23:59:59,-42.331215159567364,c
2022-09-22 00:00:00,-37.92597309722203,
2022-09-22 01:00:00,-32.46920138053508,
2022-09-22 02:30:00,-2.193539032840249,
2022-09-22 03:00:00,-24.829133553287306,
2022-09-22 18:30:00,11.3881289288164,
2022-09-22 20:00:00,9.11143759641277,
2022-09-22 23:00:00,25.502183403344702,
2022-09-22 23:59:59,-13.638236457571224,c
2022-09-23 00:00:00,-15.914719298005139,
2022-09-23 01:00:00,-2.8323598115580353,
2022-09-23 02:30:00,-41.01362051743865,
2022-09-23 03:00:00,-70.56795777866148,
2022-09-23 18:30:00,-70.56795777866148,
2022-09-23 20:00:00,-70.56795777866148,
2022-09-23 23:00:00,-70.56795777866148,
2022-09-23 23:59:59,-54.217456819124095,w
2022-09-26 00:00:00,-126.64513084095745,
2022-09-26 01:00:00,-137.83530736751288,
2022-09-26 02:30:00,-104.55722767972054,
2022-09-26 03:00:00,-101.65711072946988,
2022-09-26 18:30:00,-111.57523714044135,
2022-09-26 20:00:00,-117.94282081180074,
2022-09-26 23:00:00,-128.0843334294393,
2022-09-26 23:59:59,-128.19995673806068,c
2022-09-27 00:00:00,-110.93725778330679,
2022-09-27 01:00:00,-115.69740010307942,
2022-09-27 02:30:00,-129.66362961410732,
2022-09-27 03:00:00,-140.46291085754456,
2022-09-27 18:30:00,-135.1792690871381,
2022-09-27 20:00:00,-138.62315430675062,
2022-09-27 23:00:00,-28.855843898435523,
2022-09-27 23:59:59,4.446878230944435,c
2022-09-28 00:00:00,31.003078391532995,
2022-09-28 01:00:00,30.281349597157146,
2022-09-28 02:30:00,16.75438707427827,
2022-09-28 03:00:00,48.24250658743529,
2022-09-28 18:30:00,24.339049425368785,
2022-09-28 20:00:00,30.032344782984524,
2022-09-28 23:00:00,-55.361941445675825,
2022-09-28 23:59:59,-27.256687975000204,c
2022-09-29 00:00:00,-30.94281604042169,
2022-09-29 01:00:00,-16.019099903471783,
2022-09-29 02:30:00,-17.401375328927998,
2022-09-29 03:00:00,-10.5624057815171,
2022-09-29 18:30:00,-66.14214616844106,
2022-09-29 20:00:00,-62.57177069905458,
2022-09-29 23:00:00,-134.44170306286946,
2022-09-29 23:59:59,-124.05682319259779,c
2022-09-30 00:00:00,-89.17229890949136,
2022-09-30 01:00:00,-68.99388997920221,
2022-09-30 02:30:00,-72.01794362273233,
2022-09-30 03:00:00,-67.65252109703692,
2022-09-30 18:30:00,-67.65252109703692,
2022-09-30 20:00:00,-67.65252109703692,
2022-09-30 23:00:00,-67.65252109703692,
2022-09-30 23:59:59,-67.03550336630428,w
2022-10-03 00:00:00,-127.38813045186919,
