date,FVD_2022_Nov,meta
2022-11-07 00:00:00,98.2205540499948,
2022-11-07 10:00:00,103.37903774821439,
2022-11-07 10:30:00,83.77152233250766,
2022-11-07 12:00:00,72.79785499660508,
2022-11-07 13:30:00,65.72334622807958,
2022-11-07 15:00:00,67.21804123751158,
2022-11-07 15:30:30,67.21804123751158,
2022-11-07 23:59:59,65.6529656777604,c
2022-11-08 00:00:00,63.497275592206705,
2022-11-08 10:00:00,54.25672851126087,
2022-11-08 10:30:00,52.42647215596432,
2022-11-08 12:00:00,61.95979035505832,
2022-11-08 13:30:00,70.65319531889205,
2022-11-08 15:00:00,59.80521455280622,
2022-11-08 15:30:30,59.80521455280622,
2022-11-08 23:59:59,67.06002644840126,c
2022-11-09 00:00:00,84.85659107317235,
2022-11-09 10:00:00,82.3256336264073,
2022-11-09 10:30:00,84.19672146514898,
2022-11-09 12:00:00,104.48966823072146,
2022-11-09 13:30:00,98.32855321310171,
2022-11-09 15:00:00,91.39334478848974,
2022-11-09 15:30:30,91.39334478848974,
2022-11-09 23:59:59,79.74132010982396,c
2022-11-10 00:00:00,80.10383269836575,
2022-11-10 10:00:00,43.72572045323909,
2022-11-10 10:30:00,44.74378944197779,
2022-11-10 12:00:00,35.522983957568954,
2022-11-10 13:30:00,33.5552095616682,
2022-11-10 15:00:00,42.384736249838355,
2022-11-10 15:30:30,42.384736249838355,
2022-11-10 23:59:59,53.939036626496375,c
2022-11-11 00:00:00,35.91106886305123,
2022-11-11 10:00:00,16.113877799698486,
2022-11-11 10:30:00,7.630840779125627,
2022-11-11 12:00:00,16.212724639484534,
2022-11-11 13:30:00,14.407890874162774,
2022-11-11 15:00:00,14.573361852522858,
2022-11-11 15:30:30,14.573361852522858,u
2022-11-11 23:59:59,29.084468034324374,w
2022-11-14 00:00:00,36.53476407963862,
2022-11-14 10:00:00,30.793104586045338,
2022-11-14 10:30:00,29.518472808669245,
2022-11-14 12:00:00,20.592545231234894,
2022-11-14 13:30:00,21.99249376544787,
2022-11-14 15:00:00,23.029748982949304,
2022-11-14 15:30:30,23.029748982949304,
2022-11-14 23:59:59,29.53338795535374,c
2022-11-15 00:00:00,12.14276665811838,
2022-11-15 10:00:00,-15.55906512915221,
2022-11-15 10:30:00,-24.26703913062621,
2022-11-15 12:00:00,-33.22336416189051,
2022-11-15 13:30:00,-30.564499426543797,
2022-11-15 15:00:00,-25.77759424617998,
2022-11-15 15:30:30,-25.77759424617998,
2022-11-15 23:59:59,-18.17337175140114,c
2022-11-16 00:00:00,-10.506739524356782,
2022-11-16 10:00:00,-18.751071416294522,
2022-11-16 10:30:00,-14.12207872592618,
2022-11-16 12:00:00,-19.348350664306558,
2022-11-16 13:30:00,-40.832378076372315,
2022-11-16 15:00:00,-41.08787298266932,
