date,AS_NAREIT_2022_Q4,meta
2022-11-09 00:00:00,-452.0905029938258,
2022-11-09 01:00:00,-441.22315031314247,
2022-11-09 02:30:00,-470.6271795277198,
2022-11-09 03:00:00,-467.7318780532805,
2022-11-09 18:30:00,-438.6904599334921,
2022-11-09 20:00:00,-488.9083196293359,
2022-11-09 23:00:00,-462.97613927610155,
2022-11-09 23:59:59,-473.77656385015916,c
2022-11-10 00:00:00,-572.6407530529341,
2022-11-10 01:00:00,-586.1545493771696,
2022-11-10 02:30:00,-596.3850500212179,
2022-11-10 03:00:00,-594.9585158676441,
2022-11-10 18:30:00,-530.1036979031774,
2022-11-10 20:00:00,-446.8760330459504,
2022-11-10 23:00:00,-351.1281779419528,
2022-11-10 23:59:59,-369.10952065526726,c
2022-11-11 00:00:00,-228.66514640766263,
2022-11-11 01:00:00,-89.15496054711775,
2022-11-11 02:30:00,-60.70865436068925,
2022-11-11 03:00:00,-18.405760061292767,
2022-11-11 18:30:00,-18.405760061292767,
2022-11-11 20:00:00,-18.405760061292767,
2022-11-11 23:00:00,-18.405760061292767,
2022-11-11 23:59:59,-61.63987675611452,w
2022-11-14 00:00:00,-41.956372223174185,
2022-11-14 01:00:00,-88.03893820538087,
2022-11-14 02:30:00,-57.777851702257976,
2022-11-14 03:00:00,-49.94833448476447,
2022-11-14 18:30:00,-21.036860342353975,
2022-11-14 20:00:00,-85.01845863641483,
2022-11-14 23:00:00,136.69734262621523,
2022-11-14 23:59:59,136.28664193472696,c
2022-11-15 00:00:00,138.09875470452744,
2022-11-15 01:00:00,117.61280177467688,
2022-11-15 02:30:00,123.70658708887868,
2022-11-15 03:00:00,127.49434667755759,
2022-11-15 18:30:00,121.97977101357674,
2022-11-15 20:00:00,81.18912214232023,
2022-11-15 23:00:00,85.81680361962162,
2022-11-15 23:59:59,95.56888566177304,c
2022-11-16 00:00:00,257.3048163434596,
2022-11-16 01:00:00,287.23172963840534,
2022-11-16 02:30:00,269.49923819702417,
2022-11-16 03:00:00,330.89354269091336,
2022-11-16 18:30:00,367.14850317234595,
2022-11-16 20:00:00,355.7273691678324,
2022-11-16 23:00:00,194.79677726504406,
2022-11-16 23:59:59,213.50842920766854,c
2022-11-17 00:00:00,8.890634288501133,
2022-11-17 01:00:00,18.056845198272185,
2022-11-17 02:30:00,80.50194221598122,
2022-11-17 03:00:00,138.58662403405788,
2022-11-17 18:30:00,159.8183885524204,
2022-11-17 20:00:00,113.79499117528076,
2022-11-17 23:00:00,46.888895060592404,
2022-11-17 23:59:59,52.13119994050521,c
2022-11-18 00:00:00,147.29394914926206,
2022-11-18 01:00:00,128.8608683491575,
2022-11-18 02:30:00,100.96297871687693,
2022-11-18 03:00:00,118.55399485135149,
2022-11-18 18:30:00,118.55399485135149,
2022-11-18 20:00:00,118.55399485135149,
2022-11-18 23:00:00,118.55399485135149,
2022-11-18 23:59:59,113.80936244124587,w
2022-11-21 00:00:00,-8.742159429208641,
2022-11-21 01:00:00,10.556707077786086,
2022-11-21 02:30:00,20.642306922217813,
2022-11-21 03:00:00,5.062886629229979,
2022-11-21 18:30:00,0.4554174087975298,
2022-11-21 20:00:00,-1.577493371937635,
2022-11-21 23:00:00,81.39940280042765,
2022-11-21 23:59:59,61.565200681312945,c
2022-11-22 00:00:00,16.12098189738026,
2022-11-22 01:00:00,-25.0003907449277,
2022-11-22 02:30:00,-78.965583569905,
2022-11-22 03:00:00,-99.29022500039218,
2022-11-22 18:30:00,-62.6602851812454,
2022-11-22 20:00:00,-74.70232665453022,
2022-11-22 23:00:00,-148.27170635397806,
2022-11-22 23:59:59,-155.4750854941235,c
2022-11-23 00:00:00,-352.0486808048463,
2022-11-23 01:00:00,-312.44921702386773,
2022-11-23 02:30:00,-317.0564125412784,
2022-11-23 03:00:00,-310.0382114874801,
2022-11-23 18:30:00,-367.7395452258288,
2022-11-23 20:00:00,-363.89107287454,
2022-11-23 23:00:00,-387.8343004600256,
2022-11-23 23:59:59,-401.0648449371188,c
2022-11-24 00:00:00,-392.78484046299354,
2022-11-24 01:00:00,-388.28682464135954,
2022-11-24 02:30:00,-399.53602310821725,
2022-11-24 03:00:00,-372.64865005528463,
2022-11-24 18:30:00,-385.5348633562303,
2022-11-24 20:00:00,-425.92400933691215,
2022-11-24 23:00:00,-431.4724320375749,
2022-11-24 23:59:59,-432.3170509869983,c
2022-11-25 00:00:00,-466.6009528405639,
2022-11-25 01:00:00,-472.2870398653531,
2022-11-25 02:30:00,-464.2201480036915,
2022-11-25 03:00:00,-460.19867216535204,
2022-11-25 18:30:00,-460.19867216535204,
2022-11-25 20:00:00,-460.19867216535204,
2022-11-25 23:00:00,-460.19867216535204,
2022-11-25 23:59:59,-458.3365702350843,w
2022-11-28 00:00:00,-509.1439951983857,
2022-11-28 01:00:00,-547.5838663374898,
2022-11-28 02:30:00,-503.9118402920417,
2022-11-28 03:00:00,-515.4582045802285,
2022-11-28 18:30:00,-528.2297875458262,
2022-11-28 20:00:00,-504.48584087784366,
2022-11-28 23:00:00,-311.0840135204944,
2022-11-28 23:59:59,-330.18264422940047,c
2022-11-29 00:00:00,-238.54862907700817,
2022-11-29 01:00:00,-244.59916926192136,
2022-11-29 02:30:00,-228.27608155955477,
2022-11-29 03:00:00,-180.75788542160126,
2022-11-29 18:30:00,-147.19352309341502,
2022-11-29 20:00:00,-229.6784204698224,
2022-11-29 23:00:00,-180.67268344618287,
2022-11-29 23:59:59,-174.47668731561043,c
2022-11-30 00:00:00,-160.60685816113892,
2022-11-30 01:00:00,-155.2753361804498,
2022-11-30 02:30:00,-134.14325993840657,
2022-11-30 03:00:00,-107.84279046274332,
2022-11-30 18:30:00,-108.36969506903006,
2022-11-30 20:00:00,55.65790640230989,
2022-11-30 23:00:00,33.272518268445765,
2022-11-30 23:59:59,0.0,a
