date,AS_MSCI_FACTOR_2022_Q2,meta
2022-04-14 00:00:00,43.479887064330114,
2022-04-14 01:00:00,47.748011891538,
2022-04-14 02:30:00,45.07514216902155,
2022-04-14 03:00:00,47.47712514952627,
2022-04-14 18:30:00,47.47712514952627,
2022-04-14 20:00:00,47.47712514952627,
2022-04-14 23:00:00,57.61783608384553,
2022-04-14 23:59:59,61.35149888093747,c
2022-04-15 00:00:00,65.3690056714438,
2022-04-15 01:00:00,69.53830516402172,
2022-04-15 02:30:00,69.53830516402172,
2022-04-15 03:00:00,69.53830516402172,
2022-04-15 18:30:00,69.53830516402172,
2022-04-15 20:00:00,69.53830516402172,
2022-04-15 23:00:00,69.53830516402172,
2022-04-15 23:59:59,77.42799423735346,w
2022-04-18 00:00:00,95.87329731527734,
2022-04-18 01:00:00,94.49072060169897,
2022-04-18 02:30:00,94.77620488309663,
2022-04-18 03:00:00,94.65860166682978,
2022-04-18 18:30:00,94.65860166682978,
2022-04-18 20:00:00,94.65860166682978,
2022-04-18 23:00:00,106.89866838483044,
2022-04-18 23:59:59,105.69662644010236,c
2022-04-19 00:00:00,102.20464612270075,
2022-04-19 01:00:00,106.97919638387657,
2022-04-19 02:30:00,115.61704450356092,
2022-04-19 03:00:00,114.56053027170287,
2022-04-19 18:30:00,114.56053027170287,
2022-04-19 20:00:00,114.56053027170287,
2022-04-19 23:00:00,116.3483910217376,
2022-04-19 23:59:59,105.82085975226778,c
2022-04-20 00:00:00,100.88197882655982,
2022-04-20 01:00:00,93.08680403568701,
2022-04-20 02:30:00,97.592433610831,
2022-04-20 03:00:00,97.44615983750964,
2022-04-20 18:30:00,97.44615983750964,
2022-04-20 20:00:00,97.44615983750964,
2022-04-20 23:00:00,90.52278592671405,
2022-04-20 23:59:59,92.6509206410401,c
2022-04-21 00:00:00,91.40438957133574,
2022-04-21 01:00:00,92.30743120152897,
2022-04-21 02:30:00,84.71841365735622,
2022-04-21 03:00:00,85.37257745318607,
2022-04-21 18:30:00,85.37257745318607,
2022-04-21 20:00:00,85.37257745318607,
2022-04-21 23:00:00,70.9967239762475,
2022-04-21 23:59:59,75.55669122561494,c
2022-04-22 00:00:00,79.92564997592399,
2022-04-22 01:00:00,82.81458868438813,
2022-04-22 02:30:00,79.4406979036496,
2022-04-22 03:00:00,77.80591115341917,
2022-04-22 18:30:00,77.80591115341917,
2022-04-22 20:00:00,77.80591115341917,
2022-04-22 23:00:00,77.80591115341917,
2022-04-22 23:59:59,78.46420423033442,w
2022-04-25 00:00:00,70.88413041902777,
2022-04-25 01:00:00,75.2942404308335,
2022-04-25 02:30:00,68.9936973343124,
2022-04-25 03:00:00,72.38086577976082,
2022-04-25 18:30:00,72.38086577976082,
2022-04-25 20:00:00,72.38086577976082,
2022-04-25 23:00:00,84.17382354394317,
2022-04-25 23:59:59,72.72566888085203,c
2022-04-26 00:00:00,84.33819503127847,
2022-04-26 01:00:00,84.4769500997104,
2022-04-26 02:30:00,87.22820563037226,
2022-04-26 03:00:00,86.0122898261759,
2022-04-26 18:30:00,86.0122898261759,
2022-04-26 20:00:00,86.0122898261759,
2022-04-26 23:00:00,71.90133042657794,
2022-04-26 23:59:59,87.20209925711742,c
2022-04-27 00:00:00,84.40530300907994,
2022-04-27 01:00:00,85.24782745114953,
2022-04-27 02:30:00,92.57810213938706,
2022-04-27 03:00:00,87.74454945904563,
2022-04-27 18:30:00,87.74454945904563,
2022-04-27 20:00:00,87.74454945904563,
2022-04-27 23:00:00,57.57968864405666,
2022-04-27 23:59:59,63.642220047365754,c
2022-04-28 00:00:00,68.69712342763046,
2022-04-28 01:00:00,60.80972030908083,
2022-04-28 02:30:00,53.93433160235236,
2022-04-28 03:00:00,52.94897854171427,
2022-04-28 18:30:00,52.94897854171427,
2022-04-28 20:00:00,52.94897854171427,
2022-04-28 23:00:00,69.81338705818916,
2022-04-28 23:59:59,47.07029935816786,c
2022-04-29 00:00:00,48.37578625181504,
2022-04-29 01:00:00,52.02366093331193,
2022-04-29 02:30:00,50.07016055318036,
2022-04-29 03:00:00,46.39645275115049,
2022-04-29 18:30:00,46.39645275115049,
2022-04-29 20:00:00,46.39645275115049,
2022-04-29 23:00:00,46.39645275115049,
2022-04-29 23:59:59,41.423727508607044,w
2022-05-02 00:00:00,20.590549639159917,
2022-05-02 01:00:00,21.26045266167648,
2022-05-02 02:30:00,21.26045266167648,
2022-05-02 03:00:00,21.26045266167648,
2022-05-02 18:30:00,21.26045266167648,
2022-05-02 20:00:00,21.26045266167648,
2022-05-02 23:00:00,7.8084116903439735,
2022-05-02 23:59:59,13.426075903272931,c
2022-05-03 00:00:00,20.20311435680196,
2022-05-03 01:00:00,15.795938007539917,
2022-05-03 02:30:00,7.99580593912242,
2022-05-03 03:00:00,7.366241877149832,
2022-05-03 18:30:00,7.366241877149832,
2022-05-03 20:00:00,7.366241877149832,
2022-05-03 23:00:00,3.001684634407411,
2022-05-03 23:59:59,-1.3704853491985887,c
2022-05-04 00:00:00,2.3634010286882585,
2022-05-04 01:00:00,1.9365957298600733,
2022-05-04 02:30:00,1.697273927776223,
2022-05-04 03:00:00,4.696271176738719,
2022-05-04 18:30:00,4.696271176738719,
2022-05-04 20:00:00,4.696271176738719,
2022-05-04 23:00:00,6.660610207295576,
2022-05-04 23:59:59,3.219956764510016,c
2022-05-05 00:00:00,-1.4242349282039868,
2022-05-05 01:00:00,-3.807257431877815,
2022-05-05 02:30:00,-8.019992377457811,
2022-05-05 03:00:00,-7.007273866628566,
2022-05-05 18:30:00,-7.007273866628566,
2022-05-05 20:00:00,-7.007273866628566,
2022-05-05 23:00:00,-21.803254085566095,
2022-05-05 23:59:59,-28.47156728068512,c
2022-05-06 00:00:00,-38.14029490363828,
2022-05-06 01:00:00,-31.516354413627823,
2022-05-06 02:30:00,-37.70249203596427,
2022-05-06 03:00:00,-40.11778119384576,
2022-05-06 18:30:00,-40.11778119384576,
2022-05-06 20:00:00,-40.11778119384576,
2022-05-06 23:00:00,-40.11778119384576,
2022-05-06 23:59:59,-41.30496011967398,w
2022-05-09 00:00:00,-39.63941644169245,
