date,PHO_PIO_2021_Q1,meta
2021-02-05 00:00:00,10.118411367978922,
2021-02-05 10:00:00,-20.541103718926436,
2021-02-05 10:30:00,-2.9156825592396274,
2021-02-05 12:00:00,20.884091653265827,
2021-02-05 13:30:00,57.19618413123996,
2021-02-05 15:00:00,60.3163388311516,
2021-02-05 15:30:30,60.3163388311516,
2021-02-05 23:59:59,68.48004904646737,w
2021-02-08 00:00:00,57.358342423543974,
2021-02-08 10:00:00,102.31529221731168,
2021-02-08 10:30:00,122.35781793280069,
2021-02-08 12:00:00,106.20483786920181,
2021-02-08 13:30:00,83.00999116531258,
2021-02-08 15:00:00,74.00899839268564,
2021-02-08 15:30:30,74.00899839268564,
2021-02-08 23:59:59,62.96631815453512,c
2021-02-09 00:00:00,90.00265664218796,
2021-02-09 10:00:00,72.40881435102665,
2021-02-09 10:30:00,57.39312883323183,
2021-02-09 12:00:00,61.893531385051375,
2021-02-09 13:30:00,115.90737923286386,
2021-02-09 15:00:00,88.1244809039735,
2021-02-09 15:30:30,88.1244809039735,
2021-02-09 23:59:59,94.73168597366953,c
2021-02-10 00:00:00,88.41583450169776,
2021-02-10 10:00:00,30.495213203461603,
2021-02-10 10:30:00,45.84994337680203,
2021-02-10 12:00:00,42.85362720979751,
2021-02-10 13:30:00,53.955392565522686,
2021-02-10 15:00:00,63.268221034212985,
2021-02-10 15:30:30,63.268221034212985,
2021-02-10 23:59:59,83.13024248783461,c
2021-02-11 00:00:00,75.35219976887353,
2021-02-11 10:00:00,29.520087040517794,
2021-02-11 10:30:00,18.151286990952002,
2021-02-11 12:00:00,21.648753962658176,
2021-02-11 13:30:00,14.654432204535382,
2021-02-11 15:00:00,31.017470952845088,
2021-02-11 15:30:30,31.017470952845088,
2021-02-11 23:59:59,41.423638741881376,c
2021-02-12 00:00:00,43.22149746314187,
2021-02-12 10:00:00,9.461616591110541,
2021-02-12 10:30:00,-16.998641319102518,
2021-02-12 12:00:00,-11.527750027484089,
2021-02-12 13:30:00,25.801749502855998,
2021-02-12 15:00:00,30.578569557746064,
2021-02-12 15:30:30,30.578569557746064,
2021-02-12 23:59:59,-0.012787381396989872,w
2021-02-15 00:00:00,-0.012787381396989872,
2021-02-15 10:00:00,-0.012787381396989872,
2021-02-15 10:30:00,-0.012787381396989872,
2021-02-15 12:00:00,-0.012787381396989872,
2021-02-15 13:30:00,-0.012787381396989872,
2021-02-15 15:00:00,-0.012787381396989872,
2021-02-15 15:30:30,-0.012787381396989872,
2021-02-15 23:59:59,-0.012787381396989872,c
2021-02-16 00:00:00,-10.356107214128699,
2021-02-16 10:00:00,-17.633228079227663,
2021-02-16 10:30:00,-31.02363375905957,
2021-02-16 12:00:00,-18.989147788081056,
2021-02-16 13:30:00,13.010507488042947,
2021-02-16 15:00:00,-8.608179713112406,
2021-02-16 15:30:30,-8.608179713112406,
2021-02-16 23:59:59,-22.499008882803395,c
2021-02-17 00:00:00,-19.017396646358122,
2021-02-17 10:00:00,-27.52715282948502,
2021-02-17 10:30:00,-36.514391186673514,
2021-02-17 12:00:00,-40.79642106741765,
2021-02-17 13:30:00,-46.0426294037014,
2021-02-17 15:00:00,-46.37554724633766,
2021-02-17 15:30:30,-46.37554724633766,
2021-02-17 23:59:59,-39.78215892151154,c
2021-02-18 00:00:00,-39.037143484411956,
2021-02-18 10:00:00,-42.31834656509225,
2021-02-18 10:30:00,-74.90766283396573,
2021-02-18 12:00:00,-47.181328241819685,
2021-02-18 13:30:00,-50.385766863570296,
2021-02-18 15:00:00,-56.59722148803308,
2021-02-18 15:30:30,-56.59722148803308,
2021-02-18 23:59:59,-40.374452595874395,c
2021-02-19 00:00:00,-44.340246385781015,
2021-02-19 10:00:00,-42.48933657814054,
2021-02-19 10:30:00,-18.91041985445257,
2021-02-19 12:00:00,-45.690809380395436,
2021-02-19 13:30:00,-63.54258357785046,
2021-02-19 15:00:00,-33.5120063868268,
2021-02-19 15:30:30,-33.5120063868268,
2021-02-19 23:59:59,-48.004087331161465,w
2021-02-22 00:00:00,-49.63150942882862,
2021-02-22 10:00:00,-15.917440619004395,
2021-02-22 10:30:00,-45.22227848080672,
2021-02-22 12:00:00,-71.36672050540788,
2021-02-22 13:30:00,-90.81881724191464,
2021-02-22 15:00:00,-99.55234675439382,
2021-02-22 15:30:30,-99.55234675439382,
2021-02-22 23:59:59,-103.65841442790213,c
2021-02-23 00:00:00,-104.84880243534722,
2021-02-23 10:00:00,-87.39506193831953,
2021-02-23 10:30:00,-87.39411555055251,
2021-02-23 12:00:00,-125.4305477412452,
2021-02-23 13:30:00,-123.59669204877741,
2021-02-23 15:00:00,-100.96818233616108,
