date,MSCI_US_MIG_HEDGED_2021_Q4,meta
2021-10-07 00:00:00,-224.3895374710085,
2021-10-07 10:00:00,-251.84701806838297,
2021-10-07 10:30:00,-281.8875920040631,
2021-10-07 12:00:00,-285.2830728621557,
2021-10-07 13:30:00,-285.93430115344074,
2021-10-07 15:00:00,-281.74080795755697,
2021-10-07 15:30:30,-281.74080795755697,
2021-10-07 23:59:59,-281.90794831696417,c
2021-10-08 00:00:00,-280.51791658117435,
2021-10-08 10:00:00,-269.086167426547,
2021-10-08 10:30:00,-245.19202533304565,
2021-10-08 12:00:00,-273.05509680410063,
2021-10-08 13:30:00,-265.49707732254495,
2021-10-08 15:00:00,-251.97311080584836,
2021-10-08 15:30:30,-251.97311080584836,
2021-10-08 23:59:59,-245.63493472352746,w
2021-10-11 00:00:00,-240.89461976294677,
2021-10-11 10:00:00,-230.39310666207797,
2021-10-11 10:30:00,-227.87712912034164,
2021-10-11 12:00:00,-235.06693749301104,
2021-10-11 13:30:00,-238.55118759149474,
2021-10-11 15:00:00,-237.09080085456435,
2021-10-11 15:30:30,-237.09080085456435,
2021-10-11 23:59:59,-248.3592721541463,c
2021-10-12 00:00:00,-226.16182236217372,
2021-10-12 10:00:00,-237.65613593684327,
2021-10-12 10:30:00,-237.06871854586393,
2021-10-12 12:00:00,-225.65622574350635,
2021-10-12 13:30:00,-228.83804577058646,
2021-10-12 15:00:00,-207.19849285662048,
2021-10-12 15:30:30,-207.19849285662048,
2021-10-12 23:59:59,-221.6966386785,c
2021-10-13 00:00:00,-226.53624254643915,
2021-10-13 10:00:00,-206.56844585349063,
2021-10-13 10:30:00,-215.67245700118872,
2021-10-13 12:00:00,-213.09763489748337,
2021-10-13 13:30:00,-207.88990727865735,
2021-10-13 15:00:00,-212.45066923513195,
2021-10-13 15:30:30,-212.45066923513195,
2021-10-13 23:59:59,-198.28192802461245,c
2021-10-14 00:00:00,-189.03220332603576,
2021-10-14 10:00:00,-147.72452311192285,
2021-10-14 10:30:00,-188.60370549820766,
2021-10-14 12:00:00,-175.22113753111046,
2021-10-14 13:30:00,-202.9946514143337,
2021-10-14 15:00:00,-178.19751118515012,
2021-10-14 15:30:30,-178.19751118515012,
2021-10-14 23:59:59,-175.49437356072866,c
2021-10-15 00:00:00,-179.4636129678717,
2021-10-15 10:00:00,-175.67974028326853,
2021-10-15 10:30:00,-175.740372426455,
2021-10-15 12:00:00,-156.2600298932008,
2021-10-15 13:30:00,-142.79175752295424,
