date,EU_FTSEUK_MIG_2022_Q1,meta
2022-02-09 00:00:00,-611.2309654057722,
2022-02-09 03:30:00,-609.4174224455123,
2022-02-09 04:00:00,-610.2547052774312,
2022-02-09 06:00:00,-583.394166709026,
2022-02-09 08:00:00,-587.6753550459227,
2022-02-09 10:30:00,-589.352080877007,
2022-02-09 11:00:00,-598.9859060972585,
2022-02-09 23:59:59,-607.0174420694641,c
2022-02-10 00:00:00,-597.7940242329835,
2022-02-10 03:30:00,-635.037725925501,
2022-02-10 04:00:00,-642.747708281051,
2022-02-10 06:00:00,-640.2167706447669,
2022-02-10 08:00:00,-633.2475019378712,
2022-02-10 10:30:00,-647.7406682655535,
2022-02-10 11:00:00,-630.7367213678742,
2022-02-10 23:59:59,-633.8511482255487,c
2022-02-11 00:00:00,-633.8511482255487,
2022-02-11 03:30:00,-633.8511482255487,
2022-02-11 04:00:00,-633.8511482255487,
2022-02-11 06:00:00,-633.8511482255487,
2022-02-11 08:00:00,-633.8511482255487,
2022-02-11 10:30:00,-633.8511482255487,
2022-02-11 11:00:00,-633.8511482255487,
2022-02-11 23:59:59,-633.8511482255487,w
2022-02-14 00:00:00,-567.768332139879,
2022-02-14 03:30:00,-553.0105682422111,
2022-02-14 04:00:00,-559.6444492745611,
2022-02-14 06:00:00,-575.022070429032,
2022-02-14 08:00:00,-589.3445619496649,
2022-02-14 10:30:00,-554.1128703856009,
2022-02-14 11:00:00,-544.3416747886349,
2022-02-14 23:59:59,-561.7893117199271,c
2022-02-15 00:00:00,-516.225868799773,
2022-02-15 03:30:00,-595.9558088894046,
2022-02-15 04:00:00,-572.5276389500777,
2022-02-15 06:00:00,-588.0383021562861,
2022-02-15 08:00:00,-569.7575511623149,
2022-02-15 10:30:00,-638.0967976789846,
2022-02-15 11:00:00,-638.7344594124456,
2022-02-15 23:59:59,-641.8531927522929,c
2022-02-16 00:00:00,-609.4848758314763,
2022-02-16 03:30:00,-594.853222042005,
2022-02-16 04:00:00,-611.0209232828934,
2022-02-16 06:00:00,-605.1354650742755,
2022-02-16 08:00:00,-611.5022909966658,
2022-02-16 10:30:00,-596.9711789298822,
2022-02-16 11:00:00,-601.3272454108835,
2022-02-16 23:59:59,-597.5464818837036,c
2022-02-17 00:00:00,-593.9112263701234,
2022-02-17 03:30:00,-548.4805397477373,
2022-02-17 04:00:00,-563.0107915140213,
2022-02-17 06:00:00,-544.9847577721114,
2022-02-17 08:00:00,-540.4232964707305,
2022-02-17 10:30:00,-498.3573968301469,
2022-02-17 11:00:00,-500.8626982234302,
2022-02-17 23:59:59,-515.7433618037933,c
2022-02-18 00:00:00,-485.25226572467756,
2022-02-18 03:30:00,-486.33685032239504,
2022-02-18 04:00:00,-499.08133371987907,
2022-02-18 06:00:00,-480.73677057167316,
2022-02-18 08:00:00,-498.1596724388249,
2022-02-18 10:30:00,-476.89070370241467,
2022-02-18 11:00:00,-473.2735036600888,
2022-02-18 23:59:59,-471.11007008993005,w
2022-02-21 00:00:00,-482.39955138670445,
2022-02-21 03:30:00,-515.3383288954519,
2022-02-21 04:00:00,-499.8784960553209,
2022-02-21 06:00:00,-532.1178521085374,
2022-02-21 08:00:00,-535.27573938911,
2022-02-21 10:30:00,-519.2382653073703,
2022-02-21 11:00:00,-519.6810075601377,
2022-02-21 23:59:59,-472.88831673265844,c
2022-02-22 00:00:00,-479.93281211969503,
2022-02-22 03:30:00,-466.84925495986005,
2022-02-22 04:00:00,-437.9698735268286,
2022-02-22 06:00:00,-430.831503490618,
2022-02-22 08:00:00,-432.67782857720994,
2022-02-22 10:30:00,-461.667717964676,
2022-02-22 11:00:00,-464.7777150537227,
2022-02-22 23:59:59,-468.3834416953044,c
2022-02-23 00:00:00,-443.7584103310863,
2022-02-23 03:30:00,-479.5308940025189,
2022-02-23 04:00:00,-474.5569225641805,
2022-02-23 06:00:00,-481.57745814483707,
2022-02-23 08:00:00,-493.96562197113366,
2022-02-23 10:30:00,-491.59453134954464,
2022-02-23 11:00:00,-491.7362066375693,
2022-02-23 23:59:59,-503.23594759059637,c
2022-02-24 00:00:00,-372.08000239245547,
2022-02-24 03:30:00,-333.09615831171374,
2022-02-24 04:00:00,-294.24270558914367,
2022-02-24 06:00:00,-181.92350143042353,
2022-02-24 08:00:00,-169.69227164868744,
2022-02-24 10:30:00,-191.38885107532911,
2022-02-24 11:00:00,-150.1128970637704,
2022-02-24 23:59:59,-183.45152925541328,c
2022-02-25 00:00:00,-144.45152487321138,
2022-02-25 03:30:00,-133.63945094113683,
2022-02-25 04:00:00,-152.0512829527566,
2022-02-25 06:00:00,-168.72713904636458,
2022-02-25 08:00:00,-180.21315335290274,
2022-02-25 10:30:00,-260.9914333419476,
2022-02-25 11:00:00,-221.14024363208205,
2022-02-25 23:59:59,-215.17617186294882,w
2022-02-28 00:00:00,-153.51738293123844,
2022-02-28 03:30:00,-64.98688879161296,
2022-02-28 04:00:00,-71.65793427982533,
2022-02-28 06:00:00,-15.129789629679237,
2022-02-28 08:00:00,-1.7826170643412524,
2022-02-28 10:30:00,36.565058735535786,
2022-02-28 11:00:00,13.870791698336689,
2022-02-28 23:59:59,23.21754389889645,c
2022-03-01 00:00:00,5.8566888670421235,
2022-03-01 03:30:00,-2.5834623873655005,
2022-03-01 04:00:00,-60.64031041974533,
2022-03-01 06:00:00,-15.28158571976411,
2022-03-01 08:00:00,-15.972771154865143,
2022-03-01 10:30:00,-44.48981563786339,
2022-03-01 11:00:00,-54.564462146616506,
2022-03-01 23:59:59,1.481331345176443,c
2022-03-02 00:00:00,-20.460328259133803,
2022-03-02 03:30:00,67.05687234388841,
2022-03-02 04:00:00,40.96984306093361,
2022-03-02 06:00:00,75.6213636134166,
2022-03-02 08:00:00,44.85385478147737,
2022-03-02 10:30:00,15.117081244485291,
2022-03-02 11:00:00,2.6337280510242636,
2022-03-02 23:59:59,0.0,a
2022-03-03 00:00:00,-29.60268093100717,
2022-03-03 03:30:00,-4.184714204582974,
2022-03-03 04:00:00,32.68229358671891,
2022-03-03 06:00:00,-3.544868487944484,
2022-03-03 08:00:00,-24.235121227315403,
2022-03-03 10:30:00,-66.674284175705,
2022-03-03 11:00:00,-55.71567299596586,
2022-03-03 23:59:59,-53.48152068143747,c
2022-03-04 00:00:00,-60.747678439042886,
2022-03-04 03:30:00,-9.953976779334482,
2022-03-04 04:00:00,9.520626967833039,
2022-03-04 06:00:00,13.557655630994645,
2022-03-04 08:00:00,-0.26693252287236646,
2022-03-04 10:30:00,16.857772349713628,
2022-03-04 11:00:00,16.790989110522958,
2022-03-04 23:59:59,27.031558938162505,w
2022-03-07 00:00:00,44.63230688619532,
2022-03-07 03:30:00,56.695355541395486,
2022-03-07 04:00:00,123.069889124484,
2022-03-07 06:00:00,104.22321812471347,
2022-03-07 08:00:00,112.47041552705593,
2022-03-07 10:30:00,101.9050523444892,
2022-03-07 11:00:00,75.71778399441601,
2022-03-07 23:59:59,107.85493648226827,c
2022-03-08 00:00:00,114.50733056359931,
2022-03-08 03:30:00,104.38900482247988,
2022-03-08 04:00:00,138.72037640016313,
2022-03-08 06:00:00,134.34906710117798,
2022-03-08 08:00:00,116.75538277260071,
2022-03-08 10:30:00,115.41602971632008,
2022-03-08 11:00:00,94.68070070765768,
2022-03-08 23:59:59,72.01797816293677,c
2022-03-09 00:00:00,-37.45810755411128,
2022-03-09 03:30:00,-39.78911666652681,
2022-03-09 04:00:00,-16.73534041613391,
2022-03-09 06:00:00,-63.44362003619153,
2022-03-09 08:00:00,-48.00895003851923,
2022-03-09 10:30:00,-92.91978493550056,
2022-03-09 11:00:00,-94.93682583301648,
2022-03-09 23:59:59,-136.84101657344422,c
