date,US_MISC_2021_Q3,meta
2021-09-01 10:30:00,-141.05680757823302,
2021-09-01 12:00:00,-152.88493821696989,
2021-09-01 13:30:00,-153.34468158468098,
2021-09-01 15:00:00,-161.2185170870166,
2021-09-01 15:30:30,-161.2185170870166,
2021-09-01 23:59:59,-157.20575256869552,c
2021-09-02 00:00:00,-153.4284351084409,
2021-09-02 10:00:00,-146.8013397907448,
2021-09-02 10:30:00,-137.4399017487815,
2021-09-02 12:00:00,-118.50676315518058,
2021-09-02 13:30:00,-121.83828571163076,
2021-09-02 15:00:00,-136.71872627052744,
2021-09-02 15:30:30,-136.71872627052744,
2021-09-02 23:59:59,-148.3283099598425,c
2021-09-03 00:00:00,-142.94060573109414,
2021-09-03 10:00:00,-101.01841298236536,
2021-09-03 10:30:00,-109.30133110754173,
2021-09-03 12:00:00,-119.71050274869799,
2021-09-03 13:30:00,-119.44816387881497,
2021-09-03 15:00:00,-120.70713610473695,
2021-09-03 15:30:30,-120.70713610473695,
2021-09-03 23:59:59,-122.15399593256939,w
2021-09-06 00:00:00,-122.15399593256939,
2021-09-06 10:00:00,-122.15399593256939,
2021-09-06 10:30:00,-122.15399593256939,
2021-09-06 12:00:00,-122.15399593256939,
2021-09-06 13:30:00,-122.15399593256939,
2021-09-06 15:00:00,-122.15399593256939,
2021-09-06 15:30:30,-122.15399593256939,
2021-09-06 23:59:59,-122.15399593256939,c
2021-09-07 00:00:00,-97.42183844383203,
2021-09-07 10:00:00,-47.913866011550226,
2021-09-07 10:30:00,-39.4899883796636,
2021-09-07 12:00:00,-34.884567376204586,
2021-09-07 13:30:00,-36.39883366203071,
2021-09-07 15:00:00,-35.15025470285252,
2021-09-07 15:30:30,-35.15025470285252,
2021-09-07 23:59:59,-41.0803293046763,c
2021-09-08 00:00:00,-34.68842144266853,
2021-09-08 10:00:00,-66.61935093247462,
2021-09-08 10:30:00,-75.98990849017628,
2021-09-08 12:00:00,-90.04322086552793,
2021-09-08 13:30:00,-79.76902829716073,
2021-09-08 15:00:00,-84.37159272462395,
2021-09-08 15:30:30,-84.37159272462395,
2021-09-08 23:59:59,-89.43212683211732,c
2021-09-09 00:00:00,-96.35529805629585,
2021-09-09 10:00:00,-68.50350405876907,
2021-09-09 10:30:00,-63.387639899816236,
2021-09-09 12:00:00,-44.88994039868817,
2021-09-09 13:30:00,-38.79043972915065,
2021-09-09 15:00:00,-34.12906605512717,
2021-09-09 15:30:30,-34.12906605512717,
2021-09-09 23:59:59,-27.58921852595006,c
2021-09-10 00:00:00,-28.603377342701492,
2021-09-10 10:00:00,17.342648060376405,
2021-09-10 10:30:00,6.83516008914421,
2021-09-10 12:00:00,8.214399486281764,
2021-09-10 13:30:00,0.1939721858939265,
2021-09-10 15:00:00,-4.10626101031869,
2021-09-10 15:30:30,-4.10626101031869,
2021-09-10 23:59:59,0.0,a
2021-09-13 00:00:00,-27.61064600020154,
2021-09-13 10:00:00,-68.23154631385023,
2021-09-13 10:30:00,-47.15687205579252,
2021-09-13 12:00:00,-13.008917175885358,
2021-09-13 13:30:00,2.8972317431317833,
2021-09-13 15:00:00,4.411457524095113,
2021-09-13 15:30:30,4.411457524095113,
2021-09-13 23:59:59,-14.356841303363353,c
2021-09-14 00:00:00,-41.868050439801436,
2021-09-14 10:00:00,-20.335656688241443,
2021-09-14 10:30:00,-28.702927688801537,
2021-09-14 12:00:00,-25.734953910210606,
2021-09-14 13:30:00,-28.43520222121242,
2021-09-14 15:00:00,-45.1135740866323,
2021-09-14 15:30:30,-45.1135740866323,
2021-09-14 23:59:59,-45.288748805189584,c
2021-09-15 00:00:00,-63.93811460858353,
2021-09-15 10:00:00,-44.07448074889646,
2021-09-15 10:30:00,-24.536588317752376,
2021-09-15 12:00:00,-43.68835863259051,
2021-09-15 13:30:00,-57.1561031000449,
2021-09-15 15:00:00,-35.66891433570686,
2021-09-15 15:30:30,-35.66891433570686,
2021-09-15 23:59:59,-35.01392965496666,c
2021-09-16 00:00:00,-51.82484878581465,
2021-09-16 10:00:00,-24.585234150951123,
2021-09-16 10:30:00,-7.541342999034555,
2021-09-16 12:00:00,-13.386750320505485,
2021-09-16 13:30:00,-13.749127250885067,
2021-09-16 15:00:00,-22.29279656881272,
2021-09-16 15:30:30,-22.29279656881272,
2021-09-16 23:59:59,-19.26526270802094,c
2021-09-17 00:00:00,7.691917135425456,
2021-09-17 10:00:00,23.60398173410988,
2021-09-17 10:30:00,24.746252254895467,
2021-09-17 12:00:00,-5.605050548920872,
2021-09-17 13:30:00,22.017816307716316,
2021-09-17 15:00:00,19.957727022449717,
2021-09-17 15:30:30,19.957727022449717,
2021-09-17 23:59:59,23.461001481625203,e
2021-09-20 00:00:00,-3.228156033947016,
2021-09-20 10:00:00,16.289811341395193,
2021-09-20 10:30:00,-9.227205727985961,
2021-09-20 12:00:00,-14.252520172558548,
2021-09-20 13:30:00,-3.1056056266129417,
2021-09-20 15:00:00,-6.732736974786576,
2021-09-20 15:30:30,-6.732736974786576,
2021-09-20 23:59:59,-17.311285407301284,c
2021-09-21 00:00:00,-21.531570092206834,
2021-09-21 10:00:00,-18.168060072074468,
2021-09-21 10:30:00,-10.592272871157434,
2021-09-21 12:00:00,-9.12601480807325,
2021-09-21 13:30:00,-2.146931841626156,
2021-09-21 15:00:00,-0.4865173379703265,
2021-09-21 15:30:30,-0.4865173379703265,
2021-09-21 23:59:59,5.419450158813561,c
2021-09-22 00:00:00,-7.338023755853783,
2021-09-22 10:00:00,-12.740094240188114,
2021-09-22 10:30:00,-19.163109821909188,
2021-09-22 12:00:00,-13.0756925422437,
2021-09-22 13:30:00,-20.835947794742424,
2021-09-22 15:00:00,-16.621049542284027,
2021-09-22 15:30:30,-16.621049542284027,
2021-09-22 23:59:59,-5.716417015937395,c
2021-09-23 00:00:00,7.098749051446248,
2021-09-23 10:00:00,-9.88859104217886,
2021-09-23 10:30:00,-11.096072544372191,
2021-09-23 12:00:00,-4.2294797197790786,
2021-09-23 13:30:00,-7.39057201729031,
2021-09-23 15:00:00,-3.5926898741852256,
2021-09-23 15:30:30,-3.5926898741852256,
2021-09-23 23:59:59,15.367224169992255,c
2021-09-24 00:00:00,9.141106047192011,
2021-09-24 10:00:00,-25.023015987722715,
2021-09-24 10:30:00,-18.26866023332707,
2021-09-24 12:00:00,-6.429584719026479,
2021-09-24 13:30:00,-0.9737151290689781,
2021-09-24 15:00:00,-18.901961224274032,
2021-09-24 15:30:30,-18.901961224274032,
2021-09-24 23:59:59,-13.962160466774662,w
2021-09-27 00:00:00,-31.51707325550285,
2021-09-27 10:00:00,-32.83226346437391,
2021-09-27 10:30:00,-19.185775544827038,
2021-09-27 12:00:00,-4.541505686789947,
2021-09-27 13:30:00,-2.7637043754607475,
2021-09-27 15:00:00,-4.091403528999422,
2021-09-27 15:30:30,-4.091403528999422,
2021-09-27 23:59:59,12.980641511214912,c
2021-09-28 00:00:00,4.234500219138795,
2021-09-28 10:00:00,-11.483771277662527,
2021-09-28 10:30:00,-25.958822394285335,
2021-09-28 12:00:00,-19.430709777484708,
2021-09-28 13:30:00,-13.7397511305943,
2021-09-28 15:00:00,-19.29734498205653,
2021-09-28 15:30:30,-19.29734498205653,
2021-09-28 23:59:59,-25.28522095335336,c
2021-09-29 00:00:00,-23.480312598680598,
2021-09-29 10:00:00,-28.177853583366073,
2021-09-29 10:30:00,-42.91757221218381,
2021-09-29 12:00:00,-44.808007695223296,
2021-09-29 13:30:00,-54.895250271642794,
2021-09-29 15:00:00,-52.13313612289812,
2021-09-29 15:30:30,-52.13313612289812,
2021-09-29 23:59:59,-48.69127838092129,c
2021-09-30 00:00:00,-56.30873432962676,
2021-09-30 10:00:00,-51.42677776326423,
2021-09-30 10:30:00,-47.95120563100295,
2021-09-30 12:00:00,-25.41485574951389,
2021-09-30 13:30:00,-14.713205956574711,
2021-09-30 15:00:00,-15.494487499159845,
2021-09-30 15:30:30,-15.494487499159845,
2021-09-30 23:59:59,0.2639080233312825,c
2021-10-01 00:00:00,-7.725927486553132,
2021-10-01 10:00:00,-41.064574468886235,
2021-10-01 10:30:00,-50.48887968668521,
2021-10-01 12:00:00,-49.83640359374772,
2021-10-01 13:30:00,-49.39960465070453,
2021-10-01 15:00:00,-57.12975122011187,
2021-10-01 15:30:30,-57.12975122011187,
2021-10-01 23:59:59,-47.95630024242382,w
