date,SPX_EW_2021_Q3,meta
2021-07-30 00:00:00,585.6085448927699,
2021-07-30 10:00:00,580.8312413018091,
2021-07-30 10:30:00,569.1264996596051,
2021-07-30 12:00:00,544.7560192845323,
2021-07-30 13:30:00,529.8335980963888,
2021-07-30 15:00:00,527.8879651748235,
2021-07-30 15:30:30,527.8879651748235,
2021-07-30 23:59:59,530.3854778095372,w
2021-08-02 00:00:00,527.1768068679426,
2021-08-02 10:00:00,583.6550210273494,
2021-08-02 10:30:00,548.6632945569056,
2021-08-02 12:00:00,508.384132672194,
2021-08-02 13:30:00,508.9073606377759,
2021-08-02 15:00:00,506.07199537984684,
2021-08-02 15:30:30,506.07199537984684,
2021-08-02 23:59:59,496.05158531368727,c
2021-08-03 00:00:00,478.0293298565806,
2021-08-03 10:00:00,424.81390076303046,
2021-08-03 10:30:00,432.1511790625964,
2021-08-03 12:00:00,434.4965787617109,
2021-08-03 13:30:00,432.1727500514148,
2021-08-03 15:00:00,436.2597770401792,
2021-08-03 15:30:30,436.2597770401792,
2021-08-03 23:59:59,435.36266775786726,c
2021-08-04 00:00:00,397.97046097706584,
2021-08-04 10:00:00,354.7612311628018,
2021-08-04 10:30:00,376.0883929750041,
2021-08-04 12:00:00,353.994355844359,
2021-08-04 13:30:00,319.01427227303975,
2021-08-04 15:00:00,319.459085118963,
2021-08-04 15:30:30,319.459085118963,
2021-08-04 23:59:59,321.9572403675652,c
2021-08-05 00:00:00,337.22596355029896,
2021-08-05 10:00:00,344.53202810681137,
2021-08-05 10:30:00,367.1641934076233,
2021-08-05 12:00:00,374.90962162933783,
2021-08-05 13:30:00,372.1225966360266,
2021-08-05 15:00:00,364.26647376291,
2021-08-05 15:30:30,364.26647376291,
2021-08-05 23:59:59,355.90771980802447,c
2021-08-06 00:00:00,374.8701239880993,
2021-08-06 10:00:00,381.23231372310147,
2021-08-06 10:30:00,389.35604703372337,
2021-08-06 12:00:00,380.75423308678796,
2021-08-06 13:30:00,382.34289243648936,
2021-08-06 15:00:00,377.6916770663836,
2021-08-06 15:30:30,377.6916770663836,
2021-08-06 23:59:59,378.9651233214522,w
2021-08-09 00:00:00,361.9422840485438,
2021-08-09 10:00:00,352.2690998263665,
2021-08-09 10:30:00,340.5157044362845,
2021-08-09 12:00:00,360.39289874489145,
2021-08-09 13:30:00,361.52769583660006,
2021-08-09 15:00:00,363.03912297506236,
2021-08-09 15:30:30,363.03912297506236,
2021-08-09 23:59:59,357.28156865651226,c
2021-08-10 00:00:00,355.47169142937196,
2021-08-10 10:00:00,353.0540693448727,
2021-08-10 10:30:00,368.46279407844213,
2021-08-10 12:00:00,370.6496847147473,
2021-08-10 13:30:00,395.7032961244963,
2021-08-10 15:00:00,395.92821276205154,
2021-08-10 15:30:30,395.92821276205154,
2021-08-10 23:59:59,396.4586011728768,c
2021-08-11 00:00:00,384.06464969273907,
2021-08-11 10:00:00,394.1496111162892,
2021-08-11 10:30:00,399.9219472045454,
2021-08-11 12:00:00,416.7081107988954,
2021-08-11 13:30:00,423.25371143034226,
2021-08-11 15:00:00,427.2663475032541,
2021-08-11 15:30:30,427.2663475032541,
2021-08-11 23:59:59,423.9212510711543,c
2021-08-12 00:00:00,421.88581086045656,
2021-08-12 10:00:00,394.2297489128716,
2021-08-12 10:30:00,370.1942662137003,
2021-08-12 12:00:00,366.878529964373,
2021-08-12 13:30:00,360.5879472909994,
2021-08-12 15:00:00,362.40678573063997,
2021-08-12 15:30:30,362.40678573063997,
2021-08-12 23:59:59,362.23817063569595,c
2021-08-13 00:00:00,362.1036193994171,
2021-08-13 10:00:00,338.86676823480866,
2021-08-13 10:30:00,333.7411683323455,
2021-08-13 12:00:00,349.1491156188397,
2021-08-13 13:30:00,348.604702807542,
2021-08-13 15:00:00,328.0566119318473,
2021-08-13 15:30:30,328.0566119318473,s
2021-08-13 23:59:59,318.6312325935444,w
2021-08-16 00:00:00,304.0535131462216,
2021-08-16 10:00:00,282.88732822921224,
2021-08-16 10:30:00,293.8939299500348,
2021-08-16 12:00:00,290.0289190796243,
2021-08-16 13:30:00,280.31349710936206,
2021-08-16 15:00:00,283.056488427105,
2021-08-16 15:30:30,283.056488427105,
2021-08-16 23:59:59,270.7514405126667,c
2021-08-17 00:00:00,262.6678036487499,
2021-08-17 10:00:00,262.35342015112997,
2021-08-17 10:30:00,277.30751464262426,
2021-08-17 12:00:00,266.1683392811424,
2021-08-17 13:30:00,256.453000472246,
2021-08-17 15:00:00,256.54203655782135,
2021-08-17 15:30:30,256.54203655782135,
2021-08-17 23:59:59,249.92267364800568,c
2021-08-18 00:00:00,249.55243685316054,
2021-08-18 10:00:00,237.75795786711933,
2021-08-18 10:30:00,227.52778027027853,
2021-08-18 12:00:00,264.7681980001728,
2021-08-18 13:30:00,260.47879299714623,
2021-08-18 15:00:00,245.11550689719888,
2021-08-18 15:30:30,245.11550689719888,
2021-08-18 23:59:59,247.03426456928833,c
2021-08-19 00:00:00,244.33658130797994,
2021-08-19 10:00:00,208.86577672355224,
2021-08-19 10:30:00,183.56506206324866,
2021-08-19 12:00:00,150.01651496116165,
2021-08-19 13:30:00,163.07822149629828,
2021-08-19 15:00:00,154.26321975418614,
2021-08-19 15:30:30,154.26321975418614,
2021-08-19 23:59:59,168.10079432965176,c
2021-08-20 00:00:00,155.92239597483353,
2021-08-20 10:00:00,136.63534094243778,
2021-08-20 10:30:00,132.67882676711838,
2021-08-20 12:00:00,150.74581364451456,
2021-08-20 13:30:00,136.78368388777767,
2021-08-20 15:00:00,133.23717570522695,
2021-08-20 15:30:30,133.23717570522695,
2021-08-20 23:59:59,137.15707777886746,w
2021-08-23 00:00:00,146.72425042399027,
2021-08-23 10:00:00,170.31155447105493,
2021-08-23 10:30:00,144.78597647969582,
2021-08-23 12:00:00,157.16256537519757,
2021-08-23 13:30:00,172.98161749530368,
2021-08-23 15:00:00,168.3114705350713,
2021-08-23 15:30:30,168.3114705350713,
2021-08-23 23:59:59,169.0148489262192,c
2021-08-24 00:00:00,181.11205364160423,
2021-08-24 10:00:00,216.05620595700384,
2021-08-24 10:30:00,196.9161271054911,
2021-08-24 12:00:00,192.28817634820007,
2021-08-24 13:30:00,210.1898863260633,
2021-08-24 15:00:00,213.59415874243473,
2021-08-24 15:30:30,213.59415874243473,
2021-08-24 23:59:59,210.0617766765322,c
2021-08-25 00:00:00,205.46666608538908,
2021-08-25 10:00:00,205.09783077704674,
2021-08-25 10:30:00,197.82266821795793,
2021-08-25 12:00:00,197.61617369967576,
2021-08-25 13:30:00,193.57644806614894,
2021-08-25 15:00:00,193.82354911493212,
2021-08-25 15:30:30,193.82354911493212,
2021-08-25 23:59:59,190.95919663211362,c
2021-08-26 00:00:00,180.33424100108823,
2021-08-26 10:00:00,180.5590562329878,
2021-08-26 10:30:00,184.76938504414375,
2021-08-26 12:00:00,164.5452855796634,
2021-08-26 13:30:00,146.85597045026793,
2021-08-26 15:00:00,144.26587615145536,
2021-08-26 15:30:30,144.26587615145536,
2021-08-26 23:59:59,150.37243014227988,c
2021-08-27 00:00:00,155.2615937454916,
2021-08-27 10:00:00,164.75106408446027,
2021-08-27 10:30:00,158.19234950199166,
2021-08-27 12:00:00,181.76242901157866,
2021-08-27 13:30:00,182.81419270439415,
2021-08-27 15:00:00,179.3571596056529,
2021-08-27 15:30:30,179.3571596056529,
2021-08-27 23:59:59,178.6261697136424,w
2021-08-30 00:00:00,171.49847394827884,
2021-08-30 10:00:00,133.21537648174262,
2021-08-30 10:30:00,115.30984340090254,
2021-08-30 12:00:00,120.31060628264208,
2021-08-30 13:30:00,112.41735985037622,
2021-08-30 15:00:00,112.7554166485445,
2021-08-30 15:30:30,112.7554166485445,
2021-08-30 23:59:59,105.66645852877036,c
2021-08-31 00:00:00,98.31647219923934,
2021-08-31 10:00:00,112.01906822395495,
2021-08-31 10:30:00,125.68376056752595,
2021-08-31 12:00:00,142.46097349886645,
2021-08-31 13:30:00,153.50308194296008,
2021-08-31 15:00:00,143.73471223293973,
2021-08-31 15:30:30,143.73471223293973,m
2021-08-31 23:59:59,134.6922665864679,c
2021-09-01 00:00:00,139.7290578829968,
2021-09-01 10:00:00,128.07741381775872,
2021-09-01 10:30:00,130.3366351206887,
2021-09-01 12:00:00,102.74724094294288,
2021-09-01 13:30:00,100.75963954103213,
2021-09-01 15:00:00,89.26310352652808,
2021-09-01 15:30:30,89.26310352652808,
2021-09-01 23:59:59,91.35185632661887,c
2021-09-02 00:00:00,78.7093648907944,
2021-09-02 10:00:00,62.15273705633558,
2021-09-02 10:30:00,72.73787241128366,
2021-09-02 12:00:00,91.87189081174779,
2021-09-02 13:30:00,80.42680534800752,
2021-09-02 15:00:00,79.5337172159534,
2021-09-02 15:30:30,79.5337172159534,
2021-09-02 23:59:59,70.63414614469002,c
2021-09-03 00:00:00,72.26339753396655,
2021-09-03 10:00:00,63.64639379417554,
2021-09-03 10:30:00,61.73159195869562,
2021-09-03 12:00:00,33.574253699972815,
2021-09-03 13:30:00,21.127498133292647,
2021-09-03 15:00:00,24.184685508400435,
2021-09-03 15:30:30,24.184685508400435,
2021-09-03 23:59:59,25.446286478276306,w
2021-09-06 00:00:00,25.446286478276306,
2021-09-06 10:00:00,25.446286478276306,
2021-09-06 10:30:00,25.446286478276306,
2021-09-06 12:00:00,25.446286478276306,
2021-09-06 13:30:00,25.446286478276306,
2021-09-06 15:00:00,25.446286478276306,
2021-09-06 15:30:30,25.446286478276306,
2021-09-06 23:59:59,25.446286478276306,c
2021-09-07 00:00:00,19.704450095426182,
2021-09-07 10:00:00,62.547274693944246,
2021-09-07 10:30:00,55.34390507581543,
2021-09-07 12:00:00,35.50434111370055,
2021-09-07 13:30:00,38.89436894707296,
2021-09-07 15:00:00,41.671829049956614,
2021-09-07 15:30:30,41.671829049956614,
2021-09-07 23:59:59,44.93060356592673,c
2021-09-08 00:00:00,54.59598327535605,
2021-09-08 10:00:00,45.24149440553765,
2021-09-08 10:30:00,26.985013776564756,
2021-09-08 12:00:00,8.95807521419124,
2021-09-08 13:30:00,-2.0221287302565543,
2021-09-08 15:00:00,1.4739543122177565,
2021-09-08 15:30:30,1.4739543122177565,
2021-09-08 23:59:59,2.659204083140594,c
2021-09-09 00:00:00,-7.509515685268525,
2021-09-09 10:00:00,3.2280558102556824,
2021-09-09 10:30:00,15.12267978954037,
2021-09-09 12:00:00,20.798495802288016,
2021-09-09 13:30:00,20.2897862513139,
2021-09-09 15:00:00,14.464766503080682,
2021-09-09 15:30:30,14.464766503080682,
2021-09-09 23:59:59,26.9036770936857,c
2021-09-10 00:00:00,19.166602612501947,
2021-09-10 10:00:00,6.685501835943796,
2021-09-10 10:30:00,0.37023998197105357,
2021-09-10 12:00:00,-3.7919185110074523,
2021-09-10 13:30:00,-3.911525188103269,
2021-09-10 15:00:00,-5.246752403718574,
2021-09-10 15:30:30,-5.246752403718574,
2021-09-10 23:59:59,0.0,a
2021-09-13 00:00:00,9.558405696071077,
2021-09-13 10:00:00,89.64136322721947,
2021-09-13 10:30:00,125.8630575528448,
2021-09-13 12:00:00,157.83215857029018,
2021-09-13 13:30:00,131.11689712449356,
2021-09-13 15:00:00,141.79093091422033,
2021-09-13 15:30:30,141.79093091422033,
2021-09-13 23:59:59,131.81909299899007,c
2021-09-14 00:00:00,115.01361463053013,
2021-09-14 10:00:00,97.18395087259796,
2021-09-14 10:30:00,75.61717531930776,
2021-09-14 12:00:00,63.93924003443158,
2021-09-14 13:30:00,80.6850680822879,
2021-09-14 15:00:00,73.56143046605462,
2021-09-14 15:30:30,73.56143046605462,
2021-09-14 23:59:59,77.06593794259038,c
2021-09-15 00:00:00,78.99053257917967,
2021-09-15 10:00:00,105.84008550711792,
2021-09-15 10:30:00,102.72534982835623,
2021-09-15 12:00:00,92.67744292646216,
2021-09-15 13:30:00,79.58205640256006,
2021-09-15 15:00:00,89.18876171283091,
2021-09-15 15:30:30,89.18876171283091,
2021-09-15 23:59:59,101.1928610223149,c
2021-09-16 00:00:00,92.81396237520471,
2021-09-16 10:00:00,103.4576542553848,
2021-09-16 10:30:00,111.10914631147193,
2021-09-16 12:00:00,102.39647401513889,
2021-09-16 13:30:00,102.83424794781399,
2021-09-16 15:00:00,110.22814271496259,
2021-09-16 15:30:30,110.22814271496259,
2021-09-16 23:59:59,88.99874231174476,c
2021-09-17 00:00:00,87.23464534634627,
2021-09-17 10:00:00,107.98209326526558,
2021-09-17 10:30:00,103.12590007863082,
2021-09-17 12:00:00,99.98759568743185,
2021-09-17 13:30:00,108.11617431529203,
2021-09-17 15:00:00,112.56338300025459,
2021-09-17 15:30:30,112.56338300025459,
2021-09-17 23:59:59,111.82024355766248,e
2021-09-20 00:00:00,120.3183099864741,
2021-09-20 10:00:00,103.27842543332827,
2021-09-20 10:30:00,89.19338007298916,
2021-09-20 12:00:00,99.13040241737872,
2021-09-20 13:30:00,102.46299418945455,
2021-09-20 15:00:00,105.71561309154276,
2021-09-20 15:30:30,105.71561309154276,
2021-09-20 23:59:59,101.6587442112093,c
2021-09-21 00:00:00,92.60528790968192,
2021-09-21 10:00:00,77.62619626537798,
2021-09-21 10:30:00,69.38338795422442,
2021-09-21 12:00:00,67.35764394134935,
2021-09-21 13:30:00,69.70000163317218,
2021-09-21 15:00:00,62.78469301536734,
2021-09-21 15:30:30,62.78469301536734,
2021-09-21 23:59:59,64.39311220565287,c
2021-09-22 00:00:00,64.17690349606232,
2021-09-22 10:00:00,95.64283076201286,
2021-09-22 10:30:00,76.02196955729528,
2021-09-22 12:00:00,76.02463449218999,
2021-09-22 13:30:00,76.12202736862423,
2021-09-22 15:00:00,80.4875411351261,
2021-09-22 15:30:30,80.4875411351261,
2021-09-22 23:59:59,67.64706851343158,c
2021-09-23 00:00:00,66.08080330902658,
2021-09-23 10:00:00,73.03566449380946,
2021-09-23 10:30:00,86.43251440265317,
2021-09-23 12:00:00,101.36034803785151,
2021-09-23 13:30:00,90.98083832664474,
2021-09-23 15:00:00,86.38080229396269,
2021-09-23 15:30:30,86.38080229396269,
2021-09-23 23:59:59,95.33355866384022,c
2021-09-24 00:00:00,101.0787670513298,
2021-09-24 10:00:00,123.8071786473497,
2021-09-24 10:30:00,141.32722094662972,
2021-09-24 12:00:00,142.7998861288895,
2021-09-24 13:30:00,134.6866798490007,
2021-09-24 15:00:00,128.57066711461334,
2021-09-24 15:30:30,128.57066711461334,
2021-09-24 23:59:59,126.97796617626045,w
2021-09-27 00:00:00,171.39770454346422,
2021-09-27 10:00:00,267.02211382317205,
2021-09-27 10:30:00,265.8578064525143,
2021-09-27 12:00:00,288.4795987778173,
2021-09-27 13:30:00,288.0617866993748,
2021-09-27 15:00:00,276.0427867003907,
2021-09-27 15:30:30,276.0427867003907,
2021-09-27 23:59:59,272.4616419784438,c
2021-09-28 00:00:00,318.56644667847695,
2021-09-28 10:00:00,352.58931457465064,
2021-09-28 10:30:00,368.5863753677281,
2021-09-28 12:00:00,371.55240211405976,
2021-09-28 13:30:00,371.5549315746066,
2021-09-28 15:00:00,367.77956280422904,
2021-09-28 15:30:30,367.77956280422904,
2021-09-28 23:59:59,370.95052018313527,c
2021-09-29 00:00:00,351.0250165961295,
2021-09-29 10:00:00,338.3022515909131,
2021-09-29 10:30:00,341.3207812914982,
2021-09-29 12:00:00,349.13827741411933,
2021-09-29 13:30:00,347.71761470457295,
2021-09-29 15:00:00,337.1161755738831,
2021-09-29 15:30:30,337.1161755738831,
2021-09-29 23:59:59,347.6532921532537,c
2021-09-30 00:00:00,330.70434203851346,
2021-09-30 10:00:00,295.7805520199697,
2021-09-30 10:30:00,288.3599415450924,
2021-09-30 12:00:00,327.7400711836817,
2021-09-30 13:30:00,324.7640922836738,
2021-09-30 15:00:00,323.37715928105376,
2021-09-30 15:30:30,323.37715928105376,
2021-09-30 23:59:59,342.13523668800053,c
2021-10-01 00:00:00,356.91686303446045,
2021-10-01 10:00:00,411.30231778493,
2021-10-01 10:30:00,429.0499047990345,
2021-10-01 12:00:00,392.53656328363854,
2021-10-01 13:30:00,408.1058054499249,
2021-10-01 15:00:00,402.97925983449113,
2021-10-01 15:30:30,402.97925983449113,
2021-10-01 23:59:59,404.6492847974439,w
2021-10-04 00:00:00,434.24584141520404,
2021-10-04 10:00:00,470.4945322982269,
2021-10-04 10:30:00,465.3894768369955,
2021-10-04 12:00:00,506.72064221577045,
2021-10-04 13:30:00,501.8615957164877,
2021-10-04 15:00:00,486.9174011669353,
2021-10-04 15:30:30,486.9174011669353,
2021-10-04 23:59:59,483.1138585608129,c
2021-10-05 00:00:00,477.12099771807243,
2021-10-05 10:00:00,466.1659315813886,
2021-10-05 10:30:00,461.21314869430466,
2021-10-05 12:00:00,437.0980544819863,
2021-10-05 13:30:00,429.0113208991438,
2021-10-05 15:00:00,429.1888268523692,
2021-10-05 15:30:30,429.1888268523692,
2021-10-05 23:59:59,441.16868038448024,c
2021-10-06 00:00:00,437.25400509117094,
2021-10-06 10:00:00,424.30670130516955,
2021-10-06 10:30:00,406.3698660726252,
2021-10-06 12:00:00,426.70178035590266,
2021-10-06 13:30:00,419.36709475521366,
2021-10-06 15:00:00,415.1640259550313,
2021-10-06 15:30:30,415.1640259550313,
2021-10-06 23:59:59,408.1209207681991,c
2021-10-07 00:00:00,389.0928227835434,
2021-10-07 10:00:00,378.5561656287782,
2021-10-07 10:30:00,380.6206815562209,
2021-10-07 12:00:00,378.6152521865024,
2021-10-07 13:30:00,380.08263132589104,
2021-10-07 15:00:00,387.04343329849326,
2021-10-07 15:30:30,387.04343329849326,
2021-10-07 23:59:59,393.107335597178,c
2021-10-08 00:00:00,390.2010585536698,
2021-10-08 10:00:00,424.55937586812706,
2021-10-08 10:30:00,428.95703426398086,
2021-10-08 12:00:00,440.38770050356834,
2021-10-08 13:30:00,447.3522839699001,
2021-10-08 15:00:00,438.72013034305746,
