date,XMMO_2022_Q3,meta
2022-08-19 00:00:00,-126.44683587996099,
2022-08-19 10:00:00,-113.95297048607142,
2022-08-19 10:30:00,-115.43485479817423,
2022-08-19 12:00:00,-92.62088692114901,
2022-08-19 13:30:00,-86.24757245253738,
2022-08-19 15:00:00,-96.86174263829741,
2022-08-19 15:30:30,-96.86174263829741,
2022-08-19 23:59:59,-94.13448420710984,w
2022-08-22 00:00:00,-50.158251326568234,
2022-08-22 10:00:00,-54.93645856301828,
2022-08-22 10:30:00,-40.69269047738021,
2022-08-22 12:00:00,-29.532930718023295,
2022-08-22 13:30:00,-28.070012659295912,
2022-08-22 15:00:00,-12.765243041487224,
2022-08-22 15:30:30,-12.765243041487224,
2022-08-22 23:59:59,-7.410460958175463,c
2022-08-23 00:00:00,-5.938127489364092,
2022-08-23 10:00:00,-8.536574883937078,
2022-08-23 10:30:00,1.1305370931629568,
2022-08-23 12:00:00,-0.6822610727581377,
2022-08-23 13:30:00,-24.74360087172056,
2022-08-23 15:00:00,-47.4796185093187,
2022-08-23 15:30:30,-47.4796185093187,
2022-08-23 23:59:59,-30.978815483027574,c
2022-08-24 00:00:00,-24.889854916604463,
2022-08-24 10:00:00,-5.8808917369751725,
2022-08-24 10:30:00,-14.140145472459722,
2022-08-24 12:00:00,-14.529371696044677,
2022-08-24 13:30:00,1.757523289535584,
2022-08-24 15:00:00,3.649285977412319,
2022-08-24 15:30:30,3.649285977412319,
2022-08-24 23:59:59,0.29940590950218393,c
2022-08-25 00:00:00,-6.752954666702408,
2022-08-25 10:00:00,-48.912351944752686,
2022-08-25 10:30:00,-76.58585492465306,
2022-08-25 12:00:00,-63.621594836372424,
2022-08-25 13:30:00,-52.47076840415798,
2022-08-25 15:00:00,-49.695558040195465,
2022-08-25 15:30:30,-49.695558040195465,
2022-08-25 23:59:59,-59.83118218320101,c
2022-08-26 00:00:00,-59.970373593375484,
2022-08-26 10:00:00,-53.164745538899524,
2022-08-26 10:30:00,-27.917047272075024,
2022-08-26 12:00:00,-12.870818636473587,
2022-08-26 13:30:00,-4.912463272860236,
2022-08-26 15:00:00,-11.007643794256524,
2022-08-26 15:30:30,-11.007643794256524,
2022-08-26 23:59:59,-11.18168888258424,w
2022-08-29 00:00:00,1.702685214006351,
2022-08-29 10:00:00,33.254915194489,
2022-08-29 10:30:00,36.188361603943406,
2022-08-29 12:00:00,11.938815636406844,
2022-08-29 13:30:00,16.99348041294172,
2022-08-29 15:00:00,18.63028772606185,
2022-08-29 15:30:30,18.63028772606185,
2022-08-29 23:59:59,25.131408439182223,c
2022-08-30 00:00:00,-9.228766603947975,
2022-08-30 10:00:00,-23.44789752639724,
2022-08-30 10:30:00,-6.97181452195241,
