date,EU_SXXEP6_STAY_2022_Q2,meta
2022-05-11 00:00:00,-5.426746120266671,
2022-05-11 03:30:00,-2.073372823993168,
2022-05-11 04:00:00,-18.163934007937996,
2022-05-11 06:00:00,-26.711783632016363,
2022-05-11 08:00:00,-25.97237916547897,
2022-05-11 10:30:00,-36.087694997197104,
2022-05-11 11:00:00,-28.91204139233787,
2022-05-11 23:59:59,-12.628302438504988,c
2022-05-12 00:00:00,-21.767194038380694,
2022-05-12 03:30:00,-42.45090362650899,
2022-05-12 04:00:00,-24.75580650355994,
2022-05-12 06:00:00,-11.971827553156118,
2022-05-12 08:00:00,2.20682408554228,
2022-05-12 10:30:00,27.568091328982632,
2022-05-12 11:00:00,26.32177705924221,
2022-05-12 23:59:59,23.62438584588756,c
2022-05-13 00:00:00,15.974560665441231,
2022-05-13 03:30:00,20.78203351816603,
2022-05-13 04:00:00,31.47144199662148,
2022-05-13 06:00:00,38.71095269136913,
2022-05-13 08:00:00,30.214840519929112,
2022-05-13 10:30:00,32.12930368475679,
2022-05-13 11:00:00,32.65401345595626,
2022-05-13 23:59:59,34.27095636325771,w
2022-05-16 00:00:00,32.98366328389284,
2022-05-16 03:30:00,22.000503487947753,
2022-05-16 04:00:00,27.736256753825728,
2022-05-16 06:00:00,-0.39049267924679043,
2022-05-16 08:00:00,4.736760060456277,
2022-05-16 10:30:00,15.560495901006675,
2022-05-16 11:00:00,14.914867066558031,
2022-05-16 23:59:59,22.176430817605024,c
2022-05-17 00:00:00,23.818371820560742,
2022-05-17 03:30:00,4.634026638249111,
2022-05-17 04:00:00,7.586944359739732,
2022-05-17 06:00:00,15.375522798953853,
2022-05-17 08:00:00,9.918658196570846,
2022-05-17 10:30:00,5.691214873188869,
2022-05-17 11:00:00,-6.210688996947056,
2022-05-17 23:59:59,9.069196050427536,c
2022-05-18 00:00:00,-3.311649004132164,
2022-05-18 03:30:00,7.215849372369121,
2022-05-18 04:00:00,-13.12020013241181,
2022-05-18 06:00:00,-10.647866226795713,
2022-05-18 08:00:00,-34.1183765359998,
2022-05-18 10:30:00,-39.180705555950794,
2022-05-18 11:00:00,-32.88314024960073,
2022-05-18 23:59:59,-40.54944912511348,c
2022-05-19 00:00:00,-55.795433628489604,
2022-05-19 03:30:00,-50.3996069097459,
2022-05-19 04:00:00,-40.30486359889517,
2022-05-19 06:00:00,-37.35299818173348,
2022-05-19 08:00:00,-35.933085785214416,
2022-05-19 10:30:00,-17.72621879710198,
2022-05-19 11:00:00,1.4238315544968145,
2022-05-19 23:59:59,1.5476304284833304,c
2022-05-20 00:00:00,-13.406939704065735,
2022-05-20 03:30:00,-15.33668534660535,
2022-05-20 04:00:00,-7.344465236644282,
2022-05-20 06:00:00,-8.10161590891812,
2022-05-20 08:00:00,10.27412361859922,
2022-05-20 10:30:00,9.740906593053865,
2022-05-20 11:00:00,21.589342748715694,
2022-05-20 23:59:59,16.533129440129414,w
2022-05-23 00:00:00,13.626803033335023,
2022-05-23 03:30:00,19.026059654745268,
2022-05-23 04:00:00,7.3533879152799955,
2022-05-23 06:00:00,14.178551614294406,
2022-05-23 08:00:00,8.420055778721462,
2022-05-23 10:30:00,-3.737809107213252,
2022-05-23 11:00:00,-4.605293698091032,
2022-05-23 23:59:59,1.3527380046414237,c
2022-05-24 00:00:00,-8.908299116485523,
2022-05-24 03:30:00,-18.79224981801849,
2022-05-24 04:00:00,-23.06545259968243,
2022-05-24 06:00:00,-29.556863559764565,
2022-05-24 08:00:00,-21.18458844280599,
2022-05-24 10:30:00,-46.01730654307312,
2022-05-24 11:00:00,-46.655653179296905,
2022-05-24 23:59:59,-37.25114697013157,c
2022-05-25 00:00:00,-50.84811146660752,
2022-05-25 03:30:00,-64.98301388650941,
2022-05-25 04:00:00,-63.20543067102449,
2022-05-25 06:00:00,-46.02872131065976,
2022-05-25 08:00:00,-55.11778249631038,
2022-05-25 10:30:00,-63.372123344863894,
2022-05-25 11:00:00,-51.59722562711784,
2022-05-25 23:59:59,-50.422999938260205,c
2022-05-26 00:00:00,-58.85165156407834,
2022-05-26 03:30:00,-60.41274799050427,
2022-05-26 04:00:00,-57.65360678453351,
2022-05-26 06:00:00,-60.07056376943683,
2022-05-26 08:00:00,-62.00461407522437,
2022-05-26 10:30:00,-64.15604388630163,
2022-05-26 11:00:00,-64.89385901247988,
2022-05-26 23:59:59,-57.11589907764278,c
2022-05-27 00:00:00,-35.50100349976276,
2022-05-27 03:30:00,-28.435279954552357,
2022-05-27 04:00:00,-31.59056908337982,
2022-05-27 06:00:00,-2.948218529586029,
2022-05-27 08:00:00,-0.8832750973663224,
2022-05-27 10:30:00,9.890375532422922,
2022-05-27 11:00:00,7.52616688561659,
2022-05-27 23:59:59,-4.541661856544465,w
2022-05-30 00:00:00,16.140547555799685,
2022-05-30 03:30:00,31.96942335929475,
2022-05-30 04:00:00,32.428288086415705,
2022-05-30 06:00:00,46.16438221876683,
