date,SCHD_2021_Q3,meta
2021-08-20 00:00:00,-118.92571176836896,
2021-08-20 10:00:00,-137.83527737337636,
2021-08-20 10:30:00,-143.06438991054392,
2021-08-20 12:00:00,-139.257648500286,
2021-08-20 13:30:00,-140.63813384674495,
2021-08-20 15:00:00,-129.28923110866776,
2021-08-20 15:30:30,-129.28923110866776,
2021-08-20 23:59:59,-116.12113434703815,w
2021-08-23 00:00:00,-170.90511150858856,
2021-08-23 10:00:00,-195.35787509620718,
2021-08-23 10:30:00,-200.7045224753051,
2021-08-23 12:00:00,-151.25356159800458,
2021-08-23 13:30:00,-160.3523695294807,
2021-08-23 15:00:00,-164.82993366203823,
2021-08-23 15:30:30,-164.82993366203823,
2021-08-23 23:59:59,-160.07311192385168,c
2021-08-24 00:00:00,-145.7646805797874,
2021-08-24 10:00:00,-82.80012661822116,
2021-08-24 10:30:00,-93.23914865818597,
2021-08-24 12:00:00,-92.68351360594693,
2021-08-24 13:30:00,-76.83872041000132,
2021-08-24 15:00:00,-75.52151642392118,
2021-08-24 15:30:30,-75.52151642392118,
2021-08-24 23:59:59,-80.80164954473707,c
2021-08-25 00:00:00,-67.94067238407956,
2021-08-25 10:00:00,-24.257313397030657,
2021-08-25 10:30:00,-46.814041926332266,
2021-08-25 12:00:00,-36.18274591919203,
2021-08-25 13:30:00,-33.71584665046839,
2021-08-25 15:00:00,-26.915403224561487,
2021-08-25 15:30:30,-26.915403224561487,
2021-08-25 23:59:59,-29.663299216390214,c
2021-08-26 00:00:00,-39.985757759324315,
2021-08-26 10:00:00,-46.57720864814951,
2021-08-26 10:30:00,-34.528769824845085,
2021-08-26 12:00:00,-31.288008917296565,
2021-08-26 13:30:00,-29.07214451661548,
2021-08-26 15:00:00,-38.021754084373924,
2021-08-26 15:30:30,-38.021754084373924,
2021-08-26 23:59:59,-33.24078781051958,c
2021-08-27 00:00:00,-28.302894818466484,
2021-08-27 10:00:00,-13.231105327923615,
2021-08-27 10:30:00,-4.105013190531508,
2021-08-27 12:00:00,4.484327030223767,
2021-08-27 13:30:00,-0.3797396467502949,
2021-08-27 15:00:00,1.6230184441610618,
2021-08-27 15:30:30,1.6230184441610618,
2021-08-27 23:59:59,17.553855378894696,w
2021-08-30 00:00:00,28.126667226152904,
2021-08-30 10:00:00,-2.98709440621883,
2021-08-30 10:30:00,-6.1798849856068045,
2021-08-30 12:00:00,-6.935418548276175,
2021-08-30 13:30:00,-2.687844090368344,
2021-08-30 15:00:00,3.456797495486171,
2021-08-30 15:30:30,3.456797495486171,
2021-08-30 23:59:59,-8.541149482962737,c
2021-08-31 00:00:00,-8.288795525462547,
2021-08-31 10:00:00,4.987723703197844,
2021-08-31 10:30:00,14.457387768583203,
2021-08-31 12:00:00,38.38207843383816,
2021-08-31 13:30:00,50.14287716966669,
2021-08-31 15:00:00,38.98639143399578,
2021-08-31 15:30:30,38.98639143399578,m
2021-08-31 23:59:59,36.06313737969981,c
2021-09-01 00:00:00,23.921399989015754,
