date,EU_HTWO_2021_Q4,meta
2021-11-05 06:00:00,-159.74661945423622,
2021-11-05 08:00:00,-113.07704161141783,
2021-11-05 10:30:00,-90.67310626326343,
2021-11-05 11:00:00,-90.35894439923959,
2021-11-05 23:59:59,-106.295731471218,w
2021-11-08 00:00:00,-43.3198475298791,
2021-11-08 03:30:00,-53.57875488029367,
2021-11-08 04:00:00,-75.57410129439086,
2021-11-08 06:00:00,-25.366305797574114,
2021-11-08 08:00:00,-69.58994801637209,
2021-11-08 10:30:00,-93.67700598127385,
2021-11-08 11:00:00,-99.49100268641769,
2021-11-08 23:59:59,-82.19334144922595,c
2021-11-09 00:00:00,-107.78221471368352,
2021-11-09 03:30:00,-184.36158519772562,
2021-11-09 04:00:00,-115.63354083332888,
2021-11-09 06:00:00,-161.9480038841607,
2021-11-09 08:00:00,-117.21342843602451,
2021-11-09 10:30:00,-38.51330445789472,
2021-11-09 11:00:00,-36.888813966100315,
2021-11-09 23:59:59,-39.967264206280106,c
2021-11-10 00:00:00,6.972782441953768,
2021-11-10 03:30:00,0.7823358563750844,
2021-11-10 04:00:00,24.628775041588597,
2021-11-10 06:00:00,12.65389917126231,
2021-11-10 08:00:00,33.01344848551298,
2021-11-10 10:30:00,5.793311399447703,
2021-11-10 11:00:00,25.721392052555984,
2021-11-10 23:59:59,0.0,a
2021-11-11 00:00:00,-84.96005200767922,
2021-11-11 03:30:00,-48.01565898319632,
2021-11-11 04:00:00,-68.37299549602312,
2021-11-11 06:00:00,62.44707279361592,
2021-11-11 08:00:00,29.399488991266935,
2021-11-11 10:30:00,87.90181508691194,
2021-11-11 11:00:00,54.951214382878334,
2021-11-11 23:59:59,32.307854545987084,c
2021-11-12 00:00:00,34.172310432508766,
2021-11-12 03:30:00,97.9276904908752,
2021-11-12 04:00:00,76.42379450477165,
2021-11-12 06:00:00,198.75674021523741,
2021-11-12 08:00:00,170.5720141283955,
2021-11-12 10:30:00,210.8820644447535,
2021-11-12 11:00:00,241.39695496734544,
2021-11-12 23:59:59,268.7691902618328,w
2021-11-15 00:00:00,227.64244477668353,
2021-11-15 03:30:00,236.59935795422984,
2021-11-15 04:00:00,214.78754516925187,
2021-11-15 06:00:00,259.25544517364506,
2021-11-15 08:00:00,300.2928335922775,
2021-11-15 10:30:00,294.25800497391515,
2021-11-15 11:00:00,332.3165285507073,
2021-11-15 23:59:59,325.6012656834466,c
2021-11-16 00:00:00,258.6221447670996,
2021-11-16 03:30:00,383.54390321761935,
2021-11-16 04:00:00,383.8769653704087,
2021-11-16 06:00:00,370.1733862116271,
2021-11-16 08:00:00,331.5901876523915,
2021-11-16 10:30:00,338.7533997713215,
2021-11-16 11:00:00,315.0791024265186,
2021-11-16 23:59:59,305.2638007742946,c
2021-11-17 00:00:00,301.4063900892504,
2021-11-17 03:30:00,346.8006558559696,
2021-11-17 04:00:00,351.12506719057797,
2021-11-17 06:00:00,442.12364083673197,
2021-11-17 08:00:00,466.9178433065854,
2021-11-17 10:30:00,433.5843286474553,
2021-11-17 11:00:00,438.44842516150675,
2021-11-17 23:59:59,449.4770866785793,c
2021-11-18 00:00:00,464.0073866074051,
2021-11-18 03:30:00,431.4975431910759,
2021-11-18 04:00:00,497.85413804075597,
2021-11-18 06:00:00,479.2257582624893,
2021-11-18 08:00:00,442.1495344992554,
2021-11-18 10:30:00,449.6452008738411,
2021-11-18 11:00:00,433.56592592601896,
2021-11-18 23:59:59,439.19769202887505,c
2021-11-19 00:00:00,422.16447510900593,
2021-11-19 03:30:00,449.8858339439828,
2021-11-19 04:00:00,485.04287251023266,
2021-11-19 06:00:00,530.7154020619932,
2021-11-19 08:00:00,577.9917384896128,
2021-11-19 10:30:00,548.6621657166718,
2021-11-19 11:00:00,561.9518164430692,
2021-11-19 23:59:59,579.1528289193386,e
2021-11-22 00:00:00,548.0779246335271,
2021-11-22 03:30:00,505.12381301413916,
2021-11-22 04:00:00,521.6092214843886,
2021-11-22 06:00:00,493.2633919536006,
2021-11-22 08:00:00,493.456591860358,
2021-11-22 10:30:00,513.0212079533314,
2021-11-22 11:00:00,517.5941698344936,
2021-11-22 23:59:59,526.0110842075192,c
2021-11-23 00:00:00,515.3206049678893,
2021-11-23 03:30:00,485.2293610899683,
2021-11-23 04:00:00,485.20308213622593,
2021-11-23 06:00:00,481.6548984650983,
2021-11-23 08:00:00,469.8636228112425,
2021-11-23 10:30:00,451.82637375631157,
2021-11-23 11:00:00,474.0969224405567,
2021-11-23 23:59:59,499.356778288417,c
2021-11-24 00:00:00,452.71118765152573,
2021-11-24 03:30:00,526.8691133214877,
2021-11-24 04:00:00,531.8289369843965,
2021-11-24 06:00:00,580.0860595599668,
2021-11-24 08:00:00,542.430878526563,
2021-11-24 10:30:00,516.7541627486296,
2021-11-24 11:00:00,514.0711276990451,
2021-11-24 23:59:59,505.12331854463855,c
2021-11-25 00:00:00,507.36161495272745,
2021-11-25 03:30:00,499.4686956411856,
2021-11-25 04:00:00,459.82464517403264,
2021-11-25 06:00:00,488.49478100387796,
2021-11-25 08:00:00,518.7085240400229,
2021-11-25 10:30:00,543.0981987200955,
2021-11-25 11:00:00,541.7257152693987,
2021-11-25 23:59:59,559.7007982938203,c
2021-11-26 00:00:00,483.38087849067256,
2021-11-26 03:30:00,560.5802501904352,
2021-11-26 04:00:00,567.901286821068,
2021-11-26 06:00:00,552.844234216858,
2021-11-26 08:00:00,594.7163932384412,
2021-11-26 10:30:00,612.625322940017,
2021-11-26 11:00:00,625.9821534174321,
2021-11-26 23:59:59,635.4809669960948,w
2021-11-29 00:00:00,666.5153686050451,
2021-11-29 03:30:00,653.9628260843263,
2021-11-29 04:00:00,692.951062654314,
2021-11-29 06:00:00,657.5324011358773,
2021-11-29 08:00:00,633.6240547672012,
2021-11-29 10:30:00,598.7252021476506,
2021-11-29 11:00:00,642.3828238725034,
2021-11-29 23:59:59,626.276842396109,c
2021-11-30 00:00:00,833.6601780452588,
2021-11-30 03:30:00,831.8943395689464,
2021-11-30 04:00:00,875.3649403585775,
2021-11-30 06:00:00,926.1438112184653,
2021-11-30 08:00:00,913.0386693770515,
2021-11-30 10:30:00,966.7258996587584,
2021-11-30 11:00:00,997.357834357493,
2021-11-30 23:59:59,972.3735107162333,c
2021-12-01 00:00:00,948.4794175079614,
2021-12-01 03:30:00,953.6931701677383,
2021-12-01 04:00:00,881.6860955827699,
2021-12-01 06:00:00,843.4845405198387,
2021-12-01 08:00:00,762.4503951497752,
2021-12-01 10:30:00,806.4530879428721,
2021-12-01 11:00:00,796.5039154036249,
2021-12-01 23:59:59,813.8584900801065,c
2021-12-02 00:00:00,782.1681839718831,
2021-12-02 03:30:00,749.6195922604647,
2021-12-02 04:00:00,708.7686570163405,
2021-12-02 06:00:00,721.9738102757494,
2021-12-02 08:00:00,702.4799385491456,
2021-12-02 10:30:00,712.0878344149326,
2021-12-02 11:00:00,746.2221011964232,
2021-12-02 23:59:59,771.1583300772038,c
2021-12-03 00:00:00,722.5016147306965,
2021-12-03 03:30:00,777.4533532409491,
2021-12-03 04:00:00,824.4237520458903,
2021-12-03 06:00:00,852.7134554421359,
2021-12-03 08:00:00,813.1083284414294,
2021-12-03 10:30:00,878.3922714398147,
2021-12-03 11:00:00,861.9962440132304,
2021-12-03 23:59:59,899.7003143030863,w
