date,EU_HTWO_2021_Q4,meta
2021-10-27 00:00:00,-32.49627758443785,
2021-10-27 03:30:00,-8.998348586833345,
2021-10-27 04:00:00,-20.09842865731298,
2021-10-27 06:00:00,53.130112374494274,
2021-10-27 08:00:00,101.45913920053272,
2021-10-27 10:30:00,133.0864263962162,
2021-10-27 11:00:00,170.19624659559895,
2021-10-27 23:59:59,166.035184002611,c
2021-10-28 00:00:00,161.48766218003448,
2021-10-28 03:30:00,160.50358631220024,
2021-10-28 04:00:00,137.20486603157906,
2021-10-28 06:00:00,141.38071843940725,
2021-10-28 08:00:00,109.54676011039783,
2021-10-28 10:30:00,130.49658990717035,
2021-10-28 11:00:00,124.52643060277569,
2021-10-28 23:59:59,131.14908692431982,c
2021-10-29 00:00:00,131.14908692431982,
2021-10-29 03:30:00,184.2786022471812,
2021-10-29 04:00:00,199.07014336947555,
2021-10-29 06:00:00,109.80948644531236,
2021-10-29 08:00:00,107.26689144826832,
2021-10-29 10:30:00,112.65634859386728,
2021-10-29 11:00:00,83.51768054427566,
2021-10-29 23:59:59,52.41378570516463,w
2021-11-01 00:00:00,22.769364672982192,
2021-11-01 03:30:00,22.769364672982192,
2021-11-01 04:00:00,22.769364672982192,
2021-11-01 06:00:00,-27.84174818226893,
2021-11-01 08:00:00,-52.77701107069379,
2021-11-01 10:30:00,-37.05193121454522,
2021-11-01 11:00:00,-55.59287421086674,
2021-11-01 23:59:59,-28.427475982935448,c
2021-11-02 00:00:00,-48.351946054086966,
2021-11-02 03:30:00,-48.351946054086966,
2021-11-02 04:00:00,-48.351946054086966,
2021-11-02 06:00:00,-87.67589498483676,
2021-11-02 08:00:00,-37.83479416779028,
2021-11-02 10:30:00,-125.95785032517233,
2021-11-02 11:00:00,-138.25994005038456,
2021-11-02 23:59:59,-121.57510841408612,c
2021-11-03 00:00:00,-146.4737356936921,
2021-11-03 03:30:00,-146.4737356936921,
2021-11-03 04:00:00,-146.4737356936921,
2021-11-03 06:00:00,-120.57093534658816,
2021-11-03 08:00:00,-122.59317060305557,
2021-11-03 10:30:00,-121.78702867216907,
2021-11-03 11:00:00,-126.39139243533464,
2021-11-03 23:59:59,-91.50126886198132,c
2021-11-04 00:00:00,-104.32640913869818,
2021-11-04 03:30:00,-104.32640913869818,
2021-11-04 04:00:00,-104.32640913869818,
2021-11-04 06:00:00,-149.40584919578305,
2021-11-04 08:00:00,-125.85802733118317,
2021-11-04 10:30:00,-113.58311187809613,
2021-11-04 11:00:00,-103.08248985773662,
2021-11-04 23:59:59,-151.75286468036438,c
2021-11-05 00:00:00,-166.90301779750325,
2021-11-05 03:30:00,-166.90301779750325,
2021-11-05 04:00:00,-166.90301779750325,
