date,REMX_2022_Q2,meta
2022-06-22 00:00:00,177.59977549902817,
2022-06-22 10:00:00,148.11882223324187,
2022-06-22 10:30:00,90.44881275083662,
2022-06-22 12:00:00,-29.93645607971382,
2022-06-22 13:30:00,-14.741052164906932,
2022-06-22 15:00:00,-5.976078910845786,
2022-06-22 15:30:30,-5.976078910845786,
2022-06-22 23:59:59,-6.754817909280746,c
2022-06-23 00:00:00,6.764864650070194,
2022-06-23 10:00:00,-122.6216147124523,
2022-06-23 10:30:00,-161.67867121842477,
2022-06-23 12:00:00,-308.18026434710566,
2022-06-23 13:30:00,-309.1415927407103,
2022-06-23 15:00:00,-276.3162064479628,
2022-06-23 15:30:30,-276.3162064479628,
2022-06-23 23:59:59,-343.3897308264271,c
2022-06-24 00:00:00,-275.8536092687198,
2022-06-24 10:00:00,-269.3149495539443,
2022-06-24 10:30:00,-349.0484394646526,
2022-06-24 12:00:00,-414.3269306816194,
2022-06-24 13:30:00,-359.4374000526403,
2022-06-24 15:00:00,-375.68921253230576,
2022-06-24 15:30:30,-375.68921253230576,
2022-06-24 23:59:59,-514.8660004825764,w
2022-06-27 00:00:00,-416.12467686477623,
2022-06-27 10:00:00,-324.84279057881633,
2022-06-27 10:30:00,-373.39276472615666,
2022-06-27 12:00:00,-402.6207392865632,
2022-06-27 13:30:00,-425.3410250858812,
2022-06-27 15:00:00,-406.81081570350045,
2022-06-27 15:30:30,-406.81081570350045,
2022-06-27 23:59:59,-384.16815778024716,c
2022-06-28 00:00:00,-377.1683209792411,
2022-06-28 10:00:00,-434.8781719797068,
2022-06-28 10:30:00,-398.9857076123972,
2022-06-28 12:00:00,-467.1604165850841,
2022-06-28 13:30:00,-484.62331835570853,
2022-06-28 15:00:00,-480.7674787969405,
2022-06-28 15:30:30,-480.7674787969405,
2022-06-28 23:59:59,-486.79674855704707,c
2022-06-29 00:00:00,-500.2764626579531,
2022-06-29 10:00:00,-629.7143333133633,
2022-06-29 10:30:00,-657.3627766413855,
2022-06-29 12:00:00,-665.3516341976274,
2022-06-29 13:30:00,-604.3658341013436,
2022-06-29 15:00:00,-589.8270534781002,
2022-06-29 15:30:30,-589.8270534781002,
2022-06-29 23:59:59,-530.3748519485204,c
2022-06-30 00:00:00,-605.5513463579431,
2022-06-30 10:00:00,-628.4387284725333,
2022-06-30 10:30:00,-675.1305928886071,
2022-06-30 12:00:00,-682.2798740313376,
2022-06-30 13:30:00,-702.1450996069137,
2022-06-30 15:00:00,-666.7827582478687,
2022-06-30 15:30:30,-666.7827582478687,
2022-06-30 23:59:59,-716.0297931862026,c
2022-07-01 00:00:00,-724.8040332634512,
2022-07-01 10:00:00,-690.7080522615327,
2022-07-01 10:30:00,-674.0075970229342,
2022-07-01 12:00:00,-645.6323843593773,
2022-07-01 13:30:00,-662.7817093546101,
2022-07-01 15:00:00,-670.6802599135658,
2022-07-01 15:30:30,-670.6802599135658,
2022-07-01 23:59:59,-715.8907530123795,w
