date,REMX_2022_Q2,meta
2022-05-20 00:00:00,176.1252443924103,
2022-05-20 10:00:00,284.6257494351744,
2022-05-20 10:30:00,241.7973318250464,
2022-05-20 12:00:00,225.82973773382162,
2022-05-20 13:30:00,174.96594243158688,
2022-05-20 15:00:00,197.32389626307338,
2022-05-20 15:30:30,197.32389626307338,
2022-05-20 23:59:59,259.92866092021086,w
2022-05-23 00:00:00,416.3893848101268,
2022-05-23 10:00:00,234.4807682616788,
2022-05-23 10:30:00,278.40100368186745,
2022-05-23 12:00:00,271.54566841317614,
2022-05-23 13:30:00,261.82999126116,
2022-05-23 15:00:00,317.5111129385391,
2022-05-23 15:30:30,317.5111129385391,
2022-05-23 23:59:59,305.9586205674201,c
2022-05-24 00:00:00,234.2573967615839,
2022-05-24 10:00:00,245.211626532423,
2022-05-24 10:30:00,306.42206355140866,
2022-05-24 12:00:00,303.9547842969091,
2022-05-24 13:30:00,224.85700702214308,
2022-05-24 15:00:00,202.82547891894887,
2022-05-24 15:30:30,202.82547891894887,
2022-05-24 23:59:59,198.62190753462482,c
2022-05-25 00:00:00,159.09969337285486,
2022-05-25 10:00:00,190.4566407496044,
2022-05-25 10:30:00,240.6049205796187,
2022-05-25 12:00:00,244.3588382424233,
2022-05-25 13:30:00,299.41938582524335,
2022-05-25 15:00:00,276.4444183721887,
2022-05-25 15:30:30,276.4444183721887,
2022-05-25 23:59:59,291.7337527791757,c
2022-05-26 00:00:00,273.7033838894339,
2022-05-26 10:00:00,432.51555183034736,
2022-05-26 10:30:00,466.2472792438805,
2022-05-26 12:00:00,387.4921302757351,
2022-05-26 13:30:00,412.0859331942627,
2022-05-26 15:00:00,487.8568342401038,
2022-05-26 15:30:30,487.8568342401038,
2022-05-26 23:59:59,489.84104753902943,c
2022-05-27 00:00:00,453.66882514221584,
2022-05-27 10:00:00,463.0833980949161,
2022-05-27 10:30:00,542.3430515313712,
2022-05-27 12:00:00,352.2542334881431,
2022-05-27 13:30:00,413.2262954327016,
2022-05-27 15:00:00,399.6781402795432,
2022-05-27 15:30:30,399.6781402795432,
2022-05-27 23:59:59,358.9856434066628,w
2022-05-30 00:00:00,358.9856434066628,
2022-05-30 10:00:00,358.9856434066628,
2022-05-30 10:30:00,358.9856434066628,
2022-05-30 12:00:00,358.9856434066628,
2022-05-30 13:30:00,358.9856434066628,
2022-05-30 15:00:00,358.9856434066628,
2022-05-30 15:30:30,358.9856434066628,
2022-05-30 23:59:59,358.9856434066628,c
2022-05-31 00:00:00,469.9880173647182,
2022-05-31 10:00:00,453.63823169870705,
2022-05-31 10:30:00,481.3882559131255,
2022-05-31 12:00:00,429.155293234384,
2022-05-31 13:30:00,492.65061570483454,
2022-05-31 15:00:00,450.0762128195357,
2022-05-31 15:30:30,450.0762128195357,s
2022-05-31 23:59:59,442.7853529819762,c
2022-06-01 00:00:00,299.3843735463305,
2022-06-01 10:00:00,215.51538204934252,
2022-06-01 10:30:00,57.01122403437603,
2022-06-01 12:00:00,47.25885471408117,
2022-06-01 13:30:00,2.3483885592190745,
2022-06-01 15:00:00,65.13760967208736,
2022-06-01 15:30:30,65.13760967208736,
2022-06-01 23:59:59,64.82324692304951,c
2022-06-02 00:00:00,54.76430560986205,
2022-06-02 10:00:00,127.56595236595888,
2022-06-02 10:30:00,221.40424907777935,
2022-06-02 12:00:00,269.67654358919435,
2022-06-02 13:30:00,359.4864966461788,
2022-06-02 15:00:00,342.88826786136065,
2022-06-02 15:30:30,342.88826786136065,
2022-06-02 23:59:59,303.43536070987204,c
2022-06-03 00:00:00,231.6736806878862,
2022-06-03 10:00:00,354.99617554258316,
2022-06-03 10:30:00,275.15354550755,
2022-06-03 12:00:00,228.7676734698988,
2022-06-03 13:30:00,197.49015016642943,
2022-06-03 15:00:00,173.1460666841565,
2022-06-03 15:30:30,173.1460666841565,
2022-06-03 23:59:59,202.60736950779085,w
2022-06-06 00:00:00,219.01937971759912,
2022-06-06 10:00:00,83.61656254462196,
2022-06-06 10:30:00,4.812787423105647,
2022-06-06 12:00:00,42.234534717979614,
2022-06-06 13:30:00,35.186411749209924,
2022-06-06 15:00:00,57.378081767401,
2022-06-06 15:30:30,57.378081767401,
2022-06-06 23:59:59,55.82763320186416,c
2022-06-07 00:00:00,107.11361592581022,
2022-06-07 10:00:00,88.66700544193384,
2022-06-07 10:30:00,-6.73744345982027,
2022-06-07 12:00:00,-18.705613855831643,
2022-06-07 13:30:00,-43.260534015936855,
2022-06-07 15:00:00,62.08341325956883,
2022-06-07 15:30:30,62.08341325956883,u
2022-06-07 23:59:59,54.970361901325646,c
2022-06-08 00:00:00,37.90210399069281,
2022-06-08 10:00:00,-54.68069383141466,
2022-06-08 10:30:00,-21.413993605321366,
2022-06-08 12:00:00,64.12060337698813,
2022-06-08 13:30:00,-17.567279956744983,
2022-06-08 15:00:00,18.41484968158261,
2022-06-08 15:30:30,18.41484968158261,
2022-06-08 23:59:59,14.764989916294894,c
2022-06-09 00:00:00,-97.67827318987446,
2022-06-09 10:00:00,-57.064265735943934,
2022-06-09 10:30:00,-5.023969320719857,
2022-06-09 12:00:00,-31.226284168292977,
2022-06-09 13:30:00,6.575073721733929,
2022-06-09 15:00:00,-96.89746525108893,
2022-06-09 15:30:30,-96.89746525108893,
2022-06-09 23:59:59,-165.44454929209093,c
2022-06-10 00:00:00,-190.46415357141802,
2022-06-10 10:00:00,-135.78982020805978,
2022-06-10 10:30:00,-123.6460703520521,
2022-06-10 12:00:00,-133.54160561363528,
2022-06-10 13:30:00,-56.52885690168745,
2022-06-10 15:00:00,-5.053637253677607,
2022-06-10 15:30:30,-5.053637253677607,
2022-06-10 23:59:59,0.0,a
2022-06-13 00:00:00,40.93754651415509,
2022-06-13 10:00:00,46.47751090121801,
2022-06-13 10:30:00,100.39557270638238,
2022-06-13 12:00:00,48.67117890425027,
2022-06-13 13:30:00,-44.44177801916766,
2022-06-13 15:00:00,-69.90949118175587,
2022-06-13 15:30:30,-69.90949118175587,
2022-06-13 23:59:59,-58.573735143400256,c
2022-06-14 00:00:00,-10.729423915606048,
2022-06-14 10:00:00,-150.24326692259388,
2022-06-14 10:30:00,-299.8454735710444,
2022-06-14 12:00:00,-123.21018504505952,
2022-06-14 13:30:00,-105.04979178608193,
2022-06-14 15:00:00,-111.3565106811032,
2022-06-14 15:30:30,-111.3565106811032,
2022-06-14 23:59:59,-91.03542277881411,c
2022-06-15 00:00:00,-98.39881834991735,
2022-06-15 10:00:00,181.04086265014814,
2022-06-15 10:30:00,156.6896452522643,
2022-06-15 12:00:00,204.0063789310451,
2022-06-15 13:30:00,169.94865071060224,
2022-06-15 15:00:00,231.99916109990886,
2022-06-15 15:30:30,231.99916109990886,
2022-06-15 23:59:59,288.20805462744033,c
2022-06-16 00:00:00,238.10044097027003,
2022-06-16 10:00:00,502.6333869164114,
2022-06-16 10:30:00,614.6558226864918,
2022-06-16 12:00:00,689.693888709683,
2022-06-16 13:30:00,693.8506253252167,
2022-06-16 15:00:00,513.3062028393874,
2022-06-16 15:30:30,513.3062028393874,
2022-06-16 23:59:59,506.53747138708445,c
2022-06-17 00:00:00,610.2778491554307,
2022-06-17 10:00:00,603.6121249361368,
2022-06-17 10:30:00,453.2269465704478,
2022-06-17 12:00:00,455.5504877786202,
2022-06-17 13:30:00,443.7851324679782,
2022-06-17 15:00:00,325.8895648713143,
2022-06-17 15:30:30,325.8895648713143,
2022-06-17 23:59:59,202.18347559592473,e
2022-06-20 00:00:00,202.18347559592473,
2022-06-20 10:00:00,202.18347559592473,
2022-06-20 10:30:00,202.18347559592473,
2022-06-20 12:00:00,202.18347559592473,
2022-06-20 13:30:00,202.18347559592473,
2022-06-20 15:00:00,202.18347559592473,
2022-06-20 15:30:30,202.18347559592473,
2022-06-20 23:59:59,202.18347559592473,c
2022-06-21 00:00:00,178.44930233719867,
2022-06-21 10:00:00,364.33498835540115,
2022-06-21 10:30:00,392.10656567021545,
2022-06-21 12:00:00,339.449102517699,
2022-06-21 13:30:00,356.1523613592194,
2022-06-21 15:00:00,225.81828390736325,
2022-06-21 15:30:30,225.81828390736325,
2022-06-21 23:59:59,195.2164392230493,c
