date,EU_HEAL_2022_Q2,meta
2022-06-07 03:30:00,117.39592708732516,
2022-06-07 04:00:00,143.35167147749735,
2022-06-07 06:00:00,148.56386996973833,
2022-06-07 08:00:00,161.82005967824762,
2022-06-07 10:30:00,154.13292638416897,
2022-06-07 11:00:00,137.93932776882684,
2022-06-07 23:59:59,117.02404418399465,c
2022-06-08 00:00:00,119.48258729638474,
2022-06-08 03:30:00,99.94223206944389,
2022-06-08 04:00:00,82.47946093630071,
2022-06-08 06:00:00,80.69855290070882,
2022-06-08 08:00:00,100.19132661734102,
2022-06-08 10:30:00,40.46521692115948,
2022-06-08 11:00:00,53.83944109199183,
2022-06-08 23:59:59,103.52910567316212,c
2022-06-09 00:00:00,135.74263465565218,
2022-06-09 03:30:00,127.69754428117903,
2022-06-09 04:00:00,102.37818761051949,
2022-06-09 06:00:00,123.25622175574654,
2022-06-09 08:00:00,92.43216904085557,
2022-06-09 10:30:00,209.09501854093742,
2022-06-09 11:00:00,216.63378151242478,
2022-06-09 23:59:59,211.2424939204343,c
2022-06-10 00:00:00,214.1372707391738,
2022-06-10 03:30:00,222.35559857194085,
2022-06-10 04:00:00,186.3230878214208,
2022-06-10 06:00:00,152.1085502044798,
2022-06-10 08:00:00,186.31449206389107,
2022-06-10 10:30:00,103.06341404356772,
2022-06-10 11:00:00,80.18977830588938,
2022-06-10 23:59:59,66.93510364950362,w
2022-06-13 00:00:00,86.50867810501632,
2022-06-13 03:30:00,75.93009569710512,
2022-06-13 04:00:00,75.93156339644338,
2022-06-13 06:00:00,82.96418469116907,
2022-06-13 08:00:00,89.60868915767833,
2022-06-13 10:30:00,91.90045947554063,
2022-06-13 11:00:00,94.65869188955139,
2022-06-13 23:59:59,85.104986924689,c
2022-06-14 00:00:00,82.4860010442394,
2022-06-14 03:30:00,70.38798584385358,
2022-06-14 04:00:00,88.99690863604746,
2022-06-14 06:00:00,120.29755219605522,
2022-06-14 08:00:00,132.44077069816876,
2022-06-14 10:30:00,151.22757691515017,
2022-06-14 11:00:00,147.88505070855672,
2022-06-14 23:59:59,179.00087215950498,c
2022-06-15 00:00:00,165.32708658125284,
2022-06-15 03:30:00,175.00969411352025,
2022-06-15 04:00:00,171.39210109755595,
2022-06-15 06:00:00,156.9581659215205,
2022-06-15 08:00:00,174.5721087502634,
2022-06-15 10:30:00,166.16820838691683,
2022-06-15 11:00:00,177.63857535443185,
2022-06-15 23:59:59,165.41531503473016,c
2022-06-16 00:00:00,173.24465565732316,
2022-06-16 03:30:00,224.2435497468059,
2022-06-16 04:00:00,241.92859224207768,
2022-06-16 06:00:00,212.9713883030995,
2022-06-16 08:00:00,220.39856322030846,
2022-06-16 10:30:00,214.18634639268885,
2022-06-16 11:00:00,194.1037575902028,
2022-06-16 23:59:59,187.10324334583038,c
2022-06-17 00:00:00,192.02330186933614,
2022-06-17 03:30:00,156.9466347242551,
2022-06-17 04:00:00,131.5749001885697,
2022-06-17 06:00:00,154.64196996407463,
2022-06-17 08:00:00,209.59360110179205,
2022-06-17 10:30:00,193.2664434312701,
2022-06-17 11:00:00,201.22962234516854,
2022-06-17 23:59:59,202.88219896227974,e
2022-06-20 00:00:00,192.88630269228452,
2022-06-20 03:30:00,174.9833651125291,
2022-06-20 04:00:00,180.93886375065813,
2022-06-20 06:00:00,212.94265907120825,
2022-06-20 08:00:00,197.46282148168393,
2022-06-20 10:30:00,168.251150911703,
2022-06-20 11:00:00,151.73649890224306,
2022-06-20 23:59:59,162.95869845699144,c
2022-06-21 00:00:00,125.63877552645181,
2022-06-21 03:30:00,196.94875088758772,
2022-06-21 04:00:00,181.3423468119213,
2022-06-21 06:00:00,162.69942041678678,
2022-06-21 08:00:00,194.2503643799664,
2022-06-21 10:30:00,197.98291800993184,
2022-06-21 11:00:00,200.86233686784317,
2022-06-21 23:59:59,220.57160577275772,c
2022-06-22 00:00:00,215.16065583627824,
2022-06-22 03:30:00,178.86408979771932,
2022-06-22 04:00:00,154.85277426454468,
2022-06-22 06:00:00,242.8604396348028,
2022-06-22 08:00:00,237.62355428889214,
2022-06-22 10:30:00,161.46536524425846,
2022-06-22 11:00:00,142.65750406230745,
2022-06-22 23:59:59,168.5023094946214,c
2022-06-23 00:00:00,197.10832015851065,
2022-06-23 03:30:00,208.76556133233998,
2022-06-23 04:00:00,217.13341107321685,
2022-06-23 06:00:00,206.64131303798104,
2022-06-23 08:00:00,165.29044571379472,
2022-06-23 10:30:00,116.22691598885376,
2022-06-23 11:00:00,94.06314697536254,
2022-06-23 23:59:59,90.67749877599863,c
2022-06-24 00:00:00,121.48869839605459,
2022-06-24 03:30:00,84.17204983116108,
2022-06-24 04:00:00,87.30533141766273,
2022-06-24 06:00:00,68.39710385783246,
2022-06-24 08:00:00,75.1214698289441,
2022-06-24 10:30:00,79.26589030500509,
2022-06-24 11:00:00,91.67298264358942,
2022-06-24 23:59:59,74.05427549090246,w
2022-06-27 00:00:00,33.21937847242316,
2022-06-27 03:30:00,-15.42869773340135,
2022-06-27 04:00:00,-11.894681945802859,
2022-06-27 06:00:00,-65.14051431237704,
2022-06-27 08:00:00,-84.80882145046826,
2022-06-27 10:30:00,-81.13979395045271,
2022-06-27 11:00:00,-72.64983274046654,
2022-06-27 23:59:59,-68.54527386176505,c
2022-06-28 00:00:00,-54.42779277169575,
2022-06-28 03:30:00,-73.54946224073001,
2022-06-28 04:00:00,-87.3632525704079,
2022-06-28 06:00:00,-108.63195720054227,
2022-06-28 08:00:00,-96.41422911188238,
2022-06-28 10:30:00,-90.15337797084794,
2022-06-28 11:00:00,-80.7641420827049,
2022-06-28 23:59:59,-100.11539037015064,c
2022-06-29 00:00:00,-51.38059060143678,
2022-06-29 03:30:00,-60.09973934869731,
2022-06-29 04:00:00,-95.3206847254005,
2022-06-29 06:00:00,-64.30627159432879,
2022-06-29 08:00:00,-52.992723210583335,
2022-06-29 10:30:00,-97.59003758520566,
2022-06-29 11:00:00,-103.14567422644086,
2022-06-29 23:59:59,-106.84015506859214,c
2022-06-30 00:00:00,-79.62299404203577,
2022-06-30 03:30:00,-126.80699875377331,
2022-06-30 04:00:00,-82.61966181509752,
2022-06-30 06:00:00,-111.88626578329695,
2022-06-30 08:00:00,-103.95779311151364,
2022-06-30 10:30:00,-105.90104916169048,
2022-06-30 11:00:00,-137.22763025602535,
2022-06-30 23:59:59,-141.61380139094535,c
2022-07-01 00:00:00,-129.983650666029,
2022-07-01 03:30:00,-171.35972944352125,
2022-07-01 04:00:00,-173.24169788096196,
2022-07-01 06:00:00,-205.95288094672787,
2022-07-01 08:00:00,-176.64121509696088,
2022-07-01 10:30:00,-166.85670352181887,
2022-07-01 11:00:00,-174.93134209670825,
2022-07-01 23:59:59,-196.00408441162472,w
