date,EU_HEAL_2022_Q2,meta
2022-05-20 00:00:00,2.559654098181454,
2022-05-20 03:30:00,111.94892682774525,
2022-05-20 04:00:00,137.66392911616185,
2022-05-20 06:00:00,94.78451023098614,
2022-05-20 08:00:00,66.8902130047004,
2022-05-20 10:30:00,176.67354184144233,
2022-05-20 11:00:00,186.888260473404,
2022-05-20 23:59:59,170.69516475895807,w
2022-05-23 00:00:00,220.31639854007472,
2022-05-23 03:30:00,233.86819510002215,
2022-05-23 04:00:00,200.97467910108298,
2022-05-23 06:00:00,195.97479770052814,
2022-05-23 08:00:00,136.8600777904917,
2022-05-23 10:30:00,223.0384281040001,
2022-05-23 11:00:00,225.89090893382263,
2022-05-23 23:59:59,236.23777941508115,c
2022-05-24 00:00:00,211.93557128320663,
2022-05-24 03:30:00,125.98392266375504,
2022-05-24 04:00:00,98.3498874867928,
2022-05-24 06:00:00,81.15005046009219,
2022-05-24 08:00:00,20.526683607483847,
2022-05-24 10:30:00,-44.78105519740075,
2022-05-24 11:00:00,0.6998829461617788,
2022-05-24 23:59:59,18.343631394127442,c
2022-05-25 00:00:00,18.402365972808184,
2022-05-25 03:30:00,47.49992384410098,
2022-05-25 04:00:00,43.62875615418716,
2022-05-25 06:00:00,111.76052797857892,
2022-05-25 08:00:00,107.80541554988076,
2022-05-25 10:30:00,125.62587437508273,
2022-05-25 11:00:00,138.5325752223671,
2022-05-25 23:59:59,126.40937623854825,c
2022-05-26 00:00:00,141.23037922588583,
2022-05-26 03:30:00,132.72326671912924,
2022-05-26 04:00:00,136.702184940631,
2022-05-26 06:00:00,145.05876681573636,
2022-05-26 08:00:00,149.40404689925526,
2022-05-26 10:30:00,106.80431411384234,
2022-05-26 11:00:00,122.95726062980702,
2022-05-26 23:59:59,129.47758648364697,c
2022-05-27 00:00:00,120.39200742302728,
2022-05-27 03:30:00,71.68667306886846,
2022-05-27 04:00:00,89.59712003114555,
2022-05-27 06:00:00,50.34853714445126,
2022-05-27 08:00:00,62.331066812450445,
2022-05-27 10:30:00,27.40184429594592,
2022-05-27 11:00:00,69.65682625026193,
2022-05-27 23:59:59,83.44744718104448,w
2022-05-30 00:00:00,130.4451314845328,
2022-05-30 03:30:00,35.86940279451437,
2022-05-30 04:00:00,120.69433268273042,
2022-05-30 06:00:00,76.17234753477487,
2022-05-30 08:00:00,84.67100553796945,
2022-05-30 10:30:00,111.89971932421395,
2022-05-30 11:00:00,116.0586194730945,
2022-05-30 23:59:59,117.44471861651618,c
2022-05-31 00:00:00,181.49191073291286,
2022-05-31 03:30:00,101.64572020023297,
2022-05-31 04:00:00,56.54396681544358,
2022-05-31 06:00:00,-9.172376309571519,
2022-05-31 08:00:00,-68.96118243637511,
2022-05-31 10:30:00,-32.70655652416872,
2022-05-31 11:00:00,-42.637237802364325,
2022-05-31 23:59:59,-27.694816679803807,c
2022-06-01 00:00:00,-3.654909244945884,
2022-06-01 03:30:00,-56.80811530877918,
2022-06-01 04:00:00,-63.55205803430454,
2022-06-01 06:00:00,-29.030885338016105,
2022-06-01 08:00:00,-29.43311883916749,
2022-06-01 10:30:00,-34.46809304969156,
2022-06-01 11:00:00,-44.850968666207336,
2022-06-01 23:59:59,-47.999599918529384,c
2022-06-02 00:00:00,-65.2805846982501,
2022-06-02 03:30:00,-77.73205191382613,
2022-06-02 04:00:00,-76.12719697485909,
2022-06-02 06:00:00,-41.45295236359652,
2022-06-02 08:00:00,-23.09989282516517,
2022-06-02 10:30:00,-41.78569616687082,
2022-06-02 11:00:00,-48.70347218159395,
2022-06-02 23:59:59,-47.188216894661764,c
2022-06-03 00:00:00,-76.89354838540248,
2022-06-03 03:30:00,-70.22088565746753,
2022-06-03 04:00:00,-77.53517332234196,
2022-06-03 06:00:00,-63.73855699019623,
2022-06-03 08:00:00,-20.127346395033328,
2022-06-03 10:30:00,-19.14938089182033,
2022-06-03 11:00:00,0.31899900057896957,
2022-06-03 23:59:59,0.0,a
2022-06-06 00:00:00,12.630240047545158,
2022-06-06 03:30:00,39.595937428754496,
2022-06-06 04:00:00,34.88244854704135,
2022-06-06 06:00:00,43.84328451769534,
2022-06-06 08:00:00,58.54568474149028,
2022-06-06 10:30:00,67.20926324804759,
2022-06-06 11:00:00,58.902848900114805,
2022-06-06 23:59:59,66.08857674265391,c
2022-06-07 00:00:00,122.81667241973764,
