date,AS_MSCI_MOM_2022_Q2,meta
2022-04-14 00:00:00,-43.76585413993769,
2022-04-14 01:00:00,-38.790726639664854,
2022-04-14 02:30:00,-36.88492022703349,
2022-04-14 03:00:00,-37.125371163850446,
2022-04-14 18:30:00,-37.125371163850446,
2022-04-14 20:00:00,-37.125371163850446,
2022-04-14 23:00:00,-37.125371163850446,
2022-04-14 23:59:59,-35.64262571930544,c
2022-04-15 00:00:00,-24.593435742745783,
2022-04-15 01:00:00,-22.590372595346707,
2022-04-15 02:30:00,-22.590372595346707,
2022-04-15 03:00:00,-22.590372595346707,
2022-04-15 18:30:00,-22.590372595346707,
2022-04-15 20:00:00,-22.590372595346707,
2022-04-15 23:00:00,-22.590372595346707,
2022-04-15 23:59:59,-19.859196938708465,w
2022-04-18 00:00:00,-2.206687679320453,
2022-04-18 01:00:00,-2.7539526789277033,
2022-04-18 02:30:00,-1.4629672741995137,
2022-04-18 03:00:00,-1.3033686541962197,
2022-04-18 18:30:00,-2.3191341480876417,
2022-04-18 20:00:00,-2.165072771468658,
2022-04-18 23:00:00,-7.208261067855574,
2022-04-18 23:59:59,-12.7856241037274,c
2022-04-19 00:00:00,-9.761120791716849,
2022-04-19 01:00:00,-13.207766516608785,
2022-04-19 02:30:00,-13.67477820866884,
2022-04-19 03:00:00,-13.903594527237601,
2022-04-19 18:30:00,-15.03457987387526,
2022-04-19 20:00:00,-14.947064393618803,
2022-04-19 23:00:00,4.021792254301886,
2022-04-19 23:59:59,24.253308782770546,c
2022-04-20 00:00:00,18.55952836990184,
2022-04-20 01:00:00,21.08099331079063,
2022-04-20 02:30:00,23.29441939494575,
2022-04-20 03:00:00,23.374854135805094,
2022-04-20 18:30:00,23.090710903353397,
2022-04-20 20:00:00,22.96403242638064,
2022-04-20 23:00:00,3.4798607927388048,
2022-04-20 23:59:59,-1.2674728115844118,c
2022-04-21 00:00:00,-14.295896816310119,
2022-04-21 01:00:00,-21.435790776188014,
2022-04-21 02:30:00,-22.332258262708706,
2022-04-21 03:00:00,-21.88553346257015,
2022-04-21 18:30:00,-22.04806217033581,
2022-04-21 20:00:00,-22.081040453763535,
2022-04-21 23:00:00,6.529450601773192,
2022-04-21 23:59:59,20.769389806983213,c
2022-04-22 00:00:00,13.431255493750655,
2022-04-22 01:00:00,11.457223754671759,
2022-04-22 02:30:00,8.945985621356954,
2022-04-22 03:00:00,9.69933347913468,
2022-04-22 18:30:00,9.69933347913468,
2022-04-22 20:00:00,9.69933347913468,
2022-04-22 23:00:00,9.69933347913468,
2022-04-22 23:59:59,4.667758352131614,w
2022-04-25 00:00:00,14.26690543365794,
2022-04-25 01:00:00,13.495138936581952,
2022-04-25 02:30:00,19.331626556499486,
2022-04-25 03:00:00,19.117960956755496,
2022-04-25 18:30:00,19.85807958796704,
2022-04-25 20:00:00,19.933766900987507,
2022-04-25 23:00:00,0.8433651276895944,
2022-04-25 23:59:59,1.789250360978599,c
2022-04-26 00:00:00,-23.47359658379264,
2022-04-26 01:00:00,-18.66421021473991,
2022-04-26 02:30:00,-23.632333036083082,
2022-04-26 03:00:00,-23.829971501386126,
2022-04-26 18:30:00,-24.27974490012491,
2022-04-26 20:00:00,-24.04645849572239,
2022-04-26 23:00:00,14.007387213942934,
2022-04-26 23:59:59,-8.66909285641907,c
2022-04-27 00:00:00,9.377461650916757,
2022-04-27 01:00:00,4.908823214405629,
2022-04-27 02:30:00,7.681972258925043,
2022-04-27 03:00:00,7.651850494515202,
2022-04-27 18:30:00,8.031334002930862,
2022-04-27 20:00:00,8.191475538456643,
2022-04-27 23:00:00,28.874629389476468,
2022-04-27 23:59:59,26.411074447594387,c
