date,CIBR_2022_Q2,meta
2022-05-20 00:00:00,435.05326036788864,
2022-05-20 10:00:00,481.71904615015325,
2022-05-20 10:30:00,434.929469822686,
2022-05-20 12:00:00,322.86453589890226,
2022-05-20 13:30:00,213.62569896225688,
2022-05-20 15:00:00,237.95822323873261,
2022-05-20 15:30:30,237.95822323873261,
2022-05-20 23:59:59,298.0739359952444,w
2022-05-23 00:00:00,182.44660639800173,
2022-05-23 10:00:00,177.25328216703542,
2022-05-23 10:30:00,158.5816876371768,
2022-05-23 12:00:00,193.14595505900593,
2022-05-23 13:30:00,201.68097865271875,
2022-05-23 15:00:00,196.2718203877924,
2022-05-23 15:30:30,196.2718203877924,
2022-05-23 23:59:59,187.2538398612253,c
2022-05-24 00:00:00,129.41627962590204,
2022-05-24 10:00:00,-64.01686507856958,
2022-05-24 10:30:00,-37.63863555449775,
2022-05-24 12:00:00,-5.666332051336582,
2022-05-24 13:30:00,-76.70531721650532,
2022-05-24 15:00:00,-130.7501625427925,
2022-05-24 15:30:30,-130.7501625427925,
2022-05-24 23:59:59,-109.31717808285354,c
2022-05-25 00:00:00,-104.87949338178534,
2022-05-25 10:00:00,-72.27969379878529,
2022-05-25 10:30:00,-28.11010220962551,
2022-05-25 12:00:00,-95.49574534441003,
2022-05-25 13:30:00,-67.28445538464713,
2022-05-25 15:00:00,-36.162481092561464,
2022-05-25 15:30:30,-36.162481092561464,
2022-05-25 23:59:59,-35.96646366858694,c
2022-05-26 00:00:00,-110.33337843981873,
2022-05-26 10:00:00,-19.193610539272115,
2022-05-26 10:30:00,-4.431142917307255,
2022-05-26 12:00:00,60.035628011782535,
2022-05-26 13:30:00,88.78914234056526,
2022-05-26 15:00:00,84.00150053432569,
2022-05-26 15:30:30,84.00150053432569,
2022-05-26 23:59:59,86.98766104558561,c
2022-05-27 00:00:00,217.47002448333086,
2022-05-27 10:00:00,240.64464298645072,
2022-05-27 10:30:00,264.17985337893685,
2022-05-27 12:00:00,247.53161558702044,
2022-05-27 13:30:00,272.93277924019446,
2022-05-27 15:00:00,300.1169950450071,
2022-05-27 15:30:30,300.1169950450071,
2022-05-27 23:59:59,302.32682528613054,w
2022-05-30 00:00:00,302.32682528613054,
2022-05-30 10:00:00,302.32682528613054,
2022-05-30 10:30:00,302.32682528613054,
2022-05-30 12:00:00,302.32682528613054,
2022-05-30 13:30:00,302.32682528613054,
2022-05-30 15:00:00,302.32682528613054,
2022-05-30 15:30:30,302.32682528613054,
2022-05-30 23:59:59,302.32682528613054,c
2022-05-31 00:00:00,326.0936023245671,
