date,AS_FTSE_DM_STAY_2022_Q4,meta
2022-10-07 00:00:00,147.01750450309203,
2022-10-07 01:00:00,145.80715538789696,
2022-10-07 02:30:00,154.94004281819656,
2022-10-07 03:00:00,155.52389634083926,
2022-10-07 18:30:00,155.52389634083926,
2022-10-07 20:00:00,155.52389634083926,
2022-10-07 23:00:00,155.52389634083926,
2022-10-07 23:59:59,154.1030182645169,w
2022-10-10 00:00:00,155.7022279358392,
2022-10-10 01:00:00,155.20454059661725,
2022-10-10 02:30:00,155.4420691209687,
2022-10-10 03:00:00,154.9041815376129,
2022-10-10 18:30:00,155.60680922962584,
2022-10-10 20:00:00,158.04500669007143,
2022-10-10 23:00:00,126.36045064300009,
2022-10-10 23:59:59,119.1142858888388,c
2022-10-11 00:00:00,121.72471151644143,
2022-10-11 01:00:00,119.75504015609168,
2022-10-11 02:30:00,124.5098636990187,
2022-10-11 03:00:00,124.39397568656248,
2022-10-11 18:30:00,124.9148323404123,
2022-10-11 20:00:00,119.30388944548889,
2022-10-11 23:00:00,103.34548925196579,
2022-10-11 23:59:59,104.33023623366952,c
2022-10-12 00:00:00,110.30085415703368,
2022-10-12 01:00:00,109.50479071095141,
2022-10-12 02:30:00,117.70290169656928,
2022-10-12 03:00:00,116.68509680552515,
2022-10-12 18:30:00,116.71582358233006,
2022-10-12 20:00:00,111.80561979084459,
2022-10-12 23:00:00,102.12507065609341,
2022-10-12 23:59:59,100.35932155225855,c
2022-10-13 00:00:00,98.3564819593793,
2022-10-13 01:00:00,98.35279206331968,
2022-10-13 02:30:00,102.62838872579243,
2022-10-13 03:00:00,102.3567971625878,
2022-10-13 18:30:00,102.44026879033773,
2022-10-13 20:00:00,104.53116576088267,
2022-10-13 23:00:00,80.45767858267007,
2022-10-13 23:59:59,85.73463727884551,c
2022-10-14 00:00:00,84.10352886883115,
2022-10-14 01:00:00,89.3024876594029,
2022-10-14 02:30:00,93.76064134510636,
2022-10-14 03:00:00,93.93332768976555,
2022-10-14 18:30:00,93.93332768976555,
2022-10-14 20:00:00,93.93332768976555,
2022-10-14 23:00:00,93.93332768976555,
2022-10-14 23:59:59,93.96801327334649,w
2022-10-17 00:00:00,89.48504708864712,
2022-10-17 01:00:00,87.95852348544668,
2022-10-17 02:30:00,82.70036057500995,
2022-10-17 03:00:00,82.20485046620905,
2022-10-17 18:30:00,81.92957979053689,
2022-10-17 20:00:00,85.7566131234792,
2022-10-17 23:00:00,97.2409198273229,
2022-10-17 23:59:59,100.44484122601858,c
2022-10-18 00:00:00,100.65101588669731,
2022-10-18 01:00:00,97.26015059008103,
2022-10-18 02:30:00,95.53356168222835,
2022-10-18 03:00:00,95.43199550351346,
2022-10-18 18:30:00,95.57279133714684,
2022-10-18 20:00:00,93.7485822357648,
2022-10-18 23:00:00,64.81278835410606,
2022-10-18 23:59:59,58.37973097559578,c
2022-10-19 00:00:00,60.488778943857085,
2022-10-19 01:00:00,64.10241147351925,
2022-10-19 02:30:00,64.74371739652462,
2022-10-19 03:00:00,65.14978288447352,
2022-10-19 18:30:00,64.25780259949315,
2022-10-19 20:00:00,59.12508901749412,
2022-10-19 23:00:00,51.96100265978413,
2022-10-19 23:59:59,52.33427935979856,c
2022-10-20 00:00:00,46.26336020942381,
2022-10-20 01:00:00,39.916820132414955,
2022-10-20 02:30:00,43.102780810969705,
2022-10-20 03:00:00,42.87464043012865,
2022-10-20 18:30:00,40.85648029194165,
2022-10-20 20:00:00,39.24326795425124,
2022-10-20 23:00:00,21.848214353026336,
2022-10-20 23:59:59,15.530045878107416,c
2022-10-21 00:00:00,19.272016065926678,
2022-10-21 01:00:00,17.81333077514077,
2022-10-21 02:30:00,20.773118275383965,
2022-10-21 03:00:00,20.36506817210403,
2022-10-21 18:30:00,20.36506817210403,
2022-10-21 20:00:00,20.36506817210403,
2022-10-21 23:00:00,20.36506817210403,
2022-10-21 23:59:59,20.14648600573895,w
2022-10-24 00:00:00,34.22349748482938,
2022-10-24 01:00:00,37.126235047514214,
2022-10-24 02:30:00,38.26621670962059,
2022-10-24 03:00:00,38.28617522055171,
2022-10-24 18:30:00,37.398952843892545,
2022-10-24 20:00:00,42.152142109630276,
2022-10-24 23:00:00,-9.777600804027998,
2022-10-24 23:59:59,-15.11647675101571,c
2022-10-25 00:00:00,-7.432590950643942,
2022-10-25 01:00:00,-9.871819055682835,
2022-10-25 02:30:00,-12.586629437877576,
2022-10-25 03:00:00,-12.658246775511401,
2022-10-25 18:30:00,-11.62681123694341,
2022-10-25 20:00:00,-13.126493553138744,
2022-10-25 23:00:00,-2.976304105383349,
2022-10-25 23:59:59,3.992135887391356,c
2022-10-26 00:00:00,13.08215912692313,
2022-10-26 01:00:00,16.325565269389244,
2022-10-26 02:30:00,13.348254065492341,
2022-10-26 03:00:00,12.42537831951637,
2022-10-26 18:30:00,10.98353973013792,
2022-10-26 20:00:00,29.29094112875545,
2022-10-26 23:00:00,12.48397772701881,
2022-10-26 23:59:59,12.252530835071255,c
2022-10-27 00:00:00,17.639688013139946,
2022-10-27 01:00:00,21.558364042999656,
2022-10-27 02:30:00,27.451646417377006,
2022-10-27 03:00:00,27.145124119752808,
2022-10-27 18:30:00,27.850542133342046,
2022-10-27 20:00:00,30.001642783855758,
2022-10-27 23:00:00,38.863827317565466,
2022-10-27 23:59:59,41.42773753153983,c
2022-10-28 00:00:00,36.810428489513754,
