date,JPDIV_2015,meta
2015-03-17 00:00:00,-8.362866137197614,
2015-03-17 10:00:00,-9.483650809786916,
2015-03-17 10:30:00,-15.071938844430447,
2015-03-17 12:00:00,-5.052863943110108,
2015-03-17 13:30:00,-7.921010376752615,
2015-03-17 15:00:00,-11.60682545214057,
2015-03-17 15:30:30,-11.60682545214057,
2015-03-17 23:59:59,-2.9025412524884935,c
2015-03-18 00:00:00,28.799688548855183,
2015-03-18 10:00:00,42.92975947334051,
2015-03-18 10:30:00,40.837000382508634,
2015-03-18 12:00:00,41.669498930858374,
2015-03-18 13:30:00,40.92303526096523,
2015-03-18 15:00:00,7.102608530724645,
2015-03-18 15:30:30,7.102608530724645,
2015-03-18 23:59:59,14.62418778699398,c
2015-03-19 00:00:00,-19.20837270565927,
2015-03-19 10:00:00,-28.153802981968525,
2015-03-19 10:30:00,-21.37868739559233,
2015-03-19 12:00:00,-13.75108126155436,
2015-03-19 13:30:00,-17.170143774012924,
2015-03-19 15:00:00,-10.461071066778302,
2015-03-19 15:30:30,-10.461071066778302,
2015-03-19 23:59:59,-20.08692213384032,c
2015-03-20 00:00:00,0.36264271276414395,
2015-03-20 10:00:00,5.679147259194851,
2015-03-20 10:30:00,8.70071881739676,
2015-03-20 12:00:00,7.892215008158088,
2015-03-20 13:30:00,-1.2543649057108166,
2015-03-20 15:00:00,2.2915365956568716,
2015-03-20 15:30:30,2.2915365956568716,
2015-03-20 23:59:59,15.331126625364423,w
2015-03-23 00:00:00,39.031451677725315,
2015-03-23 10:00:00,35.02885039283276,
2015-03-23 10:30:00,27.889660271435382,
2015-03-23 12:00:00,27.29021727981925,
2015-03-23 13:30:00,26.448561431542633,
2015-03-23 15:00:00,27.774642993134858,
2015-03-23 15:30:30,27.774642993134858,
2015-03-23 23:59:59,49.20439165737748,c
2015-03-24 00:00:00,52.83758450725436,
2015-03-24 10:00:00,49.688817370694274,
2015-03-24 10:30:00,48.71996594406069,
2015-03-24 12:00:00,43.21963672401369,
2015-03-24 13:30:00,63.74020763189673,
2015-03-24 15:00:00,62.11135999948025,
2015-03-24 15:30:30,62.11135999948025,
2015-03-24 23:59:59,65.81423978856326,c
2015-03-25 00:00:00,75.72061031144857,
2015-03-25 10:00:00,83.93457600707173,
2015-03-25 10:30:00,78.02772159973205,
2015-03-25 12:00:00,99.31532243944227,
2015-03-25 13:30:00,108.99781521297514,
2015-03-25 15:00:00,114.19930248110414,
2015-03-25 15:30:30,114.19930248110414,
2015-03-25 23:59:59,127.96010497153878,c
2015-03-26 00:00:00,95.4616347013402,
2015-03-26 10:00:00,97.82625462877333,
2015-03-26 10:30:00,98.31068034209012,
2015-03-26 12:00:00,86.84481083988071,
2015-03-26 13:30:00,104.04787749821304,
2015-03-26 15:00:00,95.0225393271178,
2015-03-26 15:30:30,95.0225393271178,
2015-03-26 23:59:59,87.95303614492536,c
2015-03-27 00:00:00,91.34401613814354,
2015-03-27 10:00:00,90.17828219394804,
2015-03-27 10:30:00,91.08962498142958,
2015-03-27 12:00:00,97.76566082027315,
2015-03-27 13:30:00,97.55968517200172,
2015-03-27 15:00:00,109.83067562231957,
2015-03-27 15:30:30,109.83067562231957,
2015-03-27 23:59:59,96.5211468061614,w
2015-03-30 00:00:00,82.44844451986195,
2015-03-30 10:00:00,59.438223137310146,
2015-03-30 10:30:00,64.34607805965662,
2015-03-30 12:00:00,59.438223137310146,
2015-03-30 13:30:00,49.80963963868737,
2015-03-30 15:00:00,55.123722056552765,
2015-03-30 15:30:30,55.123722056552765,
2015-03-30 23:59:59,55.67783470907569,c
2015-03-31 00:00:00,-12.122821132975817,
2015-03-31 10:00:00,-18.015223957585096,
2015-03-31 10:30:00,-20.115845402706267,
2015-03-31 12:00:00,-17.000365619632603,
2015-03-31 13:30:00,-18.063125271136762,
2015-03-31 15:00:00,-11.650573719716071,
2015-03-31 15:30:30,-11.650573719716071,
2015-03-31 23:59:59,0.0,a
2015-04-01 00:00:00,0.9688514266341925,
2015-04-01 10:00:00,16.56451779209018,
2015-04-01 10:30:00,23.224708309416773,
