date,NDX_2022_Q1,meta
2022-02-04 00:00:00,-450.3263641092171,
2022-02-04 10:00:00,-477.0204659999989,
2022-02-04 10:30:00,-478.5171638922953,
2022-02-04 12:00:00,-453.61582571627264,
2022-02-04 13:30:00,-423.63437705049853,
2022-02-04 15:00:00,-439.1129500823656,
2022-02-04 15:30:30,-439.1129500823656,
2022-02-04 23:59:59,-452.2169477418357,w
2022-02-07 00:00:00,-450.0421653076939,
2022-02-07 10:00:00,-419.683220393299,
2022-02-07 10:30:00,-430.83283042269136,
2022-02-07 12:00:00,-437.8044821903462,
2022-02-07 13:30:00,-430.1236267373742,
2022-02-07 15:00:00,-427.4847742697315,
2022-02-07 15:30:30,-427.4847742697315,
2022-02-07 23:59:59,-433.21708833778814,c
2022-02-08 00:00:00,-432.7541447999474,
2022-02-08 10:00:00,-489.3510672370078,
2022-02-08 10:30:00,-478.5833246652939,
2022-02-08 12:00:00,-469.292106463793,
2022-02-08 13:30:00,-455.22223454059866,
2022-02-08 15:00:00,-446.2901669034506,
2022-02-08 15:30:30,-446.2901669034506,
2022-02-08 23:59:59,-460.888686463131,c
2022-02-09 00:00:00,-465.41551514390756,
2022-02-09 10:00:00,-474.6828070607908,
2022-02-09 10:30:00,-486.52670848417085,
2022-02-09 12:00:00,-484.8202124561293,
2022-02-09 13:30:00,-509.2362274234529,
2022-02-09 15:00:00,-539.305159035548,
2022-02-09 15:30:30,-539.305159035548,
2022-02-09 23:59:59,-538.4210764185468,c
2022-02-10 00:00:00,-522.3822102686909,
2022-02-10 10:00:00,-509.4119436502473,
2022-02-10 10:30:00,-490.2988321113022,
2022-02-10 12:00:00,-464.8470895343559,
2022-02-10 13:30:00,-469.9856337954774,
2022-02-10 15:00:00,-475.93342801897444,
2022-02-10 15:30:30,-475.93342801897444,
2022-02-10 23:59:59,-459.8584161211999,c
2022-02-11 00:00:00,-446.2627105759394,
2022-02-11 10:00:00,-414.5401685721576,
2022-02-11 10:30:00,-410.8343138525652,
2022-02-11 12:00:00,-383.23642043070237,
2022-02-11 13:30:00,-367.63546078450645,
2022-02-11 15:00:00,-382.94073524437835,
2022-02-11 15:30:30,-382.94073524437835,
2022-02-11 23:59:59,-369.214808591399,w
2022-02-14 00:00:00,-403.45069494478366,
2022-02-14 10:00:00,-400.93697150960463,
2022-02-14 10:30:00,-370.7475838435925,
2022-02-14 12:00:00,-337.8279113473386,
2022-02-14 13:30:00,-358.45276719120466,
2022-02-14 15:00:00,-363.39622918702696,
2022-02-14 15:30:30,-363.39622918702696,
2022-02-14 23:59:59,-347.6889513105872,c
2022-02-15 00:00:00,-327.44048550464146,
2022-02-15 10:00:00,-270.2067202871119,
2022-02-15 10:30:00,-259.67162950611157,
2022-02-15 12:00:00,-293.0698773796678,
2022-02-15 13:30:00,-313.60146732943826,
2022-02-15 15:00:00,-330.4162138928542,
2022-02-15 15:30:30,-330.4162138928542,
2022-02-15 23:59:59,-328.1751497527153,c
2022-02-16 00:00:00,-304.60364609458,
2022-02-16 10:00:00,-311.80056466550826,
2022-02-16 10:30:00,-297.4178064393717,
2022-02-16 12:00:00,-242.59418805415868,
2022-02-16 13:30:00,-248.5604003181822,
2022-02-16 15:00:00,-233.3196777410045,
2022-02-16 15:30:30,-233.3196777410045,
2022-02-16 23:59:59,-248.4970769905343,c
2022-02-17 00:00:00,-268.0945933898407,
2022-02-17 10:00:00,-291.6201636729537,
2022-02-17 10:30:00,-296.438204947151,
2022-02-17 12:00:00,-328.2083578155885,
2022-02-17 13:30:00,-340.7149712040833,
2022-02-17 15:00:00,-322.7321222558951,
2022-02-17 15:30:30,-322.7321222558951,
2022-02-17 23:59:59,-298.17120658954195,c
2022-02-18 00:00:00,-281.14925163921043,
2022-02-18 10:00:00,-290.94555410515557,
2022-02-18 10:30:00,-302.52173564029584,
2022-02-18 12:00:00,-332.58216850411475,
2022-02-18 13:30:00,-364.19749838900634,
2022-02-18 15:00:00,-372.4102998523701,
2022-02-18 15:30:30,-372.4102998523701,
2022-02-18 23:59:59,-362.6339413932242,w
2022-02-21 00:00:00,-362.6339413932242,
2022-02-21 10:00:00,-362.6339413932242,
2022-02-21 10:30:00,-362.6339413932242,
2022-02-21 12:00:00,-362.6339413932242,
2022-02-21 13:30:00,-362.6339413932242,
2022-02-21 15:00:00,-362.6339413932242,
2022-02-21 15:30:30,-362.6339413932242,
2022-02-21 23:59:59,-362.6339413932242,c
2022-02-22 00:00:00,-411.7625439246615,
