date,ISPY_2022_Q1,meta
2022-01-28 00:00:00,25.299573490962416,
2022-01-28 10:00:00,58.04607870863799,
2022-01-28 10:30:00,24.22097766997956,
2022-01-28 12:00:00,32.519187428687815,
2022-01-28 13:30:00,30.998241178479134,
2022-01-28 15:00:00,14.67613189484814,
2022-01-28 15:30:30,14.67613189484814,
2022-01-28 23:59:59,31.259131482657494,w
2022-01-31 00:00:00,-44.112703874477916,
2022-01-31 10:00:00,24.78869230374289,
2022-01-31 10:30:00,16.80806898054857,
2022-01-31 12:00:00,26.504380075023732,
2022-01-31 13:30:00,36.9307385679366,
2022-01-31 15:00:00,48.74376646846838,
2022-01-31 15:30:30,48.74376646846838,
2022-01-31 23:59:59,48.248356812369934,c
2022-02-01 00:00:00,38.36077440931945,
2022-02-01 10:00:00,36.12396727164344,
2022-02-01 10:30:00,45.92643883969902,
2022-02-01 12:00:00,36.04993879670985,
2022-02-01 13:30:00,25.718540973241716,
2022-02-01 15:00:00,5.490752201710961,
2022-02-01 15:30:30,5.490752201710961,
2022-02-01 23:59:59,-0.4918876978675826,c
2022-02-02 00:00:00,66.22397206248945,
2022-02-02 10:00:00,-21.855221518391886,
2022-02-02 10:30:00,-17.98736710136393,
2022-02-02 12:00:00,-24.93935203669878,
2022-02-02 13:30:00,-9.025421604894973,
2022-02-02 15:00:00,-20.62205841950788,
2022-02-02 15:30:30,-20.62205841950788,
2022-02-02 23:59:59,-1.8832139738170781,c
2022-02-03 00:00:00,10.9224528963706,
2022-02-03 10:00:00,32.7517349680586,
2022-02-03 10:30:00,34.62461318052033,
2022-02-03 12:00:00,21.942035288341003,
2022-02-03 13:30:00,32.05948049489268,
2022-02-03 15:00:00,8.590964087605698,
2022-02-03 15:30:30,8.590964087605698,
2022-02-03 23:59:59,4.061407930131054,c
2022-02-04 00:00:00,6.345184180876686,
2022-02-04 10:00:00,35.12197607961389,
2022-02-04 10:30:00,36.61531307164796,
2022-02-04 12:00:00,30.20783583604191,
2022-02-04 13:30:00,23.56553109775234,
2022-02-04 15:00:00,23.742903261047786,
2022-02-04 15:30:30,23.742903261047786,
2022-02-04 23:59:59,19.452929653019737,w
2022-02-07 00:00:00,7.309167247849473,
2022-02-07 10:00:00,-35.598666569564216,
2022-02-07 10:30:00,-28.100296922045573,
2022-02-07 12:00:00,0.528997662352026,
2022-02-07 13:30:00,11.356086762684754,
2022-02-07 15:00:00,24.727529603321955,
2022-02-07 15:30:30,24.727529603321955,
2022-02-07 23:59:59,9.215884139547256,c
2022-02-08 00:00:00,35.77875131640258,
2022-02-08 10:00:00,39.950864210479494,
2022-02-08 10:30:00,48.259378614202205,
2022-02-08 12:00:00,58.69693329386985,
2022-02-08 13:30:00,71.88440369826196,
2022-02-08 15:00:00,153.51884010822778,
2022-02-08 15:30:30,153.51884010822778,
2022-02-08 23:59:59,170.51389128520498,c
2022-02-09 00:00:00,189.23863676398742,
2022-02-09 10:00:00,118.40435111274178,
2022-02-09 10:30:00,92.78901358762835,
2022-02-09 12:00:00,134.08927633032954,
2022-02-09 13:30:00,142.81130274642737,
2022-02-09 15:00:00,101.26264525625413,
2022-02-09 15:30:30,101.26264525625413,
2022-02-09 23:59:59,126.08543772387986,c
2022-02-10 00:00:00,176.96390301838665,
2022-02-10 10:00:00,125.34376253358937,
2022-02-10 10:30:00,64.15238292696074,
2022-02-10 12:00:00,74.45890921039222,
2022-02-10 13:30:00,91.6130803818478,
2022-02-10 15:00:00,107.5359250204807,
2022-02-10 15:30:30,107.5359250204807,
2022-02-10 23:59:59,91.04259318622053,c
2022-02-11 00:00:00,56.652658165145226,
2022-02-11 10:00:00,107.15766728250071,
2022-02-11 10:30:00,65.31500256803531,
2022-02-11 12:00:00,56.446343307777624,
2022-02-11 13:30:00,52.17373512066172,
2022-02-11 15:00:00,18.99339496184075,
2022-02-11 15:30:30,18.99339496184075,
2022-02-11 23:59:59,0.0,a
2022-02-14 00:00:00,73.37615366781927,
2022-02-14 10:00:00,186.29939334857443,
2022-02-14 10:30:00,185.41029704574976,
2022-02-14 12:00:00,234.19667587779225,
2022-02-14 13:30:00,221.98414795470603,
2022-02-14 15:00:00,231.44777515110547,
2022-02-14 15:30:30,231.44777515110547,
2022-02-14 23:59:59,211.58400140613298,c
2022-02-15 00:00:00,238.32638722649313,
2022-02-15 10:00:00,280.9718946776053,
2022-02-15 10:30:00,241.8972791752915,
2022-02-15 12:00:00,203.48615286026097,
2022-02-15 13:30:00,205.56322918585147,
2022-02-15 15:00:00,222.29718712683677,
2022-02-15 15:30:30,222.29718712683677,
2022-02-15 23:59:59,205.09684135652503,c
2022-02-16 00:00:00,157.05060354834302,
2022-02-16 10:00:00,157.85910734753713,
2022-02-16 10:30:00,137.76672320827424,
2022-02-16 12:00:00,153.61415852429138,
2022-02-16 13:30:00,149.05446707044666,
2022-02-16 15:00:00,160.29880463933569,
2022-02-16 15:30:30,160.29880463933569,
2022-02-16 23:59:59,191.81501196084685,c
2022-02-17 00:00:00,55.415585006404285,
2022-02-17 10:00:00,131.32404285482517,
2022-02-17 10:30:00,124.508669120013,
2022-02-17 12:00:00,82.43315695845081,
2022-02-17 13:30:00,86.73009788686466,
2022-02-17 15:00:00,86.05379348947031,
2022-02-17 15:30:30,86.05379348947031,
2022-02-17 23:59:59,81.58299685178815,c
2022-02-18 00:00:00,84.01626583440759,
2022-02-18 10:00:00,70.22399024137894,
2022-02-18 10:30:00,135.09842942604985,
2022-02-18 12:00:00,108.21777902317956,
2022-02-18 13:30:00,77.24934365419904,
2022-02-18 15:00:00,93.49693425737757,
2022-02-18 15:30:30,93.49693425737757,
2022-02-18 23:59:59,55.07794003339552,e
2022-02-21 00:00:00,55.07794003339552,
2022-02-21 10:00:00,55.07794003339552,
2022-02-21 10:30:00,55.07794003339552,
2022-02-21 12:00:00,55.07794003339552,
2022-02-21 13:30:00,55.07794003339552,
2022-02-21 15:00:00,55.07794003339552,
2022-02-21 15:30:30,55.07794003339552,
2022-02-21 23:59:59,55.07794003339552,c
2022-02-22 00:00:00,14.06916780733286,
2022-02-22 10:00:00,52.25984852327849,
2022-02-22 10:30:00,61.37787106111011,
2022-02-22 12:00:00,83.20410013096114,
2022-02-22 13:30:00,99.5786834874466,
2022-02-22 15:00:00,128.34902510804977,
2022-02-22 15:30:30,128.34902510804977,
2022-02-22 23:59:59,123.71210262688157,c
2022-02-23 00:00:00,177.72008601146047,
2022-02-23 10:00:00,109.05291574719047,
2022-02-23 10:30:00,116.68380420045582,
2022-02-23 12:00:00,135.40325919186807,
2022-02-23 13:30:00,151.99226324198185,
2022-02-23 15:00:00,166.0106261766041,
2022-02-23 15:30:30,166.0106261766041,
2022-02-23 23:59:59,171.11833065875442,c
2022-02-24 00:00:00,128.04988428514582,
2022-02-24 10:00:00,169.38180295679365,
2022-02-24 10:30:00,155.67395088896842,
2022-02-24 12:00:00,163.76899475832045,
2022-02-24 13:30:00,213.93816108087105,
2022-02-24 15:00:00,191.79975153010662,
2022-02-24 15:30:30,191.79975153010662,
2022-02-24 23:59:59,194.00579761222104,c
