date,SPX500_HEDGED_2021_Q2,meta
2021-04-23 00:00:00,125.22691863758604,
2021-04-23 10:00:00,136.48581926943132,
2021-04-23 10:30:00,137.57926278173693,
2021-04-23 12:00:00,125.0090906555896,
2021-04-23 13:30:00,126.19960123981929,
2021-04-23 15:00:00,123.2741363521738,
2021-04-23 15:30:30,123.2741363521738,
2021-04-23 23:59:59,123.78216157742435,w
2021-04-26 00:00:00,128.67252957760485,
2021-04-26 10:00:00,132.51513586793277,
2021-04-26 10:30:00,126.56756531830013,
2021-04-26 12:00:00,125.82906465891637,
2021-04-26 13:30:00,128.75274028016827,
2021-04-26 15:00:00,133.32734978028748,
2021-04-26 15:30:30,133.32734978028748,
2021-04-26 23:59:59,136.97476122634083,c
2021-04-27 00:00:00,129.2768208332535,
2021-04-27 10:00:00,127.55948903730553,
2021-04-27 10:30:00,126.47165529658912,
2021-04-27 12:00:00,128.26193762023786,
2021-04-27 13:30:00,128.0671869576948,
2021-04-27 15:00:00,129.8272609233075,
2021-04-27 15:30:30,129.8272609233075,
2021-04-27 23:59:59,126.93249458001128,c
2021-04-28 00:00:00,94.82479913250847,
2021-04-28 10:00:00,88.81886910060007,
2021-04-28 10:30:00,93.34198327765586,
2021-04-28 12:00:00,101.54120567917249,
2021-04-28 13:30:00,100.65950031167046,
2021-04-28 15:00:00,100.39227880430872,
2021-04-28 15:30:30,100.39227880430872,
2021-04-28 23:59:59,108.12692560924842,c
2021-04-29 00:00:00,84.9015069269181,
2021-04-29 10:00:00,79.80589636586188,
2021-04-29 10:30:00,74.11499020564816,
2021-04-29 12:00:00,67.79456315421817,
2021-04-29 13:30:00,69.50636382205926,
2021-04-29 15:00:00,71.87699778323918,
2021-04-29 15:30:30,71.87699778323918,
2021-04-29 23:59:59,73.50671358192244,c
2021-04-30 00:00:00,83.74069805044024,
2021-04-30 10:00:00,81.14583751195198,
2021-04-30 10:30:00,81.25751280959742,
2021-04-30 12:00:00,85.23669078115324,
2021-04-30 13:30:00,86.87704499981709,
2021-04-30 15:00:00,80.7624593108037,
2021-04-30 15:30:30,80.7624593108037,
2021-04-30 23:59:59,86.56368516534911,w
2021-05-03 00:00:00,83.21339927411373,
2021-05-03 10:00:00,57.41707999864525,
2021-05-03 10:30:00,59.00480307021809,
2021-05-03 12:00:00,51.48848869934017,
2021-05-03 13:30:00,47.7361879609752,
2021-05-03 15:00:00,45.92418934380214,
2021-05-03 15:30:30,45.92418934380214,
2021-05-03 23:59:59,48.34164855690068,c
2021-05-04 00:00:00,52.46247445224907,
2021-05-04 10:00:00,42.65051920135585,
2021-05-04 10:30:00,45.762092020138994,
2021-05-04 12:00:00,51.27496482640271,
2021-05-04 13:30:00,50.37661030274705,
2021-05-04 15:00:00,44.32326786460101,
2021-05-04 15:30:30,44.32326786460101,
2021-05-04 23:59:59,41.36756659924697,c
2021-05-05 00:00:00,41.65368068111479,
