date,XLPWMT_2018_Q2,meta
2018-05-10 00:00:00,65.80933473873642,
2018-05-10 10:00:00,87.59477628054455,
2018-05-10 10:30:00,38.28111628054387,
2018-05-10 12:00:00,45.562833606744135,
2018-05-10 13:30:00,66.7990063218383,
2018-05-10 15:00:00,62.7397638530411,
2018-05-10 15:30:30,62.7397638530411,
2018-05-10 23:59:59,75.42820199264781,c
2018-05-11 00:00:00,89.42023134143469,
2018-05-11 10:00:00,82.10796432379084,
2018-05-11 10:30:00,65.82915986686544,
2018-05-11 12:00:00,46.38059046354144,
2018-05-11 13:30:00,39.38457578914551,
2018-05-11 15:00:00,33.14055078004614,
2018-05-11 15:30:30,33.14055078004614,
2018-05-11 23:59:59,34.59496729031741,w
2018-05-14 00:00:00,11.434943960771449,
2018-05-14 10:00:00,-17.64293947056217,
2018-05-14 10:30:00,-7.502208364947904,
2018-05-14 12:00:00,-19.97981160905269,
2018-05-14 13:30:00,-26.799940595851268,
2018-05-14 15:00:00,-44.526822270582045,
2018-05-14 15:30:30,-44.526822270582045,
2018-05-14 23:59:59,-27.181437791898592,c
2018-05-15 00:00:00,-21.28340281823711,
2018-05-15 10:00:00,-87.19186319759869,
2018-05-15 10:30:00,-49.413063429848584,
2018-05-15 12:00:00,-59.44837708771331,
2018-05-15 13:30:00,-52.391145504220304,
2018-05-15 15:00:00,-43.971659326426504,
2018-05-15 15:30:30,-43.971659326426504,
2018-05-15 23:59:59,-53.931827438763946,c
2018-05-16 00:00:00,-62.78879246332209,
2018-05-16 10:00:00,-64.1633742510578,
2018-05-16 10:30:00,-99.40932989524214,
2018-05-16 12:00:00,-83.74819095706414,
2018-05-16 13:30:00,-89.47970672582102,
2018-05-16 15:00:00,-97.92544873347069,
2018-05-16 15:30:30,-97.92544873347069,
2018-05-16 23:59:59,-114.10405912969635,c
2018-05-17 00:00:00,-150.90543259557947,
2018-05-17 10:00:00,-14.779514303361198,
2018-05-17 10:30:00,-28.275262525659883,
2018-05-17 12:00:00,-39.107973702151355,
2018-05-17 13:30:00,4.142502071248089,
2018-05-17 15:00:00,10.090634075260141,
2018-05-17 15:30:30,10.090634075260141,
2018-05-17 23:59:59,0.0,a
2018-05-18 00:00:00,-6.810228294066434,
2018-05-18 10:00:00,3.4912406766999022,
2018-05-18 10:30:00,-15.632392502396897,
2018-05-18 12:00:00,-3.7406574083675537,
2018-05-18 13:30:00,11.73619687325953,
2018-05-18 15:00:00,23.992916137453335,
2018-05-18 15:30:30,23.992916137453335,
2018-05-18 23:59:59,19.208531025672215,w
2018-05-21 00:00:00,13.691447166685577,
2018-05-21 10:00:00,15.958397146700776,
2018-05-21 10:30:00,33.55123958691095,
2018-05-21 12:00:00,8.626305000931467,
2018-05-21 13:30:00,0.5467841564737341,
2018-05-21 15:00:00,-11.092277898912073,
2018-05-21 15:30:30,-11.092277898912073,
2018-05-21 23:59:59,-11.213662291171289,c
2018-05-22 00:00:00,7.873781125598356,
2018-05-22 10:00:00,-0.21069837515952372,
2018-05-22 10:30:00,9.217556801068127,
2018-05-22 12:00:00,14.102670183587664,
2018-05-22 13:30:00,44.82544568253175,
2018-05-22 15:00:00,34.51969709578435,
2018-05-22 15:30:30,34.51969709578435,
2018-05-22 23:59:59,47.22286162547178,c
2018-05-23 00:00:00,69.06884697173581,
2018-05-23 10:00:00,78.17629714804326,
2018-05-23 10:30:00,83.22698596440503,
2018-05-23 12:00:00,88.44227082953965,
2018-05-23 13:30:00,97.3040425573167,
2018-05-23 15:00:00,99.7636951569632,
2018-05-23 15:30:30,99.7636951569632,
2018-05-23 23:59:59,86.58132047937528,c
2018-05-24 00:00:00,95.09698464550311,
2018-05-24 10:00:00,111.26621668770582,
2018-05-24 10:30:00,118.91925035374129,
2018-05-24 12:00:00,101.89191672544595,
2018-05-24 13:30:00,98.37290424950709,
2018-05-24 15:00:00,94.49541428167335,
2018-05-24 15:30:30,94.49541428167335,
2018-05-24 23:59:59,92.0378605339117,c
2018-05-25 00:00:00,93.81321856444913,
2018-05-25 10:00:00,101.75692184852423,
