date,FCTR_2022_G,meta
2022-01-18 00:00:00,119.9549264890727,
2022-01-18 10:00:00,100.04122309913305,
2022-01-18 10:30:00,114.1930498859756,
2022-01-18 12:00:00,144.48411530376598,
2022-01-18 13:30:00,165.64982104397586,
2022-01-18 15:00:00,146.717025695021,
2022-01-18 15:30:30,146.717025695021,
2022-01-18 23:59:59,174.83873054607966,c
2022-01-19 00:00:00,147.0891889832717,
2022-01-19 10:00:00,155.69730819667961,
2022-01-19 10:30:00,171.4297140861363,
2022-01-19 12:00:00,177.96575140194614,
2022-01-19 13:30:00,160.85050309321628,
2022-01-19 15:00:00,169.30282353857388,
2022-01-19 15:30:30,169.30282353857388,
2022-01-19 23:59:59,191.05153352846537,c
2022-01-20 00:00:00,175.91945697506435,
2022-01-20 10:00:00,156.66350884461872,
2022-01-20 10:30:00,149.76060898367268,
2022-01-20 12:00:00,161.75437176305718,
2022-01-20 13:30:00,158.3409268862763,
2022-01-20 15:00:00,163.18931050650963,
2022-01-20 15:30:30,163.18931050650963,
2022-01-20 23:59:59,197.06301734498425,c
2022-01-21 00:00:00,203.52272734229746,
2022-01-21 10:00:00,201.66114437499277,
2022-01-21 10:30:00,212.2262734558817,
2022-01-21 12:00:00,198.72851221663245,
2022-01-21 13:30:00,195.61073111892642,
2022-01-21 15:00:00,202.53843586771632,
2022-01-21 15:30:30,202.53843586771632,
2022-01-21 23:59:59,209.16382856430278,w
2022-01-24 00:00:00,236.57693916151493,
2022-01-24 10:00:00,270.46066410661774,
2022-01-24 10:30:00,264.8932709681958,
2022-01-24 12:00:00,255.67483203278243,
2022-01-24 13:30:00,256.4431586962992,
2022-01-24 15:00:00,245.84087642984287,
2022-01-24 15:30:30,245.84087642984287,
2022-01-24 23:59:59,207.65145879051602,c
2022-01-25 00:00:00,215.1345711998174,
2022-01-25 10:00:00,238.54483210466583,
2022-01-25 10:30:00,230.23296827348145,
2022-01-25 12:00:00,212.10460483906672,
2022-01-25 13:30:00,179.49096284495727,
2022-01-25 15:00:00,156.49408904237544,
2022-01-25 15:30:30,156.49408904237544,
2022-01-25 23:59:59,180.2385369178628,c
2022-01-26 00:00:00,183.3111686301495,
2022-01-26 10:00:00,137.0136800243513,
2022-01-26 10:30:00,148.00915065026925,
2022-01-26 12:00:00,140.69729946446728,
2022-01-26 13:30:00,154.60302537801726,
2022-01-26 15:00:00,144.10242893921145,
2022-01-26 15:30:30,144.10242893921145,
2022-01-26 23:59:59,165.5778372029074,c
2022-01-27 00:00:00,120.16931037589507,
2022-01-27 10:00:00,110.25568695163338,
2022-01-27 10:30:00,113.73690321623121,
2022-01-27 12:00:00,80.78036346427098,
2022-01-27 13:30:00,93.53660171690262,
2022-01-27 15:00:00,89.01608084214308,
2022-01-27 15:30:30,89.01608084214308,
2022-01-27 23:59:59,114.80779533115651,c
2022-01-28 00:00:00,85.44618553749115,
2022-01-28 10:00:00,120.97709294897072,
2022-01-28 10:30:00,110.05334771353387,
2022-01-28 12:00:00,91.17512611727307,
2022-01-28 13:30:00,106.21733384356844,
2022-01-28 15:00:00,93.393228491115,
2022-01-28 15:30:30,93.393228491115,
2022-01-28 23:59:59,81.11937398052214,w
2022-01-31 00:00:00,109.17215855823906,
2022-01-31 10:00:00,76.51706349701726,
2022-01-31 10:30:00,60.04187054535282,
2022-01-31 12:00:00,52.99038647519774,
2022-01-31 13:30:00,53.44661559902261,
2022-01-31 15:00:00,39.72621589347705,
2022-01-31 15:30:30,39.72621589347705,s
2022-01-31 23:59:59,17.18996136522742,c
2022-02-01 00:00:00,-0.500519722955687,
2022-02-01 10:00:00,-4.622695132884473,
2022-02-01 10:30:00,9.40374341056122,
2022-02-01 12:00:00,17.716989881592326,
2022-02-01 13:30:00,-0.45295911510697806,
2022-02-01 15:00:00,9.811553548046277,
2022-02-01 15:30:30,9.811553548046277,
2022-02-01 23:59:59,0.0,a
2022-02-02 00:00:00,11.906960944313369,
2022-02-02 10:00:00,-10.078414543765803,
2022-02-02 10:30:00,-3.463171668158566,
2022-02-02 12:00:00,33.38347076993409,
2022-02-02 13:30:00,42.07400700237122,
2022-02-02 15:00:00,45.80068839904834,
2022-02-02 15:30:30,45.80068839904834,
2022-02-02 23:59:59,22.568889584261115,c
0,22.568889584261115,
0,22.568889584261115,
0,22.568889584261115,
0,22.568889584261115,
0,22.568889584261115,
0,22.568889584261115,
0,22.568889584261115,
