date,KB_FAM_2020_Q4,meta
2020-11-20 00:00:00,69.23640722307175,
2020-11-20 10:00:00,72.80252267474805,
2020-11-20 10:30:00,77.84842040337242,
2020-11-20 12:00:00,72.51202416938133,
2020-11-20 13:30:00,76.16660773393812,
2020-11-20 15:00:00,64.88078129692155,
2020-11-20 15:30:30,64.88078129692155,
2020-11-20 23:59:59,72.35890991853705,w
2020-11-23 00:00:00,32.88132401763551,
2020-11-23 10:00:00,19.179275671600976,
2020-11-23 10:30:00,17.983221971210696,
2020-11-23 12:00:00,13.6200974787929,
2020-11-23 13:30:00,11.788651931755567,
2020-11-23 15:00:00,-1.821348891295429,
2020-11-23 15:30:30,-1.821348891295429,
2020-11-23 23:59:59,4.408727708249103,c
2020-11-24 00:00:00,-31.74245646238205,
2020-11-24 10:00:00,-40.890825177628585,
2020-11-24 10:30:00,-57.696770857245156,
2020-11-24 12:00:00,-54.740752125747804,
2020-11-24 13:30:00,-66.93435118994512,
2020-11-24 15:00:00,-70.66336793956384,
2020-11-24 15:30:30,-70.66336793956384,
2020-11-24 23:59:59,-93.77540170935526,c
2020-11-25 00:00:00,-40.70791249419085,
2020-11-25 10:00:00,-29.131220532160114,
2020-11-25 10:30:00,-28.293934560278103,
2020-11-25 12:00:00,-36.71735748948208,
2020-11-25 13:30:00,-55.154035085489795,
2020-11-25 15:00:00,-55.130424796133866,
2020-11-25 15:30:30,-55.130424796133866,
2020-11-25 23:59:59,-46.552659840297565,c
2020-11-26 00:00:00,-46.552659840297565,
2020-11-26 10:00:00,-46.552659840297565,
2020-11-26 10:30:00,-46.552659840297565,
2020-11-26 12:00:00,-46.552659840297565,
2020-11-26 13:30:00,-46.552659840297565,
2020-11-26 15:00:00,-46.552659840297565,
2020-11-26 15:30:30,-46.552659840297565,
2020-11-26 23:59:59,-46.552659840297565,c
2020-11-27 00:00:00,-55.95117315766652,
2020-11-27 10:00:00,-11.905810549605121,
2020-11-27 10:30:00,-10.67964126279503,
2020-11-27 12:00:00,-51.28454637267282,
2020-11-27 13:30:00,-51.28454637267282,
2020-11-27 15:00:00,-51.28454637267282,
2020-11-27 15:30:30,-51.28454637267282,
2020-11-27 23:59:59,-37.12797260995103,w
2020-11-30 00:00:00,-36.03279181994162,
2020-11-30 10:00:00,-34.381988631024115,
2020-11-30 10:30:00,-12.425576918018123,
2020-11-30 12:00:00,2.4722358596909544,
2020-11-30 13:30:00,4.597081441593218,
2020-11-30 15:00:00,12.241637279671409,
2020-11-30 15:30:30,12.241637279671409,s
2020-11-30 23:59:59,44.44251162803607,c
2020-12-01 00:00:00,-5.519797759392986,
2020-12-01 10:00:00,-31.943766142704817,
2020-12-01 10:30:00,-40.71522009593218,
2020-12-01 12:00:00,-14.587111516236291,
2020-12-01 13:30:00,-5.7575377744403795,
2020-12-01 15:00:00,-0.959705806253055,
2020-12-01 15:30:30,-0.959705806253055,
2020-12-01 23:59:59,16.980517823653145,c
2020-12-02 00:00:00,27.16403164846986,
2020-12-02 10:00:00,25.715854076724668,
2020-12-02 10:30:00,20.792601187498235,
2020-12-02 12:00:00,1.0728023998626668,
2020-12-02 13:30:00,-5.792581827254253,
2020-12-02 15:00:00,-4.122644093430836,
2020-12-02 15:30:30,-4.122644093430836,
2020-12-02 23:59:59,-15.703653660313648,c
2020-12-03 00:00:00,-29.89401230826502,
2020-12-03 10:00:00,7.232170992045326,
2020-12-03 10:30:00,-3.7738723456918706,
2020-12-03 12:00:00,-17.340806318878094,
2020-12-03 13:30:00,-35.91685842907191,
2020-12-03 15:00:00,-40.46591304767617,
2020-12-03 15:30:30,-40.46591304767617,
2020-12-03 23:59:59,-42.56167522724286,c
2020-12-04 00:00:00,-53.99943910785282,
2020-12-04 10:00:00,-45.67427194807874,
2020-12-04 10:30:00,-56.20484892133709,
2020-12-04 12:00:00,-71.5494524326873,
2020-12-04 13:30:00,-69.25423430132219,
2020-12-04 15:00:00,-86.55010896259546,
2020-12-04 15:30:30,-86.55010896259546,
2020-12-04 23:59:59,-97.14691520840324,w
2020-12-07 00:00:00,-75.32593855359119,
2020-12-07 10:00:00,-28.859972994397822,
2020-12-07 10:30:00,-42.420475240684254,
