date,AS_GDX_2022_Q1,meta
2022-03-09 03:00:00,-56.81680432447229,
2022-03-09 18:30:00,-61.67233228795703,
2022-03-09 20:00:00,-27.44228722952448,
2022-03-09 23:00:00,52.467355808947104,
2022-03-09 23:59:59,26.110326855215135,c
2022-03-10 00:00:00,-46.32246848074283,
2022-03-10 01:00:00,-30.806940283613585,
2022-03-10 02:30:00,-23.310073416490923,
2022-03-10 03:00:00,-18.146308971073267,
2022-03-10 18:30:00,16.587695597273523,
2022-03-10 20:00:00,13.352707684027337,
2022-03-10 23:00:00,-54.150315485489045,
2022-03-10 23:59:59,-68.81311042189827,c
2022-03-11 00:00:00,-61.55534691587309,
2022-03-11 01:00:00,-26.847737413576397,
2022-03-11 02:30:00,-3.8126888395490823,
2022-03-11 03:00:00,-7.224944493998919,
2022-03-11 18:30:00,-7.224944493998919,
2022-03-11 20:00:00,-7.224944493998919,
2022-03-11 23:00:00,-7.224944493998919,
2022-03-11 23:59:59,0.0,a
2022-03-14 00:00:00,-101.63921192276848,
2022-03-14 01:00:00,-84.75379251395862,
2022-03-14 02:30:00,-99.872304601432,
2022-03-14 03:00:00,-124.99005453038535,
2022-03-14 18:30:00,-124.99005453038535,
2022-03-14 20:00:00,-185.5153209567734,
2022-03-14 23:00:00,-212.48115320470515,
2022-03-14 23:59:59,-199.1710848107523,c
2022-03-15 00:00:00,-291.90620781242706,
2022-03-15 01:00:00,-299.2973161860473,
2022-03-15 02:30:00,-384.50094659196384,
2022-03-15 03:00:00,-413.2707957624443,
2022-03-15 18:30:00,-413.2707957624443,
2022-03-15 20:00:00,-388.43582600140144,
2022-03-15 23:00:00,-326.8226498814711,
2022-03-15 23:59:59,-306.53060610304965,c
2022-03-16 00:00:00,-285.1517507641993,
2022-03-16 01:00:00,-305.56475437784957,
2022-03-16 02:30:00,-207.3071475852821,
2022-03-16 03:00:00,-208.25114785957885,
2022-03-16 18:30:00,-208.25114785957885,
2022-03-16 20:00:00,-194.66523934302495,
2022-03-16 23:00:00,-179.73711590979838,
2022-03-16 23:59:59,-213.86171071371973,c
2022-03-17 00:00:00,-151.14936343527916,
2022-03-17 01:00:00,-192.39517374555726,
2022-03-17 02:30:00,-210.3650425142023,
2022-03-17 03:00:00,-182.7516385055569,
2022-03-17 18:30:00,-182.7516385055569,
2022-03-17 20:00:00,-105.8186471988738,
2022-03-17 23:00:00,-121.78985629205636,
2022-03-17 23:59:59,-89.7902786111008,c
2022-03-18 00:00:00,-70.3013376827339,
2022-03-18 01:00:00,-97.77941465237927,
2022-03-18 02:30:00,-36.509935865861735,
2022-03-18 03:00:00,-59.72536621505242,
2022-03-18 18:30:00,-59.72536621505242,
2022-03-18 20:00:00,-59.72536621505242,
2022-03-18 23:00:00,-59.72536621505242,
2022-03-18 23:59:59,-70.90877549036759,e
2022-03-21 00:00:00,-150.64464915010467,
2022-03-21 01:00:00,-135.84911743473822,
2022-03-21 02:30:00,-124.24370150595314,
2022-03-21 03:00:00,-127.33341253063827,
2022-03-21 18:30:00,-127.33341253063827,
2022-03-21 20:00:00,-132.98831594049716,
2022-03-21 23:00:00,-128.55378247599037,
2022-03-21 23:59:59,-90.72377122333455,c
2022-03-22 00:00:00,-56.31113471929166,
2022-03-22 01:00:00,-80.29070087610489,
2022-03-22 02:30:00,-92.60955996314988,
2022-03-22 03:00:00,-95.8169133617348,
2022-03-22 18:30:00,-95.8169133617348,
2022-03-22 20:00:00,-98.69284743575372,
2022-03-22 23:00:00,-81.26765885417626,
2022-03-22 23:59:59,-106.40194599886854,c
2022-03-23 00:00:00,-115.77824508750382,
2022-03-23 01:00:00,-103.21367757710141,
2022-03-23 02:30:00,-86.27390672716228,
2022-03-23 03:00:00,-92.17865382158925,
2022-03-23 18:30:00,-92.17865382158925,
2022-03-23 20:00:00,-72.54718699000114,
2022-03-23 23:00:00,-14.294873895069031,
2022-03-23 23:59:59,-0.44756213274104084,c
2022-03-24 00:00:00,13.949098618456446,
2022-03-24 01:00:00,-18.690363756296392,
2022-03-24 02:30:00,-8.668966295814243,
2022-03-24 03:00:00,-17.701583447103076,
2022-03-24 18:30:00,-17.701583447103076,
2022-03-24 20:00:00,-53.145908452054755,
2022-03-24 23:00:00,0.5027938357179664,
2022-03-24 23:59:59,-1.0729904719910337,c
2022-03-25 00:00:00,-7.237088750548537,
2022-03-25 01:00:00,1.50004283463295,
2022-03-25 02:30:00,-0.11000102447724203,
2022-03-25 03:00:00,-7.338426497876753,
2022-03-25 18:30:00,-7.338426497876753,
2022-03-25 20:00:00,-7.338426497876753,
2022-03-25 23:00:00,-7.338426497876753,
2022-03-25 23:59:59,-0.9559100714377564,w
2022-03-28 00:00:00,-68.9027909498991,
2022-03-28 01:00:00,-68.21096452209349,
2022-03-28 02:30:00,-77.20079954992616,
2022-03-28 03:00:00,-55.75854954611623,
2022-03-28 18:30:00,-55.75854954611623,
2022-03-28 20:00:00,-48.92528479886096,
2022-03-28 23:00:00,-14.758270814949356,
2022-03-28 23:59:59,-11.175658059104535,c
2022-03-29 00:00:00,-33.186617613593626,
2022-03-29 01:00:00,-18.21379849689947,
2022-03-29 02:30:00,1.7205077688713573,
2022-03-29 03:00:00,-18.408084921226873,
2022-03-29 18:30:00,-18.408084921226873,
2022-03-29 20:00:00,-65.42053463157663,
2022-03-29 23:00:00,-74.34021530046175,
2022-03-29 23:59:59,-65.19840977039439,c
2022-03-30 00:00:00,-68.08317886697387,
2022-03-30 01:00:00,-67.54202255379823,
2022-03-30 02:30:00,-63.18800189944068,
2022-03-30 03:00:00,-73.88136709222726,
2022-03-30 18:30:00,-73.88136709222726,
2022-03-30 20:00:00,-69.9180554484119,
2022-03-30 23:00:00,-63.826233081213104,
2022-03-30 23:59:59,-90.44374656574291,c
2022-03-31 00:00:00,-75.13192710048952,
2022-03-31 01:00:00,-85.5849442859053,
2022-03-31 02:30:00,-104.61877993046346,
2022-03-31 03:00:00,-107.71394098476412,
2022-03-31 18:30:00,-107.71394098476412,
2022-03-31 20:00:00,-116.2079625242286,
2022-03-31 23:00:00,-149.67968612903314,
2022-03-31 23:59:59,-143.43909790503676,c
2022-04-01 00:00:00,-143.36763206768046,
2022-04-01 01:00:00,-164.49450592821177,
2022-04-01 02:30:00,-179.33309414021642,
2022-04-01 03:00:00,-168.13305039440365,
2022-04-01 18:30:00,-168.13305039440365,
2022-04-01 20:00:00,-168.13305039440365,
2022-04-01 23:00:00,-168.13305039440365,
2022-04-01 23:59:59,-146.90404709560698,w
