date,EU_SDIV_2022_Q1,meta
2022-03-17 23:59:59,-18.15152240726144,c
2022-03-18 00:00:00,-19.48898847334931,
2022-03-18 03:30:00,-19.48898847334931,
2022-03-18 04:00:00,-19.48898847334931,
2022-03-18 06:00:00,-7.5050172271548945,
2022-03-18 08:00:00,7.623953032478994,
2022-03-18 10:30:00,6.642178986335352,
2022-03-18 11:00:00,16.215849345959782,
2022-03-18 23:59:59,3.6016702258467603,w
2022-03-21 00:00:00,28.761879329864314,
2022-03-21 03:30:00,28.761879329864314,
2022-03-21 04:00:00,28.922226953630002,
2022-03-21 06:00:00,-8.92545015799169,
2022-03-21 08:00:00,9.598182985538529,
2022-03-21 10:30:00,15.832104976729966,
2022-03-21 11:00:00,35.26461558757671,
2022-03-21 23:59:59,96.84476487848542,c
