date,XSOE_2022_Q4,meta
2022-09-23 00:00:00,-447.5200538567369,
2022-09-23 10:00:00,-484.9741051434553,
2022-09-23 10:30:00,-535.469279554176,
2022-09-23 12:00:00,-491.29232849284335,
2022-09-23 13:30:00,-452.8633780264886,
2022-09-23 15:00:00,-450.80442365046656,
2022-09-23 15:30:30,-450.80442365046656,
2022-09-23 23:59:59,-479.76725772771215,w
2022-09-26 00:00:00,-473.4656442183523,
2022-09-26 10:00:00,-562.3935109039758,
2022-09-26 10:30:00,-558.1157275040223,
2022-09-26 12:00:00,-500.7354933154229,
2022-09-26 13:30:00,-470.0639482989018,
2022-09-26 15:00:00,-512.6548016117995,
2022-09-26 15:30:30,-512.6548016117995,
2022-09-26 23:59:59,-492.56610831113994,c
2022-09-27 00:00:00,-544.364406423108,
2022-09-27 10:00:00,-497.2577581495011,
2022-09-27 10:30:00,-502.2787332778353,
2022-09-27 12:00:00,-472.94251453642573,
2022-09-27 13:30:00,-442.6086170884637,
2022-09-27 15:00:00,-443.07706471326765,
2022-09-27 15:30:30,-443.07706471326765,
2022-09-27 23:59:59,-458.9398138017691,c
2022-09-28 00:00:00,-374.3381824414232,
2022-09-28 10:00:00,-366.3383182254033,
2022-09-28 10:30:00,-377.7012881352848,
2022-09-28 12:00:00,-397.4258046603736,
2022-09-28 13:30:00,-403.86702697119244,
2022-09-28 15:00:00,-433.73920815915653,
2022-09-28 15:30:30,-433.73920815915653,
2022-09-28 23:59:59,-455.2148614116909,c
2022-09-29 00:00:00,-393.0629445292593,
2022-09-29 10:00:00,-298.5887464809116,
2022-09-29 10:30:00,-249.18468596350613,
2022-09-29 12:00:00,-308.59948880835464,
2022-09-29 13:30:00,-264.36565187595124,
2022-09-29 15:00:00,-257.1349072721514,
2022-09-29 15:30:30,-257.1349072721514,
2022-09-29 23:59:59,-319.7230766237594,c
2022-09-30 00:00:00,-171.8622825058187,
2022-09-30 10:00:00,-269.3262115572302,
2022-09-30 10:30:00,-288.05529960146214,
2022-09-30 12:00:00,-255.90647561296328,
2022-09-30 13:30:00,-271.1396991292636,
2022-09-30 15:00:00,-229.42398190108997,
2022-09-30 15:30:30,-229.42398190108997,s
2022-09-30 23:59:59,-207.50499534585106,w
2022-10-03 00:00:00,-218.52129308499752,
2022-10-03 10:00:00,-210.46845232332953,
2022-10-03 10:30:00,-237.96655282475285,
2022-10-03 12:00:00,-235.29592333310075,
2022-10-03 13:30:00,-207.54055063860278,
2022-10-03 15:00:00,-209.75847466637924,
2022-10-03 15:30:30,-209.75847466637924,
2022-10-03 23:59:59,-201.66135508045954,c
2022-10-04 00:00:00,-284.6739402936937,
2022-10-04 10:00:00,-306.0240036694431,
2022-10-04 10:30:00,-354.70654229100546,
2022-10-04 12:00:00,-365.941214049702,
2022-10-04 13:30:00,-354.27929195207753,
2022-10-04 15:00:00,-336.0519805079507,
2022-10-04 15:30:30,-336.0519805079507,
2022-10-04 23:59:59,-360.43796780503044,c
2022-10-05 00:00:00,-361.2057313480759,
2022-10-05 10:00:00,-304.1571166133381,
2022-10-05 10:30:00,-283.21248807712254,
2022-10-05 12:00:00,-274.35557581648845,
2022-10-05 13:30:00,-278.5568134829937,
2022-10-05 15:00:00,-268.61458100096206,
2022-10-05 15:30:30,-268.61458100096206,
2022-10-05 23:59:59,-281.1748973764038,c
2022-10-06 00:00:00,-333.65579730829495,
2022-10-06 10:00:00,-224.4381176281081,
2022-10-06 10:30:00,-130.48780705971012,
2022-10-06 12:00:00,-85.23677091324907,
2022-10-06 13:30:00,-66.0652347813234,
2022-10-06 15:00:00,-73.19429770696252,
2022-10-06 15:30:30,-73.19429770696252,
2022-10-06 23:59:59,-72.83572123544309,c
2022-10-07 00:00:00,-10.501634813582314,
2022-10-07 10:00:00,-29.74169825216677,
2022-10-07 10:30:00,-14.688510388341001,
2022-10-07 12:00:00,-4.832546758961598,
2022-10-07 13:30:00,-0.6093477690528744,
2022-10-07 15:00:00,16.828438907567033,
2022-10-07 15:30:30,16.828438907567033,
2022-10-07 23:59:59,0.0,a
2022-10-10 00:00:00,-31.60387685138403,
2022-10-10 10:00:00,3.697470732122383,
2022-10-10 10:30:00,-34.1622045928716,
2022-10-10 12:00:00,16.154331077773804,
2022-10-10 13:30:00,-0.0027643836060633475,
2022-10-10 15:00:00,-19.983561292653576,
2022-10-10 15:30:30,-19.983561292653576,
2022-10-10 23:59:59,-24.928591040006268,c
2022-10-11 00:00:00,-57.7713394340376,
2022-10-11 10:00:00,10.631482601833795,
2022-10-11 10:30:00,66.65847807714135,
2022-10-11 12:00:00,-22.052591293784644,
2022-10-11 13:30:00,49.022760467231365,
2022-10-11 15:00:00,70.65019947158271,
2022-10-11 15:30:30,70.65019947158271,
2022-10-11 23:59:59,80.92370928976334,c
2022-10-12 00:00:00,14.42158156429332,
2022-10-12 10:00:00,55.10708017995694,
2022-10-12 10:30:00,75.89851596833523,
2022-10-12 12:00:00,27.461831473925486,
2022-10-12 13:30:00,35.357450223014894,
2022-10-12 15:00:00,34.44771107118595,
2022-10-12 15:30:30,34.44771107118595,
2022-10-12 23:59:59,-3.266121738288348,c
2022-10-13 00:00:00,69.54863500218607,
2022-10-13 10:00:00,82.50309849810719,
2022-10-13 10:30:00,73.14032179772903,
2022-10-13 12:00:00,8.745192159451562,
2022-10-13 13:30:00,-30.490616412971576,
2022-10-13 15:00:00,-24.90722344357073,
2022-10-13 15:30:30,-24.90722344357073,
2022-10-13 23:59:59,-33.33068741849138,c
2022-10-14 00:00:00,-0.6058101362268644,
2022-10-14 10:00:00,-6.103683605599144,
2022-10-14 10:30:00,40.344975833508215,
2022-10-14 12:00:00,40.823488645175985,
2022-10-14 13:30:00,77.34809486159611,
2022-10-14 15:00:00,105.75750122485215,
2022-10-14 15:30:30,105.75750122485215,
2022-10-14 23:59:59,134.03347814493918,w
2022-10-17 00:00:00,98.63806824521316,
2022-10-17 10:00:00,78.51447443547295,
2022-10-17 10:30:00,42.353624237794065,
2022-10-17 12:00:00,8.043479302834385,
2022-10-17 13:30:00,34.81349149206699,
2022-10-17 15:00:00,35.3223702499663,
2022-10-17 15:30:30,35.3223702499663,
2022-10-17 23:59:59,4.242420634743667,c
2022-10-18 00:00:00,-69.13878221911727,
2022-10-18 10:00:00,27.377887371659654,
2022-10-18 10:30:00,58.0576559686765,
2022-10-18 12:00:00,26.10073333073069,
2022-10-18 13:30:00,37.70127583961266,
2022-10-18 15:00:00,50.50993251509772,
2022-10-18 15:30:30,50.50993251509772,
2022-10-18 23:59:59,45.135363313762355,c
2022-10-19 00:00:00,125.16014912536002,
2022-10-19 10:00:00,86.79168840655848,
2022-10-19 10:30:00,67.70670312822222,
2022-10-19 12:00:00,144.5794134456246,
2022-10-19 13:30:00,181.1494552098702,
2022-10-19 15:00:00,234.6175287549338,
2022-10-19 15:30:30,234.6175287549338,
2022-10-19 23:59:59,212.87224139029877,c
2022-10-20 00:00:00,166.97947048209608,
2022-10-20 10:00:00,133.46763745483622,
2022-10-20 10:30:00,166.88464337944106,
2022-10-20 12:00:00,194.1369762954705,
2022-10-20 13:30:00,194.54335558205662,
2022-10-20 15:00:00,179.4753422201611,
2022-10-20 15:30:30,179.4753422201611,
2022-10-20 23:59:59,194.35673873179917,e
2022-10-21 00:00:00,240.22026827936816,
2022-10-21 10:00:00,239.7779834923483,
2022-10-21 10:30:00,266.93264996749303,
2022-10-21 12:00:00,214.70817538654683,
2022-10-21 13:30:00,212.60558437645432,
2022-10-21 15:00:00,218.23325493147922,
2022-10-21 15:30:30,218.23325493147922,
2022-10-21 23:59:59,194.01500072658837,w
2022-10-24 00:00:00,423.9432333453699,
2022-10-24 10:00:00,412.84563537029226,
2022-10-24 10:30:00,552.9537068456598,
2022-10-24 12:00:00,507.75871375352745,
2022-10-24 13:30:00,483.6810314917634,
2022-10-24 15:00:00,504.42347691991245,
2022-10-24 15:30:30,504.42347691991245,
2022-10-24 23:59:59,481.34335599611813,c
2022-10-25 00:00:00,440.53203126756034,
2022-10-25 10:00:00,418.1439370057535,
2022-10-25 10:30:00,369.94303573574894,
2022-10-25 12:00:00,318.8654776548583,
2022-10-25 13:30:00,277.20229777684153,
2022-10-25 15:00:00,250.59080661449298,
2022-10-25 15:30:30,250.59080661449298,
2022-10-25 23:59:59,272.3306945003344,c
2022-10-26 00:00:00,277.4398057763169,
2022-10-26 10:00:00,341.84986967250074,
2022-10-26 10:30:00,333.4469615324788,
2022-10-26 12:00:00,314.65136887385506,
2022-10-26 13:30:00,344.1463770912942,
2022-10-26 15:00:00,316.55493716648834,
2022-10-26 15:30:30,316.55493716648834,
2022-10-26 23:59:59,352.05793907189354,c
2022-10-27 00:00:00,393.58217481199245,
2022-10-27 10:00:00,465.024636860167,
2022-10-27 10:30:00,488.13155102420706,
2022-10-27 12:00:00,472.51791651231565,
2022-10-27 13:30:00,490.75058922092717,
2022-10-27 15:00:00,489.67950523336754,
2022-10-27 15:30:30,489.67950523336754,
2022-10-27 23:59:59,505.7710465855296,c
2022-10-28 00:00:00,541.068939173372,
2022-10-28 10:00:00,498.2182664779639,
2022-10-28 10:30:00,504.49893240057554,
2022-10-28 12:00:00,534.4540117306369,
2022-10-28 13:30:00,486.4368161516393,
2022-10-28 15:00:00,460.51273771743377,
2022-10-28 15:30:30,460.51273771743377,
2022-10-28 23:59:59,448.8773485043921,w
2022-10-31 00:00:00,474.12444400101845,
2022-10-31 10:00:00,463.030070908228,
2022-10-31 10:30:00,504.5061885780856,
2022-10-31 12:00:00,441.7342710622654,
2022-10-31 13:30:00,462.9288897120159,
2022-10-31 15:00:00,482.24592316202575,
2022-10-31 15:30:30,482.24592316202575,
2022-10-31 23:59:59,484.2976511587856,c
2022-11-01 00:00:00,367.5281289936079,
2022-11-01 10:00:00,465.6194611084197,
2022-11-01 10:30:00,477.5777695153545,
2022-11-01 12:00:00,432.18972136358366,
2022-11-01 13:30:00,446.9981374395836,
2022-11-01 15:00:00,460.62653727685097,
2022-11-01 15:30:30,460.62653727685097,
2022-11-01 23:59:59,448.0679853665274,c
2022-11-02 00:00:00,217.9067849897442,
2022-11-02 10:00:00,304.446440797964,
2022-11-02 10:30:00,298.24804045657584,
2022-11-02 12:00:00,163.749268895383,
2022-11-02 13:30:00,208.35466342795257,
2022-11-02 15:00:00,253.53859705962782,
2022-11-02 15:30:30,253.53859705962782,
2022-11-02 23:59:59,262.9812351252731,c
2022-11-03 00:00:00,311.1081081807549,
2022-11-03 10:00:00,338.59851856171576,
2022-11-03 10:30:00,285.1903150014855,
2022-11-03 12:00:00,193.5281105577758,
2022-11-03 13:30:00,219.01181737482852,
2022-11-03 15:00:00,199.78088030366393,
2022-11-03 15:30:30,199.78088030366393,
2022-11-03 23:59:59,180.6000701256953,c
