date,EU_SMIM_2021_Q4,meta
2021-11-19 00:00:00,598.0664703058428,
2021-11-19 03:30:00,591.0468663346546,
2021-11-19 04:00:00,679.6996189005022,
2021-11-19 06:00:00,926.1496498193173,
2021-11-19 08:00:00,943.4223821598262,
2021-11-19 10:30:00,842.6060424505959,
2021-11-19 11:00:00,845.7049531981793,
2021-11-19 23:59:59,815.0233492285206,w
2021-11-22 00:00:00,813.4741446568223,
2021-11-22 03:30:00,788.9230127562205,
2021-11-22 04:00:00,882.0445927507699,
2021-11-22 06:00:00,630.9328582600574,
2021-11-22 08:00:00,721.6962832456993,
2021-11-22 10:30:00,585.0490221533728,
2021-11-22 11:00:00,566.0501480258754,
2021-11-22 23:59:59,648.7041480413154,c
2021-11-23 00:00:00,534.5522498741338,
2021-11-23 03:30:00,512.1540975710941,
2021-11-23 04:00:00,532.9570462509419,
2021-11-23 06:00:00,620.8548669461234,
2021-11-23 08:00:00,635.761186521233,
2021-11-23 10:30:00,721.4827899719148,
2021-11-23 11:00:00,642.9339416446983,
2021-11-23 23:59:59,668.3495896526074,c
2021-11-24 00:00:00,613.0756477151717,
2021-11-24 03:30:00,530.7702069446423,
2021-11-24 04:00:00,496.9532971327844,
2021-11-24 06:00:00,517.5859679480527,
2021-11-24 08:00:00,315.2538090873477,
2021-11-24 10:30:00,598.1110459965239,
2021-11-24 11:00:00,595.4243818173418,
2021-11-24 23:59:59,597.583601998198,c
2021-11-25 00:00:00,678.165014382741,
2021-11-25 03:30:00,605.0721137463388,
2021-11-25 04:00:00,575.2701998608445,
2021-11-25 06:00:00,514.0442480214497,
2021-11-25 08:00:00,561.9858945141477,
2021-11-25 10:30:00,589.4574091107988,
2021-11-25 11:00:00,561.1695553570171,
2021-11-25 23:59:59,545.9282665041119,c
2021-11-26 00:00:00,490.665711894806,
2021-11-26 03:30:00,708.4704131334038,
2021-11-26 04:00:00,803.8223265895031,
2021-11-26 06:00:00,969.5548744128773,
2021-11-26 08:00:00,1179.9003142911333,
2021-11-26 10:30:00,1277.1226765662195,
2021-11-26 11:00:00,1275.980506457814,
2021-11-26 23:59:59,1273.2417671647654,w
2021-11-29 00:00:00,1268.0784665664469,
2021-11-29 03:30:00,1182.257285996253,
2021-11-29 04:00:00,1147.6812188681943,
2021-11-29 06:00:00,1285.0867815968777,
2021-11-29 08:00:00,1115.9810642548273,
2021-11-29 10:30:00,1125.299915551639,
2021-11-29 11:00:00,1072.2393152264995,
2021-11-29 23:59:59,1007.2234702823316,c
2021-11-30 00:00:00,1030.4733457533384,
2021-11-30 03:30:00,1216.4349072846471,
2021-11-30 04:00:00,1066.7844038302846,
2021-11-30 06:00:00,1072.934380880999,
2021-11-30 08:00:00,859.1754320515975,
2021-11-30 10:30:00,1003.5397516812409,
2021-11-30 11:00:00,770.6873270529686,
2021-11-30 23:59:59,786.1507919107116,c
2021-12-01 00:00:00,832.1185317130967,
2021-12-01 03:30:00,847.3198226836848,
2021-12-01 04:00:00,608.4244921692425,
2021-12-01 06:00:00,773.5219171496319,
2021-12-01 08:00:00,755.6087733204258,
2021-12-01 10:30:00,696.1285010332012,
2021-12-01 11:00:00,737.7603847926675,
2021-12-01 23:59:59,716.4027979374241,c
2021-12-02 00:00:00,650.2855253100679,
2021-12-02 03:30:00,713.1733872970817,
2021-12-02 04:00:00,746.2046176423573,
2021-12-02 06:00:00,483.70385877860645,
2021-12-02 08:00:00,335.71288041908156,
2021-12-02 10:30:00,431.6757291113063,
2021-12-02 11:00:00,308.8946231197933,
2021-12-02 23:59:59,338.79275938697356,c
2021-12-03 00:00:00,398.1966728926873,
2021-12-03 03:30:00,373.7745448358928,
2021-12-03 04:00:00,381.05763292738993,
2021-12-03 06:00:00,474.39521463935307,
2021-12-03 08:00:00,547.6583039303096,
2021-12-03 10:30:00,496.9789882669829,
2021-12-03 11:00:00,495.74826705716805,
2021-12-03 23:59:59,472.5813296208853,w
2021-12-06 00:00:00,452.95277737145443,
2021-12-06 03:30:00,402.7131826369041,
2021-12-06 04:00:00,345.4207867491459,
2021-12-06 06:00:00,31.904196949228208,
2021-12-06 08:00:00,83.00662149968593,
2021-12-06 10:30:00,96.31370025407159,
2021-12-06 11:00:00,-18.276634784955604,
2021-12-06 23:59:59,172.97553240284105,c
2021-12-07 00:00:00,172.97553240284105,
2021-12-07 03:30:00,191.7553706026847,
2021-12-07 04:00:00,299.1431529470228,
2021-12-07 06:00:00,371.2774000391746,
2021-12-07 08:00:00,339.3161572463832,
2021-12-07 10:30:00,457.81583659395983,
2021-12-07 11:00:00,434.57482096773674,
2021-12-07 23:59:59,409.9253639673443,c
2021-12-08 00:00:00,363.8672256389891,
2021-12-08 03:30:00,573.905024190024,
2021-12-08 04:00:00,493.18606028782415,
2021-12-08 06:00:00,508.52568427716324,
2021-12-08 08:00:00,418.4332654418158,
2021-12-08 10:30:00,398.5585706186939,
2021-12-08 11:00:00,381.1149611180608,
2021-12-08 23:59:59,352.09659744347664,c
2021-12-09 00:00:00,-100.82020452166216,
2021-12-09 03:30:00,-149.14486226103327,
2021-12-09 04:00:00,-71.1692653436312,
2021-12-09 06:00:00,-52.52651261952997,
2021-12-09 08:00:00,80.05586764112195,
2021-12-09 10:30:00,-219.8578002379254,
2021-12-09 11:00:00,-163.71063871804836,
2021-12-09 23:59:59,-16.889665923165012,c
2021-12-10 00:00:00,-87.00116578007692,
2021-12-10 03:30:00,-67.78482970664118,
2021-12-10 04:00:00,-36.49383919247157,
2021-12-10 06:00:00,-112.21638758226618,
2021-12-10 08:00:00,-84.95403255219571,
2021-12-10 10:30:00,107.06750870533142,
2021-12-10 11:00:00,77.7885646337345,
2021-12-10 23:59:59,0.0,a
2021-12-13 00:00:00,76.76591260410169,
2021-12-13 03:30:00,113.61651877594159,
2021-12-13 04:00:00,168.76775895396895,
2021-12-13 06:00:00,307.424239536007,
2021-12-13 08:00:00,390.4803389584413,
2021-12-13 10:30:00,152.77716094436255,
2021-12-13 11:00:00,141.23161324203465,
2021-12-13 23:59:59,232.34439092370485,c
2021-12-14 00:00:00,281.4751583123507,
2021-12-14 03:30:00,456.05359818952275,
2021-12-14 04:00:00,314.32642080892947,
2021-12-14 06:00:00,448.53787789015587,
2021-12-14 08:00:00,358.292345844824,
2021-12-14 10:30:00,231.86593856669788,
2021-12-14 11:00:00,18.75234297951829,
2021-12-14 23:59:59,58.85482781266728,c
2021-12-15 00:00:00,84.44424243940739,
2021-12-15 03:30:00,-64.15172669404092,
2021-12-15 04:00:00,-107.30921945271439,
2021-12-15 06:00:00,-79.7362289107059,
2021-12-15 08:00:00,-93.74716988902765,
2021-12-15 10:30:00,-160.62553739936084,
2021-12-15 11:00:00,-155.28846416931265,
2021-12-15 23:59:59,-139.7115449121029,c
2021-12-16 00:00:00,-30.700326339445382,
2021-12-16 03:30:00,37.3967151464858,
2021-12-16 04:00:00,4.641470183027195,
2021-12-16 06:00:00,-242.21834147318987,
2021-12-16 08:00:00,-176.9050263650406,
2021-12-16 10:30:00,-182.13759433786436,
2021-12-16 11:00:00,-177.5246747296551,
2021-12-16 23:59:59,-192.42011098088187,c
2021-12-17 00:00:00,-211.355628654248,
2021-12-17 03:30:00,-367.92150413480704,
2021-12-17 04:00:00,-407.07996952656686,
2021-12-17 06:00:00,-634.1447535852549,
2021-12-17 08:00:00,-656.1820405059789,
2021-12-17 10:30:00,-596.6962677843349,
2021-12-17 11:00:00,-534.9333527538674,
2021-12-17 23:59:59,-464.68238547660076,e
2021-12-20 00:00:00,-596.2055497679266,
2021-12-20 03:30:00,-527.878384226533,
2021-12-20 04:00:00,-341.91194039900984,
2021-12-20 06:00:00,-565.2319635744188,
2021-12-20 08:00:00,-650.7585728979375,
2021-12-20 10:30:00,-519.0959808996104,
2021-12-20 11:00:00,-492.3945205178934,
2021-12-20 23:59:59,-607.4645285466086,c
2021-12-21 00:00:00,-1371.0247431599055,
2021-12-21 03:30:00,-949.6007181693203,
2021-12-21 04:00:00,-1130.1003372717496,
2021-12-21 06:00:00,-1395.5965023842073,
2021-12-21 08:00:00,-1385.6130465697406,
2021-12-21 10:30:00,-1949.8002862557441,
2021-12-21 11:00:00,-1883.165103726109,
2021-12-21 23:59:59,-1821.3837905043392,c
2021-12-22 00:00:00,-1794.7717194233046,
2021-12-22 03:30:00,-1909.9203560368396,
2021-12-22 04:00:00,-2049.9949699690205,
2021-12-22 06:00:00,-2062.4933282561406,
2021-12-22 08:00:00,-1992.5780022642293,
2021-12-22 10:30:00,-2074.660049539064,
2021-12-22 11:00:00,-2088.418870222564,
2021-12-22 23:59:59,-2062.428386354635,c
2021-12-23 00:00:00,-2078.8051201861026,
2021-12-23 03:30:00,-2056.511571003559,
2021-12-23 04:00:00,-2077.047942180903,
2021-12-23 06:00:00,-2038.1791843002575,
2021-12-23 08:00:00,-2063.2511660015452,
2021-12-23 10:30:00,-1947.8109476317459,
2021-12-23 11:00:00,-1984.315459797036,
2021-12-23 23:59:59,-1950.862352475644,c
2021-12-24 00:00:00,-1950.862352475644,
2021-12-24 03:30:00,-1950.862352475644,
2021-12-24 04:00:00,-1950.862352475644,
2021-12-24 06:00:00,-1950.862352475644,
2021-12-24 08:00:00,-1950.862352475644,
2021-12-24 10:30:00,-1950.862352475644,
2021-12-24 11:00:00,-1950.862352475644,
2021-12-24 23:59:59,-1950.862352475644,w
2021-12-27 00:00:00,-1904.802930202257,
2021-12-27 03:30:00,-2062.4616036550333,
2021-12-27 04:00:00,-2065.323204201187,
2021-12-27 06:00:00,-2074.762306472202,
2021-12-27 08:00:00,-2008.334564911741,
2021-12-27 10:30:00,-2074.997633040369,
2021-12-27 11:00:00,-2095.3229646891314,
2021-12-27 23:59:59,-2100.2997654325563,c
2021-12-28 00:00:00,-2132.0285149678175,
2021-12-28 03:30:00,-2128.822591752104,
2021-12-28 04:00:00,-2162.4739302669595,
2021-12-28 06:00:00,-2103.0765702177077,
2021-12-28 08:00:00,-2111.014562740894,
2021-12-28 10:30:00,-2122.4855757066007,
2021-12-28 11:00:00,-2121.5608210747505,
2021-12-28 23:59:59,-2183.205695970364,c
2021-12-29 00:00:00,-2218.517964361389,
2021-12-29 03:30:00,-2308.139579313053,
2021-12-29 04:00:00,-2378.149253193742,
2021-12-29 06:00:00,-2310.6506605904597,
2021-12-29 08:00:00,-2234.483212046477,
2021-12-29 10:30:00,-2262.691060433791,
2021-12-29 11:00:00,-2213.9996421309897,
2021-12-29 23:59:59,-2172.45853520727,c
2021-12-30 00:00:00,-2148.4027685776928,
2021-12-30 03:30:00,-2038.4630775712076,
2021-12-30 04:00:00,-2055.8132310727096,
2021-12-30 06:00:00,-2079.793146185294,
2021-12-30 08:00:00,-1994.8587350886182,
2021-12-30 10:30:00,-2038.660405157947,
2021-12-30 11:00:00,-2036.0461296464127,
2021-12-30 23:59:59,-2097.737219210484,c
2021-12-31 00:00:00,-2097.737219210484,
2021-12-31 03:30:00,-2097.737219210484,
2021-12-31 04:00:00,-2097.737219210484,
2021-12-31 06:00:00,-2097.737219210484,
2021-12-31 08:00:00,-2097.737219210484,
2021-12-31 10:30:00,-2097.737219210484,
2021-12-31 11:00:00,-2097.737219210484,
2021-12-31 23:59:59,-2097.737219210484,w
