date,EU_FTSEUK_MCX_2022_Q3,meta
2022-09-07 11:00:00,-7.049257499988926,
2022-09-07 23:59:59,-21.310486654400393,c
2022-09-08 00:00:00,-60.53328830647661,
2022-09-08 03:30:00,-44.984733504272754,
2022-09-08 04:00:00,-57.03500895934667,
2022-09-08 06:00:00,-74.32394668824736,
2022-09-08 08:00:00,-79.84126541290016,
2022-09-08 10:30:00,-127.62874413470718,
2022-09-08 11:00:00,-133.177851478079,
2022-09-08 23:59:59,-102.82888877974756,c
2022-09-09 00:00:00,-125.67812280642102,
2022-09-09 03:30:00,-151.5250472787634,
2022-09-09 04:00:00,-148.94384269753436,
2022-09-09 06:00:00,-96.68650706159588,
2022-09-09 08:00:00,-117.931906810913,
2022-09-09 10:30:00,-137.69344199310672,
2022-09-09 11:00:00,-146.3633728434579,
2022-09-09 23:59:59,-141.6912876061865,w
2022-09-12 00:00:00,-131.64164323967998,
2022-09-12 03:30:00,-185.78176590696967,
2022-09-12 04:00:00,-206.43951427018646,
2022-09-12 06:00:00,-232.9231740105306,
2022-09-12 08:00:00,-203.26806881726725,
2022-09-12 10:30:00,-134.07154235623466,
2022-09-12 11:00:00,-201.98802044376816,
2022-09-12 23:59:59,-211.96154596623865,c
2022-09-13 00:00:00,-213.3761262945436,
2022-09-13 03:30:00,-204.20822528357485,
2022-09-13 04:00:00,-205.46670142501353,
2022-09-13 06:00:00,-179.4363767168752,
2022-09-13 08:00:00,-193.77131573514725,
2022-09-13 10:30:00,-178.96746787532402,
2022-09-13 11:00:00,-180.7498029530966,
2022-09-13 23:59:59,-163.02597220947473,c
2022-09-14 00:00:00,-197.55084860287934,
2022-09-14 03:30:00,-141.13756079300128,
2022-09-14 04:00:00,-140.54760765832953,
2022-09-14 06:00:00,-134.86430028875702,
2022-09-14 08:00:00,-102.19014069305831,
2022-09-14 10:30:00,6.140689277291585,
2022-09-14 11:00:00,15.910725082101635,
2022-09-14 23:59:59,16.49521844080573,c
2022-09-15 00:00:00,31.34115356155189,
2022-09-15 03:30:00,13.832799284838984,
2022-09-15 04:00:00,21.900010510332777,
2022-09-15 06:00:00,100.36630869963119,
2022-09-15 08:00:00,153.08139894099486,
2022-09-15 10:30:00,145.83634798258117,
2022-09-15 11:00:00,137.3506462409855,
2022-09-15 23:59:59,103.0425706617475,c
2022-09-16 00:00:00,150.76492207764022,
2022-09-16 03:30:00,166.23435502252005,
2022-09-16 04:00:00,170.60347373167906,
2022-09-16 06:00:00,155.31027805808162,
2022-09-16 08:00:00,164.44541003509175,
2022-09-16 10:30:00,277.26296144082426,
2022-09-16 11:00:00,240.08043573508075,
2022-09-16 23:59:59,182.33239475263872,e
2022-09-19 00:00:00,182.33239475263872,
2022-09-19 03:30:00,182.33239475263872,
2022-09-19 04:00:00,182.33239475263872,
2022-09-19 06:00:00,182.33239475263872,
2022-09-19 08:00:00,182.33239475263872,
2022-09-19 10:30:00,182.33239475263872,
2022-09-19 11:00:00,182.33239475263872,
2022-09-19 23:59:59,182.33239475263872,c
2022-09-20 00:00:00,215.05511002012554,
2022-09-20 03:30:00,192.37360289090566,
2022-09-20 04:00:00,193.12007592596274,
2022-09-20 06:00:00,171.65707090239903,
2022-09-20 08:00:00,185.09251014191022,
2022-09-20 10:30:00,174.41367408253836,
2022-09-20 11:00:00,176.57580153799563,
2022-09-20 23:59:59,151.80445203022737,c
2022-09-21 00:00:00,161.49276153795245,
2022-09-21 03:30:00,176.02942777695353,
2022-09-21 04:00:00,164.7367719963786,
2022-09-21 06:00:00,182.09645247867365,
2022-09-21 08:00:00,159.37415673829537,
2022-09-21 10:30:00,137.33734597515513,
2022-09-21 11:00:00,152.22929591133288,
2022-09-21 23:59:59,146.1813223638751,c
2022-09-22 00:00:00,105.93440918550596,
2022-09-22 03:30:00,127.75562811532564,
2022-09-22 04:00:00,114.27305210238092,
2022-09-22 06:00:00,138.17920007152134,
2022-09-22 08:00:00,125.65961266108843,
2022-09-22 10:30:00,97.11082860686065,
2022-09-22 11:00:00,97.87294873559222,
2022-09-22 23:59:59,53.30973558925234,c
2022-09-23 00:00:00,65.02036415481734,
2022-09-23 03:30:00,52.29094613393954,
2022-09-23 04:00:00,72.27942897555613,
2022-09-23 06:00:00,18.859712599074555,
2022-09-23 08:00:00,-59.590070965586165,
2022-09-23 10:30:00,-71.18679922573347,
2022-09-23 11:00:00,-82.22570884066135,
2022-09-23 23:59:59,-55.43867335375444,w
2022-09-26 00:00:00,-16.055300966374944,
2022-09-26 03:30:00,-13.09679973753191,
2022-09-26 04:00:00,11.001204969988976,
2022-09-26 06:00:00,-21.727739544222004,
2022-09-26 08:00:00,-77.03914913308972,
2022-09-26 10:30:00,-134.4495312662566,
2022-09-26 11:00:00,-138.05515385906529,
2022-09-26 23:59:59,-256.9968496346128,c
2022-09-27 00:00:00,-197.80803618972686,
2022-09-27 03:30:00,-144.29858510433405,
2022-09-27 04:00:00,-150.57930634668492,
2022-09-27 06:00:00,-214.84638215268978,
2022-09-27 08:00:00,-269.93850243992483,
2022-09-27 10:30:00,-387.77099220286027,
2022-09-27 11:00:00,-382.71365818565437,
2022-09-27 23:59:59,-443.48456369667565,c
2022-09-28 00:00:00,-415.14789638751154,
2022-09-28 03:30:00,-487.5428482335715,
2022-09-28 04:00:00,-479.1846550232867,
2022-09-28 06:00:00,-355.136934837376,
2022-09-28 08:00:00,-259.755075350658,
2022-09-28 10:30:00,-348.6885834366867,
2022-09-28 11:00:00,-291.3985209293455,
2022-09-28 23:59:59,-335.11031769823967,c
2022-09-29 00:00:00,-257.09539334691135,
2022-09-29 03:30:00,-272.0507825197701,
2022-09-29 04:00:00,-224.83424775771027,
2022-09-29 06:00:00,-241.24929053347932,
2022-09-29 08:00:00,-192.37062037874784,
2022-09-29 10:30:00,-105.75181124703977,
2022-09-29 11:00:00,-66.11462715854668,
2022-09-29 23:59:59,-91.71834708124197,c
2022-09-30 00:00:00,-179.3811112454,
2022-09-30 03:30:00,-105.9510190533606,
2022-09-30 04:00:00,-46.34412758042936,
2022-09-30 06:00:00,13.80026466917343,
2022-09-30 08:00:00,6.7075688707773224,
2022-09-30 10:30:00,48.829735121539215,
2022-09-30 11:00:00,136.77463322750418,
2022-09-30 23:59:59,144.73967862521522,w
