date,AS_BATT_2022_Q4,meta
2022-10-27 00:00:00,-124.44699261660202,
2022-10-27 01:00:00,-93.16005940147397,
2022-10-27 02:30:00,-93.16005940147397,
2022-10-27 03:00:00,-93.16005940147397,
2022-10-27 18:30:00,-93.16005940147397,
2022-10-27 20:00:00,-20.883887598325373,
2022-10-27 23:00:00,94.06973453894585,
2022-10-27 23:59:59,89.51906396244408,c
2022-10-28 00:00:00,90.1991918496343,
2022-10-28 01:00:00,103.30361894556307,
2022-10-28 02:30:00,103.30361894556307,
2022-10-28 03:00:00,103.30361894556307,
2022-10-28 18:30:00,103.30361894556307,
2022-10-28 20:00:00,103.30361894556307,
2022-10-28 23:00:00,103.30361894556307,
2022-10-28 23:59:59,93.98613717008396,w
2022-10-31 00:00:00,51.86140853453611,
2022-10-31 01:00:00,51.453044170945475,
2022-10-31 02:30:00,51.453044170945475,
2022-10-31 03:00:00,51.453044170945475,
2022-10-31 18:30:00,51.453044170945475,
2022-10-31 20:00:00,32.21372842920118,
2022-10-31 23:00:00,112.40567868348307,
2022-10-31 23:59:59,147.6453470205485,c
2022-11-01 00:00:00,130.30307532532117,
2022-11-01 01:00:00,77.9891634701936,
2022-11-01 02:30:00,77.9891634701936,
2022-11-01 03:00:00,77.9891634701936,
2022-11-01 18:30:00,77.9891634701936,
2022-11-01 20:00:00,85.49264969939628,
2022-11-01 23:00:00,200.92972430085757,
2022-11-01 23:59:59,181.084213318828,c
2022-11-02 00:00:00,174.6974413037414,
2022-11-02 01:00:00,175.35576611335688,
2022-11-02 02:30:00,175.35576611335688,
2022-11-02 03:00:00,175.35576611335688,
2022-11-02 18:30:00,175.35576611335688,
2022-11-02 20:00:00,206.7155258980107,
2022-11-02 23:00:00,209.55193569469463,
2022-11-02 23:59:59,187.19026586129746,c
2022-11-03 00:00:00,234.78976434573082,
2022-11-03 01:00:00,263.4253633188643,
2022-11-03 02:30:00,263.4253633188643,
2022-11-03 03:00:00,263.4253633188643,
2022-11-03 18:30:00,263.4253633188643,
2022-11-03 20:00:00,249.13840228746466,
2022-11-03 23:00:00,220.59889193393855,
2022-11-03 23:59:59,224.30801471131855,c
2022-11-04 00:00:00,205.7656522480455,
2022-11-04 01:00:00,222.38987694044891,
2022-11-04 02:30:00,222.38987694044891,
2022-11-04 03:00:00,222.38987694044891,
2022-11-04 18:30:00,222.38987694044891,
2022-11-04 20:00:00,222.38987694044891,
2022-11-04 23:00:00,222.38987694044891,
2022-11-04 23:59:59,218.31637747214705,w
2022-11-07 00:00:00,139.50758739578902,
2022-11-07 01:00:00,133.12830988403056,
2022-11-07 02:30:00,133.12830988403056,
