date,KB_FAM_2021_Q2,meta
2021-05-21 00:00:00,48.42430645835452,
2021-05-21 10:00:00,37.1749909714365,
2021-05-21 10:30:00,36.419702398710115,
2021-05-21 12:00:00,25.289045145055752,
2021-05-21 13:30:00,35.92202199730559,
2021-05-21 15:00:00,33.707786491022716,
2021-05-21 15:30:30,33.707786491022716,
2021-05-21 23:59:59,43.39677233494649,w
2021-05-24 00:00:00,25.633753078446944,
2021-05-24 10:00:00,10.116807140078208,
2021-05-24 10:30:00,11.610234098511683,
2021-05-24 12:00:00,3.623215529808249,
2021-05-24 13:30:00,-1.693752978025941,
2021-05-24 15:00:00,-5.134353801056932,
2021-05-24 15:30:30,-5.134353801056932,
2021-05-24 23:59:59,-3.6728842477198214,c
2021-05-25 00:00:00,-12.536615856527987,
2021-05-25 10:00:00,-9.706251428101268,
2021-05-25 10:30:00,4.0815613235540695,
2021-05-25 12:00:00,10.481437339798731,
2021-05-25 13:30:00,-4.509425769656218,
2021-05-25 15:00:00,7.767071274100999,
2021-05-25 15:30:30,7.767071274100999,
2021-05-25 23:59:59,11.258077605779135,c
2021-05-26 00:00:00,-4.831760850497403,
2021-05-26 10:00:00,4.289317434388295,
2021-05-26 10:30:00,1.2593678890941646,
2021-05-26 12:00:00,-8.185159947254078,
2021-05-26 13:30:00,-6.914104006411435,
2021-05-26 15:00:00,-3.7714683544231775,
2021-05-26 15:30:30,-3.7714683544231775,
2021-05-26 23:59:59,1.1773412670477228,c
2021-05-27 00:00:00,-26.65674595771725,
2021-05-27 10:00:00,-26.106816851353415,
2021-05-27 10:30:00,-16.282538071804765,
2021-05-27 12:00:00,-10.033305547492091,
2021-05-27 13:30:00,-1.6961555944085376,
2021-05-27 15:00:00,-4.350548701690286,
2021-05-27 15:30:30,-4.350548701690286,m
2021-05-27 23:59:59,-35.89304218080201,c
2021-05-28 00:00:00,-47.72921654310949,
2021-05-28 10:00:00,-1.7972971767665058,
2021-05-28 10:30:00,4.98698763360585,
2021-05-28 12:00:00,2.2308909081932597,
2021-05-28 13:30:00,-7.074350971061904,
2021-05-28 15:00:00,-19.625553419239395,
2021-05-28 15:30:30,-19.625553419239395,
2021-05-28 23:59:59,-15.298432777921562,w
2021-05-31 00:00:00,-15.298432777921562,
2021-05-31 10:00:00,-15.298432777921562,
2021-05-31 10:30:00,-15.298432777921562,
2021-05-31 12:00:00,-15.298432777921562,
2021-05-31 13:30:00,-15.298432777921562,
2021-05-31 15:00:00,-15.298432777921562,
2021-05-31 15:30:30,-15.298432777921562,s
2021-05-31 23:59:59,-15.298432777921562,c
2021-06-01 00:00:00,-34.90683203554045,
2021-06-01 10:00:00,-21.26122173444037,
2021-06-01 10:30:00,-27.032891421919658,
2021-06-01 12:00:00,-15.955606079452764,
2021-06-01 13:30:00,-15.72648300520791,
2021-06-01 15:00:00,-11.50086494875336,
2021-06-01 15:30:30,-11.50086494875336,
2021-06-01 23:59:59,-7.595783579338104,c
2021-06-02 00:00:00,-9.618964085155994,
2021-06-02 10:00:00,-11.306122240671357,
2021-06-02 10:30:00,-9.35924801644228,
2021-06-02 12:00:00,-14.834627909631536,
2021-06-02 13:30:00,-12.719762126672322,
2021-06-02 15:00:00,-9.784803886168902,
2021-06-02 15:30:30,-9.784803886168902,
2021-06-02 23:59:59,-14.671031315362825,c
2021-06-03 00:00:00,-22.090946279729906,
2021-06-03 10:00:00,-29.884389386455496,
2021-06-03 10:30:00,-36.31620309213258,
2021-06-03 12:00:00,-57.47704094076175,
2021-06-03 13:30:00,-47.209207151187,
2021-06-03 15:00:00,-31.550425245975475,
2021-06-03 15:30:30,-31.550425245975475,
2021-06-03 23:59:59,-30.28119193093289,c
2021-06-04 00:00:00,-34.39610266225304,
2021-06-04 10:00:00,-15.282735441449631,
2021-06-04 10:30:00,-15.203098813757151,
2021-06-04 12:00:00,-19.639487143661654,
2021-06-04 13:30:00,-30.186365670376517,
2021-06-04 15:00:00,-29.95271615391448,
2021-06-04 15:30:30,-29.95271615391448,
2021-06-04 23:59:59,-17.872072942775276,w
2021-06-07 00:00:00,-4.579442986486356,
2021-06-07 10:00:00,22.927037752001524,
2021-06-07 10:30:00,24.134766660544983,
2021-06-07 12:00:00,30.099319591388166,
2021-06-07 13:30:00,21.161219908689645,
2021-06-07 15:00:00,2.6203912199382557,
2021-06-07 15:30:30,2.6203912199382557,
2021-06-07 23:59:59,12.282524867948723,c
2021-06-08 00:00:00,27.973059736316827,
2021-06-08 10:00:00,30.769542791111235,
2021-06-08 10:30:00,19.62963734204982,
2021-06-08 12:00:00,3.365559586769905,
2021-06-08 13:30:00,-4.4224341067649675,
2021-06-08 15:00:00,1.3822289748736694,
2021-06-08 15:30:30,1.3822289748736694,
2021-06-08 23:59:59,-0.03764978844878897,c
2021-06-09 00:00:00,6.733986870990748,
2021-06-09 10:00:00,40.949242725363774,
2021-06-09 10:30:00,32.61108383267424,
2021-06-09 12:00:00,25.51261302051853,
2021-06-09 13:30:00,34.0542423109373,
2021-06-09 15:00:00,31.15008072223077,
2021-06-09 15:30:30,31.15008072223077,
2021-06-09 23:59:59,38.825922111379896,c
2021-06-10 00:00:00,22.035726555176552,
2021-06-10 10:00:00,31.157666064492105,
2021-06-10 10:30:00,29.68192069728002,
2021-06-10 12:00:00,26.70273812880714,
2021-06-10 13:30:00,22.117148709659432,
2021-06-10 15:00:00,18.364007544169908,
2021-06-10 15:30:30,18.364007544169908,
2021-06-10 23:59:59,19.469168888539343,c
2021-06-11 00:00:00,33.43876961179876,
2021-06-11 10:00:00,4.760375631476336,
2021-06-11 10:30:00,3.185996225247891,
2021-06-11 12:00:00,7.704789743546371,
2021-06-11 13:30:00,0.4109399085566565,
2021-06-11 15:00:00,0.9881016719687068,
2021-06-11 15:30:30,0.9881016719687068,
2021-06-11 23:59:59,0.0,a
2021-06-14 00:00:00,15.501982264455364,
2021-06-14 10:00:00,38.66052330206662,
2021-06-14 10:30:00,34.29425685930664,
2021-06-14 12:00:00,48.621812813326414,
2021-06-14 13:30:00,47.27767985550963,
2021-06-14 15:00:00,59.8418371785076,
2021-06-14 15:30:30,59.8418371785076,
2021-06-14 23:59:59,49.21403280867548,c
2021-06-15 00:00:00,39.522068730093,
2021-06-15 10:00:00,55.38381478924134,
2021-06-15 10:30:00,45.64896811962308,
2021-06-15 12:00:00,49.82513834955148,
