date,MSCI_FACT_QUAL_HEDGED_2021_Q2,meta
2021-04-12 00:00:00,-117.98740909026857,
2021-04-12 10:00:00,-115.94922600076397,
2021-04-12 10:30:00,-118.58287693770167,
2021-04-12 12:00:00,-116.4502131481592,
2021-04-12 13:30:00,-94.29799198159195,
2021-04-12 15:00:00,-89.23267140020819,
2021-04-12 15:30:30,-89.23267140020819,
2021-04-12 23:59:59,-88.80706739991298,c
2021-04-13 00:00:00,-97.75329154007618,
2021-04-13 10:00:00,-84.32293285480576,
2021-04-13 10:30:00,-75.96030890819556,
2021-04-13 12:00:00,-84.8713855475407,
2021-04-13 13:30:00,-81.2684650392306,
2021-04-13 15:00:00,-88.9433099691342,
2021-04-13 15:30:30,-88.9433099691342,
2021-04-13 23:59:59,-90.32478072337189,c
2021-04-14 00:00:00,-95.52658821197177,
2021-04-14 10:00:00,-106.893270309697,
2021-04-14 10:30:00,-113.05006165457145,
2021-04-14 12:00:00,-111.02126855553404,
2021-04-14 13:30:00,-110.06366330015562,
2021-04-14 15:00:00,-111.98791418093178,
2021-04-14 15:30:30,-111.98791418093178,
2021-04-14 23:59:59,-111.88905548335275,c
2021-04-15 00:00:00,-104.05932165778309,
2021-04-15 10:00:00,-89.14956871057085,
2021-04-15 10:30:00,-84.26163135580539,
2021-04-15 12:00:00,-86.24251556949609,
2021-04-15 13:30:00,-77.25106155941829,
2021-04-15 15:00:00,-76.20819661030892,
2021-04-15 15:30:30,-76.20819661030892,
2021-04-15 23:59:59,-74.35397516333101,c
2021-04-16 00:00:00,-77.78228051271226,
2021-04-16 10:00:00,-92.29907456344223,
2021-04-16 10:30:00,-86.96026338245328,
2021-04-16 12:00:00,-88.40994842520404,
2021-04-16 13:30:00,-85.41853200439259,
2021-04-16 15:00:00,-84.94443628797875,
2021-04-16 15:30:30,-84.94443628797875,
2021-04-16 23:59:59,-89.77225383217821,w
2021-04-19 00:00:00,-104.06660859889253,
2021-04-19 10:00:00,-110.27225241630008,
2021-04-19 10:30:00,-106.22251440105022,
2021-04-19 12:00:00,-104.04727786567987,
2021-04-19 13:30:00,-100.84934048139918,
2021-04-19 15:00:00,-96.44394368856543,
2021-04-19 15:30:30,-96.44394368856543,
2021-04-19 23:59:59,-104.16271875974716,c
2021-04-20 00:00:00,-102.44293836438523,
2021-04-20 10:00:00,-82.27475796659404,
2021-04-20 10:30:00,-80.81345020959556,
2021-04-20 12:00:00,-80.79147087058915,
2021-04-20 13:30:00,-72.55984603191168,
2021-04-20 15:00:00,-76.09158412896905,
2021-04-20 15:30:30,-76.09158412896905,
2021-04-20 23:59:59,-76.34473090386301,c
2021-04-21 00:00:00,-84.9639832722021,
2021-04-21 10:00:00,-91.12374439859751,
2021-04-21 10:30:00,-94.76778746419795,
2021-04-21 12:00:00,-96.55826240563424,
2021-04-21 13:30:00,-101.54089109408041,
2021-04-21 15:00:00,-98.0828562574569,
2021-04-21 15:30:30,-98.0828562574569,
2021-04-21 23:59:59,-94.31340791112645,c
2021-04-22 00:00:00,-92.85055712229693,
2021-04-22 10:00:00,-100.52168784412233,
2021-04-22 10:30:00,-103.2068875426301,
2021-04-22 12:00:00,-110.09247431871036,
2021-04-22 13:30:00,-112.50315817625703,
2021-04-22 15:00:00,-113.78841387312387,
2021-04-22 15:30:30,-113.78841387312387,
2021-04-22 23:59:59,-108.45357178135195,c
2021-04-23 00:00:00,-82.3792929325128,
2021-04-23 10:00:00,-80.91276568594667,
2021-04-23 10:30:00,-88.71239431317066,
2021-04-23 12:00:00,-87.01219168674386,
2021-04-23 13:30:00,-84.97272548011817,
2021-04-23 15:00:00,-88.86389033657134,
2021-04-23 15:30:30,-88.86389033657134,
2021-04-23 23:59:59,-82.259079105601,w
2021-04-26 00:00:00,-93.46864140587947,
2021-04-26 10:00:00,-91.73589490295937,
2021-04-26 10:30:00,-89.49550367599308,
2021-04-26 12:00:00,-91.90923415047523,
2021-04-26 13:30:00,-91.22928758550687,
2021-04-26 15:00:00,-86.48504041445297,
2021-04-26 15:30:30,-86.48504041445297,
2021-04-26 23:59:59,-85.25595682673197,c
2021-04-27 00:00:00,-85.93549558078168,
2021-04-27 10:00:00,-90.41372017628855,
2021-04-27 10:30:00,-90.44179749276041,
2021-04-27 12:00:00,-89.73537926500892,
