date,HACK_2022_Q1,meta
2022-03-25 12:00:00,-74.10523666483027,
2022-03-25 13:30:00,-64.60053479491091,
2022-03-25 15:00:00,-55.80424301250207,
2022-03-25 15:30:30,-55.80424301250207,
2022-03-25 23:59:59,-52.2911260706079,w
2022-03-28 00:00:00,-45.18200973596379,
2022-03-28 10:00:00,12.253861362612952,
2022-03-28 10:30:00,25.63746275081519,
2022-03-28 12:00:00,19.988405021408994,
2022-03-28 13:30:00,23.079604009024365,
2022-03-28 15:00:00,50.165904767607344,
2022-03-28 15:30:30,50.165904767607344,
2022-03-28 23:59:59,55.61116743935452,c
2022-03-29 00:00:00,71.26233490019115,
2022-03-29 10:00:00,39.598304824662705,
2022-03-29 10:30:00,10.749807064862807,
2022-03-29 12:00:00,19.152438451795092,
2022-03-29 13:30:00,29.784977486863568,
2022-03-29 15:00:00,33.9845404407198,
2022-03-29 15:30:30,33.9845404407198,
2022-03-29 23:59:59,20.4982284974202,c
2022-03-30 00:00:00,4.621335153486598,
2022-03-30 10:00:00,37.416362688480945,
2022-03-30 10:30:00,44.19694439237139,
2022-03-30 12:00:00,35.21424217371657,
2022-03-30 13:30:00,36.24365999916142,
2022-03-30 15:00:00,15.345338144368725,
2022-03-30 15:30:30,15.345338144368725,
2022-03-30 23:59:59,17.12041214032365,c
2022-03-31 00:00:00,30.897658051247845,
2022-03-31 10:00:00,42.02057644137824,
2022-03-31 10:30:00,34.70029843319662,
2022-03-31 12:00:00,58.62539507143538,
2022-03-31 13:30:00,42.623150225867676,
2022-03-31 15:00:00,31.563858086036703,
2022-03-31 15:30:30,31.563858086036703,
2022-03-31 23:59:59,16.65525095510361,c
2022-04-01 00:00:00,9.468056250631662,
2022-04-01 10:00:00,36.161731032849275,
2022-04-01 10:30:00,37.091694527581694,
2022-04-01 12:00:00,16.075635232474383,
2022-04-01 13:30:00,11.659622456493253,
2022-04-01 15:00:00,25.368389876299148,
2022-04-01 15:30:30,25.368389876299148,
2022-04-01 23:59:59,13.219268733826425,w
