date,EU_MSCI_ESG_2022_Q2,meta
2022-04-28 03:30:00,-72.23053387212559,
2022-04-28 04:00:00,-72.40245372280754,
2022-04-28 06:00:00,-69.04529123563293,
2022-04-28 08:00:00,-65.09390290371539,
2022-04-28 10:30:00,-62.98394051109415,
2022-04-28 11:00:00,-62.62328914427411,
2022-04-28 23:59:59,-67.63037519759916,c
2022-04-29 00:00:00,-43.51592004693322,
2022-04-29 03:30:00,-26.12062426989627,
2022-04-29 04:00:00,-19.161511635009276,
2022-04-29 06:00:00,-16.565392144908003,
2022-04-29 08:00:00,-24.913878491651474,
2022-04-29 10:30:00,-11.08364123873696,
2022-04-29 11:00:00,-15.904980939729853,
2022-04-29 23:59:59,-17.179406593596354,w
2022-05-02 00:00:00,-12.786613002218814,
2022-05-02 03:30:00,-24.794099149768385,
2022-05-02 04:00:00,-79.06706176829789,
2022-05-02 06:00:00,-37.43366261650243,
2022-05-02 08:00:00,-38.364977957855444,
2022-05-02 10:30:00,-36.13845869030246,
2022-05-02 11:00:00,-35.618274521598266,
2022-05-02 23:59:59,-35.48442515907641,c
2022-05-03 00:00:00,-59.42056465738267,
2022-05-03 03:30:00,-37.656162124469006,
2022-05-03 04:00:00,-31.830731510992678,
2022-05-03 06:00:00,-16.13006984763922,
2022-05-03 08:00:00,-23.428406963183477,
2022-05-03 10:30:00,-14.494090368405239,
2022-05-03 11:00:00,-16.66207501326221,
2022-05-03 23:59:59,-16.52986764719725,c
2022-05-04 00:00:00,-17.6659057926297,
2022-05-04 03:30:00,-22.509618494327412,
2022-05-04 04:00:00,-23.971757135720623,
2022-05-04 06:00:00,-26.420948336108268,
2022-05-04 08:00:00,-19.919088514728173,
2022-05-04 10:30:00,-27.645052511379845,
2022-05-04 11:00:00,-17.824459425921418,
2022-05-04 23:59:59,-13.127716192721266,c
2022-05-05 00:00:00,-35.7391957753149,
2022-05-05 03:30:00,-31.38033588192303,
2022-05-05 04:00:00,-31.289623508340014,
2022-05-05 06:00:00,-11.290250308480154,
2022-05-05 08:00:00,-23.969331543976807,
2022-05-05 10:30:00,-22.37301612938586,
2022-05-05 11:00:00,-32.40504332435489,
2022-05-05 23:59:59,-21.723427670287037,c
2022-05-06 00:00:00,-18.21067853877088,
2022-05-06 03:30:00,-8.51639631263788,
2022-05-06 04:00:00,-2.452125419554079,
2022-05-06 06:00:00,2.3122141532737146,
2022-05-06 08:00:00,-10.413356140014457,
2022-05-06 10:30:00,-10.735585104151028,
2022-05-06 11:00:00,-14.840166850648359,
2022-05-06 23:59:59,-9.348777126140533,w
2022-05-09 00:00:00,-7.6935579014684095,
2022-05-09 03:30:00,-8.422448197222138,
2022-05-09 04:00:00,-5.776747949854098,
2022-05-09 06:00:00,-28.693445162529827,
2022-05-09 08:00:00,-25.89609252653844,
2022-05-09 10:30:00,-33.04083865381182,
2022-05-09 11:00:00,-37.33904767696231,
2022-05-09 23:59:59,-40.4348379918701,c
2022-05-10 00:00:00,-55.33269903488713,
2022-05-10 03:30:00,-39.88986910232262,
2022-05-10 04:00:00,-44.90228372155872,
2022-05-10 06:00:00,-41.50381401377382,
2022-05-10 08:00:00,-44.859833934756125,
2022-05-10 10:30:00,-62.160737112212644,
2022-05-10 11:00:00,-68.86613512252444,
2022-05-10 23:59:59,-67.54571573364188,c
2022-05-11 00:00:00,-77.11663407343804,
2022-05-11 03:30:00,-84.37108105700906,
2022-05-11 04:00:00,-84.63368319974637,
2022-05-11 06:00:00,-50.16093669298442,
2022-05-11 08:00:00,-51.85756624500874,
2022-05-11 10:30:00,-66.75148153390967,
2022-05-11 11:00:00,-66.29695044590932,
2022-05-11 23:59:59,-76.45431756074606,c
2022-05-12 00:00:00,-63.961727651567514,
2022-05-12 03:30:00,-100.44155729287371,
2022-05-12 04:00:00,-85.58134655427438,
2022-05-12 06:00:00,-84.3399055225496,
2022-05-12 08:00:00,-82.30243425993086,
2022-05-12 10:30:00,-80.09690045938027,
2022-05-12 11:00:00,-81.65029922301022,
2022-05-12 23:59:59,-100.00282535188353,c
2022-05-13 00:00:00,-95.8099012369637,
2022-05-13 03:30:00,-99.70687453309063,
2022-05-13 04:00:00,-87.56115986438726,
2022-05-13 06:00:00,-104.50830967057965,
2022-05-13 08:00:00,-106.14921740544884,
2022-05-13 10:30:00,-95.63592648465556,
2022-05-13 11:00:00,-95.12515175779629,
2022-05-13 23:59:59,-107.22169936354538,w
2022-05-16 00:00:00,-92.80836346437013,
2022-05-16 03:30:00,-104.2662198486916,
2022-05-16 04:00:00,-94.27600167238427,
2022-05-16 06:00:00,-98.13991426704257,
2022-05-16 08:00:00,-80.21522326989191,
2022-05-16 10:30:00,-65.55198412478944,
2022-05-16 11:00:00,-65.40652462161398,
2022-05-16 23:59:59,-65.56308257111476,c
2022-05-17 00:00:00,-56.24540704112309,
2022-05-17 03:30:00,-57.55153743765658,
2022-05-17 04:00:00,-60.453139812824816,
2022-05-17 06:00:00,-51.405333288657005,
2022-05-17 08:00:00,-60.44231859494465,
2022-05-17 10:30:00,-48.07106001634975,
2022-05-17 11:00:00,-49.277744101524206,
2022-05-17 23:59:59,-39.98613603622789,c
2022-05-18 00:00:00,-41.59855648287754,
2022-05-18 03:30:00,-33.15099379521786,
2022-05-18 04:00:00,-23.99822068473094,
2022-05-18 06:00:00,-35.79455905709773,
2022-05-18 08:00:00,-30.065401910237142,
2022-05-18 10:30:00,-21.683158450686108,
2022-05-18 11:00:00,-19.863824151944755,
2022-05-18 23:59:59,-13.54569951167798,c
2022-05-19 00:00:00,-8.535695689149065,
2022-05-19 03:30:00,4.97907469275566,
2022-05-19 04:00:00,4.144942552790951,
2022-05-19 06:00:00,-3.6067630609950925,
2022-05-19 08:00:00,-4.338482068508824,
2022-05-19 10:30:00,-14.766122774037683,
2022-05-19 11:00:00,-14.808202338871865,
2022-05-19 23:59:59,0.0,a
2022-05-20 00:00:00,23.06436976889364,
2022-05-20 03:30:00,57.21213186838639,
2022-05-20 04:00:00,53.716697406600645,
2022-05-20 06:00:00,59.67816934543339,
2022-05-20 08:00:00,48.91152464284801,
2022-05-20 10:30:00,33.44476586161187,
2022-05-20 11:00:00,32.97917875656594,
2022-05-20 23:59:59,22.63402093073222,w
2022-05-23 00:00:00,5.407862184753981,
2022-05-23 03:30:00,-15.7357135313286,
2022-05-23 04:00:00,-6.522734763228357,
2022-05-23 06:00:00,-7.443808699841782,
2022-05-23 08:00:00,2.7985460922492393,
2022-05-23 10:30:00,-9.517888739804334,
2022-05-23 11:00:00,-16.04754744206548,
2022-05-23 23:59:59,-15.540235512653851,c
2022-05-24 00:00:00,-36.79246770723705,
2022-05-24 03:30:00,-31.801560110225694,
2022-05-24 04:00:00,-39.76590442002504,
2022-05-24 06:00:00,-38.349884307902414,
2022-05-24 08:00:00,-45.17415568595413,
2022-05-24 10:30:00,-56.47709340273104,
2022-05-24 11:00:00,-54.33354407910144,
2022-05-24 23:59:59,-46.77861111655477,c
0,-46.77861111655477,
0,-46.77861111655477,
0,-46.77861111655477,
0,-46.77861111655477,
0,-46.77861111655477,
0,-46.77861111655477,
0,-46.77861111655477,
0,-46.77861111655477,
0,-46.77861111655477,
0,-46.77861111655477,
0,-46.77861111655477,
0,-46.77861111655477,
0,-46.77861111655477,
0,-46.77861111655477,
0,-46.77861111655477,
0,-46.77861111655477,
0,-46.77861111655477,
0,-46.77861111655477,
0,-46.77861111655477,
0,-46.77861111655477,
0,-46.77861111655477,
0,-46.77861111655477,
0,-46.77861111655477,
0,-46.77861111655477,
2022-05-25 00:00:00,-47.27349551213729,
2022-05-25 03:30:00,-31.416444785942872,
2022-05-25 04:00:00,-25.300707895501148,
2022-05-25 06:00:00,-25.49086995149935,
2022-05-25 08:00:00,-19.129855227383985,
2022-05-25 10:30:00,-31.27590428196089,
2022-05-25 11:00:00,-24.59851752529022,
2022-05-25 23:59:59,-10.868368625827998,c
2022-05-26 00:00:00,-12.082791132693103,
2022-05-26 03:30:00,-22.419778030207624,
2022-05-26 04:00:00,-24.154846066456003,
2022-05-26 06:00:00,-2.4363033334641386,
2022-05-26 08:00:00,-9.624639695169037,
2022-05-26 10:30:00,-12.72840864471533,
2022-05-26 11:00:00,-11.211732709132093,
2022-05-26 23:59:59,-13.338904598867487,c
2022-05-27 00:00:00,-13.885198363611266,
2022-05-27 03:30:00,-42.6608855916453,
2022-05-27 04:00:00,-30.031007143382,
2022-05-27 06:00:00,-21.9076146483888,
2022-05-27 08:00:00,-26.487763291430383,
2022-05-27 10:30:00,-32.95931602256786,
2022-05-27 11:00:00,-29.57864506690578,
2022-05-27 23:59:59,-30.980076355623112,w
2022-05-30 00:00:00,-34.51252840389793,
2022-05-30 03:30:00,-43.3185503769389,
2022-05-30 04:00:00,-47.75263583285482,
2022-05-30 06:00:00,-56.55669323064859,
2022-05-30 08:00:00,-59.070403387660406,
2022-05-30 10:30:00,-52.20568469079757,
2022-05-30 11:00:00,-54.693052969401265,
2022-05-30 23:59:59,-50.555828924228535,c
2022-05-31 00:00:00,-37.622817901076246,
2022-05-31 03:30:00,-52.490810669511006,
2022-05-31 04:00:00,-45.51074636655312,
2022-05-31 06:00:00,-40.71616582540469,
2022-05-31 08:00:00,-31.643094669987363,
2022-05-31 10:30:00,-16.04688702828895,
2022-05-31 11:00:00,-11.319338624820375,
2022-05-31 23:59:59,-31.29296008912206,e
2022-06-01 00:00:00,-64.75901989307192,
2022-06-01 03:30:00,-41.065081731912414,
2022-06-01 04:00:00,-27.65805684120818,
2022-06-01 06:00:00,-22.883418226771767,
2022-06-01 08:00:00,-37.43927876399226,
2022-06-01 10:30:00,-52.822146460841566,
2022-06-01 11:00:00,-45.365094177326284,
2022-06-01 23:59:59,-36.679151435898405,c
2022-06-02 00:00:00,-41.97804867575502,
2022-06-02 03:30:00,-34.93750225736551,
2022-06-02 04:00:00,-36.46174179524559,
2022-06-02 06:00:00,-38.3666061763073,
2022-06-02 08:00:00,-36.97121924447947,
2022-06-02 10:30:00,-28.803264189810534,
2022-06-02 11:00:00,-29.57635071128624,
2022-06-02 23:59:59,-28.40792773175525,c
2022-06-03 00:00:00,-34.50790094446421,
2022-06-03 03:30:00,-43.789900631335456,
2022-06-03 04:00:00,-37.86511330721413,
2022-06-03 06:00:00,-31.58804444161177,
2022-06-03 08:00:00,-32.395333048907275,
2022-06-03 10:30:00,-42.46784847138906,
2022-06-03 11:00:00,-36.63075417334068,
2022-06-03 23:59:59,-41.76014682621917,w
2022-06-06 00:00:00,-48.56226367066023,
2022-06-06 03:30:00,-61.29105660351371,
2022-06-06 04:00:00,-42.08350564017138,
2022-06-06 06:00:00,-38.20460774080226,
2022-06-06 08:00:00,-35.55510507462424,
2022-06-06 10:30:00,-41.40316550094036,
2022-06-06 11:00:00,-42.89756923003739,
2022-06-06 23:59:59,-45.12462699917694,c
2022-06-07 00:00:00,-32.22841077314689,
2022-06-07 03:30:00,-51.17290250138427,
2022-06-07 04:00:00,-46.14847673562019,
2022-06-07 06:00:00,-57.56312265050019,
2022-06-07 08:00:00,-52.628419121392994,
2022-06-07 10:30:00,-53.04259774992505,
2022-06-07 11:00:00,-53.71806413096647,
2022-06-07 23:59:59,-56.67237722829293,c
2022-06-08 00:00:00,-44.441142733563595,
2022-06-08 03:30:00,-38.82534293194982,
2022-06-08 04:00:00,-37.76812623303539,
2022-06-08 06:00:00,-33.700586045646276,
2022-06-08 08:00:00,-33.0893283429408,
2022-06-08 10:30:00,-25.220492203820186,
2022-06-08 11:00:00,-20.123639855072895,
2022-06-08 23:59:59,-8.228939708258281,c
2022-06-09 00:00:00,-7.70509401841241,
2022-06-09 03:30:00,-25.264753005738214,
2022-06-09 04:00:00,-18.83336274537311,
2022-06-09 06:00:00,26.453492355637536,
2022-06-09 08:00:00,-9.172508700415733,
2022-06-09 10:30:00,-3.206322087128399,
2022-06-09 11:00:00,-0.7498425148421575,
2022-06-09 23:59:59,-14.57767271201692,c
2022-06-10 00:00:00,-8.219765247193095,
2022-06-10 03:30:00,5.115029304761208,
2022-06-10 04:00:00,5.71344363562406,
2022-06-10 06:00:00,3.0159746028022596,
2022-06-10 08:00:00,-4.921074192052572,
2022-06-10 10:30:00,7.152188291114271,
2022-06-10 11:00:00,8.92884287199945,
2022-06-10 23:59:59,11.325142001736367,w
2022-06-13 00:00:00,-14.154693513874065,
2022-06-13 03:30:00,-5.830174812679957,
2022-06-13 04:00:00,-4.893898954674285,
2022-06-13 06:00:00,-7.610161290796611,
2022-06-13 08:00:00,-4.206809884742597,
2022-06-13 10:30:00,-9.626624914372826,
2022-06-13 11:00:00,-12.477228959349702,
2022-06-13 23:59:59,-5.837946609117694,c
2022-06-14 00:00:00,-18.543841940259426,
2022-06-14 03:30:00,-17.2679349112164,
2022-06-14 04:00:00,-15.487391260875995,
2022-06-14 06:00:00,-17.843806454297464,
2022-06-14 08:00:00,-28.71516224844362,
2022-06-14 10:30:00,-49.01218563344747,
2022-06-14 11:00:00,-46.8354375808438,
2022-06-14 23:59:59,-43.52240912734004,c
2022-06-15 00:00:00,-50.615575015424156,
2022-06-15 03:30:00,-63.695831064210324,
2022-06-15 04:00:00,-71.46043995637274,
2022-06-15 06:00:00,-73.36294350359827,
2022-06-15 08:00:00,-59.958696106037166,
2022-06-15 10:30:00,-64.39203406092707,
2022-06-15 11:00:00,-56.03245192208465,
2022-06-15 23:59:59,-55.65755502911452,c
2022-06-16 00:00:00,-75.82457028828702,
2022-06-16 03:30:00,-65.59800694137402,
2022-06-16 04:00:00,-62.74255938149042,
2022-06-16 06:00:00,-83.55705220366718,
2022-06-16 08:00:00,-76.55108707663061,
2022-06-16 10:30:00,-80.33640031503205,
2022-06-16 11:00:00,-73.66205971625106,
2022-06-16 23:59:59,-68.93741292687673,c
2022-06-17 00:00:00,-77.08920599562055,
2022-06-17 03:30:00,-72.8343947366638,
2022-06-17 04:00:00,-77.22003905839057,
2022-06-17 06:00:00,-80.69245475209112,
2022-06-17 08:00:00,-55.63172219746531,
2022-06-17 10:30:00,-58.077304498341505,
2022-06-17 11:00:00,-57.57036117972336,
2022-06-17 23:59:59,-60.62904895987003,w
2022-06-20 00:00:00,-60.63365121626521,
2022-06-20 03:30:00,-64.4768096972279,
2022-06-20 04:00:00,-56.03963418003224,
2022-06-20 06:00:00,-57.903283168480755,
2022-06-20 08:00:00,-53.33295902592164,
2022-06-20 10:30:00,-61.59554083279943,
2022-06-20 11:00:00,-63.92126226342555,
2022-06-20 23:59:59,-66.95026103751991,c
2022-06-21 00:00:00,-57.8811362940225,
2022-06-21 03:30:00,-65.42913692964459,
2022-06-21 04:00:00,-62.74784971555721,
2022-06-21 06:00:00,-69.88223582156928,
2022-06-21 08:00:00,-67.04317534386684,
2022-06-21 10:30:00,-66.41417151820167,
2022-06-21 11:00:00,-61.554786894238305,
2022-06-21 23:59:59,-53.295835936345895,c
