date,AS_FTSE_EM_AD_2022_Q4,meta
2022-10-07 00:00:00,568.2727014017746,
2022-10-07 01:00:00,485.1851414458233,
2022-10-07 02:30:00,485.1851414458233,
2022-10-07 03:00:00,485.1851414458233,
2022-10-07 18:30:00,485.1851414458233,
2022-10-07 20:00:00,485.1851414458233,
2022-10-07 23:00:00,485.1851414458233,
2022-10-07 23:59:59,444.0842950240476,w
2022-10-10 00:00:00,433.24645680786307,
2022-10-10 01:00:00,507.9071718320556,
2022-10-10 02:30:00,507.9071718320556,
2022-10-10 03:00:00,507.9071718320556,
2022-10-10 18:30:00,507.9071718320556,
2022-10-10 20:00:00,507.9071718320556,
2022-10-10 23:00:00,507.9071718320556,
2022-10-10 23:59:59,441.5744766601565,c
2022-10-11 00:00:00,442.25827314511116,
2022-10-11 01:00:00,432.6878937310794,
2022-10-11 02:30:00,432.6878937310794,
2022-10-11 03:00:00,432.6878937310794,
2022-10-11 18:30:00,432.6878937310794,
2022-10-11 20:00:00,432.6878937310794,
2022-10-11 23:00:00,432.6878937310794,
2022-10-11 23:59:59,169.67935203213347,c
2022-10-12 00:00:00,203.57828320557383,
2022-10-12 01:00:00,292.7252068311318,
2022-10-12 02:30:00,292.7252068311318,
2022-10-12 03:00:00,292.7252068311318,
2022-10-12 18:30:00,292.7252068311318,
2022-10-12 20:00:00,292.7252068311318,
2022-10-12 23:00:00,292.7252068311318,
2022-10-12 23:59:59,271.17821558321884,c
2022-10-13 00:00:00,271.17821558321884,
2022-10-13 01:00:00,271.17821558321884,
2022-10-13 02:30:00,271.17821558321884,
2022-10-13 03:00:00,271.17821558321884,
2022-10-13 18:30:00,271.17821558321884,
2022-10-13 20:00:00,271.17821558321884,
2022-10-13 23:00:00,271.17821558321884,
2022-10-13 23:59:59,271.17821558321884,c
2022-10-14 00:00:00,271.17821558321884,
2022-10-14 01:00:00,271.17821558321884,
2022-10-14 02:30:00,271.17821558321884,
2022-10-14 03:00:00,271.17821558321884,
2022-10-14 18:30:00,271.17821558321884,
2022-10-14 20:00:00,271.17821558321884,
2022-10-14 23:00:00,271.17821558321884,
2022-10-14 23:59:59,271.17821558321884,w
2022-10-17 00:00:00,203.34924577896163,
2022-10-17 01:00:00,190.0014122820412,
2022-10-17 02:30:00,190.0014122820412,
2022-10-17 03:00:00,190.0014122820412,
2022-10-17 18:30:00,190.0014122820412,
2022-10-17 20:00:00,190.0014122820412,
2022-10-17 23:00:00,190.0014122820412,
2022-10-17 23:59:59,286.2375668619625,c
2022-10-18 00:00:00,324.3657793866878,
2022-10-18 01:00:00,490.5000787617464,
2022-10-18 02:30:00,490.5000787617464,
2022-10-18 03:00:00,490.5000787617464,
2022-10-18 18:30:00,490.5000787617464,
2022-10-18 20:00:00,490.5000787617464,
2022-10-18 23:00:00,490.5000787617464,
2022-10-18 23:59:59,511.99126063068616,c
2022-10-19 00:00:00,614.3678169845134,
2022-10-19 01:00:00,474.65572693288595,
2022-10-19 02:30:00,474.65572693288595,
2022-10-19 03:00:00,474.65572693288595,
2022-10-19 18:30:00,474.65572693288595,
2022-10-19 20:00:00,474.65572693288595,
2022-10-19 23:00:00,474.65572693288595,
2022-10-19 23:59:59,481.5140399758948,c
2022-10-20 00:00:00,484.245379417649,
2022-10-20 01:00:00,592.8057687115033,
2022-10-20 02:30:00,592.8057687115033,
