date,XIND_2023_Q1,meta
2023-02-17 00:00:00,-857.0852500196283,
2023-02-17 10:00:00,-820.1462536872597,
2023-02-17 10:30:00,-822.4375903993605,
2023-02-17 12:00:00,-817.3088137876549,
2023-02-17 13:30:00,-829.8500420064026,
2023-02-17 15:00:00,-889.6124700200043,
2023-02-17 15:30:30,-889.6124700200043,
2023-02-17 23:59:59,-964.0819798374516,w
2023-02-20 00:00:00,-964.0819798374516,
2023-02-20 10:00:00,-964.0819798374516,
2023-02-20 10:30:00,-964.0819798374516,
2023-02-20 12:00:00,-964.0819798374516,
2023-02-20 13:30:00,-964.0819798374516,
2023-02-20 15:00:00,-964.0819798374516,
2023-02-20 15:30:30,-964.0819798374516,
2023-02-20 23:59:59,-964.0819798374516,c
2023-02-21 00:00:00,-950.5369783130677,
2023-02-21 10:00:00,-876.3280688279795,
2023-02-21 10:30:00,-859.1998713036611,
2023-02-21 12:00:00,-779.2237072358251,
2023-02-21 13:30:00,-784.3552023932403,
2023-02-21 15:00:00,-742.6260161206801,
2023-02-21 15:30:30,-742.6260161206801,
2023-02-21 23:59:59,-753.1743171232803,c
2023-02-22 00:00:00,-748.0322460398713,
2023-02-22 10:00:00,-832.4067731545665,
2023-02-22 10:30:00,-819.8691723924996,
2023-02-22 12:00:00,-884.781690698461,
2023-02-22 13:30:00,-883.9395250758384,
2023-02-22 15:00:00,-923.9648423172723,
2023-02-22 15:30:30,-923.9648423172723,
2023-02-22 23:59:59,-937.0031698916583,c
2023-02-23 00:00:00,-877.228479630653,
2023-02-23 10:00:00,-818.4910036241022,
2023-02-23 10:30:00,-852.0654162786805,
2023-02-23 12:00:00,-689.0432555407253,
2023-02-23 13:30:00,-660.0233929818475,
2023-02-23 15:00:00,-713.805271991813,
2023-02-23 15:30:30,-713.805271991813,
2023-02-23 23:59:59,-708.8835815913171,c
2023-02-24 00:00:00,-687.088689847938,
2023-02-24 10:00:00,-648.7178184227589,
2023-02-24 10:30:00,-558.6656610132795,
2023-02-24 12:00:00,-610.2119435335662,
2023-02-24 13:30:00,-642.4325946224087,
2023-02-24 15:00:00,-649.6835832024535,
2023-02-24 15:30:30,-649.6835832024535,
2023-02-24 23:59:59,-694.2122779633112,w
2023-02-27 00:00:00,-683.7825974155472,
2023-02-27 10:00:00,-677.9365573413238,
2023-02-27 10:30:00,-663.6989786895632,
2023-02-27 12:00:00,-710.1637582561189,
2023-02-27 13:30:00,-676.5482953836092,
2023-02-27 15:00:00,-642.5767011719113,
2023-02-27 15:30:30,-642.5767011719113,
2023-02-27 23:59:59,-653.0500287568859,c
2023-02-28 00:00:00,-669.9516717488741,
2023-02-28 10:00:00,-606.8150677359108,
2023-02-28 10:30:00,-613.5792915302679,
2023-02-28 12:00:00,-593.7714569162022,
2023-02-28 13:30:00,-571.2411611081386,
2023-02-28 15:00:00,-529.9701543019808,
2023-02-28 15:30:30,-529.9701543019808,s
2023-02-28 23:59:59,-524.561730788532,c
2023-03-01 00:00:00,-463.5835195162249,
2023-03-01 10:00:00,-488.2102941492419,
2023-03-01 10:30:00,-408.51048096015325,
2023-03-01 12:00:00,-315.51383759968326,
2023-03-01 13:30:00,-277.95515259905187,
