date,WMT_WW_2021_Q1,meta
2021-02-11 00:00:00,-221.31064144819078,
2021-02-11 10:00:00,-242.61361149013192,
2021-02-11 10:30:00,-239.43216636501177,
2021-02-11 12:00:00,-253.53548250561136,
2021-02-11 13:30:00,-241.77275816115514,
2021-02-11 15:00:00,-244.02820284160822,
2021-02-11 15:30:30,-244.02820284160822,
2021-02-11 23:59:59,-244.68340118385106,c
2021-02-12 00:00:00,-255.0227586716704,
2021-02-12 10:00:00,-252.80967858015075,
2021-02-12 10:30:00,-260.19563445648777,
2021-02-12 12:00:00,-267.26921378787307,
2021-02-12 13:30:00,-261.2456164097853,
2021-02-12 15:00:00,-258.19885360356795,
2021-02-12 15:30:30,-258.19885360356795,
2021-02-12 23:59:59,-253.42614441446068,w
2021-02-15 00:00:00,-253.42614441446068,
2021-02-15 10:00:00,-253.42614441446068,
2021-02-15 10:30:00,-253.42614441446068,
2021-02-15 12:00:00,-253.42614441446068,
2021-02-15 13:30:00,-253.42614441446068,
2021-02-15 15:00:00,-253.42614441446068,
2021-02-15 15:30:30,-253.42614441446068,
2021-02-15 23:59:59,-253.42614441446068,c
2021-02-16 00:00:00,-298.71905931942314,
2021-02-16 10:00:00,-312.2291337603852,
2021-02-16 10:30:00,-300.37909989169094,
2021-02-16 12:00:00,-309.8270523608118,
2021-02-16 13:30:00,-302.78223612848075,
2021-02-16 15:00:00,-304.5223740705222,
2021-02-16 15:30:30,-304.5223740705222,
2021-02-16 23:59:59,-305.77244038462936,c
2021-02-17 00:00:00,-294.20383142481444,
2021-02-17 10:00:00,-306.6611969333574,
2021-02-17 10:30:00,-318.504918008516,
2021-02-17 12:00:00,-297.4723152164981,
2021-02-17 13:30:00,-304.2805441821583,
2021-02-17 15:00:00,-320.94097427221163,
2021-02-17 15:30:30,-320.94097427221163,
2021-02-17 23:59:59,-343.46527744953556,c
2021-02-18 00:00:00,-91.60645300827176,
2021-02-18 10:00:00,-71.29578174404278,
2021-02-18 10:30:00,-65.01547587535083,
2021-02-18 12:00:00,-67.92952454446406,
2021-02-18 13:30:00,-38.25695985846222,
2021-02-18 15:00:00,-24.031140531268715,
2021-02-18 15:30:30,-24.031140531268715,
2021-02-18 23:59:59,0.0,a
2021-02-19 00:00:00,-4.918807458705455,
2021-02-19 10:00:00,-41.48532499544844,
2021-02-19 10:30:00,-51.303177532810714,
2021-02-19 12:00:00,-72.56983803601638,
2021-02-19 13:30:00,-71.88576274342165,
2021-02-19 15:00:00,-73.38118212365657,
2021-02-19 15:30:30,-73.38118212365657,
2021-02-19 23:59:59,-87.80000000000597,w
2021-02-22 00:00:00,-81.8679864299871,
2021-02-22 10:00:00,-69.94953062768877,
2021-02-22 10:30:00,-58.989805307938155,
2021-02-22 12:00:00,-28.391084002067895,
2021-02-22 13:30:00,-43.85696259303912,
2021-02-22 15:00:00,-44.99729990740865,
2021-02-22 15:30:30,-44.99729990740865,
2021-02-22 23:59:59,-59.62723910000846,c
2021-02-23 00:00:00,-18.236542446101456,
2021-02-23 10:00:00,34.754583630404625,
2021-02-23 10:30:00,3.5658957245379685,
2021-02-23 12:00:00,36.87055112672373,
2021-02-23 13:30:00,43.091175456129015,
2021-02-23 15:00:00,40.739272391022745,
2021-02-23 15:30:30,40.739272391022745,
2021-02-23 23:59:59,27.849242242567986,c
2021-02-24 00:00:00,-1.3522057056568562,
2021-02-24 10:00:00,45.70495762434825,
2021-02-24 10:30:00,82.60934435593636,
