date,SPX500_PURE_GV_HEDGED_2020_Q4,meta
2020-11-06 00:00:00,370.3838127644847,
2020-11-06 10:00:00,363.2265783076232,
2020-11-06 10:30:00,356.56277036797155,
2020-11-06 12:00:00,378.615045053064,
2020-11-06 13:30:00,389.0857377131199,
2020-11-06 15:00:00,391.61182181361255,
2020-11-06 15:30:30,391.61182181361255,
2020-11-06 23:59:59,388.573387424226,w
2020-11-09 00:00:00,202.84031150062765,
2020-11-09 10:00:00,73.75755963526672,
2020-11-09 10:30:00,113.94488526533746,
2020-11-09 12:00:00,91.07422009295965,
2020-11-09 13:30:00,65.7968520422055,
2020-11-09 15:00:00,60.704028952627596,
2020-11-09 15:30:30,60.704028952627596,f
2020-11-09 23:59:59,74.03161668537268,c
2020-11-10 00:00:00,59.94098193524587,
2020-11-10 10:00:00,41.25420453243214,
2020-11-10 10:30:00,24.538142983989474,
2020-11-10 12:00:00,34.89755806177027,
2020-11-10 13:30:00,37.27510356400899,
2020-11-10 15:00:00,32.30092661477329,
2020-11-10 15:30:30,32.30092661477329,
2020-11-10 23:59:59,30.675114675920213,c
2020-11-11 00:00:00,24.021644185726018,
2020-11-11 10:00:00,73.32605542651754,
2020-11-11 10:30:00,88.16296416214777,
2020-11-11 12:00:00,83.14433969206084,
2020-11-11 13:30:00,73.60044095312287,
2020-11-11 15:00:00,86.76641609950548,
2020-11-11 15:30:30,86.76641609950548,
2020-11-11 23:59:59,86.79248651826492,c
2020-11-12 00:00:00,125.30855223218055,
2020-11-12 10:00:00,131.91479237313274,
2020-11-12 10:30:00,128.37770787074578,
2020-11-12 12:00:00,121.69401672092135,
2020-11-12 13:30:00,141.26958022108624,
2020-11-12 15:00:00,154.02822918071502,
2020-11-12 15:30:30,154.02822918071502,
2020-11-12 23:59:59,146.5602506708542,c
2020-11-13 00:00:00,140.18380141812736,
2020-11-13 10:00:00,111.0024967008519,
2020-11-13 10:30:00,119.73055740151426,
2020-11-13 12:00:00,106.42869475769953,
2020-11-13 13:30:00,100.82279958834988,
2020-11-13 15:00:00,86.8374435054211,
2020-11-13 15:30:30,86.8374435054211,s
2020-11-13 23:59:59,79.42785305112739,w
2020-11-16 00:00:00,-13.63571393421853,
2020-11-16 10:00:00,28.718429379643112,
2020-11-16 10:30:00,9.289530889295747,
2020-11-16 12:00:00,5.062679195832516,
2020-11-16 13:30:00,15.013970933834571,
2020-11-16 15:00:00,4.628650253087926,
2020-11-16 15:30:30,4.628650253087926,
2020-11-16 23:59:59,10.361071828013337,c
2020-11-17 00:00:00,38.038032757973724,
2020-11-17 10:00:00,51.64453997019291,
2020-11-17 10:30:00,39.194926816096995,
2020-11-17 12:00:00,14.164582095933838,
2020-11-17 13:30:00,9.291468341747986,
2020-11-17 15:00:00,-0.10213117017656259,
2020-11-17 15:30:30,-0.10213117017656259,
2020-11-17 23:59:59,10.558157242597645,c
2020-11-18 00:00:00,1.6456613094360364,
2020-11-18 10:00:00,-15.301858873398942,
2020-11-18 10:30:00,-13.163896618101262,
2020-11-18 12:00:00,-32.497422205198745,
2020-11-18 13:30:00,-30.32772389644424,
2020-11-18 15:00:00,-22.85906821040271,
2020-11-18 15:30:30,-22.85906821040271,
2020-11-18 23:59:59,7.420717027318005,c
2020-11-19 00:00:00,12.295191009092377,
2020-11-19 10:00:00,14.273021072317533,
2020-11-19 10:30:00,32.5751434313097,
2020-11-19 12:00:00,20.68528565907991,
2020-11-19 13:30:00,19.400026070693002,
2020-11-19 15:00:00,5.190116247208152,
2020-11-19 15:30:30,5.190116247208152,
2020-11-19 23:59:59,5.670545657095772,c
2020-11-20 00:00:00,14.516589247024967,
2020-11-20 10:00:00,16.57559182518662,
2020-11-20 10:30:00,35.07061924817435,
2020-11-20 12:00:00,42.43628115490765,
2020-11-20 13:30:00,40.23349691327712,
2020-11-20 15:00:00,46.12738045240985,
2020-11-20 15:30:30,46.12738045240985,
2020-11-20 23:59:59,46.59573486512227,w
2020-11-23 00:00:00,7.171247098769982,
2020-11-23 10:00:00,-11.25384963281931,
2020-11-23 10:30:00,-5.383441447097084,
2020-11-23 12:00:00,-6.640038170754906,
2020-11-23 13:30:00,-15.58007540682911,
2020-11-23 15:00:00,-28.71225530801712,
2020-11-23 15:30:30,-28.71225530801712,
2020-11-23 23:59:59,-30.33759263288175,c
2020-11-24 00:00:00,-75.7381485485962,
2020-11-24 10:00:00,-109.08554752623877,
2020-11-24 10:30:00,-136.18194347260624,
2020-11-24 12:00:00,-159.25405973448414,
2020-11-24 13:30:00,-144.98568400550357,
2020-11-24 15:00:00,-155.0841023755056,
2020-11-24 15:30:30,-155.0841023755056,
2020-11-24 23:59:59,-157.5170977384314,c
2020-11-25 00:00:00,-115.24294421660443,
2020-11-25 10:00:00,-83.51116264422626,
2020-11-25 10:30:00,-94.22638299495793,
2020-11-25 12:00:00,-98.45617076201188,
2020-11-25 13:30:00,-90.4342348623818,
2020-11-25 15:00:00,-87.85949228816071,
2020-11-25 15:30:30,-87.85949228816071,
2020-11-25 23:59:59,-85.18696492296931,c
2020-11-26 00:00:00,-85.18696492296931,
2020-11-26 10:00:00,-85.18696492296931,
2020-11-26 10:30:00,-85.18696492296931,
2020-11-26 12:00:00,-85.18696492296931,
2020-11-26 13:30:00,-85.18696492296931,
2020-11-26 15:00:00,-85.18696492296931,
2020-11-26 15:30:30,-85.18696492296931,
2020-11-26 23:59:59,-85.18696492296931,c
2020-11-27 00:00:00,-87.67252331209374,
2020-11-27 10:00:00,-70.75664273478515,
2020-11-27 10:30:00,-55.45035425521155,
2020-11-27 12:00:00,-44.51298535113983,
2020-11-27 13:30:00,-44.51298535113983,
2020-11-27 15:00:00,-44.51298535113983,
2020-11-27 15:30:30,-44.51298535113983,
2020-11-27 23:59:59,-38.555043073215984,w
2020-11-30 00:00:00,-33.487347219685944,
2020-11-30 10:00:00,-10.392156062477625,
