date,SPX500_PURE_GV_HEDGED_2020_Q4,meta
2020-11-30 10:30:00,6.290274101673276,
2020-11-30 12:00:00,9.398384409875234,
2020-11-30 13:30:00,18.38780330848249,
2020-11-30 15:00:00,23.408203352971213,
2020-11-30 15:30:30,23.408203352971213,m
2020-11-30 23:59:59,27.019090662970484,c
2020-12-01 00:00:00,-17.841720476811133,
2020-12-01 10:00:00,-14.699319215045762,
2020-12-01 10:30:00,-20.763383893917307,
2020-12-01 12:00:00,1.570689402035896,
2020-12-01 13:30:00,-4.0482788500880815,
2020-12-01 15:00:00,-7.3844249712692545,
2020-12-01 15:30:30,-7.3844249712692545,
2020-12-01 23:59:59,-2.8374234075349705,c
2020-12-02 00:00:00,16.360584976661357,
2020-12-02 10:00:00,14.599438858413123,
2020-12-02 10:30:00,1.646130788483788,
2020-12-02 12:00:00,1.9725561355098762,
2020-12-02 13:30:00,3.0056274307803506,
2020-12-02 15:00:00,-13.393701097102166,
2020-12-02 15:30:30,-13.393701097102166,
2020-12-02 23:59:59,-17.898173883129402,c
2020-12-03 00:00:00,-22.164655480211422,
2020-12-03 10:00:00,-20.473577612131066,
2020-12-03 10:30:00,-22.476416558732126,
2020-12-03 12:00:00,-42.68522919447878,
2020-12-03 13:30:00,-47.993596509401414,
2020-12-03 15:00:00,-47.495021414213625,
2020-12-03 15:30:30,-47.495021414213625,
2020-12-03 23:59:59,-31.426221597908807,c
2020-12-04 00:00:00,-50.892111421096615,
2020-12-04 10:00:00,-65.93799059727644,
2020-12-04 10:30:00,-74.92566357991154,
2020-12-04 12:00:00,-85.60327182137053,
2020-12-04 13:30:00,-80.6539395310133,
2020-12-04 15:00:00,-81.2925450506923,
2020-12-04 15:30:30,-81.2925450506923,
2020-12-04 23:59:59,-87.93306335180478,w
2020-12-07 00:00:00,-71.38412586782442,
2020-12-07 10:00:00,-68.21273301917017,
2020-12-07 10:30:00,-71.81369991026759,
2020-12-07 12:00:00,-73.65964648616,
2020-12-07 13:30:00,-61.014207802583314,
2020-12-07 15:00:00,-59.845988711442715,
2020-12-07 15:30:30,-59.845988711442715,
2020-12-07 23:59:59,-64.78336116474838,c
2020-12-08 00:00:00,-39.907001578883865,
2020-12-08 10:00:00,-57.57979467460518,
2020-12-08 10:30:00,-50.19107052477648,
2020-12-08 12:00:00,-50.24324146180061,
2020-12-08 13:30:00,-51.20847760082552,
2020-12-08 15:00:00,-52.227526963637956,
2020-12-08 15:30:30,-52.227526963637956,
2020-12-08 23:59:59,-54.922944288995495,c
2020-12-09 00:00:00,-67.15916905359336,
2020-12-09 10:00:00,-66.56670698653033,
2020-12-09 10:30:00,-68.07993806975583,
2020-12-09 12:00:00,-53.009438180067264,
2020-12-09 13:30:00,-55.42006349906478,
2020-12-09 15:00:00,-65.00021767866247,
2020-12-09 15:30:30,-65.00021767866247,
2020-12-09 23:59:59,-76.172393006721,c
2020-12-10 00:00:00,-56.42634932016199,
2020-12-10 10:00:00,-59.1798674204083,
2020-12-10 10:30:00,-44.49689681587597,
2020-12-10 12:00:00,-40.62712610856943,
2020-12-10 13:30:00,-48.92353660242861,
2020-12-10 15:00:00,-37.125366414858945,
2020-12-10 15:30:30,-37.125366414858945,
2020-12-10 23:59:59,-40.907082439940496,c
2020-12-11 00:00:00,-24.811906256833026,
2020-12-11 10:00:00,-21.750461279117644,
2020-12-11 10:30:00,-9.117001793537383,
2020-12-11 12:00:00,-0.33016572240603637,
2020-12-11 13:30:00,-0.2228667266890625,
2020-12-11 15:00:00,0.16712986188576906,
2020-12-11 15:30:30,0.16712986188576906,
2020-12-11 23:59:59,0.0,a
2020-12-14 00:00:00,-24.14810992783623,
2020-12-14 10:00:00,22.07941659945709,
2020-12-14 10:30:00,15.746645853300379,
2020-12-14 12:00:00,33.25068769501104,
2020-12-14 13:30:00,39.724140998002895,
2020-12-14 15:00:00,57.81452212370277,
2020-12-14 15:30:30,57.81452212370277,
2020-12-14 23:59:59,65.04859505421018,c
2020-12-15 00:00:00,44.28318566583039,
2020-12-15 10:00:00,65.24420005200363,
2020-12-15 10:30:00,72.72932394115196,
2020-12-15 12:00:00,58.71454506828377,
2020-12-15 13:30:00,47.509922234231,
2020-12-15 15:00:00,42.08742514525329,
2020-12-15 15:30:30,42.08742514525329,
2020-12-15 23:59:59,37.1564953598031,c
2020-12-16 00:00:00,29.586893825623065,
2020-12-16 10:00:00,54.97249135256561,
2020-12-16 10:30:00,57.53142545823039,
2020-12-16 12:00:00,50.00300352441127,
2020-12-16 13:30:00,50.81447714147362,
2020-12-16 15:00:00,44.45998288782312,
2020-12-16 15:30:30,44.45998288782312,
2020-12-16 23:59:59,49.16297860790701,c
2020-12-17 00:00:00,49.33715631236191,
2020-12-17 10:00:00,61.888919837394496,
2020-12-17 10:30:00,66.34375650436004,
2020-12-17 12:00:00,76.97370927003476,
2020-12-17 13:30:00,68.32103264265106,
2020-12-17 15:00:00,71.90094980085087,
2020-12-17 15:30:30,71.90094980085087,
2020-12-17 23:59:59,69.17285800653326,c
2020-12-18 00:00:00,76.08307165313636,
2020-12-18 10:00:00,89.42062816090447,
2020-12-18 10:30:00,88.27785289132635,
2020-12-18 12:00:00,88.55650057619391,
2020-12-18 13:30:00,77.9168393758091,
2020-12-18 15:00:00,89.09379680763573,
2020-12-18 15:30:30,89.09379680763573,
2020-12-18 23:59:59,99.59757113146816,e
2020-12-21 00:00:00,123.81362127225725,
2020-12-21 10:00:00,111.3531831124601,
2020-12-21 10:30:00,109.47048746195492,
2020-12-21 12:00:00,91.39240843236121,
2020-12-21 13:30:00,82.95263457816054,
2020-12-21 15:00:00,90.10510859125611,
2020-12-21 15:30:30,90.10510859125611,
2020-12-21 23:59:59,94.02025623710301,c
2020-12-22 00:00:00,92.15841046761193,
2020-12-22 10:00:00,113.70997960700083,
2020-12-22 10:30:00,102.30983201724166,
2020-12-22 12:00:00,107.82972651784007,
2020-12-22 13:30:00,110.00079153418369,
2020-12-22 15:00:00,120.47378467837257,
2020-12-22 15:30:30,120.47378467837257,
2020-12-22 23:59:59,133.42275409314675,c
2020-12-23 00:00:00,123.0797142257577,
2020-12-23 10:00:00,96.09039575404086,
2020-12-23 10:30:00,92.2158784476876,
2020-12-23 12:00:00,77.66827241881401,
2020-12-23 13:30:00,79.53528943615765,
2020-12-23 15:00:00,80.11170762730853,
2020-12-23 15:30:30,80.11170762730853,
2020-12-23 23:59:59,85.6191413824863,c
2020-12-24 00:00:00,82.6733667671624,
2020-12-24 10:00:00,102.58073416583102,
2020-12-24 10:30:00,106.73816410536756,
2020-12-24 12:00:00,97.77360450280707,
2020-12-24 13:30:00,97.77360450280707,
2020-12-24 15:00:00,97.77360450280707,
2020-12-24 15:30:30,97.77360450280707,
2020-12-24 23:59:59,91.60035100862888,c
2020-12-25 00:00:00,91.60035100862888,
2020-12-25 10:00:00,91.60035100862888,
2020-12-25 10:30:00,91.60035100862888,
2020-12-25 12:00:00,91.60035100862888,
2020-12-25 13:30:00,91.60035100862888,
2020-12-25 15:00:00,91.60035100862888,
2020-12-25 15:30:30,91.60035100862888,
2020-12-25 23:59:59,91.60035100862888,w
2020-12-28 00:00:00,91.77263559470771,
2020-12-28 10:00:00,63.524173990245345,
2020-12-28 10:30:00,43.51632724633964,
2020-12-28 12:00:00,56.4352420287305,
2020-12-28 13:30:00,57.26062743914099,
2020-12-28 15:00:00,53.68263659328386,
2020-12-28 15:30:30,53.68263659328386,
2020-12-28 23:59:59,62.63985198105411,c
2020-12-29 00:00:00,54.87778171888249,
2020-12-29 10:00:00,60.8563058131499,
2020-12-29 10:30:00,73.09679792522729,
2020-12-29 12:00:00,71.80122156460311,
2020-12-29 13:30:00,80.2497710897942,
2020-12-29 15:00:00,85.58317583268945,
2020-12-29 15:30:30,85.58317583268945,
2020-12-29 23:59:59,85.26060472685549,c
2020-12-30 00:00:00,78.74380336742206,
2020-12-30 10:00:00,50.43143878734918,
2020-12-30 10:30:00,60.1196780847381,
2020-12-30 12:00:00,63.0394033180296,
2020-12-30 13:30:00,61.51522678081392,
2020-12-30 15:00:00,66.34180540828629,
2020-12-30 15:30:30,66.34180540828629,
2020-12-30 23:59:59,63.38124653673913,c
2020-12-31 00:00:00,65.2714114859441,
2020-12-31 10:00:00,58.37572688623413,
2020-12-31 10:30:00,55.736567310590544,
2020-12-31 12:00:00,47.10876907081274,
2020-12-31 13:30:00,44.19729121044293,
2020-12-31 15:00:00,44.57239900840159,
2020-12-31 15:30:30,44.57239900840159,
2020-12-31 23:59:59,37.83176955958106,c
2021-01-01 00:00:00,37.83176955958106,
2021-01-01 10:00:00,37.83176955958106,
2021-01-01 10:30:00,37.83176955958106,
2021-01-01 12:00:00,37.83176955958106,
2021-01-01 13:30:00,37.83176955958106,
2021-01-01 15:00:00,37.83176955958106,
2021-01-01 15:30:30,37.83176955958106,
2021-01-01 23:59:59,37.83176955958106,w
2021-01-04 00:00:00,58.73263052724451,
2021-01-04 10:00:00,68.15317857859691,
2021-01-04 10:30:00,90.86541744033957,
2021-01-04 12:00:00,100.94770514383913,
2021-01-04 13:30:00,82.90514213331744,
2021-01-04 15:00:00,92.1529922755517,
2021-01-04 15:30:30,92.1529922755517,
2021-01-04 23:59:59,101.45162940756586,c
2021-01-05 00:00:00,90.46295825427501,
2021-01-05 10:00:00,92.47222325733946,
2021-01-05 10:30:00,97.76091375875285,
2021-01-05 12:00:00,93.1409626839311,
2021-01-05 13:30:00,89.71516664415526,
2021-01-05 15:00:00,78.6020273942222,
2021-01-05 15:30:30,78.6020273942222,
2021-01-05 23:59:59,82.86963818104141,c
2021-01-06 00:00:00,25.11452322921741,
2021-01-06 10:00:00,2.80793482985473,
2021-01-06 10:30:00,-8.36379717225418,
2021-01-06 12:00:00,-5.413113561095088,
2021-01-06 13:30:00,-10.525179179206134,
2021-01-06 15:00:00,2.877408776379525,
2021-01-06 15:30:30,2.877408776379525,
2021-01-06 23:59:59,2.033173313704083,c
2021-01-07 00:00:00,-11.031429410835244,
2021-01-07 10:00:00,-9.63847801054635,
2021-01-07 10:30:00,-16.97690364818982,
2021-01-07 12:00:00,-9.35819215427182,
2021-01-07 13:30:00,-3.28431757866565,
2021-01-07 15:00:00,-7.279957572241528,
2021-01-07 15:30:30,-7.279957572241528,
2021-01-07 23:59:59,2.793319327617155,c
2021-01-08 00:00:00,-2.507704820658091,
2021-01-08 10:00:00,-32.97262672746774,
2021-01-08 10:30:00,-37.30322906636047,
2021-01-08 12:00:00,-55.65463392143238,
2021-01-08 13:30:00,-34.831550888285165,
2021-01-08 15:00:00,-44.14772831612072,
2021-01-08 15:30:30,-44.14772831612072,
2021-01-08 23:59:59,-44.06627052858812,w
