date,MSCI_US_SC_STAY_2022_Q3,meta
2022-07-07 00:00:00,-147.47558435291305,
2022-07-07 10:00:00,-114.79540608173326,
2022-07-07 10:30:00,-109.6171099966459,
2022-07-07 12:00:00,-107.7207017176425,
2022-07-07 13:30:00,-111.86327988175111,
2022-07-07 15:00:00,-110.13255432221027,
2022-07-07 15:30:30,-110.13255432221027,
2022-07-07 23:59:59,-102.75239692340534,c
2022-07-08 00:00:00,-123.26849429693044,
2022-07-08 10:00:00,-109.30411940100618,
2022-07-08 10:30:00,-78.03825893873938,
2022-07-08 12:00:00,-67.40500169115916,
2022-07-08 13:30:00,-78.76063259191477,
2022-07-08 15:00:00,-71.82438723260151,
2022-07-08 15:30:30,-71.82438723260151,
2022-07-08 23:59:59,-70.13582006146743,w
2022-07-11 00:00:00,-82.4289557539011,
2022-07-11 10:00:00,-149.12665645427123,
2022-07-11 10:30:00,-143.8139496039497,
2022-07-11 12:00:00,-145.0966499469331,
2022-07-11 13:30:00,-138.05385824626012,
2022-07-11 15:00:00,-139.68344816533124,
2022-07-11 15:30:30,-139.68344816533124,
2022-07-11 23:59:59,-149.3884379548061,c
2022-07-12 00:00:00,-149.5562738986852,
2022-07-12 10:00:00,-231.20275958049393,
2022-07-12 10:30:00,-227.23390614050862,
2022-07-12 12:00:00,-217.04024414683414,
2022-07-12 13:30:00,-199.19057574514093,
2022-07-12 15:00:00,-196.0837180191371,
2022-07-12 15:30:30,-196.0837180191371,
2022-07-12 23:59:59,-180.66401687539775,c
2022-07-13 00:00:00,-196.06806937516214,
2022-07-13 10:00:00,-148.66152990260957,
2022-07-13 10:30:00,-149.67735783778085,
2022-07-13 12:00:00,-154.75245284075538,
2022-07-13 13:30:00,-148.19737795525245,
2022-07-13 15:00:00,-157.27316248691452,
2022-07-13 15:30:30,-157.27316248691452,
2022-07-13 23:59:59,-168.49092472242708,c
2022-07-14 00:00:00,-156.34317809503128,
2022-07-14 10:00:00,-202.16442202263121,
2022-07-14 10:30:00,-192.53469184868285,
2022-07-14 12:00:00,-177.24081423577528,
2022-07-14 13:30:00,-181.83795391089464,
2022-07-14 15:00:00,-182.39692509356536,
2022-07-14 15:30:30,-182.39692509356536,
2022-07-14 23:59:59,-185.78517005997523,c
2022-07-15 00:00:00,-194.25369162740566,
2022-07-15 10:00:00,-214.8307221767018,
2022-07-15 10:30:00,-238.40039683634132,
2022-07-15 12:00:00,-212.10709470263012,
2022-07-15 13:30:00,-200.4078265804876,
2022-07-15 15:00:00,-190.22857004925544,
2022-07-15 15:30:30,-190.22857004925544,
2022-07-15 23:59:59,-185.8684778613402,w
2022-07-18 00:00:00,-175.8845131839245,
2022-07-18 10:00:00,-169.13772370282334,
2022-07-18 10:30:00,-175.29613671715938,
2022-07-18 12:00:00,-191.8112737876158,
2022-07-18 13:30:00,-195.65577657583046,
2022-07-18 15:00:00,-208.33980750355062,
2022-07-18 15:30:30,-208.33980750355062,s
2022-07-18 23:59:59,-207.4046794607026,c
2022-07-19 00:00:00,-197.71526416064486,
2022-07-19 10:00:00,-206.1214755536145,
2022-07-19 10:30:00,-225.2333410346098,
2022-07-19 12:00:00,-201.61857190515167,
2022-07-19 13:30:00,-212.17020064207978,
2022-07-19 15:00:00,-216.42163129052275,
2022-07-19 15:30:30,-216.42163129052275,
2022-07-19 23:59:59,-213.32995955785205,c
2022-07-20 00:00:00,-198.07324562375496,
2022-07-20 10:00:00,-157.32832226262735,
2022-07-20 10:30:00,-127.89982828509665,
2022-07-20 12:00:00,-128.87341185801745,
2022-07-20 13:30:00,-151.10136133735014,
2022-07-20 15:00:00,-148.79013443673486,
2022-07-20 15:30:30,-148.79013443673486,
2022-07-20 23:59:59,-153.1019563996214,c
2022-07-21 00:00:00,-169.75263589565253,
2022-07-21 10:00:00,-162.9959182563175,
2022-07-21 10:30:00,-163.91576505682286,
2022-07-21 12:00:00,-155.45781539825052,
2022-07-21 13:30:00,-162.9625433122529,
2022-07-21 15:00:00,-161.46004970514366,
2022-07-21 15:30:30,-161.46004970514366,
2022-07-21 23:59:59,-165.610334091135,c
2022-07-22 00:00:00,-167.09713858344085,
2022-07-22 10:00:00,-179.4586076261698,
2022-07-22 10:30:00,-194.86720539509304,
2022-07-22 12:00:00,-217.18844712627651,
2022-07-22 13:30:00,-218.90447649591513,
2022-07-22 15:00:00,-217.72463284706544,
2022-07-22 15:30:30,-217.72463284706544,
2022-07-22 23:59:59,-226.50109045192633,w
2022-07-25 00:00:00,-220.9912611708976,
2022-07-25 10:00:00,-240.17854736046945,
2022-07-25 10:30:00,-242.31692997217823,
2022-07-25 12:00:00,-212.35423652831938,
2022-07-25 13:30:00,-205.72135617603837,
2022-07-25 15:00:00,-218.12139869346603,
2022-07-25 15:30:30,-218.12139869346603,
2022-07-25 23:59:59,-221.32276293197725,c
2022-07-26 00:00:00,-191.41006795229487,
2022-07-26 10:00:00,-210.07320328954256,
2022-07-26 10:30:00,-215.8773939964092,
2022-07-26 12:00:00,-206.01525667690623,
2022-07-26 13:30:00,-196.80161050992416,
2022-07-26 15:00:00,-204.2078649792967,
2022-07-26 15:30:30,-204.2078649792967,
2022-07-26 23:59:59,-205.45117621270097,c
2022-07-27 00:00:00,-195.82595578038772,
2022-07-27 10:00:00,-199.7529963371641,
2022-07-27 10:30:00,-206.69484174570854,
2022-07-27 12:00:00,-200.43969294778162,
2022-07-27 13:30:00,-214.5508644262808,
2022-07-27 15:00:00,-192.2604784581752,
2022-07-27 15:30:30,-192.2604784581752,
2022-07-27 23:59:59,-192.93415082202802,c
2022-07-28 00:00:00,-152.93952345898072,
2022-07-28 10:00:00,-186.6705682175761,
2022-07-28 10:30:00,-185.36692304109482,
2022-07-28 12:00:00,-142.34284159748438,
2022-07-28 13:30:00,-166.65645459325157,
2022-07-28 15:00:00,-159.93550414547968,
2022-07-28 15:30:30,-159.93550414547968,
2022-07-28 23:59:59,-150.85475033443362,c
2022-07-29 00:00:00,-163.56796107473477,
2022-07-29 10:00:00,-165.29737719889502,
2022-07-29 10:30:00,-145.54058188989552,
2022-07-29 12:00:00,-164.81868940789846,
2022-07-29 13:30:00,-167.9166186136107,
2022-07-29 15:00:00,-170.12078547827235,
2022-07-29 15:30:30,-170.12078547827235,
2022-07-29 23:59:59,-161.84736456340215,w
2022-08-01 00:00:00,-195.92706817143744,
2022-08-01 10:00:00,-233.8486996362195,
2022-08-01 10:30:00,-207.12151838823803,
2022-08-01 12:00:00,-199.92161558871837,
2022-08-01 13:30:00,-216.77965204668175,
2022-08-01 15:00:00,-222.5228687736984,
2022-08-01 15:30:30,-222.5228687736984,
2022-08-01 23:59:59,-229.42652254964128,c
2022-08-02 00:00:00,-209.21619558119,
2022-08-02 10:00:00,-140.22877264334807,
2022-08-02 10:30:00,-126.1818197619227,
2022-08-02 12:00:00,-114.16399700908272,
2022-08-02 13:30:00,-114.57049365663676,
2022-08-02 15:00:00,-108.37394248340792,
2022-08-02 15:30:30,-108.37394248340792,
2022-08-02 23:59:59,-93.65672861928721,c
2022-08-03 00:00:00,-102.13529939039609,
2022-08-03 10:00:00,-77.55956033096226,
2022-08-03 10:30:00,-80.72516180995615,
2022-08-03 12:00:00,-75.7213322658074,
2022-08-03 13:30:00,-75.04018507736885,
2022-08-03 15:00:00,-82.33609900951461,
2022-08-03 15:30:30,-82.33609900951461,
2022-08-03 23:59:59,-78.02430952116259,c
2022-08-04 00:00:00,-60.181461260129936,
2022-08-04 10:00:00,-50.08231351273332,
2022-08-04 10:30:00,-50.89901044469565,
2022-08-04 12:00:00,-69.23432238680829,
2022-08-04 13:30:00,-51.905026243466295,
2022-08-04 15:00:00,-40.86096041446905,
2022-08-04 15:30:30,-40.86096041446905,
2022-08-04 23:59:59,-35.03277291894011,c
2022-08-05 00:00:00,-40.979215804283285,
2022-08-05 10:00:00,-30.729977590460464,
2022-08-05 10:30:00,-16.28161444229221,
2022-08-05 12:00:00,-6.333155956440919,
2022-08-05 13:30:00,6.727239643669691,
2022-08-05 15:00:00,9.745729699912204,
2022-08-05 15:30:30,9.745729699912204,
2022-08-05 23:59:59,9.142046291426368,w
2022-08-08 00:00:00,14.228838318132318,
2022-08-08 10:00:00,30.827441213407724,
2022-08-08 10:30:00,8.670083582231769,
2022-08-08 12:00:00,-3.6476798322736386,
2022-08-08 13:30:00,-12.33439435745305,
2022-08-08 15:00:00,2.1676299258647305,
2022-08-08 15:30:30,2.1676299258647305,
2022-08-08 23:59:59,2.4268673434474977,c
2022-08-09 00:00:00,-34.19799679033491,
2022-08-09 10:00:00,15.914541640380435,
2022-08-09 10:30:00,1.404392400334416,
2022-08-09 12:00:00,13.133630114292828,
2022-08-09 13:30:00,12.997044385740082,
2022-08-09 15:00:00,14.268920841008423,
2022-08-09 15:30:30,14.268920841008423,
2022-08-09 23:59:59,20.41554533925563,c
2022-08-10 00:00:00,48.60130803764258,
2022-08-10 10:00:00,20.06783984076435,
2022-08-10 10:30:00,13.674649440684504,
2022-08-10 12:00:00,18.581572007733484,
2022-08-10 13:30:00,35.556210625309575,
2022-08-10 15:00:00,51.600320624591404,
2022-08-10 15:30:30,51.600320624591404,
2022-08-10 23:59:59,71.92484414761066,c
2022-08-11 00:00:00,74.66898279339028,
2022-08-11 10:00:00,52.36533082449313,
2022-08-11 10:30:00,58.27957513518328,
2022-08-11 12:00:00,23.310978539071016,
2022-08-11 13:30:00,14.275922795021074,
2022-08-11 15:00:00,0.14982396131159703,
