date,XOP_2021_Q2,meta
2021-05-14 00:00:00,-263.57968451474903,
2021-05-14 10:00:00,-306.75699925349875,
2021-05-14 10:30:00,-287.2403466433957,
2021-05-14 12:00:00,-323.3474754995524,
2021-05-14 13:30:00,-341.7898273472143,
2021-05-14 15:00:00,-364.31853544538274,
2021-05-14 15:30:30,-364.31853544538274,
2021-05-14 23:59:59,-355.7379104323777,w
2021-05-17 00:00:00,-390.9645968457362,
2021-05-17 10:00:00,-374.9599206318035,
2021-05-17 10:30:00,-392.52693505488963,
2021-05-17 12:00:00,-394.269395953309,
2021-05-17 13:30:00,-373.847986720379,
2021-05-17 15:00:00,-367.50711529453616,
2021-05-17 15:30:30,-367.50711529453616,
2021-05-17 23:59:59,-391.4628823086621,c
2021-05-18 00:00:00,-339.91250345856884,
2021-05-18 10:00:00,-273.2119130195557,
2021-05-18 10:30:00,-275.9612551113737,
2021-05-18 12:00:00,-281.2220908495458,
2021-05-18 13:30:00,-268.6540448083439,
2021-05-18 15:00:00,-302.1451099613013,
2021-05-18 15:30:30,-302.1451099613013,
2021-05-18 23:59:59,-296.2726272659629,c
2021-05-19 00:00:00,-350.9738791285655,
2021-05-19 10:00:00,-354.24785000347526,
2021-05-19 10:30:00,-329.1742959133019,
2021-05-19 12:00:00,-313.3485072513138,
2021-05-19 13:30:00,-288.1224633668079,
2021-05-19 15:00:00,-300.01602545151366,
2021-05-19 15:30:30,-300.01602545151366,
2021-05-19 23:59:59,-289.7846121238467,c
2021-05-20 00:00:00,-299.2136301644357,
2021-05-20 10:00:00,-368.2065505732449,
2021-05-20 10:30:00,-351.9339632634467,
2021-05-20 12:00:00,-324.4764867566439,
2021-05-20 13:30:00,-314.0194738196009,
2021-05-20 15:00:00,-313.7780640154932,
2021-05-20 15:30:30,-313.7780640154932,
2021-05-20 23:59:59,-297.90224465414803,c
2021-05-21 00:00:00,-279.0155786641528,
2021-05-21 10:00:00,-210.8367115366674,
2021-05-21 10:30:00,-216.21855922272505,
2021-05-21 12:00:00,-241.0396944016254,
2021-05-21 13:30:00,-226.88155010691207,
2021-05-21 15:00:00,-216.07243023246122,
2021-05-21 15:30:30,-216.07243023246122,
2021-05-21 23:59:59,-232.7744709675253,w
2021-05-24 00:00:00,-214.27432911999665,
2021-05-24 10:00:00,-215.20459594062402,
2021-05-24 10:30:00,-172.35430293383922,
2021-05-24 12:00:00,-153.07075723496928,
2021-05-24 13:30:00,-159.84363591570252,
2021-05-24 15:00:00,-159.06681952824283,
2021-05-24 15:30:30,-159.06681952824283,
2021-05-24 23:59:59,-156.98131882405028,c
2021-05-25 00:00:00,-165.0537736582744,
2021-05-25 10:00:00,-153.4033446039822,
2021-05-25 10:30:00,-156.84123293024845,
2021-05-25 12:00:00,-164.03397727576328,
2021-05-25 13:30:00,-146.62393103694637,
2021-05-25 15:00:00,-143.1088031611945,
2021-05-25 15:30:30,-143.1088031611945,
2021-05-25 23:59:59,-176.2686773092704,c
2021-05-26 00:00:00,-175.44298085132152,
2021-05-26 10:00:00,-155.98325729035514,
2021-05-26 10:30:00,-135.47365510915358,
2021-05-26 12:00:00,-133.69222099510023,
2021-05-26 13:30:00,-119.01662583401037,
2021-05-26 15:00:00,-98.39607416986462,
2021-05-26 15:30:30,-98.39607416986462,
2021-05-26 23:59:59,-134.21936766299086,c
2021-05-27 00:00:00,-241.90822640734996,
2021-05-27 10:00:00,-201.53330438627268,
2021-05-27 10:30:00,-228.95965230995546,
2021-05-27 12:00:00,-203.69500242191828,
2021-05-27 13:30:00,-181.00179872267267,
2021-05-27 15:00:00,-145.53807810932994,
2021-05-27 15:30:30,-145.53807810932994,m
2021-05-27 23:59:59,-147.21387691971768,c
2021-05-28 00:00:00,-146.38169568468868,
2021-05-28 10:00:00,-143.6316170747059,
2021-05-28 10:30:00,-142.93849595335382,
2021-05-28 12:00:00,-161.0208054504484,
2021-05-28 13:30:00,-180.6860160812455,
2021-05-28 15:00:00,-211.16793516454413,
2021-05-28 15:30:30,-211.16793516454413,
2021-05-28 23:59:59,-225.4035774814688,w
2021-05-31 00:00:00,-225.4035774814688,
2021-05-31 10:00:00,-225.4035774814688,
2021-05-31 10:30:00,-225.4035774814688,
2021-05-31 12:00:00,-225.4035774814688,
2021-05-31 13:30:00,-225.4035774814688,
2021-05-31 15:00:00,-225.4035774814688,
2021-05-31 15:30:30,-225.4035774814688,s
2021-05-31 23:59:59,-225.4035774814688,c
2021-06-01 00:00:00,-198.9471163688762,
2021-06-01 10:00:00,-288.53649121733713,
2021-06-01 10:30:00,-268.0913740237627,
2021-06-01 12:00:00,-255.66286751423775,
2021-06-01 13:30:00,-230.0597778466007,
2021-06-01 15:00:00,-268.26617855955044,
2021-06-01 15:30:30,-268.26617855955044,
2021-06-01 23:59:59,-230.6724839410001,c
2021-06-02 00:00:00,-231.51917540999557,
2021-06-02 10:00:00,-231.6427558672874,
2021-06-02 10:30:00,-261.6269858491298,
2021-06-02 12:00:00,-218.17792756237293,
2021-06-02 13:30:00,-191.5066212844913,
2021-06-02 15:00:00,-131.4018506310407,
2021-06-02 15:30:30,-131.4018506310407,
2021-06-02 23:59:59,-105.98149266481937,c
2021-06-03 00:00:00,-359.9629605569648,
2021-06-03 10:00:00,-181.71586913740884,
2021-06-03 10:30:00,-121.44181145306698,
2021-06-03 12:00:00,-206.18229262752868,
2021-06-03 13:30:00,-175.4899661117919,
2021-06-03 15:00:00,-195.22318682034506,
2021-06-03 15:30:30,-195.22318682034506,
2021-06-03 23:59:59,-159.60074857998552,c
2021-06-04 00:00:00,-123.13739299195868,
2021-06-04 10:00:00,-73.4621745572515,
2021-06-04 10:30:00,-64.90411033062742,
2021-06-04 12:00:00,-83.05195993505004,
2021-06-04 13:30:00,-87.67995202691657,
2021-06-04 15:00:00,-86.01760165790085,
2021-06-04 15:30:30,-86.01760165790085,
2021-06-04 23:59:59,-98.46489456093298,w
2021-06-07 00:00:00,-52.63816062485398,
2021-06-07 10:00:00,-27.01159973108247,
2021-06-07 10:30:00,-45.83339734127105,
2021-06-07 12:00:00,-3.7341661279444907,
2021-06-07 13:30:00,23.770068915256616,
2021-06-07 15:00:00,33.6105998320553,
2021-06-07 15:30:30,33.6105998320553,
2021-06-07 23:59:59,22.490812843662184,c
2021-06-08 00:00:00,56.12256355916952,
2021-06-08 10:00:00,-42.84033022571032,
2021-06-08 10:30:00,-54.80304786710121,
2021-06-08 12:00:00,-103.13678357963704,
2021-06-08 13:30:00,-81.11081760753507,
2021-06-08 15:00:00,-60.18608902103938,
2021-06-08 15:30:30,-60.18608902103938,
2021-06-08 23:59:59,-75.46827540252536,c
2021-06-09 00:00:00,147.3932454252349,
2021-06-09 10:00:00,60.590464567493655,
2021-06-09 10:30:00,12.33328517745531,
2021-06-09 12:00:00,8.707846398585843,
2021-06-09 13:30:00,78.96266973173556,
2021-06-09 15:00:00,73.09044297500304,
2021-06-09 15:30:30,73.09044297500304,
2021-06-09 23:59:59,98.33880364810545,c
2021-06-10 00:00:00,73.44030980957928,
2021-06-10 10:00:00,12.39116699839758,
2021-06-10 10:30:00,-6.636670994216047,
2021-06-10 12:00:00,-17.367997515056118,
2021-06-10 13:30:00,-51.78164540074215,
2021-06-10 15:00:00,-38.261869455136434,
2021-06-10 15:30:30,-38.261869455136434,
2021-06-10 23:59:59,-6.405610380349458,c
2021-06-11 00:00:00,-8.636897777403988,
2021-06-11 10:00:00,-54.20480970568133,
2021-06-11 10:30:00,-40.57122434887299,
2021-06-11 12:00:00,-36.53717053900755,
2021-06-11 13:30:00,-30.193184565771958,
2021-06-11 15:00:00,15.880269793729553,
2021-06-11 15:30:30,15.880269793729553,
2021-06-11 23:59:59,0.0,a
2021-06-14 00:00:00,81.71022601393565,
2021-06-14 10:00:00,110.79508563372633,
2021-06-14 10:30:00,108.35348731379611,
2021-06-14 12:00:00,149.85636232515628,
2021-06-14 13:30:00,206.15097126237185,
2021-06-14 15:00:00,136.2995072907131,
2021-06-14 15:30:30,136.2995072907131,
2021-06-14 23:59:59,124.86615276626935,c
2021-06-15 00:00:00,173.80992132307267,
2021-06-15 10:00:00,215.77522530816543,
