date,ICLN_HEDGED_2021_Q2,meta
2021-03-05 00:00:00,-556.7668515659673,
2021-03-05 10:00:00,-422.826997668187,
2021-03-05 10:30:00,-372.64327217328724,
2021-03-05 12:00:00,-388.9343390084184,
2021-03-05 13:30:00,-477.17717160563046,
2021-03-05 15:00:00,-442.7365727666644,
2021-03-05 15:30:30,-442.7365727666644,
2021-03-05 23:59:59,-468.3770911267479,w
2021-03-08 00:00:00,-404.9683754514561,
2021-03-08 10:00:00,-407.1683824603567,
2021-03-08 10:30:00,-418.4288040908292,
2021-03-08 12:00:00,-364.0637107500985,
2021-03-08 13:30:00,-368.59078711726073,
2021-03-08 15:00:00,-332.1468855462589,
2021-03-08 15:30:30,-332.1468855462589,
2021-03-08 23:59:59,-317.67762324457914,c
2021-03-09 00:00:00,-438.09956477202854,
2021-03-09 10:00:00,-481.390912885284,
2021-03-09 10:30:00,-488.26796924746463,
2021-03-09 12:00:00,-471.27319921162984,
2021-03-09 13:30:00,-479.7521722875587,
2021-03-09 15:00:00,-481.5502312339039,
2021-03-09 15:30:30,-481.5502312339039,
2021-03-09 23:59:59,-487.97260182175177,c
2021-03-10 00:00:00,-594.6267847753043,
2021-03-10 10:00:00,-561.3687285943925,
2021-03-10 10:30:00,-483.8851746569961,
2021-03-10 12:00:00,-456.1321112644009,
2021-03-10 13:30:00,-413.7719177915344,
2021-03-10 15:00:00,-418.85694563410635,
2021-03-10 15:30:30,-418.85694563410635,
2021-03-10 23:59:59,-405.70098019391617,c
2021-03-11 00:00:00,-511.1494997817302,
2021-03-11 10:00:00,-535.1577548164257,
2021-03-11 10:30:00,-567.5100872171796,
2021-03-11 12:00:00,-585.8639705039701,
2021-03-11 13:30:00,-551.2708535469178,
2021-03-11 15:00:00,-588.4027489523337,
2021-03-11 15:30:30,-588.4027489523337,
2021-03-11 23:59:59,-597.6197421582351,c
2021-03-12 00:00:00,-506.0861005200418,
2021-03-12 10:00:00,-599.0725385995181,
2021-03-12 10:30:00,-538.2192017177595,
2021-03-12 12:00:00,-598.7664741679762,
2021-03-12 13:30:00,-568.4606542509163,
2021-03-12 15:00:00,-539.1143414155728,
2021-03-12 15:30:30,-539.1143414155728,
2021-03-12 23:59:59,-563.1190725549936,w
2021-03-15 00:00:00,-473.9181283359809,
2021-03-15 10:00:00,-426.82271232706773,
2021-03-15 10:30:00,-433.5365378127189,
2021-03-15 12:00:00,-404.9216899548547,
2021-03-15 13:30:00,-386.44864057096333,
2021-03-15 15:00:00,-411.47127710970494,
2021-03-15 15:30:30,-411.47127710970494,
2021-03-15 23:59:59,-389.2054082793061,c
2021-03-16 00:00:00,-432.8379276066795,
2021-03-16 10:00:00,-412.97865231269884,
2021-03-16 10:30:00,-435.7218268892976,
2021-03-16 12:00:00,-410.1590470132919,
2021-03-16 13:30:00,-363.4619076495348,
2021-03-16 15:00:00,-324.6573450036926,
2021-03-16 15:30:30,-324.6573450036926,
2021-03-16 23:59:59,-315.229782778365,c
2021-03-17 00:00:00,-187.80103944406912,
2021-03-17 10:00:00,-176.742509868284,
2021-03-17 10:30:00,-183.2578803083788,
2021-03-17 12:00:00,-152.9736490616522,
2021-03-17 13:30:00,-192.63719115961493,
2021-03-17 15:00:00,-239.82798594900095,
2021-03-17 15:30:30,-239.82798594900095,
2021-03-17 23:59:59,-214.78609912263403,c
2021-03-18 00:00:00,-221.5946524261853,
2021-03-18 10:00:00,-242.12462516375825,
2021-03-18 10:30:00,-269.17860489973515,
2021-03-18 12:00:00,-266.3045845590152,
2021-03-18 13:30:00,-246.23466623485567,
2021-03-18 15:00:00,-246.5492250780158,
2021-03-18 15:30:30,-246.5492250780158,
2021-03-18 23:59:59,-245.25751807619994,c
2021-03-19 00:00:00,-276.23808997131067,
2021-03-19 10:00:00,-309.52133506918483,
2021-03-19 10:30:00,-278.39426564193843,
2021-03-19 12:00:00,-267.3648625799606,
2021-03-19 13:30:00,-278.2246732843865,
2021-03-19 15:00:00,-231.57853055592355,
2021-03-19 15:30:30,-231.57853055592355,s
2021-03-19 23:59:59,-235.217041037137,w
2021-03-22 00:00:00,-295.7127521146934,
2021-03-22 10:00:00,-268.49797776185477,
2021-03-22 10:30:00,-304.3531793389723,
2021-03-22 12:00:00,-325.39429697746885,
2021-03-22 13:30:00,-332.7935481778642,
2021-03-22 15:00:00,-353.3935313667329,
2021-03-22 15:30:30,-353.3935313667329,
2021-03-22 23:59:59,-333.8732202156931,c
