date,ICLN_HEDGED_2021_Q2,meta
2021-03-23 00:00:00,-335.90227166304,
2021-03-23 10:00:00,-323.48435455663673,
2021-03-23 10:30:00,-307.6565671142648,
2021-03-23 12:00:00,-264.7019021036997,
2021-03-23 13:30:00,-261.10692393728857,
2021-03-23 15:00:00,-224.9946570592727,
2021-03-23 15:30:30,-224.9946570592727,
2021-03-23 23:59:59,-206.95233431926601,c
2021-03-24 00:00:00,-253.25924469629257,
2021-03-24 10:00:00,-155.64010283087757,
2021-03-24 10:30:00,-110.51009107262215,
2021-03-24 12:00:00,-141.6746802697137,
2021-03-24 13:30:00,-145.7847079843155,
2021-03-24 15:00:00,-106.6720555819679,
2021-03-24 15:30:30,-106.6720555819679,
2021-03-24 23:59:59,-86.6227114162536,c
2021-03-25 00:00:00,-16.859162729639763,
2021-03-25 10:00:00,2.6784227084178553,
2021-03-25 10:30:00,32.82877730531925,
2021-03-25 12:00:00,26.028494203125035,
2021-03-25 13:30:00,3.2400226610915297,
2021-03-25 15:00:00,8.583060728172512,
2021-03-25 15:30:30,8.583060728172512,
2021-03-25 23:59:59,-24.431988628083985,c
2021-03-26 00:00:00,-57.74222152174798,
2021-03-26 10:00:00,-88.46445572795082,
2021-03-26 10:30:00,-56.18794171897798,
2021-03-26 12:00:00,-41.12191981105556,
2021-03-26 13:30:00,-16.29076934097759,
2021-03-26 15:00:00,1.8506068351577198,
2021-03-26 15:30:30,1.8506068351577198,
2021-03-26 23:59:59,-27.4213416237574,w
2021-03-29 00:00:00,-43.87894254224548,
2021-03-29 10:00:00,-5.2159362823881565,
2021-03-29 10:30:00,-5.841717355200188,
2021-03-29 12:00:00,12.341007503982212,
2021-03-29 13:30:00,22.133466750281116,
2021-03-29 15:00:00,32.690782564750634,
2021-03-29 15:30:30,32.690782564750634,
2021-03-29 23:59:59,33.291874206751686,c
2021-03-30 00:00:00,-26.46584305107592,
2021-03-30 10:00:00,-93.08376970983062,
2021-03-30 10:30:00,-117.45603854936265,
2021-03-30 12:00:00,-146.83531995976338,
2021-03-30 13:30:00,-155.99108136880812,
2021-03-30 15:00:00,-141.40260193644676,
2021-03-30 15:30:30,-141.40260193644676,
2021-03-30 23:59:59,-170.65951035834348,c
2021-03-31 00:00:00,-235.20470859942023,
2021-03-31 10:00:00,-189.82603531495974,
2021-03-31 10:30:00,-209.2359423684826,
2021-03-31 12:00:00,-218.48641591506973,
2021-03-31 13:30:00,-228.62448553839013,
2021-03-31 15:00:00,-252.84044487955342,
2021-03-31 15:30:30,-252.84044487955342,
2021-03-31 23:59:59,-213.26415842274957,c
2021-04-01 00:00:00,-252.62271010257282,
2021-04-01 10:00:00,-300.6683992492481,
2021-04-01 10:30:00,-269.4724676696233,
2021-04-01 12:00:00,-210.31643091809732,
2021-04-01 13:30:00,-207.8497641529834,
2021-04-01 15:00:00,-215.8405240100774,
2021-04-01 15:30:30,-215.8405240100774,
2021-04-01 23:59:59,-183.11718985945785,c
2021-04-02 00:00:00,-183.11718985945785,
2021-04-02 10:00:00,-183.11718985945785,
2021-04-02 10:30:00,-183.11718985945785,
2021-04-02 12:00:00,-183.11718985945785,
2021-04-02 13:30:00,-183.11718985945785,
2021-04-02 15:00:00,-183.11718985945785,
2021-04-02 15:30:30,-183.11718985945785,A
2021-04-02 23:59:59,-183.11718985945785,w
2021-04-05 00:00:00,-214.4186713788816,
2021-04-05 10:00:00,0.9908710664311116,
2021-04-05 10:30:00,-12.230778066180335,
2021-04-05 12:00:00,49.359126544586786,
2021-04-05 13:30:00,31.706220191997602,
2021-04-05 15:00:00,33.65274999481585,
2021-04-05 15:30:30,33.65274999481585,
2021-04-05 23:59:59,21.12194648564423,c
2021-04-06 00:00:00,-10.899383010520694,
2021-04-06 10:00:00,-83.93229401881669,
2021-04-06 10:30:00,-97.13228719016101,
2021-04-06 12:00:00,-71.14018471471982,
2021-04-06 13:30:00,-46.69822363256691,
2021-04-06 15:00:00,-69.89255605664792,
2021-04-06 15:30:30,-69.89255605664792,
2021-04-06 23:59:59,-53.19509826286787,c
2021-04-07 00:00:00,-55.17239343902938,
2021-04-07 10:00:00,17.172379768894302,
2021-04-07 10:30:00,31.78725366235102,
2021-04-07 12:00:00,21.070434396370047,
2021-04-07 13:30:00,32.41553059148566,
2021-04-07 15:00:00,18.328741076900258,
2021-04-07 15:30:30,18.328741076900258,
2021-04-07 23:59:59,24.94236334548799,c
2021-04-08 00:00:00,7.637108006115426,
2021-04-08 10:00:00,36.46498175398517,
2021-04-08 10:30:00,19.581784101266805,
2021-04-08 12:00:00,-4.331324318851898,
2021-04-08 13:30:00,10.993785524107011,
2021-04-08 15:00:00,16.70072344257028,
2021-04-08 15:30:30,16.70072344257028,
2021-04-08 23:59:59,9.289861714927042,c
2021-04-09 00:00:00,37.13127863803595,
2021-04-09 10:00:00,68.86185175178758,
2021-04-09 10:30:00,57.25391517607363,
2021-04-09 12:00:00,1.0313072241255554,
2021-04-09 13:30:00,-7.102061962049049,
2021-04-09 15:00:00,1.8480539654958363,
2021-04-09 15:30:30,1.8480539654958363,
2021-04-09 23:59:59,0.0,a
2021-04-12 00:00:00,13.402743710209961,
2021-04-12 10:00:00,83.07424832580483,
2021-04-12 10:30:00,68.31329522832789,
2021-04-12 12:00:00,46.52901663495453,
2021-04-12 13:30:00,78.65729122923142,
2021-04-12 15:00:00,50.779850002353896,
2021-04-12 15:30:30,50.779850002353896,
2021-04-12 23:59:59,42.41501340482415,c
2021-04-13 00:00:00,26.75994626150697,
2021-04-13 10:00:00,71.95931210239434,
2021-04-13 10:30:00,59.98894580269467,
2021-04-13 12:00:00,55.95058326758266,
2021-04-13 13:30:00,59.10606527864934,
2021-04-13 15:00:00,49.88075797447249,
2021-04-13 15:30:30,49.88075797447249,
2021-04-13 23:59:59,7.4495468549849875,c
2021-04-14 00:00:00,-25.816441835402344,
2021-04-14 10:00:00,-42.75164336863136,
2021-04-14 10:30:00,12.928752047727983,
2021-04-14 12:00:00,-2.6026269599563534,
2021-04-14 13:30:00,-30.262911074429212,
2021-04-14 15:00:00,0.5935530284255037,
2021-04-14 15:30:30,0.5935530284255037,
2021-04-14 23:59:59,11.42391667770795,c
2021-04-15 00:00:00,-18.046718310138488,
2021-04-15 10:00:00,13.359888191658598,
2021-04-15 10:30:00,3.3806206315164786,
2021-04-15 12:00:00,44.141450189011664,
2021-04-15 13:30:00,65.23572924014712,
2021-04-15 15:00:00,26.77863302727809,
2021-04-15 15:30:30,26.77863302727809,
2021-04-15 23:59:59,32.472247650199904,c
2021-04-16 00:00:00,54.87404368049738,
2021-04-16 10:00:00,49.34668364989932,
2021-04-16 10:30:00,30.13349222930441,
2021-04-16 12:00:00,-0.686570097776098,
2021-04-16 13:30:00,-31.113003790654233,
2021-04-16 15:00:00,-32.846120569065164,
2021-04-16 15:30:30,-32.846120569065164,
2021-04-16 23:59:59,-96.67601415867139,e
2021-04-19 00:00:00,-115.00750458194807,
2021-04-19 10:00:00,-139.68748224939642,
2021-04-19 10:30:00,-73.8131763732801,
2021-04-19 12:00:00,21.028551986382126,
2021-04-19 13:30:00,12.386242288147315,
2021-04-19 15:00:00,-4.18810649072995,
2021-04-19 15:30:30,-4.18810649072995,
2021-04-19 23:59:59,-1.6131601629939496,c
2021-04-20 00:00:00,-21.713023636649496,
2021-04-20 10:00:00,-92.70745627817055,
2021-04-20 10:30:00,-107.85423811106514,
2021-04-20 12:00:00,-57.80908772499566,
2021-04-20 13:30:00,-55.82972498583331,
2021-04-20 15:00:00,-39.069726522909235,
2021-04-20 15:30:30,-39.069726522909235,
2021-04-20 23:59:59,-46.91314053743997,c
2021-04-21 00:00:00,-60.719483849345494,
2021-04-21 10:00:00,-67.39524935928168,
2021-04-21 10:30:00,-77.55352181882944,
2021-04-21 12:00:00,-117.17740609360284,
2021-04-21 13:30:00,-125.09815168017516,
2021-04-21 15:00:00,-147.62279938089463,
2021-04-21 15:30:30,-147.62279938089463,
2021-04-21 23:59:59,-156.52453950536955,c
2021-04-22 00:00:00,-204.70879229510518,
2021-04-22 10:00:00,-204.88024947980054,
2021-04-22 10:30:00,-197.0242104495219,
2021-04-22 12:00:00,-250.0605352326085,
2021-04-22 13:30:00,-250.24160951998692,
2021-04-22 15:00:00,-261.5770883961953,
2021-04-22 15:30:30,-261.5770883961953,
2021-04-22 23:59:59,-253.17484361906472,c
2021-04-23 00:00:00,-275.94980897889536,
2021-04-23 10:00:00,-264.1374588417783,
2021-04-23 10:30:00,-269.2150340173527,
2021-04-23 12:00:00,-251.3138170189776,
2021-04-23 13:30:00,-275.84982153212735,
2021-04-23 15:00:00,-301.4859700935072,
2021-04-23 15:30:30,-301.4859700935072,
2021-04-23 23:59:59,-295.6907205563288,w
2021-04-26 00:00:00,-290.4443180114774,
2021-04-26 10:00:00,-279.27134014361746,
2021-04-26 10:30:00,-254.20227592476172,
2021-04-26 12:00:00,-299.4199070216376,
2021-04-26 13:30:00,-297.5771670062189,
2021-04-26 15:00:00,-316.02054236115305,
2021-04-26 15:30:30,-316.02054236115305,
2021-04-26 23:59:59,-333.98025882262243,c
2021-04-27 00:00:00,-323.9171935795771,
2021-04-27 10:00:00,-296.4954046495135,
2021-04-27 10:30:00,-277.7562776018659,
2021-04-27 12:00:00,-289.52967043086767,
2021-04-27 13:30:00,-260.6005468177404,
2021-04-27 15:00:00,-256.14962495501896,
2021-04-27 15:30:30,-256.14962495501896,
2021-04-27 23:59:59,-279.1391250998429,c
2021-04-28 00:00:00,-263.77341022626484,
2021-04-28 10:00:00,-289.48445820149084,
2021-04-28 10:30:00,-300.6146001826638,
2021-04-28 12:00:00,-285.6961618654218,
2021-04-28 13:30:00,-272.7009623120553,
2021-04-28 15:00:00,-287.2491066766041,
2021-04-28 15:30:30,-287.2491066766041,
2021-04-28 23:59:59,-271.39521282115345,c
2021-04-29 00:00:00,-285.35516671905486,
2021-04-29 10:00:00,-230.41549963019648,
2021-04-29 10:30:00,-244.56510354816353,
2021-04-29 12:00:00,-205.08865172058822,
2021-04-29 13:30:00,-199.60076543735755,
2021-04-29 15:00:00,-223.01707555599012,
2021-04-29 15:30:30,-223.01707555599012,
2021-04-29 23:59:59,-212.16968244665748,c
2021-04-30 00:00:00,-177.43910707371404,
2021-04-30 10:00:00,-110.62891045824853,
2021-04-30 10:30:00,-117.64156014993746,
2021-04-30 12:00:00,-73.27015379511079,
2021-04-30 13:30:00,-79.3211505775597,
2021-04-30 15:00:00,-73.46706014075085,
2021-04-30 15:30:30,-73.46706014075085,
2021-04-30 23:59:59,-58.947842064123535,w
2021-05-03 00:00:00,-76.081800136531,
2021-05-03 10:00:00,-67.45462002003319,
2021-05-03 10:30:00,-52.699647970580685,
2021-05-03 12:00:00,-33.657691457773325,
2021-05-03 13:30:00,-22.095021580479255,
2021-05-03 15:00:00,-19.407297673926905,
2021-05-03 15:30:30,-19.407297673926905,
2021-05-03 23:59:59,-35.40055399266629,c
2021-05-04 00:00:00,-55.37553147933838,
2021-05-04 10:00:00,42.78992413707937,
2021-05-04 10:30:00,-35.440526894523515,
2021-05-04 12:00:00,-16.37016757305682,
2021-05-04 13:30:00,-22.568036100118945,
2021-05-04 15:00:00,-16.141634682179586,
2021-05-04 15:30:30,-16.141634682179586,
2021-05-04 23:59:59,5.529453706344242,c
2021-05-05 00:00:00,-23.008233652329807,
2021-05-05 10:00:00,-59.71430545282507,
2021-05-05 10:30:00,-45.228350222407954,
2021-05-05 12:00:00,-86.94008974445649,
2021-05-05 13:30:00,-56.0576998936227,
2021-05-05 15:00:00,-37.356008183083645,
2021-05-05 15:30:30,-37.356008183083645,
2021-05-05 23:59:59,-50.94421299696447,c
2021-05-06 00:00:00,-33.60242953916497,
2021-05-06 10:00:00,-19.76101106636486,
2021-05-06 10:30:00,-48.46645037531613,
2021-05-06 12:00:00,-71.13040196142711,
2021-05-06 13:30:00,-52.78947636442115,
2021-05-06 15:00:00,-12.64734500933426,
2021-05-06 15:30:30,-12.64734500933426,
2021-05-06 23:59:59,-43.41285793979267,c
2021-05-07 00:00:00,-51.65005351282397,
2021-05-07 10:00:00,-63.501735659145794,
2021-05-07 10:30:00,-69.17149645280023,
2021-05-07 12:00:00,-33.70152268675392,
2021-05-07 13:30:00,-15.164206609396757,
2021-05-07 15:00:00,-13.918594551680059,
2021-05-07 15:30:30,-13.918594551680059,
2021-05-07 23:59:59,-17.104871848861592,w
